step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8
70,0.3692325866573951,0.32980728193079034,0.3097502898451173,0.2810232899084048,0.2505022917882661,0.18566239944528282,0.1294403036994971,6.491405878595806e-10
71,0.36923258665739156,0.3298072819307968,0.3097502898451148,0.28102328990840125,0.25050229178826333,0.18566239944529572,0.12944030369948542,1.3888805467801486e-09
72,0.3692325866573889,0.3298072819308041,0.3097502898451132,0.2810232899083985,0.2505022917882613,0.18566239944530952,0.1294403036994741,3.1396251677682916e-09
73,0.36923258665738595,0.3298072819308115,0.3097502898451112,0.2810232899083959,0.2505022917882594,0.18566239944532362,0.1294403036994625,2.264637159368497e-09
74,0.3692325866573825,0.32980728193081865,0.3097502898451089,0.28102328990839304,0.2505022917882572,0.18566239944533805,0.12944030369945053,3.179768540413303e-09
75,0.3692325866573791,0.329807281930826,0.30975028984510683,0.28102328990839043,0.2505022917882554,0.18566239944535323,0.1294403036994389,1.8081476707468074e-09
76,0.3692325866573755,0.32980728193083303,0.3097502898451043,0.28102328990838765,0.2505022917882536,0.18566239944536866,0.12944030369942683,9.620067843149171e-10
77,0.3692325866573714,0.3298072819308398,0.30975028984510145,0.28102328990838477,0.2505022917882516,0.1856623994453846,0.12944030369941462,3.276754766369147e-09
78,0.36923258665736863,0.32980728193084785,0.30975028984509945,0.2810232899083828,0.2505022917882505,0.18566239944540142,0.12944030369940238,4.525225747048696e-09
79,0.3692325866573649,0.32980728193085496,0.3097502898450967,0.28102328990838027,0.2505022917882491,0.1856623994454186,0.1294403036993899,2.890629644225491e-09
80,0.369232586657361,0.32980728193086206,0.309750289845094,0.2810232899083779,0.25050229178824784,0.18566239944543614,0.12944030369937715,3.132555202457775e-09
81,0.3692325866573568,0.32980728193086906,0.30975028984509095,0.2810232899083754,0.25050229178824646,0.18566239944545415,0.1294403036993641,2.906431134070549e-09
82,0.3692325866573526,0.32980728193087616,0.30975028984508785,0.28102328990837305,0.2505022917882453,0.1856623994454727,0.12944030369935106,9.760648419749337e-10
83,0.36923258665734837,0.3298072819308832,0.30975028984508457,0.2810232899083706,0.2505022917882442,0.18566239944549165,0.1294403036993377,2.0440709717284372e-09
84,0.3692325866573446,0.32980728193089076,0.30975028984508174,0.28102328990836883,0.2505022917882439,0.18566239944551116,0.12944030369932463,2.3715533007959334e-09
85,0.3692325866573405,0.32980728193089814,0.3097502898450786,0.28102328990836706,0.25050229178824335,0.18566239944553128,0.12944030369931117,2.0513409798880637e-09
86,0.3692325866573362,0.3298072819309054,0.3097502898450753,0.28102328990836517,0.25050229178824296,0.1856623994455518,0.12944030369929763,2.755621908809514e-09
87,0.3692325866573319,0.3298072819309129,0.3097502898450721,0.2810232899083636,0.2505022917882428,0.18566239944557295,0.12944030369928394,5.996559245045113e-10
88,0.3692325866573276,0.3298072819309204,0.30975028984506886,0.2810232899083622,0.2505022917882428,0.18566239944559462,0.12944030369927015,3.117800068857378e-09
89,0.3692325866573231,0.3298072819309278,0.3097502898450654,0.2810232899083608,0.25050229178824274,0.1856623994456168,0.12944030369925627,2.121529741228621e-09
90,0.36923258665731856,0.32980728193093534,0.30975028984506214,0.2810232899083596,0.25050229178824324,0.1856623994456393,0.1294403036992424,3.6812353331856323e-09
91,0.3692325866573139,0.32980728193094266,0.3097502898450586,0.28102328990835834,0.25050229178824374,0.185662399445662,0.12944030369922835,2.358169874498075e-09
92,0.3692325866573088,0.32980728193094955,0.30975028984505465,0.28102328990835684,0.25050229178824396,0.18566239944568522,0.12944030369921408,3.3566641652793125e-09
93,0.3692325866573039,0.3298072819309569,0.30975028984505093,0.2810232899083558,0.2505022917882447,0.18566239944570911,0.1294403036991996,3.502135901031163e-09
94,0.36923258665729886,0.32980728193096415,0.3097502898450471,0.28102328990835473,0.25050229178824557,0.18566239944573354,0.12944030369918524,1.6854611903130974e-09
95,0.3692325866572936,0.32980728193097125,0.30975028984504294,0.28102328990835385,0.25050229178824646,0.185662399445758,0.12944030369917056,1.5820484135594474e-09
96,0.3692325866572881,0.32980728193097814,0.3097502898450387,0.2810232899083528,0.2505022917882473,0.18566239944578306,0.12944030369915574,3.152972402366521e-09
97,0.3692325866572825,0.3298072819309852,0.3097502898450345,0.281023289908352,0.2505022917882486,0.18566239944580834,0.12944030369914092,2.7215948583911172e-09
98,0.36923258665727726,0.32980728193099246,0.3097502898450305,0.28102328990835146,0.2505022917882501,0.18566239944583435,0.12944030369912618,2.8692900499382064e-09
99,0.36923258665727215,0.3298072819310001,0.3097502898450267,0.28102328990835135,0.25050229178825223,0.18566239944586108,0.12944030369911141,2.158951073085047e-09
100,0.36923258665726694,0.32980728193100767,0.3097502898450228,0.2810232899083514,0.25050229178825434,0.1856623994458884,0.12944030369909654,1.2105920983882616e-09
101,0.3692325866572618,0.3298072819310153,0.30975028984501907,0.28102328990835146,0.2505022917882568,0.18566239944591614,0.12944030369908183,2.645627521403941e-09
102,0.3692325866572567,0.32980728193102316,0.30975028984501546,0.28102328990835207,0.2505022917882596,0.18566239944594423,0.12944030369906687,2.096120539528815e-09
103,0.36923258665725084,0.32980728193103015,0.309750289845011,0.2810232899083522,0.2505022917882621,0.18566239944597226,0.12944030369905196,2.760724811239736e-09
104,0.36923258665724507,0.32980728193103764,0.3097502898450068,0.28102328990835274,0.25050229178826494,0.18566239944600105,0.1294403036990367,2.1424064079823483e-09
105,0.36923258665723824,0.32980728193104375,0.3097502898450016,0.28102328990835224,0.2505022917882672,0.18566239944602955,0.12944030369902124,3.3348017792041755e-09
106,0.36923258665723185,0.32980728193105074,0.3097502898449969,0.2810232899083525,0.2505022917882702,0.1856623994460586,0.12944030369900575,8.829351612173838e-10
107,0.3692325866572258,0.32980728193105785,0.3097502898449926,0.28102328990835324,0.2505022917882737,0.18566239944608853,0.12944030369899065,3.429830351423307e-09
108,0.36923258665721925,0.3298072819310645,0.3097502898449876,0.28102328990835374,0.250502291788277,0.18566239944611854,0.129440303698975,3.475601748558857e-09
109,0.3692325866572124,0.3298072819310714,0.3097502898449827,0.2810232899083546,0.2505022917882806,0.18566239944614865,0.12944030369895934,2.7211023929177375e-09
110,0.3692325866572059,0.3298072819310783,0.30975028984497793,0.2810232899083556,0.2505022917882843,0.18566239944617954,0.12944030369894377,1.9148265552946564e-09
111,0.3692325866571995,0.3298072819310852,0.3097502898449734,0.2810232899083569,0.2505022917882883,0.18566239944621088,0.1294403036989281,2.380577505972753e-09
112,0.3692325866571929,0.3298072819310919,0.30975028984496855,0.2810232899083581,0.2505022917882926,0.1856623994462425,0.1294403036989123,3.491241417977677e-09
113,0.36923258665718545,0.3298072819310982,0.30975028984496317,0.2810232899083592,0.2505022917882965,0.1856623994462742,0.12944030369889623,1.9527244150067053e-09
114,0.3692325866571788,0.32980728193110526,0.3097502898449586,0.2810232899083609,0.25050229178830136,0.18566239944630683,0.12944030369888085,1.314830706038698e-09
115,0.36923258665717135,0.3298072819311113,0.30975028984495323,0.2810232899083622,0.25050229178830574,0.18566239944633933,0.12944030369886478,2.237056879467041e-09
116,0.3692325866571639,0.32980728193111764,0.30975028984494807,0.2810232899083638,0.25050229178831046,0.18566239944637208,0.12944030369884885,2.3777841955941773e-09
117,0.3692325866571559,0.32980728193112374,0.30975028984494235,0.2810232899083654,0.2505022917883152,0.18566239944640517,0.12944030369883278,2.9694502811878296e-09
118,0.3692325866571486,0.32980728193113024,0.3097502898449374,0.2810232899083676,0.2505022917883206,0.18566239944643884,0.12944030369881684,2.9858478470882433e-09
119,0.3692325866571411,0.3298072819311366,0.30975028984493225,0.2810232899083698,0.2505022917883261,0.18566239944647286,0.12944030369880086,3.2318564196891557e-09
120,0.36923258665713354,0.32980728193114306,0.30975028984492725,0.2810232899083724,0.2505022917883319,0.1856623994465071,0.12944030369878481,1.9566539087123276e-09
121,0.36923258665712594,0.32980728193114944,0.3097502898449222,0.2810232899083749,0.25050229178833794,0.18566239944654164,0.12944030369876874,2.9965181244808165e-09
122,0.36923258665711756,0.3298072819311549,0.30975028984491626,0.2810232899083771,0.2505022917883435,0.18566239944657625,0.1294403036987523,2.1450545297479534e-09
123,0.3692325866571086,0.32980728193116027,0.30975028984491026,0.2810232899083793,0.2505022917883492,0.1856623994466109,0.12944030369873583,3.5555311986670613e-09
124,0.36923258665709996,0.32980728193116576,0.3097502898449044,0.2810232899083818,0.25050229178835526,0.18566239944664606,0.1294403036987197,2.607211872925802e-09
125,0.3692325866570919,0.32980728193117187,0.30975028984489905,0.28102328990838493,0.25050229178836203,0.18566239944668186,0.12944030369870363,2.254329509417358e-09
126,0.36923258665708364,0.32980728193117764,0.3097502898448937,0.28102328990838826,0.25050229178836886,0.18566239944671806,0.12944030369868748,2.3828972961914058e-09
127,0.3692325866570752,0.3298072819311836,0.3097502898448882,0.28102328990839165,0.25050229178837613,0.1856623994467543,0.12944030369867146,2.160083594333718e-09
128,0.36923258665706704,0.32980728193118963,0.30975028984488306,0.2810232899083955,0.2505022917883836,0.1856623994467911,0.12944030369865556,3.281581319660498e-09
129,0.3692325866570584,0.3298072819311953,0.30975028984487757,0.28102328990839925,0.2505022917883911,0.18566239944682797,0.1294403036986395,1.9138227633344356e-09
130,0.36923258665704994,0.32980728193120123,0.30975028984487235,0.2810232899084033,0.25050229178839906,0.18566239944686533,0.1294403036986238,2.0207278006695692e-09
131,0.369232586657041,0.32980728193120684,0.3097502898448667,0.28102328990840725,0.2505022917884069,0.1856623994469027,0.12944030369860765,2.6551608733956477e-09
132,0.3692325866570319,0.3298072819312123,0.30975028984486114,0.28102328990841124,0.250502291788415,0.18566239944694035,0.12944030369859166,2.3675376872910796e-09
133,0.36923258665702285,0.3298072819312177,0.30975028984485564,0.2810232899084157,0.2505022917884234,0.18566239944697832,0.12944030369857593,2.1742404417553757e-09
134,0.3692325866570133,0.32980728193122283,0.30975028984485,0.2810232899084199,0.2505022917884318,0.18566239944701626,0.1294403036985599,2.271309495647789e-09
135,0.36923258665700404,0.32980728193122794,0.3097502898448443,0.2810232899084244,0.2505022917884404,0.18566239944705445,0.12944030369854412,3.3879002989652917e-09
136,0.3692325866569948,0.32980728193123343,0.30975028984483893,0.28102328990842945,0.2505022917884496,0.185662399447093,0.1294403036985285,3.3876881348977067e-09
137,0.3692325866569856,0.32980728193123854,0.3097502898448336,0.2810232899084344,0.250502291788459,0.18566239944713195,0.12944030369851284,2.659873730056899e-09
138,0.36923258665697606,0.32980728193124376,0.3097502898448284,0.2810232899084397,0.2505022917884686,0.18566239944717103,0.12944030369849746,2.528525626985756e-09
139,0.36923258665696584,0.32980728193124825,0.3097502898448225,0.28102328990844455,0.250502291788478,0.18566239944721,0.12944030369848167,2.41119913235525e-09
140,0.36923258665695574,0.32980728193125264,0.3097502898448165,0.2810232899084497,0.2505022917884874,0.18566239944724902,0.12944030369846585,3.048329111327221e-09
141,0.369232586656946,0.32980728193125736,0.309750289844811,0.2810232899084553,0.2505022917884973,0.1856623994472886,0.12944030369845047,2.632309239680585e-09
142,0.3692325866569359,0.329807281931262,0.3097502898448055,0.2810232899084611,0.2505022917885074,0.18566239944732824,0.1294403036984347,3.3793600333312202e-09
143,0.3692325866569255,0.32980728193126635,0.30975028984479963,0.28102328990846676,0.2505022917885177,0.1856623994473679,0.12944030369841905,2.8496204977857186e-09
144,0.3692325866569153,0.3298072819312708,0.3097502898447942,0.2810232899084728,0.25050229178852823,0.1856623994474082,0.12944030369840376,2.1538138027941313e-09
145,0.36923258665690467,0.32980728193127473,0.3097502898447885,0.2810232899084787,0.2505022917885389,0.18566239944744825,0.12944030369838866,2.3150095667977533e-09
146,0.369232586656894,0.3298072819312789,0.3097502898447829,0.2810232899084849,0.2505022917885499,0.18566239944748858,0.12944030369837345,4.113297315423027e-09
147,0.36923258665688324,0.3298072819312827,0.30975028984477726,0.2810232899084911,0.250502291788561,0.185662399447529,0.12944030369835846,3.295578380830621e-09
148,0.3692325866568725,0.3298072819312868,0.3097502898447716,0.28102328990849784,0.2505022917885724,0.18566239944756946,0.12944030369834347,3.347168209663636e-09
149,0.3692325866568621,0.3298072819312913,0.3097502898447666,0.28102328990850506,0.2505022917885843,0.18566239944761068,0.12944030369832898,3.118993791592918e-09
150,0.3692325866568514,0.32980728193129544,0.30975028984476155,0.2810232899085123,0.25050229178859645,0.18566239944765148,0.1294403036983145,2.836821733229548e-09
151,0.36923258665684033,0.3298072819312993,0.30975028984475617,0.28102328990851955,0.2505022917886086,0.1856623994476925,0.1294403036982999,1.7468069817997863e-09
152,0.3692325866568289,0.3298072819313028,0.30975028984475056,0.28102328990852676,0.2505022917886206,0.1856623994477331,0.12944030369828538,2.344075261756683e-09
153,0.3692325866568175,0.32980728193130626,0.309750289844745,0.28102328990853415,0.2505022917886329,0.18566239944777424,0.12944030369827075,1.4177966333736651e-09
154,0.3692325866568063,0.32980728193130987,0.30975028984473985,0.28102328990854186,0.2505022917886457,0.18566239944781568,0.1294403036982567,1.9932296706722192e-09
155,0.3692325866567944,0.3298072819313129,0.3097502898447343,0.28102328990854936,0.2505022917886583,0.18566239944785667,0.12944030369824241,1.7737648921672868e-09
156,0.36923258665678305,0.32980728193131625,0.3097502898447292,0.2810232899085575,0.25050229178867145,0.18566239944789797,0.12944030369822834,2.193144968456633e-09
157,0.3692325866567716,0.32980728193131975,0.3097502898447243,0.28102328990856584,0.250502291788685,0.1856623994479394,0.12944030369821455,2.480341784687033e-09
158,0.3692325866567601,0.32980728193132314,0.3097502898447195,0.28102328990857434,0.25050229178869876,0.18566239944798107,0.12944030369820098,2.6682046627085537e-09
159,0.3692325866567484,0.32980728193132636,0.30975028984471453,0.28102328990858305,0.2505022917887126,0.18566239944802274,0.12944030369818738,2.961111634908476e-09
160,0.36923258665673664,0.32980728193132935,0.3097502898447097,0.2810232899085919,0.25050229178872685,0.18566239944806426,0.12944030369817403,3.018429184855859e-09
161,0.36923258665672454,0.329807281931332,0.30975028984470465,0.2810232899086005,0.25050229178874095,0.18566239944810575,0.1294403036981607,2.036169059002888e-09
162,0.36923258665671244,0.3298072819313346,0.30975028984469966,0.28102328990860925,0.25050229178875516,0.18566239944814752,0.1294403036981474,2.5320692772431923e-09
163,0.3692325866566996,0.3298072819313364,0.3097502898446941,0.28102328990861786,0.250502291788769,0.18566239944818894,0.1294403036981338,3.097802130014715e-09
164,0.36923258665668707,0.32980728193133857,0.3097502898446891,0.28102328990862696,0.2505022917887834,0.1856623994482306,0.12944030369812093,2.6543397543606456e-09
165,0.369232586656675,0.3298072819313413,0.30975028984468456,0.2810232899086368,0.2505022917887987,0.1856623994482722,0.12944030369810847,2.5962746976609008e-09
166,0.3692325866566625,0.32980728193134357,0.3097502898446799,0.28102328990864633,0.2505022917888139,0.18566239944831384,0.12944030369809603,3.783942753129244e-09
167,0.36923258665665004,0.3298072819313458,0.30975028984467534,0.28102328990865627,0.2505022917888292,0.1856623994483556,0.12944030369808365,2.4278474116039788e-09
168,0.369232586656638,0.32980728193134834,0.30975028984467107,0.2810232899086666,0.2505022917888449,0.18566239944839746,0.12944030369807152,2.7342750580988876e-09
169,0.3692325866566253,0.3298072819313504,0.3097502898446667,0.28102328990867687,0.2505022917888607,0.1856623994484391,0.12944030369805948,2.7208408337313924e-09
170,0.3692325866566128,0.3298072819313527,0.3097502898446627,0.2810232899086875,0.25050229178887684,0.1856623994484809,0.12944030369804785,3.207706583569721e-09
171,0.36923258665660014,0.32980728193135483,0.3097502898446585,0.2810232899086982,0.2505022917888931,0.18566239944852267,0.12944030369803616,2.8507991007533223e-09
172,0.3692325866565869,0.3298072819313563,0.3097502898446541,0.28102328990870873,0.25050229178890926,0.18566239944856405,0.1294403036980247,2.4844836832837548e-09
173,0.36923258665657327,0.3298072819313574,0.3097502898446495,0.28102328990871916,0.25050229178892536,0.18566239944860488,0.12944030369801318,2.5043918387189923e-09
174,0.36923258665656017,0.32980728193135894,0.3097502898446454,0.2810232899087301,0.25050229178894207,0.18566239944864632,0.12944030369800227,3.0057285795310436e-09
175,0.36923258665654685,0.32980728193136033,0.3097502898446414,0.28102328990874115,0.25050229178895883,0.18566239944868754,0.12944030369799123,2.5302795587932405e-09
176,0.36923258665653375,0.32980728193136166,0.30975028984463765,0.28102328990875264,0.25050229178897604,0.18566239944872884,0.12944030369798062,2.9276744886690234e-09
177,0.36923258665651965,0.3298072819313623,0.3097502898446332,0.2810232899087635,0.25050229178899286,0.1856623994487696,0.12944030369796994,2.813020454254925e-09
178,0.3692325866565062,0.3298072819313635,0.30975028984462954,0.28102328990877523,0.2505022917890105,0.18566239944881074,0.12944030369795964,2.2240726290598357e-09
179,0.36923258665649245,0.3298072819313641,0.3097502898446257,0.28102328990878667,0.2505022917890279,0.1856623994488516,0.12944030369794957,3.221039183083066e-09
180,0.36923258665647823,0.3298072819313646,0.3097502898446219,0.2810232899087983,0.2505022917890453,0.18566239944889232,0.12944030369793968,3.5062997178034816e-09
181,0.36923258665646447,0.3298072819313653,0.3097502898446183,0.28102328990881037,0.2505022917890632,0.18566239944893312,0.12944030369793,2.395321178740914e-09
