class_id,count,a2n,b2n,abn,theta_over_pi_mod1,edges
0,1,0.9998963141745671,0.0001036858254328448,-0.010182095790280562,0.9967587141945229,1-2
1,1,0.054098287010760394,0.9459017129892395,0.22621154336872773,0.4252798519975183,1-3
2,1,0.015301037217454166,0.9846989627825458,0.12274736444227324,0.46052479848952305,1-4
3,1,0.981294404291711,0.018705595708289034,0.13548319599672526,0.043671613583595774,1-5
4,1,0.9105498340185477,0.08945016598145229,-0.2853924206900788,0.9033195186659735,1-6
5,1,0.03942880511323791,0.9605711948867621,-0.19461288354212372,0.5636287026276253,1-7
6,1,0.0021554650389852712,0.9978445349610148,-0.04637692324261048,0.5147834827906796,1-8
7,1,0.9972758532504387,0.0027241467495613784,0.052122219580983245,0.01662121451243001,1-9
8,1,0.1089715133353106,0.8910284866646895,0.31160347016155454,0.3929147157753998,2-3
9,1,0.9199158936328875,0.0800841063671126,-0.2714233635383911,0.9086732250929286,2-4
10,1,0.915173521783918,0.0848264782160821,-0.27862330629281296,0.9059289007945153,2-5
11,1,0.0014029977956043686,0.9985970022043956,0.037430327179840385,0.48807440033419425,2-6
12,1,0.058221305614140635,0.9417786943858593,0.23416145111167525,0.42242920152043906,2-7
13,1,0.004313850696919609,0.9956861493030804,0.06553809113091634,0.47907837447985024,2-8
14,1,0.9921046031012498,0.00789539689875023,-0.08850457393017287,0.971678890690359,2-9
15,1,0.9310131064841095,0.06898689351589046,-0.2534318489040351,0.915402369143484,3-4
16,1,0.03560111756581464,0.9643988824341854,0.18529349150436905,0.439578270570982,3-5
17,1,0.00045796865365898946,0.999542031346341,-0.021395301315271426,0.5068124159688774,3-6
18,1,0.9546324071304527,0.045367592869547294,-0.20810904446172035,0.9316776422409914,3-7
19,1,0.9165513596192179,0.08344864038078222,-0.2765591524418982,0.9067188726266643,3-8
20,1,0.9986742400796821,0.0013257599203178756,0.03638684214041601,0.011592539341959706,3-9
21,1,0.12629162374516242,0.8737083762548375,0.3321777378407119,0.384353060478557,4-5
22,1,0.9999812978255044,1.870217449568457e-05,-0.004324560639458499,0.9986234324318118,4-6
23,1,0.9938428756756292,0.006157124324370692,0.07822540600358002,0.025002634134569133,4-7
24,1,0.007158474497258855,0.9928415255027412,-0.084304393361977,0.5269637245190221,4-8
25,1,0.0064956906255472825,0.9935043093744528,0.08033365813184694,0.47431768957196363,4-9
26,1,0.8756016575281707,0.12439834247182936,-0.3300354448572014,0.8852631125892089,5-6
27,1,0.027455137774047723,0.9725448622259523,-0.16340548700657448,0.5529870234974864,5-7
28,1,0.9912155661065669,0.008784433893433074,-0.09331274090179208,0.9701224547177231,5-8
29,1,0.04736697129211387,0.9526330287078861,0.2124225537054056,0.43016427885603953,5-9
30,1,0.9870314617533537,0.012968538246646368,0.11313865503174253,0.036327777655201024,6-7
31,1,0.21900964929266462,0.7809903507073354,0.4135751718966803,0.3449802428278164,6-8
32,1,0.005965133140580405,0.9940348668594197,0.07700357347029782,0.47539105949728755,6-9
33,1,0.9234330666073968,0.07656693339260325,0.2659030614781558,0.08924324637015553,7-8
34,1,0.01595494048375802,0.984045059516242,-0.12530115864555189,0.5403143252009464,7-9
35,1,0.9361625679366206,0.0638374320633795,-0.24446311445887478,0.9186943607669449,8-9
