step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9
0,0.3626702912129836,0.3262793305300491,0.3202801056435432,0.26942957737035306,0.24528828854615292,0.20636975817344522,0.17215051118483016,0.12121012245193709,2.1514719099416327e-09
1,0.3626702912129845,0.32627933053005015,0.32028010564354537,0.2694295773703473,0.2452882885461462,0.20636975817345368,0.17215051118486313,0.12121012245189908,2.1874906538431184e-09
2,0.3626702912129849,0.32627933053005087,0.3202801056435471,0.2694295773703408,0.2452882885461392,0.20636975817346226,0.17215051118489622,0.12121012245186163,2.4580461562411698e-09
3,0.36267029121298483,0.32627933053005126,0.3202801056435481,0.2694295773703336,0.24528828854613163,0.20636975817347056,0.17215051118492936,0.12121012245182443,3.166659478812332e-09
4,0.36267029121298483,0.32627933053005187,0.3202801056435493,0.26942957737032636,0.24528828854612433,0.20636975817347922,0.17215051118496263,0.12121012245178794,4.558689547268468e-09
5,0.36267029121298555,0.3262793305300532,0.32028010564355086,0.2694295773703193,0.2452882885461172,0.20636975817348815,0.17215051118499658,0.12121012245175183,1.0822494616506198e-09
6,0.36267029121298594,0.326279330530054,0.32028010564355197,0.26942957737031165,0.24528828854610998,0.20636975817349712,0.17215051118503052,0.12121012245171611,2.1603900983383375e-09
7,0.36267029121298633,0.3262793305300552,0.3202801056435531,0.2694295773703037,0.24528828854610246,0.20636975817350625,0.17215051118506497,0.12121012245168099,2.3808261827031033e-09
8,0.3626702912129869,0.32627933053005653,0.32028010564355436,0.2694295773702956,0.24528828854609502,0.2063697581735155,0.1721505111850996,0.12121012245164632,2.114610561677195e-09
9,0.36267029121298705,0.3262793305300576,0.320280105643555,0.26942957737028694,0.24528828854608728,0.2063697581735246,0.17215051118513436,0.12121012245161203,2.1109908979922435e-09
10,0.3626702912129879,0.3262793305300592,0.3202801056435562,0.2694295773702784,0.2452882885460799,0.20636975817353423,0.17215051118516947,0.12121012245157825,2.9234982343040216e-09
11,0.36267029121298866,0.32627933053006103,0.32028010564355724,0.2694295773702695,0.24528828854607246,0.20636975817354392,0.17215051118520472,0.12121012245154497,2.8211973600594676e-09
12,0.3626702912129897,0.326279330530063,0.32028010564355835,0.2694295773702606,0.24528828854606535,0.20636975817355382,0.17215051118524044,0.12121012245151253,3.815862245234658e-09
13,0.3626702912129904,0.3262793305300649,0.3202801056435591,0.2694295773702512,0.2452882885460577,0.20636975817356362,0.1721505111852761,0.12121012245147997,4.22686327259689e-09
14,0.362670291212991,0.3262793305300667,0.3202801056435597,0.2694295773702414,0.2452882885460501,0.2063697581735734,0.17215051118531202,0.1212101224514483,3.831608725637054e-09
15,0.36267029121299205,0.326279330530069,0.3202801056435605,0.26942957737023165,0.24528828854604276,0.20636975817358358,0.17215051118534833,0.1212101224514171,1.88064087841866e-09
16,0.3626702912129927,0.3262793305300709,0.32028010564356085,0.26942957737022144,0.24528828854603485,0.20636975817359357,0.17215051118538457,0.12121012245138603,2.4833082994238042e-09
17,0.3626702912129936,0.32627933053007335,0.3202801056435614,0.26942957737021095,0.2452882885460271,0.20636975817360392,0.17215051118542116,0.12121012245135569,1.9564566980355944e-09
18,0.3626702912129947,0.3262793305300761,0.32028010564356224,0.2694295773702005,0.24528828854601953,0.2063697581736144,0.17215051118545818,0.12121012245132587,3.0412335936711375e-09
19,0.3626702912129953,0.3262793305300782,0.32028010564356224,0.26942957737018924,0.2452882885460115,0.20636975817362466,0.17215051118549513,0.12121012245129642,2.02031603904097e-09
20,0.36267029121299604,0.3262793305300806,0.3202801056435625,0.26942957737017786,0.24528828854600354,0.2063697581736352,0.17215051118553232,0.1212101224512675,4.135368706092786e-09
21,0.36267029121299654,0.326279330530083,0.32028010564356235,0.2694295773701662,0.24528828854599535,0.2063697581736455,0.17215051118556957,0.12121012245123904,1.3890496402273919e-09
22,0.3626702912129983,0.3262793305300864,0.3202801056435631,0.2694295773701548,0.24528828854598805,0.20636975817365685,0.17215051118560754,0.12121012245121175,3.048177976735676e-09
23,0.3626702912129995,0.32627933053008934,0.32028010564356324,0.2694295773701429,0.24528828854598034,0.20636975817366793,0.17215051118564523,0.12121012245118468,2.5181437337286606e-09
24,0.3626702912130002,0.32627933053009195,0.3202801056435629,0.2694295773701304,0.2452882885459723,0.2063697581736788,0.17215051118568314,0.1212101224511583,1.2289079722073183e-09
25,0.3626702912130012,0.326279330530095,0.3202801056435629,0.2694295773701179,0.2452882885459644,0.20636975817369002,0.17215051118572128,0.1212101224511321,2.698834691922396e-09
26,0.36267029121300215,0.326279330530098,0.32028010564356263,0.26942957737010514,0.2452882885459563,0.2063697581737009,0.17215051118575952,0.12121012245110656,1.4417396508859732e-09
27,0.3626702912130037,0.32627933053010155,0.32028010564356263,0.2694295773700924,0.24528828854594864,0.2063697581737123,0.1721505111857981,0.12121012245108158,2.2323958714486715e-09
28,0.3626702912130051,0.326279330530105,0.32028010564356235,0.26942957737007933,0.24528828854594087,0.20636975817372366,0.17215051118583674,0.12121012245105736,1.918215850492395e-09
29,0.36267029121300604,0.32627933053010805,0.3202801056435615,0.2694295773700657,0.2452882885459328,0.20636975817373482,0.17215051118587532,0.12121012245103352,2.793836941970182e-09
30,0.3626702912130068,0.32627933053011127,0.3202801056435607,0.2694295773700518,0.2452882885459246,0.20636975817374623,0.17215051118591396,0.12121012245101005,2.8862905809125556e-09
31,0.36267029121300737,0.3262793305301142,0.3202801056435594,0.2694295773700373,0.245288288545916,0.20636975817375738,0.17215051118595268,0.12121012245098686,3.175195190433952e-09
32,0.36267029121300837,0.326279330530118,0.3202801056435587,0.2694295773700229,0.2452882885459078,0.20636975817376893,0.17215051118599187,0.12121012245096463,2.524229210256123e-09
