t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(221.18599036129032),np.float64(-27.27817441792461),np.float64(22.31998148442119),np.float64(27.184808887628023),np.float64(4.440892098500626e-16)
1,np.float64(221.18599036129027),np.float64(-27.27817441792466),np.float64(22.319981484421312),np.float64(28.014554045700876),np.float64(8.881784197001252e-16)
2,np.float64(221.18599036129027),np.float64(-27.27817441792472),np.float64(22.31998148442152),np.float64(41.1753012043461),np.float64(1.7763568394002505e-15)
3,np.float64(221.18599036129),np.float64(-27.27817441792461),np.float64(22.319981484421227),np.float64(49.88255642915978),np.float64(1.7763568394002505e-15)
4,np.float64(221.18599036128978),np.float64(-27.278174417924685),np.float64(22.319981484421177),np.float64(57.39077457519716),np.float64(1.7763568394002505e-15)
5,np.float64(221.1859903612892),np.float64(-27.278174417924564),np.float64(22.319981484421035),np.float64(71.77626917639435),np.float64(3.552713678800501e-15)
6,np.float64(221.18599036128904),np.float64(-27.278174417924525),np.float64(22.319981484421135),np.float64(78.62680071043282),np.float64(3.552713678800501e-15)
7,np.float64(221.18599036128862),np.float64(-27.278174417924127),np.float64(22.319981484421458),np.float64(91.97038704707403),np.float64(3.552713678800501e-15)
8,np.float64(221.1859903612883),np.float64(-27.27817441792358),np.float64(22.31998148442183),np.float64(92.82406651072674),np.float64(3.552713678800501e-15)
9,np.float64(221.1859903612882),np.float64(-27.27817441792366),np.float64(22.319981484421678),np.float64(93.58298442198526),np.float64(3.552713678800501e-15)
10,np.float64(221.18599036128774),np.float64(-27.27817441792378),np.float64(22.319981484421373),np.float64(94.36997450895507),np.float64(3.552713678800501e-15)
11,np.float64(221.18599036128796),np.float64(-27.27817441792405),np.float64(22.31998148442114),np.float64(95.05652553998972),np.float64(3.552713678800501e-15)
12,np.float64(221.18599036128785),np.float64(-27.278174417924188),np.float64(22.31998148442104),np.float64(95.6786636232036),np.float64(7.105427357601002e-15)
13,np.float64(221.18599036128757),np.float64(-27.278174417924028),np.float64(22.319981484420914),np.float64(96.43887569185193),np.float64(7.105427357601002e-15)
14,np.float64(221.18599036128705),np.float64(-27.278174417923914),np.float64(22.31998148442067),np.float64(97.70858988017618),np.float64(3.552713678800501e-15)
15,np.float64(221.1859903612869),np.float64(-27.27817441792402),np.float64(22.319981484420786),np.float64(98.44182968956336),np.float64(3.552713678800501e-15)
16,np.float64(221.18599036128654),np.float64(-27.278174417923744),np.float64(22.319981484420538),np.float64(99.25885037179259),np.float64(3.552713678800501e-15)
17,np.float64(221.18599036128631),np.float64(-27.278174417924014),np.float64(22.319981484420566),np.float64(100.8687214101754),np.float64(7.105427357601002e-15)
18,np.float64(221.1859903612861),np.float64(-27.27817441792381),np.float64(22.31998148442036),np.float64(103.52547793563703),np.float64(7.105427357601002e-15)
19,np.float64(221.18599036128603),np.float64(-27.27817441792335),np.float64(22.319981484420737),np.float64(107.01973931543857),np.float64(3.552713678800501e-15)
20,np.float64(221.1859903612865),np.float64(-27.278174417923523),np.float64(22.319981484420822),np.float64(107.53596839013574),np.float64(3.552713678800501e-15)
21,np.float64(221.18599036128631),np.float64(-27.278174417923545),np.float64(22.319981484420815),np.float64(108.01722378480018),np.float64(7.105427357601002e-15)
22,np.float64(221.18599036128626),np.float64(-27.27817441792343),np.float64(22.319981484421017),np.float64(108.15974814106141),np.float64(7.105427357601002e-15)
23,np.float64(221.18599036128694),np.float64(-27.27817441792358),np.float64(22.319981484421113),np.float64(108.25573545325064),np.float64(7.105427357601002e-15)
24,np.float64(221.18599036128631),np.float64(-27.278174417923488),np.float64(22.319981484421074),np.float64(108.29906929881437),np.float64(7.105427357601002e-15)
25,np.float64(221.185990361286),np.float64(-27.27817441792318),np.float64(22.319981484421103),np.float64(108.3515706658044),np.float64(3.552713678800501e-15)
26,np.float64(221.18599036128592),np.float64(-27.27817441792316),np.float64(22.31998148442122),np.float64(108.3692530853494),np.float64(7.105427357601002e-15)
27,np.float64(221.185990361286),np.float64(-27.278174417923086),np.float64(22.319981484421177),np.float64(108.40708705791576),np.float64(7.105427357601002e-15)
28,np.float64(221.18599036128626),np.float64(-27.27817441792317),np.float64(22.31998148442129),np.float64(108.41955430204223),np.float64(7.105427357601002e-15)
29,np.float64(221.18599036128643),np.float64(-27.27817441792326),np.float64(22.319981484421227),np.float64(108.44273693204336),np.float64(3.552713678800501e-15)
30,np.float64(221.1859903612859),np.float64(-27.278174417923648),np.float64(22.319981484420804),np.float64(108.45701032763482),np.float64(3.552713678800501e-15)
31,np.float64(221.18599036128558),np.float64(-27.278174417923758),np.float64(22.319981484420566),np.float64(108.4680943842744),np.float64(7.105427357601002e-15)
32,np.float64(221.18599036128586),np.float64(-27.278174417923818),np.float64(22.319981484420545),np.float64(108.48156558204914),np.float64(7.105427357601002e-15)
33,np.float64(221.18599036128575),np.float64(-27.27817441792358),np.float64(22.31998148442054),np.float64(108.48726496898402),np.float64(7.105427357601002e-15)
34,np.float64(221.18599036128603),np.float64(-27.278174417923392),np.float64(22.319981484420644),np.float64(108.49519276216672),np.float64(7.105427357601002e-15)
35,np.float64(221.1859903612862),np.float64(-27.278174417923577),np.float64(22.319981484420655),np.float64(108.4993596485615),np.float64(2.220446049250313e-16)
36,np.float64(221.1859903612867),np.float64(-27.278174417923616),np.float64(22.31998148442057),np.float64(108.50247525017504),np.float64(3.552713678800501e-15)
37,np.float64(221.18599036128705),np.float64(-27.27817441792366),np.float64(22.319981484420648),np.float64(108.50520478196346),np.float64(7.105427357601002e-15)
38,np.float64(221.1859903612874),np.float64(-27.27817441792393),np.float64(22.31998148442042),np.float64(108.50636794237757),np.float64(7.105427357601002e-15)
39,np.float64(221.185990361287),np.float64(-27.278174417923942),np.float64(22.319981484420374),np.float64(108.5075263786946),np.float64(7.105427357601002e-15)
40,np.float64(221.18599036128668),np.float64(-27.27817441792415),np.float64(22.319981484420346),np.float64(108.50807033351569),np.float64(7.105427357601002e-15)
41,np.float64(221.1859903612871),np.float64(-27.27817441792415),np.float64(22.31998148442029),np.float64(108.50840468902226),np.float64(1.1102230246251565e-16)
42,np.float64(221.18599036128688),np.float64(-27.2781744179242),np.float64(22.319981484420126),np.float64(108.50863447012969),np.float64(1.3877787807814457e-17)
43,np.float64(221.18599036128728),np.float64(-27.278174417923925),np.float64(22.319981484420577),np.float64(108.50872400604467),np.float64(1.3877787807814457e-17)
44,np.float64(221.18599036128722),np.float64(-27.278174417923882),np.float64(22.319981484420595),np.float64(108.50878780511286),np.float64(3.552713678800501e-15)
45,np.float64(221.185990361287),np.float64(-27.278174417924177),np.float64(22.31998148442042),np.float64(108.5088146892073),np.float64(7.105427357601002e-15)
46,np.float64(221.18599036128666),np.float64(-27.27817441792409),np.float64(22.319981484420556),np.float64(108.50882625131496),np.float64(7.105427357601002e-15)
47,np.float64(221.18599036128626),np.float64(-27.27817441792446),np.float64(22.319981484420182),np.float64(108.50883231797113),np.float64(1.1102230246251565e-16)
48,np.float64(221.18599036128649),np.float64(-27.278174417924205),np.float64(22.31998148442031),np.float64(108.5088341468855),np.float64(7.105427357601002e-15)
49,np.float64(221.18599036128717),np.float64(-27.278174417924166),np.float64(22.319981484420452),np.float64(108.50883470617552),np.float64(7.105427357601002e-15)
50,np.float64(221.18599036128705),np.float64(-27.278174417924145),np.float64(22.31998148442055),np.float64(108.50883493220117),np.float64(7.105427357601002e-15)
51,np.float64(221.18599036128677),np.float64(-27.27817441792419),np.float64(22.31998148442029),np.float64(108.50883502616637),np.float64(7.105427357601002e-15)
52,np.float64(221.18599036128614),np.float64(-27.278174417924106),np.float64(22.319981484420218),np.float64(108.50883508113625),np.float64(7.105427357601002e-15)
53,np.float64(221.18599036128637),np.float64(-27.27817441792392),np.float64(22.31998148442044),np.float64(108.50883519135336),np.float64(7.105427357601002e-15)
54,np.float64(221.18599036128668),np.float64(-27.278174417923992),np.float64(22.319981484420488),np.float64(108.50883533952089),np.float64(7.105427357601002e-15)
55,np.float64(221.1859903612866),np.float64(-27.278174417923996),np.float64(22.319981484420495),np.float64(108.50883542036502),np.float64(2.220446049250313e-16)
56,np.float64(221.18599036128637),np.float64(-27.278174417924262),np.float64(22.319981484420104),np.float64(108.50883554133713),np.float64(7.105427357601002e-15)
57,np.float64(221.1859903612863),np.float64(-27.278174417923793),np.float64(22.319981484420648),np.float64(108.50883561042858),np.float64(7.105427357601002e-15)
58,np.float64(221.18599036128592),np.float64(-27.278174417923623),np.float64(22.319981484420587),np.float64(108.50883566407416),np.float64(3.552713678800501e-15)
59,np.float64(221.1859903612858),np.float64(-27.278174417923854),np.float64(22.319981484420197),np.float64(108.50883571114308),np.float64(7.105427357601002e-15)
60,np.float64(221.1859903612857),np.float64(-27.278174417923697),np.float64(22.31998148442027),np.float64(108.5088357325644),np.float64(7.105427357601002e-15)
61,np.float64(221.18599036128575),np.float64(-27.278174417923715),np.float64(22.319981484420296),np.float64(108.50883575290032),np.float64(7.105427357601002e-15)
62,np.float64(221.18599036128586),np.float64(-27.278174417923793),np.float64(22.31998148442038),np.float64(108.50883576292645),np.float64(7.105427357601002e-15)
63,np.float64(221.18599036128623),np.float64(-27.27817441792351),np.float64(22.319981484420683),np.float64(108.50883576899935),np.float64(7.105427357601002e-15)
64,np.float64(221.18599036128612),np.float64(-27.27817441792342),np.float64(22.319981484420804),np.float64(108.50883577311845),np.float64(7.105427357601002e-15)
65,np.float64(221.18599036128572),np.float64(-27.278174417923083),np.float64(22.319981484421326),np.float64(108.50883577474174),np.float64(7.105427357601002e-15)
66,np.float64(221.18599036128583),np.float64(-27.278174417923026),np.float64(22.31998148442139),np.float64(108.5088357758189),np.float64(3.552713678800501e-15)
67,np.float64(221.18599036128575),np.float64(-27.27817441792303),np.float64(22.319981484421447),np.float64(108.50883577621696),np.float64(7.105427357601002e-15)
68,np.float64(221.18599036128606),np.float64(-27.27817441792307),np.float64(22.3199814844216),np.float64(108.50883577631872),np.float64(7.105427357601002e-15)
69,np.float64(221.18599036128597),np.float64(-27.278174417923115),np.float64(22.319981484421618),np.float64(108.5088357763148),np.float64(7.105427357601002e-15)
70,np.float64(221.1859903612862),np.float64(-27.278174417922877),np.float64(22.319981484421785),np.float64(108.50883577623999),np.float64(7.105427357601002e-15)
71,np.float64(221.18599036128614),np.float64(-27.278174417922468),np.float64(22.319981484422335),np.float64(108.50883577615934),np.float64(7.105427357601002e-15)
72,np.float64(221.18599036128617),np.float64(-27.278174417922493),np.float64(22.319981484422406),np.float64(108.50883577610001),np.float64(7.105427357601002e-15)
73,np.float64(221.18599036128637),np.float64(-27.278174417922024),np.float64(22.319981484423145),np.float64(108.5088357760754),np.float64(7.105427357601002e-15)
74,np.float64(221.18599036128634),np.float64(-27.278174417921775),np.float64(22.319981484423508),np.float64(108.50883577609743),np.float64(7.105427357601002e-15)
75,np.float64(221.18599036128637),np.float64(-27.278174417921573),np.float64(22.319981484423646),np.float64(108.50883577617712),np.float64(7.105427357601002e-15)
76,np.float64(221.18599036128634),np.float64(-27.27817441792137),np.float64(22.3199814844237),np.float64(108.50883577632372),np.float64(7.105427357601002e-15)
77,np.float64(221.18599036128603),np.float64(-27.27817441792128),np.float64(22.31998148442375),np.float64(108.50883577654473),np.float64(7.105427357601002e-15)
78,np.float64(221.18599036128606),np.float64(-27.278174417921),np.float64(22.319981484423817),np.float64(108.50883577685158),np.float64(7.105427357601002e-15)
79,np.float64(221.18599036128595),np.float64(-27.27817441792089),np.float64(22.319981484423806),np.float64(108.50883577725153),np.float64(7.105427357601002e-15)
80,np.float64(221.1859903612854),np.float64(-27.278174417920876),np.float64(22.319981484424105),np.float64(108.50883577775389),np.float64(3.552713678800501e-15)
81,np.float64(221.18599036128523),np.float64(-27.278174417921175),np.float64(22.31998148442372),np.float64(108.50883577836753),np.float64(7.105427357601002e-15)
82,np.float64(221.18599036128535),np.float64(-27.27817441792119),np.float64(22.319981484423693),np.float64(108.50883577909984),np.float64(7.105427357601002e-15)
83,np.float64(221.185990361285),np.float64(-27.27817441792142),np.float64(22.31998148442358),np.float64(108.50883577995775),np.float64(7.105427357601002e-15)
84,np.float64(221.1859903612851),np.float64(-27.27817441792152),np.float64(22.31998148442348),np.float64(108.50883578094755),np.float64(7.105427357601002e-15)
85,np.float64(221.18599036128526),np.float64(-27.27817441792137),np.float64(22.31998148442374),np.float64(108.50883578207367),np.float64(7.105427357601002e-15)
86,np.float64(221.18599036128586),np.float64(-27.278174417921168),np.float64(22.319981484424098),np.float64(108.50883578333955),np.float64(7.105427357601002e-15)
87,np.float64(221.18599036128603),np.float64(-27.27817441792111),np.float64(22.31998148442426),np.float64(108.50883578474608),np.float64(2.220446049250313e-16)
88,np.float64(221.1859903612861),np.float64(-27.278174417921196),np.float64(22.319981484424353),np.float64(108.50883578629269),np.float64(7.105427357601002e-15)
89,np.float64(221.18599036128552),np.float64(-27.27817441792084),np.float64(22.319981484424652),np.float64(108.50883578797615),np.float64(7.105427357601002e-15)
90,np.float64(221.1859903612858),np.float64(-27.278174417920802),np.float64(22.319981484424765),np.float64(108.5088357897916),np.float64(3.552713678800501e-15)
91,np.float64(221.1859903612859),np.float64(-27.278174417920724),np.float64(22.319981484424684),np.float64(108.50883579173042),np.float64(7.105427357601002e-15)
92,np.float64(221.18599036128572),np.float64(-27.278174417920965),np.float64(22.319981484424282),np.float64(108.50883579378149),np.float64(7.105427357601002e-15)
93,np.float64(221.18599036128586),np.float64(-27.278174417920642),np.float64(22.319981484424737),np.float64(108.50883579593143),np.float64(7.105427357601002e-15)
94,np.float64(221.1859903612859),np.float64(-27.278174417920777),np.float64(22.319981484424513),np.float64(108.50883579816353),np.float64(7.105427357601002e-15)
95,np.float64(221.1859903612857),np.float64(-27.278174417920873),np.float64(22.319981484424304),np.float64(108.50883580045866),np.float64(7.105427357601002e-15)
96,np.float64(221.18599036128597),np.float64(-27.27817441792136),np.float64(22.31998148442365),np.float64(108.50883580279587),np.float64(7.105427357601002e-15)
97,np.float64(221.1859903612857),np.float64(-27.2781744179213),np.float64(22.319981484423593),np.float64(108.50883580515128),np.float64(7.105427357601002e-15)
98,np.float64(221.18599036128575),np.float64(-27.278174417921214),np.float64(22.31998148442375),np.float64(108.50883580750066),np.float64(3.552713678800501e-15)
99,np.float64(221.18599036128572),np.float64(-27.278174417921377),np.float64(22.31998148442373),np.float64(108.50883580981807),np.float64(7.105427357601002e-15)
100,np.float64(221.18599036128603),np.float64(-27.27817441792135),np.float64(22.319981484423778),np.float64(108.5088358120776),np.float64(7.105427357601002e-15)
101,np.float64(221.18599036128614),np.float64(-27.27817441792099),np.float64(22.31998148442422),np.float64(108.50883581425302),np.float64(7.105427357601002e-15)
102,np.float64(221.18599036128626),np.float64(-27.27817441792103),np.float64(22.319981484424176),np.float64(108.50883581631939),np.float64(3.552713678800501e-15)
103,np.float64(221.18599036128592),np.float64(-27.27817441792114),np.float64(22.319981484424147),np.float64(108.50883581825275),np.float64(7.105427357601002e-15)
104,np.float64(221.18599036128577),np.float64(-27.27817441792121),np.float64(22.319981484424204),np.float64(108.50883582003166),np.float64(3.552713678800501e-15)
105,np.float64(221.18599036128555),np.float64(-27.27817441792095),np.float64(22.319981484424602),np.float64(108.50883582163655),np.float64(7.105427357601002e-15)
106,np.float64(221.18599036128558),np.float64(-27.278174417921146),np.float64(22.31998148442438),np.float64(108.50883582305109),np.float64(7.105427357601002e-15)
107,np.float64(221.1859903612858),np.float64(-27.278174417921605),np.float64(22.319981484423913),np.float64(108.50883582426185),np.float64(7.105427357601002e-15)
108,np.float64(221.1859903612861),np.float64(-27.27817441792168),np.float64(22.31998148442397),np.float64(108.50883582525896),np.float64(3.552713678800501e-15)
109,np.float64(221.18599036128626),np.float64(-27.278174417921562),np.float64(22.319981484424236),np.float64(108.50883582603616),np.float64(7.105427357601002e-15)
110,np.float64(221.18599036128643),np.float64(-27.278174417921264),np.float64(22.319981484424563),np.float64(108.50883582659145),np.float64(7.105427357601002e-15)
111,np.float64(221.18599036128666),np.float64(-27.27817441792132),np.float64(22.319981484424602),np.float64(108.50883582692721),np.float64(7.105427357601002e-15)
112,np.float64(221.18599036128614),np.float64(-27.278174417921143),np.float64(22.319981484424506),np.float64(108.50883582705012),np.float64(7.105427357601002e-15)
113,np.float64(221.1859903612858),np.float64(-27.27817441792085),np.float64(22.31998148442466),np.float64(108.50883582697263),np.float64(3.552713678800501e-15)
114,np.float64(221.18599036128586),np.float64(-27.278174417920482),np.float64(22.319981484425124),np.float64(108.50883582671251),np.float64(7.105427357601002e-15)
115,np.float64(221.18599036128597),np.float64(-27.27817441792047),np.float64(22.31998148442512),np.float64(108.50883582629318),np.float64(7.105427357601002e-15)
116,np.float64(221.18599036128614),np.float64(-27.278174417920727),np.float64(22.319981484425075),np.float64(108.50883582574441),np.float64(7.105427357601002e-15)
117,np.float64(221.1859903612862),np.float64(-27.27817441792071),np.float64(22.319981484425057),np.float64(108.50883582510218),np.float64(7.105427357601002e-15)
