t,H,Q2_re,Q2_im,generator_norm
0,np.float64(520.6424888429674),np.float64(-46.228362366330856),np.float64(21.838463833440006),np.float64(20.542552669219628)
1,np.float64(520.6424888429683),np.float64(-46.2283623663309),np.float64(21.838463833439697),np.float64(21.105060342545944)
2,np.float64(520.6424888429696),np.float64(-46.22836236633091),np.float64(21.838463833439473),np.float64(21.0049377966962)
3,np.float64(520.6424888429702),np.float64(-46.22836236633062),np.float64(21.838463833439672),np.float64(20.779673097171006)
4,np.float64(520.6424888429704),np.float64(-46.228362366330515),np.float64(21.838463833439768),np.float64(21.217859548566206)
5,np.float64(520.642488842969),np.float64(-46.22836236633036),np.float64(21.838463833439516),np.float64(21.816328798087934)
6,np.float64(520.6424888429698),np.float64(-46.22836236633036),np.float64(21.83846383343956),np.float64(21.978058426219697)
7,np.float64(520.6424888429697),np.float64(-46.22836236633046),np.float64(21.838463833439363),np.float64(21.946490403869273)
8,np.float64(520.64248884297),np.float64(-46.228362366330614),np.float64(21.83846383343922),np.float64(22.024008198745204)
9,np.float64(520.6424888429679),np.float64(-46.22836236633045),np.float64(21.838463833439317),np.float64(22.27902822753766)
10,np.float64(520.6424888429664),np.float64(-46.22836236633043),np.float64(21.83846383343902),np.float64(22.498632119194095)
11,np.float64(520.6424888429676),np.float64(-46.22836236633065),np.float64(21.838463833438627),np.float64(22.563642820580764)
12,np.float64(520.6424888429683),np.float64(-46.22836236633046),np.float64(21.838463833438425),np.float64(22.548222601535777)
13,np.float64(520.6424888429672),np.float64(-46.22836236633047),np.float64(21.83846383343865),np.float64(22.504718029232013)
14,np.float64(520.6424888429683),np.float64(-46.22836236633067),np.float64(21.83846383343885),np.float64(22.48544704628005)
15,np.float64(520.6424888429688),np.float64(-46.228362366330394),np.float64(21.83846383343896),np.float64(22.519267089020616)
16,np.float64(520.6424888429697),np.float64(-46.22836236633058),np.float64(21.8384638334389),np.float64(22.59873964295562)
17,np.float64(520.6424888429696),np.float64(-46.22836236633064),np.float64(21.83846383343888),np.float64(22.686436145041462)
18,np.float64(520.64248884297),np.float64(-46.22836236633083),np.float64(21.838463833439206),np.float64(22.74799822690547)
19,np.float64(520.642488842971),np.float64(-46.22836236633087),np.float64(21.838463833439164),np.float64(22.76454513350206)
20,np.float64(520.6424888429715),np.float64(-46.228362366331076),np.float64(21.83846383343927),np.float64(22.74346072330268)
21,np.float64(520.6424888429719),np.float64(-46.228362366331126),np.float64(21.838463833439118),np.float64(22.70647019524382)
22,np.float64(520.642488842972),np.float64(-46.22836236633104),np.float64(21.83846383343925),np.float64(22.686838392336963)
23,np.float64(520.6424888429709),np.float64(-46.228362366330956),np.float64(21.838463833439175),np.float64(22.713021871210746)
24,np.float64(520.6424888429683),np.float64(-46.22836236633089),np.float64(21.83846383343897),np.float64(22.774619191156845)
25,np.float64(520.6424888429684),np.float64(-46.228362366330835),np.float64(21.838463833438695),np.float64(22.829706890681617)
26,np.float64(520.6424888429674),np.float64(-46.22836236633064),np.float64(21.838463833438645),np.float64(22.86028337381362)
27,np.float64(520.6424888429673),np.float64(-46.22836236633054),np.float64(21.838463833438695),np.float64(22.87075226001849)
28,np.float64(520.6424888429685),np.float64(-46.228362366330686),np.float64(21.838463833438926),np.float64(22.872240088023513)
29,np.float64(520.6424888429694),np.float64(-46.22836236633079),np.float64(21.838463833438837),np.float64(22.868920227186155)
30,np.float64(520.6424888429672),np.float64(-46.2283623663307),np.float64(21.838463833438723),np.float64(22.85931541224525)
31,np.float64(520.6424888429675),np.float64(-46.22836236633059),np.float64(21.8384638334392),np.float64(22.848654119337304)
32,np.float64(520.642488842966),np.float64(-46.22836236633067),np.float64(21.83846383343898),np.float64(22.849321918088265)
