edge_index,i,j,theta_deg,a_Re,b_Im,abs_z
0,0,1,200.54295634090934,-0.2648565648239124,-0.09925220431717503,0.2828427124607271
1,0,2,320.2816902523059,0.2175613098611478,-0.18074035642691674,0.282842712456636
2,0,3,267.03852759821467,-0.01461290824549627,-0.2824649764355725,0.2828427124748662
3,0,4,356.0486682109232,0.2821703791521495,-0.019490435991749364,0.2828427124145437
4,0,5,79.44491220158271,0.051811355708369825,0.27805679896829016,0.2828427125326572
5,1,2,283.41619863930356,0.06562599120836976,-0.27512402526652047,0.28284271247627013
6,1,3,320.2816901843944,0.21756130966963724,-0.1807403567036604,0.28284271248616993
7,1,4,260.19199807904636,-0.04818144132273226,-0.27870871659138874,0.2828427124603972
8,1,5,193.10077898052356,-0.2754811329076278,-0.06411041597669512,0.2828427125184154
9,2,3,200.54295638713762,-0.2648565647713732,-0.09925220454119148,0.2828427124901384
10,2,4,13.100778945873701,0.27548113285720127,0.06411041578933857,0.28284271242683423
11,2,5,80.19199811202067,0.04818144116843705,0.2787087166544299,0.2828427124962333
12,3,4,259.444912173015,-0.051811355826501995,-0.2780567988324013,0.2828427124207072
13,3,5,356.04866819524324,0.2821703792626444,-0.01949043607697093,0.2828427125306485
14,4,5,314.6305427464252,0.19870620185983412,-0.20128548219348366,0.28284271247360143
