step,rank_full,d_eff_full,rank_perp,d_eff_perp
0,5,3.9595917942265415,5,3.660480500556105
40,5,3.9595917942265406,5,3.825756285622046
80,5,3.959591794226529,5,3.710077347811207
120,5,3.959591794226515,5,3.8113621184960373
160,5,3.959591794226526,5,3.7730309536388305
200,5,3.9595917942265495,5,3.3446774670803174
240,5,3.959591794226568,5,2.94241325984535
280,5,3.9595917942265872,5,3.2742376025133075
320,5,3.9595917942266015,5,3.4132787184741105
360,5,3.9595917942265833,5,3.4424457327236815
400,5,3.959591794226578,5,3.517176283742461
440,5,3.9595917942265615,5,3.4932284781912237
480,5,3.95959179422653,5,3.566266054865334
520,5,3.9595917942265153,5,3.8140992993790284
560,5,3.9595917942264998,5,3.9570485437257217
600,5,3.959591794226493,5,4.007912084276032
640,5,3.959591794226504,5,4.109490112985221
680,5,3.9595917942265197,5,4.104995535994132
720,5,3.9595917942265624,5,3.9171194700335743
760,5,3.9595917942266006,5,3.9686000848211824
800,5,3.9595917942266303,5,4.022439094122013
840,5,3.959591794226619,5,4.101715129623588
880,5,3.959591794226589,5,4.206432787764038
920,5,3.959591794226561,5,3.976992996773618
960,5,3.959591794226555,5,3.73300265377761
1000,5,3.9595917942265246,5,3.5782539461203804
1040,5,3.959591794226488,5,3.552535728618149
1080,5,3.9595917942264576,5,3.7256709673962223
1120,5,3.959591794226451,5,3.918908811521137
1160,5,3.9595917942264713,5,4.029600138752804
1200,5,3.9595917942265273,5,4.086074156957119
1240,5,3.9595917942265793,5,4.0624477723130035
1280,5,3.9595917942266436,5,3.7611396558605255
1320,5,3.959591794226671,5,3.787441831394636
1360,5,3.9595917942266894,5,3.9256717448973553
1400,5,3.9595917942266827,5,3.9081843047362983
1440,5,3.959591794226655,5,3.7433522327466724
1480,5,3.9595917942265935,5,3.728422876289269
1520,5,3.9595917942265335,5,3.8161982353119166
1560,5,3.9595917942264856,5,3.8050145993092546
1600,5,3.95959179422645,5,3.7209774525649806
1640,5,3.9595917942264323,5,3.7184161798615456
1680,5,3.9595917942264447,5,3.780261274610802
1720,5,3.9595917942264878,5,3.793844811335403
1760,5,3.9595917942265477,5,3.7558107213566325
1800,5,3.959591794226624,5,3.7378072371146542
1840,5,3.9595917942266725,5,3.7529564040093337
1880,5,3.959591794226726,5,3.763705779373539
1920,5,3.9595917942267373,5,3.7662121819452414
1960,5,3.95959179422671,5,3.752340594236464
2000,5,3.9595917942266414,5,3.757519881729859
2040,5,3.9595917942265735,5,3.7557997105422425
2080,5,3.959591794226507,5,3.7641834297672094
2120,5,3.959591794226467,5,3.75555230264274
2160,5,3.959591794226436,5,3.7570991843765102
2200,5,3.959591794226434,5,3.7582290168475208
2240,5,3.9595917942264847,5,3.7589753883441013
2280,5,3.9595917942265495,5,3.760904491093781
2320,5,3.9595917942266023,5,3.7548530956671895
2360,5,3.9595917942266565,5,3.7612103536411374
2400,5,3.959591794226694,5,3.754932014826595
2440,5,3.959591794226721,5,3.7618582820127635
2480,5,3.9595917942267094,5,3.7556251527532782
2520,5,3.9595917942266827,5,3.760082986878832
2560,5,3.9595917942266303,5,3.7575283823523136
2600,5,3.959591794226568,5,3.758195293755054
2640,5,3.959591794226519,5,3.7597789080257202
2680,5,3.9595917942264682,5,3.755882093419636
2720,5,3.959591794226438,5,3.761298470980009
2760,5,3.959591794226431,5,3.7548516382047445
2800,5,3.9595917942264602,5,3.76176619475787
2840,5,3.959591794226524,5,3.7551745607864295
2880,5,3.959591794226594,5,3.7607762309716377
2920,5,3.9595917942266525,5,3.7568500756569536
2960,5,3.9595917942266885,5,3.7588266313254803
3000,5,3.9595917942266863,5,3.759069255482633
3040,5,3.959591794226672,5,3.7565705253408903
3080,5,3.9595917942266183,5,3.760930074057507
3120,5,3.959591794226531,5,3.7550378078715787
3160,5,3.9595917942263936,5,3.7617610749591366
3200,5,3.9595917942262036,5,3.7548994350429377
3240,5,3.959591794225921,5,3.7612351853658272
3280,5,3.9595917942254797,5,3.7562103992694698
3320,5,3.9595917942247367,5,3.7595294429299533
3360,5,3.9595917942234364,5,3.7583495767157986
3400,5,3.9595917942210903,5,3.757267666047633
3440,5,3.95959179421695,5,3.760417031112706
3480,5,3.959591794209551,5,3.7554013907786103
3520,5,3.9595917941963936,5,3.7616353642843543
3560,5,3.9595917941729835,5,3.7547737170736752
3600,5,3.9595917941314367,5,3.7615503874333607
3640,5,3.9595917940577907,5,3.755654408760811
3680,5,3.959591793927265,5,3.760181137670893
3720,5,3.959591793695943,5,3.7576297000621626
3760,5,3.9595917932859837,5,3.758001177300676
3800,5,3.9595917925593738,5,3.75979948397466
3840,5,3.959591791271509,5,3.755897804720152
3880,5,3.959591788988769,5,3.7613903939391693
3920,5,3.9595917849425484,5,3.754823501063089
3960,5,3.959591777770479,5,3.761701025855433
4000,5,3.959591765057791,5,3.755179963496674
4040,5,3.959591742524135,5,3.7607775636199863
4080,5,3.9595917025826206,5,3.757007262858654
4120,5,3.9595916317851803,5,3.75871704594483
4160,5,3.9595915062948626,5,3.758974415752563
4200,5,3.9595912838600325,5,3.756486956442512
4240,5,3.9595908895886485,5,3.7612524681338493
4280,5,3.9595901907330364,5,3.755172090027698
4320,5,3.959588951995542,5,3.7613527830791043
4360,5,3.9595867563084703,5,3.7544380731648137
4400,5,3.9595828644197257,5,3.7617312169493715
4440,5,3.9595759660211183,5,3.7573748024867446
4480,5,3.95956373866821,5,3.758959021791244
4520,5,3.9595420661159118,5,3.7562932903071236
4560,5,3.9595036533244254,5,3.7572281925926867
4600,5,3.959435573173915,5,3.7641843521710916
4640,5,3.959314922847996,5,3.7571127433334945
4680,5,3.9591011396362905,5,3.755915785859337
4720,5,3.958722432139038,5,3.749465007205024
4760,5,3.958051904326397,5,3.769572073462767
4800,5,3.956865719904913,5,3.7699859796692547
4840,5,3.954770152013869,5,3.752528643000827
4880,5,3.95107670681388,5,3.731828553348488
4920,5,3.944600504757925,5,3.7657017452646095
4960,5,3.9333581872333063,5,3.809736705448904
5000,5,3.9140944395030033,5,3.786788952126867
5040,5,3.881608703229107,5,3.692992650309752
5080,5,3.829306670518206,5,3.7399533370020817
5120,5,3.7535542233593993,5,3.861545531115254
5160,5,3.6515129165623605,5,3.917418266673744
5200,5,3.511666446282853,5,3.8555089201175936
5240,5,3.356950949238464,5,3.701295872449804
5280,5,3.258792270457044,5,3.685512398282981
5320,5,3.2545496777074994,5,3.873270250949857
5360,5,3.2897764100907487,5,4.1427222725435815
5400,5,3.412236893282975,5,4.380915599401862
5440,5,3.5987591116082207,5,4.414797095177995
5480,5,3.7243858145796627,5,4.215547972471697
5520,5,3.772640258044382,5,3.9665993060755658
5560,5,3.7690380338876968,5,3.8734619337653844
5600,5,3.759959672253393,5,3.826902164391645
5640,5,3.7984787016242705,5,3.707236895692297
5680,5,3.925628327404628,5,3.6864919058125443
5720,5,4.0403231207717765,5,3.9352549094501077
5760,5,3.936102169089036,5,4.091217838627342
5800,5,3.7008800067696757,5,4.194643332263676
5840,5,3.5621306266803137,5,4.262155655658243
5880,5,3.362825253387218,5,4.228985353934157
5920,5,2.9873670481358703,5,3.942696640396031
5960,5,2.8824965385788124,5,3.3987203901585326
6000,5,3.156982948407792,5,3.1834945405487147
6040,5,3.4757274549283617,5,3.149317244562589
6080,5,3.7279978095800943,5,3.3315557934022313
6120,5,3.8013417288652303,5,3.5473332234105586
6160,5,3.7133308264175575,5,3.5658562663092837
6200,5,3.542560325629987,5,3.4321758748769198
6240,5,3.385228108941177,5,3.310529769974821
6280,5,3.3709617525814375,5,3.3493075292491836
6320,5,3.498940344282208,5,3.4469461691056815
6360,5,3.645124801421274,5,3.432808349922243
6400,5,3.7249584055795784,5,3.364155107754325
6440,5,3.778287150410357,5,3.322494828603344
6480,5,3.8078738367952827,5,3.3164464439239114
6520,5,3.7196605752073557,5,3.3114051048554556
6560,5,3.447414413495006,5,3.1557130898823185
6600,5,3.2233097142394853,5,2.8427785967718218
6640,5,3.2250934663467827,5,2.908961422583815
6680,5,3.310153749941915,5,3.081863996726706
6720,5,3.301480570940506,5,3.105952528946574
6760,5,3.289288873058855,5,3.023724717196468
6800,5,3.236087488949709,5,2.920637405588292
6840,5,3.2487409547851613,5,2.952783463535217
6880,5,3.359402065441532,5,3.081014524063195
6920,5,3.428441359470461,5,3.2320308865932783
6960,5,3.2210242520487453,5,3.1500814514660305
7000,5,2.838746826903084,5,2.9519306975066217
7040,5,2.8217848493738167,5,3.149003414569632
7080,5,3.1900292651023006,5,3.668141685619868
7120,5,3.3256573638938103,5,3.9449720939230684
