step,plane0_sigma0.113324,plane1_sigma0.113324,plane2_sigma0.138793,plane3_sigma0.138793,plane4_sigma0.358361
8280,0.018465112917101345,0.2474086705648713,0.24295475188916774,0.019626659656746225,0.12035326538304478
8300,0.02587074767691976,0.2339345894055425,0.23737294264120198,0.019692049272132247,0.1234142750919522
8320,0.03664129439771583,0.22178276853688295,0.2259358614177655,0.02068158206207465,0.1285570086816807
8340,0.050234601647424236,0.21187342788844812,0.21060771144306206,0.02311883814713288,0.133705932911591
8360,0.06514987213809956,0.2043844384020094,0.19454298912783835,0.0281715149700686,0.13802337913932328
8380,0.07954876156208741,0.19856131851534584,0.1807216481383568,0.03706360767763298,0.14211019523223095
8400,0.09218580134603316,0.19301163731292553,0.17079217620415718,0.05013309645887792,0.1470764232050863
8420,0.10295109428285834,0.18621532030641297,0.16494876933306182,0.06622337391966882,0.15321934839699625
8440,0.11268022734605178,0.17691268694398546,0.16264679546856495,0.08295397386789247,0.15936258743999623
8460,0.12251751467198002,0.164287240188584,0.16332393197411027,0.09763864187432217,0.16328065243478335
8480,0.13334935891283617,0.14806660196817495,0.1665819625074829,0.10814679633522639,0.1628083769977551
8500,0.14550427385755876,0.1286891642326387,0.17192301469700255,0.11331385015673176,0.15687745117819424
8520,0.15855751701795784,0.10757608561590765,0.1784829358752541,0.1130448812090102,0.14590199001040594
8540,0.1711888627951639,0.08731854150947939,0.18510459206443924,0.10833840268392927,0.13141823717014034
8560,0.18142203822824188,0.07135766846075227,0.19072545903582083,0.10112432989477613,0.11533643790563584
8580,0.1875014916566052,0.06288847279098071,0.19475823816593982,0.09369246130960507,0.09928932284789967
8600,0.18895657775134908,0.06343214260383714,0.19718893570161014,0.08788784493166295,0.0843553268025851
8620,0.1869622872119764,0.07208540650300063,0.1984131321377685,0.08463237873582417,0.07113450204587206
8640,0.18369660062227036,0.08600746120747337,0.19900215033236782,0.08408251734577009,0.059971148131784974
8660,0.18132249379109827,0.10170021344896014,0.19947375153812943,0.08611474908428011,0.0511209335445299
8680,0.18132847385470383,0.11624111572792915,0.20001937152140492,0.09060393868476568,0.04477307146359537
8700,0.18435947611885803,0.12797090328092578,0.20025409344726164,0.09730916244071124,0.04093377224770218
8720,0.1902734704552758,0.13656981357125067,0.199204499614316,0.10560813532530769,0.03924788568563647
8740,0.19825566259364186,0.14267552168883163,0.19567105019179112,0.11440639411030186,0.03890384946793793
8760,0.20703657815688628,0.1472779409389187,0.18885949778772432,0.12233376373143784,0.03876460597819631
8780,0.21527182847505308,0.1511369023165325,0.17897497632799908,0.1280890190022927,0.037753557899391534
8800,0.2219590554028132,0.1544139239495653,0.16744970243697568,0.1307015356007127,0.03537153930214289
8820,0.22662896350471295,0.15660462236773712,0.15665596981094163,0.12958305578410534,0.032126886954569916
8840,0.22916471726029636,0.15675126861375108,0.14920127217489496,0.1244388231278174,0.029657818051560793
8860,0.2293981402313577,0.15383936698842093,0.14704715962166348,0.1152379342704402,0.03039838712496497
8880,0.2268010711613113,0.14722703092932932,0.15075579371463071,0.10239682404692992,0.036802345426051396
8900,0.22048346669760444,0.13692799497317673,0.1591973744710729,0.08710812778634286,0.05038215168335879
8920,0.2094740682178701,0.12363072560999876,0.16992713410600885,0.07150893113721657,0.07098734517271471
8940,0.193122580797878,0.10849591285923393,0.18010155959093224,0.05838169483680297,0.09666064936497341
8960,0.1714862936016622,0.09290283668929453,0.18748853559932943,0.0503890774352112,0.12410955992353517
8980,0.14563710082467207,0.0782740683623708,0.1911039991877585,0.049194608873238385,0.14954884980243469
9000,0.11782827607234016,0.06593840271759144,0.19124404035149647,0.05490714281451911,0.1695899590283607
9020,0.09138294989975958,0.056897983456292225,0.1889814618864667,0.06609412482455061,0.18195083543260607
9040,0.07012381557162636,0.05149559541218875,0.1854375831853287,0.0803304781384917,0.1858670173285136
9060,0.057341575035873726,0.04921349925364664,0.18122574833583374,0.09502544412249789,0.182112947942853
9080,0.054694086096368284,0.04886319221151126,0.17631252181744206,0.1081591452321486,0.1726039873182963
9100,0.06165027394875177,0.04914510905704345,0.1702500842388769,0.1186409570639708,0.1597367302936545
9120,0.07579102301267246,0.04927605857358271,0.16254003187058869,0.12625347516302637,0.14575599420363541
9140,0.09370967200790342,0.049382583912973115,0.15291689819473836,0.13135287874023105,0.1323279382958627
9160,0.1119751669324437,0.05052673433950865,0.1414811731931223,0.13449821085801345,0.12031252882575227
9180,0.12777960241908382,0.054350345643371094,0.12871042182851058,0.1360905138593277,0.10970277226051302
9200,0.1392063500429056,0.06241677971046993,0.11538926772460938,0.1361048816236902,0.09978284068473141
9220,0.14524483041451774,0.07550043822308129,0.10247300955125842,0.1340708811064579,0.08954752528274097
9240,0.14568219036579147,0.09322042158186972,0.09089367707844462,0.12939773723939044,0.0782688370634535
9260,0.1409330002030782,0.1142828522296217,0.08134597780657465,0.12188265990428487,0.06594826921696342
9280,0.1318441447122085,0.13716286545451115,0.0741276457763538,0.11203440831809068,0.05342973362577138
9300,0.11952510068672542,0.16070534055289928,0.06911379489190701,0.10096560473222564,0.042161564328047185
9320,0.10522555493807972,0.1842445122899351,0.06589678477072915,0.08994736216095074,0.0337864375492534
9340,0.09021146340356756,0.20732074765892086,0.06404400772150286,0.07992618611355105,0.0297244531534576
9360,0.07557527899651681,0.2294051226143311,0.06334671459710281,0.07124175173986425,0.030774234854731516
9380,0.06202460718855719,0.2499195169379145,0.06387726662816562,0.06361340560227938,0.036743586339668906
9400,0.049834621473348543,0.2684274137315314,0.06571615488951443,0.056360702476411235,0.04628617441570065
9420,0.03911992246386908,0.2846019279895319,0.06843658465921586,0.04880280898671339,0.05720863022416602
9440,0.030314856133997193,0.2977686575016617,0.07073998199565452,0.040731173440394494,0.06732776104795632
9460,0.02447114083478135,0.3063547073489989,0.07071885689619015,0.03271753548461959,0.07557955002770039
9480,0.022980853521654847,0.30791324470226245,0.06687193388358649,0.02597186681527781,0.08271471404486598
9500,0.02670695123019456,0.3000678819997459,0.059342799803424794,0.02172487469742764,0.09091088552905428
9520,0.03509216741576052,0.28189525149115874,0.05041271133931191,0.020525570092386796,0.10233901979325281
9540,0.04607968901259164,0.2547424824748868,0.043648369921863515,0.02193765080315518,0.11768999997775888
9560,0.057067378524757746,0.2219199897548818,0.04218400843306114,0.02477356681854021,0.13576073567675073
9580,0.06615092828016267,0.18766496620100148,0.047316521987100645,0.02763645230340742,0.15426326099962503
9600,0.0727766511224557,0.15611505066435968,0.05817115460358881,0.0294433279129215,0.17119976073522325
9620,0.07762105533156655,0.1305895406599763,0.07233177225197439,0.02969518886617578,0.18606935714558964
9640,0.08202256689838497,0.11310603827695982,0.08692589986036435,0.028426408280115383,0.20036762126345703
9660,0.0872811459647677,0.10415462239224763,0.09968214965395092,0.025958941867264107,0.21701344091399222
9680,0.09406047619349713,0.1028541670527204,0.10959042311272589,0.022687058575544837,0.2387774917685994
9700,0.10215392344050384,0.10744013379275327,0.11693091321208254,0.01902435679595992,0.26648931544309784
9720,0.1107365564301615,0.11587810635827317,0.12267601451202827,0.015429448226490627,0.2981603712598557
9740,0.11887593520190852,0.1264516812395817,0.12764466555766293,0.012334875036988418,0.3296466976624966
9760,0.12590946323526422,0.13817162342002076,0.13204732259176788,0.009985351676998445,0.3563589909430487
9780,0.13150494177855407,0.1507735478959099,0.1357456665336696,0.008374581406681195,0.3748515439370742
9800,0.1354924213279073,0.1642701547148406,0.1388522783797194,0.007358242660886575,0.38351759108781924
9820,0.1376255689819337,0.17836700295249744,0.14205487974978112,0.006833632425862706,0.38245854881721836
9840,0.13739150106887837,0.19208285880027676,0.1464610087734113,0.006887653268428619,0.37299451263319433
9860,0.13398201049792086,0.2037012732026591,0.1531629916265068,0.007921430956852491,0.35717108123467217
9880,0.12654265290160494,0.21107132906875306,0.16273610419958665,0.010784249619370455,0.3373381305192772
9900,0.11472905124123922,0.21231351341170668,0.17476709506636295,0.016851340933040655,0.31564712065396655
9920,0.09939046224044044,0.20690920163111884,0.18756916401694365,0.027829867950480477,0.29332977691204903
9940,0.0830013521173397,0.19675251408515673,0.19835697737031022,0.04508036800402994,0.2700575592174343
9960,0.06947360312536041,0.1862247622607305,0.20398283129260236,0.06861330046685477,0.24420015615229024
9980,0.06318640319239088,0.18039903380047384,0.2019102057841964,0.0965185098163034,0.21447715261556752
10000,0.06736146557971644,0.1817799797475744,0.1909680662244213,0.1256916740493975,0.1820524132239001
10020,0.08245997996715348,0.1880523224291516,0.1717306719810323,0.15360384754457723,0.15101762241361635
10040,0.10574350662009033,0.19350992125739783,0.1465196522834969,0.1793680658768727,0.12633194456104618
10060,0.132418605723148,0.19340462164685218,0.11888906459058297,0.20284872409768961,0.11098477683522151
10080,0.1573606317607652,0.1872025295665551,0.09257964291591209,0.22295829646066817,0.10501705300454978
10100,0.17628992070110483,0.17808729227806175,0.07036604112496955,0.23725070663101522,0.10674434169162743
10120,0.18636538232056937,0.1699004465948921,0.053455049298741356,0.2431400456362578,0.11434003631631533
10140,0.18662395093880144,0.16461695295471482,0.041767264707603065,0.23919464052259046,0.12641706605631978
10160,0.17822660669249732,0.1621212116468692,0.034656747877468946,0.22534924936986953,0.14181056364130867
10180,0.16416894371160237,0.1614560044372163,0.0312698573547602,0.20246375098693914,0.15929233433551537
10200,0.14839402977616328,0.16178350205280376,0.03040841953833221,0.17217563257114038,0.17749942946801991
10220,0.1346225270223321,0.16240750843517346,0.030525535796838074,0.13718442869021505,0.19492067572514235
10240,0.1253009923651213,0.16241089785015858,0.030334405289634613,0.1012736309211183,0.20980025547493814
10260,0.12100918291303185,0.16061395459275787,0.029712661412514534,0.06851845921684174,0.22012849875617188
10280,0.12060110078238816,0.15605515245616638,0.030061815759895104,0.0420030383573965,0.22405094194417532
10300,0.12204019183058201,0.1486597913024187,0.033676391794779145,0.02294214373626645,0.22067388737629903
10320,0.12339105396345644,0.13953834788466263,0.0425826880660995,0.010833102506045184,0.21072504910291176
10340,0.1233569706594985,0.1306372927538852,0.05763555479722763,0.004530532270344149,0.1965744246971967
10360,0.12123096619788332,0.12397678995391759,0.0782468424158044,0.003537795713317871,0.18165864930374453
10380,0.11655900822917918,0.12091200003380746,0.1027246522048801,0.008658310671376537,0.1696459002551953
10400,0.1088617866661489,0.12166472374181309,0.12908206150030602,0.021471338750653608,0.16350273378971725
10420,0.09765321572445218,0.12515815087256432,0.15594822412908083,0.04279027708264643,0.16448389334900104
10440,0.08286318956065698,0.1292051814962948,0.18288505682782882,0.07115527741614873,0.17141587982342438
10460,0.06542669294821932,0.13111950672125616,0.20968123285412288,0.10282570720157393,0.1810680714487011
10480,0.047422703759133454,0.12852916582281002,0.2352843428624446,0.1336280024410431,0.18984742357285084
10500,0.0314353321907006,0.11998547954025475,0.25761056645361047,0.1610028000316579,0.1956516120317532
10520,0.01963091851753155,0.10530748178012146,0.2744520901134185,0.18428964109046905,0.1983997097644874
10540,0.013257853154692384,0.08587679304706462,0.284426069677039,0.20328287724090574,0.19919263343407234
10560,0.012654912594877039,0.06485269217195568,0.28709104295744986,0.21670203569004887,0.19926914883905608
10580,0.017376027316628122,0.04700570065548042,0.28246570750489036,0.22187682724079216,0.19958939719963123
10600,0.026223953863513713,0.03785303773207611,0.2707381238008741,0.21583530076582713,0.200896993892727
10620,0.03735055686085888,0.04197779366482105,0.2525240249870163,0.19717066077161519,0.20374173639157903
10640,0.04862396508533018,0.061038571570841,0.2292423489609367,0.1675562593101091,0.2083325168584179
10660,0.0582753643349672,0.09271855566790267,0.2029480664962187,0.13179016075657177,0.2144617884578935
10680,0.065612346717558,0.13159162253980533,0.17565174283003804,0.09615570454408941,0.22154879317253162
10700,0.07138326149899885,0.17140688287459876,0.14886188567641953,0.06614362667261961,0.228574728704449
10720,0.07743956029732484,0.20721563198984458,0.1237604363586404,0.04496020997999939,0.23393972926503637
10740,0.08579300846515951,0.2362543058719056,0.10159456705068043,0.033425064737120556,0.2355850825003419
10760,0.0976176542053309,0.25766375197340513,0.08375561019184938,0.030811088655399194,0.23150791400314522
10780,0.11274617794987682,0.2717021913455134,0.071547763220356,0.03576120010093207,0.22041535235924298
10800,0.12981005736888762,0.2790137173682658,0.06593226526991003,0.04672306939423312,0.20219281531221112
10820,0.1468021483978717,0.280210980996312,0.06737477098157615,0.062023670764011794,0.17802494845498787
10840,0.1617243396553949,0.27576884330793533,0.0757515752151162,0.08007476110467482,0.15018373402793775
10860,0.17303638388330111,0.266099249563884,0.09029422719624548,0.09981908197791878,0.1215941041218218
10880,0.17977234954629473,0.2517121264731338,0.10964194660382708,0.12095126646887384,0.0952949823067648
10900,0.1814105448672076,0.2334119760534276,0.1320711887330102,0.14353533373711416,0.07387794610438853
10920,0.1777273339367715,0.2123855584334489,0.15587180979421233,0.16728972720372084,0.05899769712013369
10940,0.16879630800120826,0.1900010622124984,0.17972153058833637,0.19115912695259651,0.05110468704657146
10960,0.1551048569038651,0.16739053375790675,0.20285881221811203,0.21347092277667912,0.04952801309578364
10980,0.13766462132835092,0.14515336028769735,0.22493807582137504,0.23246124198346726,0.05289980855229283
11000,0.11802754258748435,0.12342675182076634,0.24565163322698294,0.24675567872344648,0.059755478801730925
11020,0.09814468194317048,0.10225009879039702,0.26436249031712344,0.2555191811542851,0.06904663447392574
11040,0.07999565545844067,0.08195696519388164,0.279973748229353,0.2582812786179177,0.0803027081466907
11060,0.06503161881724723,0.06333892346478712,0.2910975185424787,0.25475135006997657,0.09334469542901788
11080,0.05372030882212783,0.047453735994497,0.29641212046981497,0.24499763842352998,0.1077867306601859
11100,0.045555993599683896,0.035191367610126124,0.2950142435225287,0.22997241639479035,0.12277363506561123
11120,0.0395879177809818,0.026945398519880173,0.2866106469954464,0.21182314040001848,0.1371845458845896
11140,0.035074236300835934,0.022651980734641298,0.2715024468972626,0.19342181337412667,0.15008633992309886
11160,0.031779554432175235,0.022073423978892462,0.250424482185762,0.17728214172663498,0.16107954334450414
11180,0.02981622559593029,0.025006144770733887,0.22438526442842885,0.1646818101661173,0.17041785027343095
11200,0.0293061578663096,0.031282026099198564,0.1946759103724347,0.15554327601706255,0.17896290066440232
11220,0.030150808110367352,0.04067801238078406,0.16309812494663445,0.14889743377990955,0.18797399842396964
11240,0.03202221661855683,0.05289869918219483,0.13219465432244737,0.1434506381669347,0.19868748617805593
11260,0.03455506684445304,0.06768730408242539,0.10507003084783678,0.13798291730198994,0.21177915424227867
11280,0.0376143919190955,0.08494582626157345,0.08460113086072203,0.13159034644840134,0.22695216770346963
11300,0.04143635448939056,0.1046357029971079,0.07242824566676168,0.12388391266344302,0.24283808615057204
11320,0.0464946568821243,0.1263727909357584,0.0684539524490331,0.11516612706866643,0.257221702300818
11340,0.053146014688459295,0.14899873016989132,0.07117256236528711,0.1064647301411918,0.267524529688612
11360,0.06131448339523794,0.1705844119126637,0.07846284809762609,0.09931175466719039,0.27146611213755206
11380,0.07048701033291849,0.18897918820607285,0.08827523039661377,0.09534236381108012,0.26770912331720886
11400,0.08003358075259209,0.20252346231486304,0.09897888281731722,0.09590490326625593,0.2562062535628203
11420,0.08956156052532244,0.21047502476121646,0.10946918490914065,0.10176530281450918,0.23810640613648676
11440,0.09898829437051937,0.21302808834332165,0.11915309767734195,0.11283743690923548,0.21532185643017213
11460,0.10826117644222473,0.2110550544286095,0.12778745384073145,0.12793511085339143,0.18995116192092343
11480,0.1169078281158636,0.20567873419763769,0.1351524642383932,0.1447932614589551,0.16372756068496833
11500,0.12374626286179295,0.1977242601946121,0.14080375800120645,0.16066418754250605,0.13770622033406854
11520,0.1271251967293029,0.18726235025269247,0.14438272614074452,0.17332984695871465,0.11241770642203575
11540,0.12581523484270582,0.17367378991324992,0.14659243053868032,0.18176503538861172,0.08842022546988698
11560,0.1200219188716929,0.15641049455791822,0.14988226936916552,0.18586699379797741,0.06675444013563205
11580,0.1115654894033634,0.1358619802612003,0.1575484844179088,0.1856681222197665,0.048819008969708616
11600,0.10293371052680793,0.11345508734412911,0.17160454181611204,0.1809593808610587,0.03572172915602764
11620,0.0960629119961676,0.09096589667555631,0.19143862064315267,0.17160114813269658,0.027656113443540995
11640,0.09178388295051805,0.06988129423795794,0.21435387357297042,0.1580219511185589,0.02381070811244105
11660,0.08996793709336016,0.051340302165705946,0.2370437334538141,0.141445891943791,0.022835611341977306
11680,0.0899042734346577,0.036357650752942235,0.2566477209981533,0.1238416879728353,0.02350715268591955
11700,0.09067659464505434,0.025777433452751835,0.2710508806076843,0.10772263164834023,0.025211686023807436
11720,0.09159263275937671,0.019818478132489464,0.278890614265575,0.09573259065047161,0.028056604964095615
11740,0.09261834675669156,0.017639390479943822,0.2797043358198937,0.08989267464249209,0.03265879137056369
11760,0.09451642478871843,0.017516861793244753,0.2741350370239166,0.09070583997292653,0.03981208935498406
11780,0.09848307526300212,0.017750614641314062,0.26372272786296497,0.0967068590237359,0.05011714536369381
11800,0.1055016061817661,0.017687194406474347,0.2500658723964765,0.10492977951727529,0.06349885755753665
11820,0.11580793638336334,0.0180377335776789,0.2338957024575504,0.11210341963696542,0.07880196879492432
11840,0.12865493114168847,0.020205630281863538,0.2149189242236203,0.11585291146742495,0.09402645326297614
11860,0.1424082827890474,0.025201087736307082,0.19261288220985462,0.11527516620307787,0.1073808863230163
11880,0.1549801572399363,0.03309970474219393,0.16726350884142716,0.11075724417269005,0.11834573459274043
11900,0.1644849357057155,0.04336927534414836,0.1404182158916246,0.10337939398038476,0.12769268723645028
11920,0.16985827917799864,0.05546630888373868,0.11457410403144574,0.09437494257453458,0.1364479304885699
11940,0.171156712367518,0.06910290872537532,0.09253907363328216,0.08487464960146074,0.14479306244567772
11960,0.1693462603201829,0.08421780444596014,0.07692589050157875,0.07586845974253299,0.15172239086685607
11980,0.16559996206641978,0.10088389931844827,0.06987101438103477,0.06823400631019798,0.15551737917862904
12000,0.16044716945053883,0.11915313014991304,0.07280855236782816,0.06274702059152777,0.1546763527254368
12020,0.15337763477892732,0.13875972109888954,0.08615128936472954,0.060061510377062116,0.14885622174989277
12040,0.1433513146097482,0.15876736038390324,0.10892266985173844,0.06066616004019455,0.13935491042908066
12060,0.12996637547509055,0.17741106940064255,0.13860615742297536,0.06480172959673287,0.12878413264689478
12080,0.11434899293130606,0.19236932009559646,0.1715148717506141,0.07233403389855149,0.12004346910921632
12100,0.0989980526240885,0.20147296304001322,0.2036129125749621,0.08264506658515135,0.1152376093109909
12120,0.08677532962783875,0.20353762866519784,0.23128291446955562,0.09464185655384028,0.11519613387896951
12140,0.0798614183672568,0.19885629492959964,0.25169335812234367,0.1069242236823835,0.1196879671919591
12160,0.07921133383497225,0.18909183098241325,0.2629603392151607,0.11807469344743937,0.12791038457738926
12180,0.08448341979370928,0.17667558893606325,0.26440630019739775,0.1269989465681889,0.13883085030505107
12200,0.09425082973027657,0.16401189098602809,0.25682659858793844,0.1332024600035694,0.15125855740254934
12220,0.10642083907811606,0.15278788645862984,0.2424117103103127,0.13685106485405416,0.16377285856904086
12240,0.1187998419505662,0.14364604583670937,0.22416834643754868,0.13854871535766844,0.1747269655966113
12260,0.12960802019908998,0.1363605503661874,0.20506756354703498,0.1389757035588013,0.1824625135389066
12280,0.13771021216346943,0.1303709240487424,0.18733130007235294,0.13867124422670113,0.18566772485403346
12300,0.14251031163990133,0.12525545025389043,0.17215067685004168,0.13814060914299092,0.18369398212662755
12320,0.14370037626412943,0.12080078857496414,0.15986253831437372,0.1381724791956825,0.17672797848078967
12340,0.1411349640055877,0.11670044805633316,0.15040317778145837,0.14000536093890542,0.16582798232589283
12360,0.1349420074356586,0.11223177843154333,0.1437954703876058,0.14500875047596448,0.1528225576947736
12380,0.1257267655415078,0.1062737861530808,0.140447939895608,0.15390829916246737,0.14004570401927005
12400,0.114622155837544,0.097745585750498,0.1410953439679269,0.1660575019802827,0.1299345934802838
12420,0.1030839476780619,0.08618725885665453,0.1463343121993388,0.17937025163214415,0.12455103315064091
12440,0.09255552800185725,0.0720820612977685,0.1559743165116046,0.1910498037178357,0.12507653414147013
12460,0.0842116067010785,0.05673726813338161,0.1686898226199223,0.19860871489163198,0.1313867128433606
12480,0.07888397161781686,0.04186329423721562,0.18235316016620215,0.20052535944915936,0.14193034566237278
12500,0.07709790710009617,0.029127856911278494,0.19487681813407645,0.1963137301348358,0.15411391616420836
12520,0.07907491437970042,0.0198795857060964,0.20494254123245362,0.18627556785961646,0.1650882870690225
12540,0.08465312429727995,0.015088470862327182,0.2121622830470902,0.171297518283088,0.17248962701816514
12560,0.09321970847500319,0.015443829363234116,0.21676993631579106,0.1527946503444018,0.1747359658500431
12580,0.10375504999001624,0.021481923608532752,0.2192652961006096,0.13264117018575733,0.17094438187602887
12600,0.11496479171110872,0.03359390627213795,0.22029956307121418,0.1129173055566123,0.16087662044643428
12620,0.12542531439434607,0.05182858023065202,0.22074238625171394,0.0955085420725283,0.1451173063768326
12640,0.13375579482852745,0.07554438884357088,0.22166068604243716,0.08179241398818865,0.12521270565427797
12660,0.13886886053812206,0.10310973556634509,0.22407377949414087,0.07260222815348408,0.10339995927813281
12680,0.14024243208952594,0.13189701571746582,0.22864586015845642,0.06838529386328021,0.08196961176381012
12700,0.1380621572612135,0.15869739566071908,0.23553749570475613,0.06929038956796871,0.0626617524596394
12720,0.13313349149599035,0.18046255970625247,0.2444304622533131,0.07504315625119157,0.046396713400029786
12740,0.12657809375123635,0.1951103234084821,0.2546065543836674,0.08473733335261412,0.03334373298335464
12760,0.1194377910861773,0.20208524461820174,0.2650249442640132,0.09679575410438161,0.02319446086932702
12780,0.11238977831169664,0.20241996787166072,0.27442245909019447,0.10924361886875354,0.015497609988803791
12800,0.10573409615940038,0.19824152080276097,0.28146442032427554,0.12019967194445594,0.009885690241154264
12820,0.09961075742069231,0.1919926857041835,0.2849494353828378,0.12832914766492884,0.006092832863892873
12840,0.09421646977574923,0.1857947826837329,0.2840367344192222,0.13304951208610546,0.0038832746429027913
12860,0.08981759539977965,0.18116456921282387,0.27844068519855897,0.13446806710148632,0.0030844098811509783
12880,0.08658315798413964,0.17898039657693085,0.26854243107372955,0.13317945645293577,0.003682820334979029
12900,0.08447194471242993,0.17949216995053735,0.2553492114057702,0.13007541482365237,0.005763328742708943
12920,0.0833517611169922,0.18228893492274414,0.24021195700822834,0.1262432455962291,0.0092624491101472
12940,0.08323316001598552,0.18631944037862896,0.22433896784605192,0.12290338955779043,0.013800580292528708
12960,0.08432441851135258,0.19012928742164611,0.2083961174891618,0.12125158420810937,0.018834559354069445
12980,0.08678551991934673,0.19232478688822255,0.1925374143250514,0.12213673227115633,0.02405521523636557
13000,0.09035958257858206,0.192036798265116,0.17684830529564255,0.12569893873678956,0.029697301270429122
13020,0.09417289273107617,0.18912927481014685,0.16174972800368628,0.13121979494154007,0.03647619013099722
13040,0.09687856187954645,0.18411705922479638,0.1479621318913591,0.13734534691002737,0.04517214033127201
13060,0.09711469103992858,0.1779429138055551,0.13612847938704267,0.14260738296521833,0.05617870214504825
13080,0.09406896998742026,0.17173800959989033,0.12651537268749222,0.14599361645344366,0.06932840541434479
13100,0.08786897448442862,0.16659376571833184,0.11902843905225295,0.14730864001544064,0.08401172213168571
13120,0.07961264702143854,0.1633576910033089,0.11343315175063437,0.14718571090655874,0.09935316827291693
13140,0.07106625440375486,0.16248705230821456,0.10956291451163862,0.14677268503910468,0.11426295401111439
13160,0.06421803355938963,0.1639813749928167,0.10741003268046379,0.14725363030161184,0.1274197338440277
13180,0.060862135201190666,0.16738458589431585,0.10711258312787554,0.14941466839838388,0.1373646493280666
13200,0.06225846161481319,0.1718245989224656,0.1088646412372706,0.15340809645215836,0.14279866959829632
13220,0.06884046877040562,0.17606551328317782,0.11274736805647383,0.15877140399719825,0.14300663815813336
13240,0.0800160851184646,0.1786181625816428,0.11850898946545194,0.16465197191798187,0.1382213851485454
13260,0.09421359256959706,0.17801559146337562,0.12541634370260132,0.170097007574525,0.12971304373321518
13280,0.10925773002989951,0.17325255233823486,0.13232006836522917,0.17428490242702993,0.11945910629724424
13300,0.12293074026527205,0.16416066290358713,0.13793294478680213,0.17671506572811824,0.10947663912362512
13320,0.13345498374892437,0.151449835981168,0.1411666966511745,0.17743520423156442,0.10117333839786564
13340,0.13975934254467265,0.13640482392643233,0.14137924141582633,0.17723603650801775,0.09510055148808857
13360,0.14155008045109974,0.12049031006324973,0.13848376355999992,0.17759574410876533,0.09117940677552644
13380,0.13923016569727006,0.105117771397529,0.13292625752911358,0.18025434474101823,0.08913538437238859
13400,0.1337040367059611,0.09162955692174367,0.12555058382440024,0.18654070117279462,0.08882846325495973
13420,0.12614632349440505,0.08137663240855744,0.11738310816795945,0.19670025237695873,0.09034069579066119
13440,0.11780104479497301,0.07570757441465667,0.10938672831648656,0.2094352808816255,0.09383005874569814
13460,0.10979474680568893,0.07570308055216732,0.10225533301118944,0.22184624504533296,0.09920916752337536
13480,0.10295174369520556,0.08159157065578987,0.09632423005695538,0.2300232135876275,0.10579666969435145
13500,0.09771337075916255,0.09211743768053599,0.09162234669336344,0.2303939618154245,0.11224875930575016
13520,0.09425038415438866,0.10453183531911973,0.08802399782736298,0.22129670104816276,0.11700877738216407
13540,0.09264919765434959,0.1156247667664376,0.08544691955615027,0.20368494776503668,0.11903423637095058
13560,0.09295291073203575,0.1232428393156341,0.08403143348668203,0.18043846335157768,0.11822586410416322
13580,0.09500675540805231,0.12719622290769467,0.08416608720496643,0.15503918953080997,0.11532602823009921
13600,0.09825493947737919,0.12898815533162758,0.0862573395713681,0.1307404454033686,0.11155352620973125
13620,0.10167365193602973,0.13066849741768885,0.09035267066669012,0.11050042503991392,0.10822723635559983
13640,0.10396228887845192,0.1335793095013287,0.09588205691503854,0.09710152651829679,0.10636510314099615
13660,0.10400127720051319,0.1377195745793648,0.10168519444723108,0.09288406340247633,0.10627696837141246
13680,0.10140278118770694,0.14200950791747521,0.10628022794070818,0.0991243283826782,0.10744879516765937
13700,0.0968329050843075,0.14512218625099896,0.10823554456101789,0.11554335743808763,0.10902257655182324
13720,0.09186256059179837,0.14621358669768014,0.10652061294145326,0.14030457242300723,0.11065971020672749
13740,0.08839560941130387,0.1451035180092272,0.1007268028988956,0.17039727100337584,0.11302412567087056
13760,0.08796378643436213,0.1419978751744264,0.09111627086983039,0.20209528809973948,0.11729997956644442
13780,0.09120851854217273,0.1371517308012387,0.07858388980201735,0.23140306496202948,0.12407325769778671
13800,0.09776948808233,0.13071859689132198,0.06460963154737101,0.2546612200923874,0.13258445891256349
13820,0.10660562768783458,0.12273306907576337,0.05111561611121511,0.26937679130173364,0.14100547207213837
13840,0.1164979234404632,0.1131322140528079,0.0400923527180389,0.27497208293734554,0.14742441073944676
13860,0.12638307011895933,0.1018808704029706,0.03304163296736452,0.2729525859788999,0.150690228729183
13880,0.13541021409538292,0.08928013112257811,0.030502338940092966,0.26623255611398455,0.15058506734235824
13900,0.14288321954363195,0.07632290403345174,0.03194133246439997,0.2578879188981673,0.1474501601438901
13920,0.14822608582266286,0.06479089295884413,0.036056536607768454,0.25003038146350093,0.14173109177103424
13940,0.15094989806092624,0.05688565199176732,0.0412574620897353,0.2434285172506076,0.13378502764862946
13960,0.15060945420452296,0.05448013677063732,0.04603974680702357,0.23794446456846927,0.12399652073085236
13980,0.14688534821346047,0.05835059675056369,0.04917133947892473,0.23327620372635943,0.11305101252117082
14000,0.13993175511240866,0.06782091712232713,0.049805600906177194,0.2293686975899115,0.10215926824650118
14020,0.1308608926433825,0.08104341823270371,0.04765113671677296,0.2262396105098342,0.09303611546875866
14040,0.12190520179668649,0.0957414739649583,0.043198409176825235,0.2235234812897495,0.08749487055524115
14060,0.1157902563148953,0.10992974922238362,0.0378452947726096,0.22030850247441808,0.0867073391612706
14080,0.11438208162742003,0.12222600473847418,0.03368125643052837,0.21555314938475156,0.09049598055666824
