step,r1_full,r2_full,r3_full,r4_full,r5_full,r6_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp,r6_perp
9880,0.46111632277469977,0.38725200993403963,0.28363200044434,0.1277042399213213,0.12271647884421434,3.90707872166674e-09,0.34485124587405,0.26803138137666566,0.24631373497588951,0.18247063097930677,0.0827125844925523,2.289321013148174e-09
9920,0.4747053116029355,0.3947167196555847,0.2694442990414374,0.11961774635530915,0.10505589028656039,2.3228751235133515e-09,0.37466280000740854,0.2793554718119696,0.2570429605516426,0.18139172050232658,0.11519118266162125,3.6975417756114025e-09
9960,0.4846042575011366,0.4173865298561782,0.26283066449394815,0.1187640776738535,0.09376934936709311,3.736943110536353e-09,0.3967782645511337,0.3177970827882079,0.2417993846351314,0.17869148257658127,0.12742207425893806,1.7901059399736332e-09
10000,0.49802032614472447,0.4435203733311869,0.25356167474390306,0.12623381478837867,0.09476140249473677,4.644375987574054e-09,0.4199495710593693,0.35971676009246456,0.2253428379493922,0.18326548142760457,0.05981926871356652,2.9574580526935044e-09
10040,0.49075613556919645,0.4518956945703226,0.2416244615571657,0.140964872094392,0.11132416716389287,5.098224705483612e-09,0.43187762685710596,0.3816900294857433,0.20826455396799473,0.19626228034996243,0.11943692827609047,2.2895542891901555e-09
10080,0.4796522195046339,0.45232655844028913,0.22128427969686265,0.16425645507361156,0.1250288976188663,4.029164118252637e-09,0.4389066600427603,0.3867032365202552,0.20802534315419086,0.1883573138121683,0.14787887652017612,2.133729415030021e-09
10120,0.4837745924703361,0.46208779153639956,0.19281854002517357,0.18639217378411957,0.1185120555670462,5.302791717304168e-09,0.4454120120155048,0.3973698749682478,0.21175643154295068,0.1517704203673761,0.1411481274537522,3.4450834512714987e-09
10160,0.49056125793658056,0.47665408953694416,0.19815597470129018,0.17618455773538583,0.10317258993659374,2.0715248750237262e-09,0.4450627134317568,0.4012300160155686,0.1976643951301124,0.1157602879725619,0.10434649478652513,3.5321921601951026e-09
10200,0.4876780583471733,0.4869062884415274,0.19614572708243086,0.16012239600506767,0.10821664588101973,4.861427009321953e-09,0.43616861098517856,0.38977535214084613,0.18337329023972926,0.08864983403951085,0.05342128110481988,3.5061587954579767e-09
10240,0.48734165977646554,0.47733850477947304,0.1948578890958568,0.15147826965772798,0.12967201060573452,3.084725387252623e-09,0.4192079985278581,0.3714426138590924,0.19842634598348352,0.1465712916548593,0.08672217004375654,3.3332123310477133e-09
10280,0.47640657386488094,0.4609863208818636,0.2101793508510497,0.14600717508291872,0.13315214074639783,3.6240798874073474e-09,0.40050048278059647,0.35063749642230396,0.2132651425981337,0.18138794568565408,0.09425551976554804,2.342669748892461e-09
10320,0.4700240625309773,0.4372864892031819,0.22779793144523666,0.14075058200096693,0.10544994126150332,2.6165003875161765e-09,0.39130896278118654,0.3319334645839164,0.21562765650642962,0.18651036715499128,0.10477024783270562,2.912558491590239e-09
10360,0.4746603069439468,0.42233515878744043,0.2203837584056437,0.13483817048772984,0.08273821126480414,4.194796166423085e-09,0.3925101534423828,0.33007764363308284,0.21979802360247377,0.15976867058507035,0.09943739295207499,1.787774205525307e-09
10400,0.48674724847756573,0.43365430081368556,0.18039495624846014,0.129399524321066,0.10286563570694435,2.3172930677905284e-09,0.3998887338054648,0.3535209705332423,0.2242297671123576,0.11684887174430336,0.1023486821311783,3.187470019929312e-09
10440,0.49519898820509006,0.4507519031977848,0.18047100690670353,0.1182445386170728,0.0965617336698222,3.1123197494539204e-09,0.4063248525749942,0.3711594471128306,0.2309979927953949,0.15768980620975429,0.06772562778866817,4.369101195939977e-09
10480,0.47528935231116753,0.4528399452510268,0.2217644127828686,0.1350666252463129,0.08442447867225279,4.3855709192196136e-09,0.39240084940593145,0.37233464313901904,0.23797132893989403,0.1910881451348791,0.07446193947433136,2.999576456992531e-09
10520,0.45160284186692745,0.4383308374956846,0.26127393799261744,0.1645652107837032,0.0821440033415197,3.0558473693541126e-09,0.37461357301916814,0.37031699103893156,0.2518546230099335,0.18864053003152315,0.09819531429736195,1.1630750315361537e-09
10560,0.4513486889882888,0.4278249930978716,0.2737428108767698,0.17333135907389455,0.06169188674671894,3.5979105478918287e-09,0.38076730286907695,0.3715888534262867,0.244276450681622,0.16388955639280225,0.13440318790855574,3.778790465552699e-09
10600,0.45361720042164594,0.45168339630306054,0.24573918642179665,0.1490086597318619,0.0322916105514754,2.5346422196580433e-09,0.40904159761150716,0.3768497075370552,0.19983526109964356,0.15657756966861627,0.13402103407331345,4.3560067054476774e-09
10640,0.47885744556340387,0.4577119849948024,0.1924887910573728,0.11825819883919216,0.01367044788922633,3.05373400754765e-09,0.4303121965000456,0.38348871094720305,0.17799454960008498,0.1628976737423987,0.058681972165836996,2.805130260121637e-09
10680,0.47626495649246564,0.4578421621039791,0.14876834807046516,0.12375248755769219,0.08993302720622458,2.122829779663799e-09,0.42137351817060015,0.3796637580826171,0.17903487328646925,0.1682906258943537,0.09185253617138221,2.5443347153617485e-09
10720,0.4552407714063741,0.4539834350342753,0.19282475807905325,0.14143539359784058,0.1282793973245894,3.450006018296015e-09,0.3947336193803131,0.3666458739070934,0.19473111183454742,0.1733145294787329,0.10338350633570745,4.51190885562553e-09
10760,0.4526910447383992,0.44010469866170554,0.2410206446644898,0.1540804040766108,0.1357114638906833,3.011078227314413e-09,0.3778085632510492,0.35848905801048747,0.217010147559909,0.1843357401847267,0.09996187759145002,2.9688897116332973e-09
10800,0.44992525537194994,0.4456579993089312,0.24689620164183346,0.14535750396601174,0.13233180607149678,2.574740581227298e-09,0.3853895871593621,0.3590943788574514,0.22029453989566863,0.1959384120079562,0.09576985883611655,4.182580111013779e-09
10840,0.46409888423838297,0.4498671532968534,0.22412851562518213,0.139456039373451,0.10053818125328334,2.9552067697967295e-09,0.4110814783296598,0.36804758021755596,0.22383684702756346,0.18546592602797382,0.09909495130837163,4.125085826167702e-09
10880,0.47596973623410904,0.45141476103867645,0.19193103744630485,0.14874950467721618,0.06058592586766971,4.363305971533492e-09,0.43172751644842877,0.3837552897414963,0.2214926164953454,0.19503268527211914,0.08402455618868608,3.1853632731721054e-09
10920,0.47110878324956135,0.44955834522607746,0.17267144828089073,0.15607525961227106,0.04532102725184101,2.2479199872128492e-09,0.43645725717504863,0.3933853267830865,0.23761315680760295,0.19873990436642194,0.03746784200538308,2.959422777576027e-09
10960,0.45764888188957503,0.44998396638716204,0.1916124198935464,0.16124028017265934,0.05899380130709072,3.2730415952472044e-09,0.43032402803618347,0.3972740277693164,0.25585578167835643,0.19956232039131178,0.0828458924212309,3.3362289623290727e-09
11000,0.4589275097846176,0.4491473248400807,0.1963017538072248,0.17561274459351978,0.09100696116880642,3.6279817310407807e-09,0.4251879376026345,0.4010846667397613,0.2584242883060037,0.20221321507264373,0.10742853230745664,3.376765526203015e-09
11040,0.4670429775645372,0.4522822721205118,0.18197730601062934,0.17002056425617612,0.11322030375104347,2.8760104346682686e-09,0.4268830220923655,0.4014463314438275,0.251456634608357,0.18064958568903108,0.1368523062677902,2.5854032933446715e-09
11080,0.4735620097877262,0.45432065672500405,0.1776780502408184,0.14470184533740313,0.12192899281171542,2.985511946520552e-09,0.4312114718361906,0.3906287432920913,0.24744175069758956,0.15465138992802796,0.13793011893615925,1.8835607270192607e-09
11120,0.46853103427379367,0.4501806904345611,0.19551056667072547,0.14220531744287787,0.10353086086230305,2.469847826903735e-09,0.43017650262680807,0.3670677893500528,0.2495665196175476,0.15948114127676188,0.09480670850439454,2.96303321226002e-09
11160,0.4536941842605344,0.44461545457633384,0.21405194937923927,0.1349330350576619,0.09164003720790011,2.58032410474653e-09,0.4253220744855301,0.34570494104546207,0.25827375482816567,0.17533173120393272,0.06643038637729003,1.2191431672037973e-09
11200,0.4593349785051904,0.43620139189235146,0.20405927880432165,0.12636706850930207,0.09774366859837487,3.300252171948335e-09,0.4277783936456624,0.3460620410876559,0.25192641588818837,0.19053910528313267,0.07365573231914566,4.103185154988429e-09
11240,0.4744609718786228,0.43762551612027906,0.17391156742357963,0.1274727496762619,0.11028972339844283,2.5833764250792786e-09,0.43191300794478127,0.3560055808234124,0.21420639329367228,0.19085298641537887,0.08291358765467155,2.9265910935966595e-09
11280,0.4823599947884908,0.4424751264341038,0.1800528210955669,0.13461271026309085,0.10150667407595935,4.147088896949301e-09,0.4243970719784451,0.35493046588162125,0.180219413865311,0.1486503287124516,0.09689232800372842,2.170548944335609e-09
11320,0.4769477348036103,0.4429891565629964,0.2105787716875376,0.1289627463203533,0.07974250285210674,4.6445847933641805e-09,0.4047341509981191,0.34562894972042574,0.14797920431302505,0.13700761620714494,0.13535452229982847,2.4314252646972776e-09
11360,0.4631464501062469,0.4381862742753177,0.23504920066921978,0.12710704666598213,0.052219574720907914,3.3094399227648187e-09,0.3818291806619611,0.34004702964002653,0.1921634823570207,0.15672236215455546,0.10018454206471346,2.4506733733372743e-09
11400,0.46464351472657905,0.41894683317229897,0.2471601884754018,0.125439084784419,0.04390964674151605,3.4644195885102737e-09,0.381045822724326,0.3277748508886638,0.21198325344973812,0.16046535285976257,0.09144780901691986,1.6076182407956223e-09
11440,0.4812550651196154,0.3982266129326859,0.23837588462232298,0.1229418909491521,0.04779200926982328,2.9573825081002037e-09,0.40510416307992975,0.31602496437266864,0.21027494124999013,0.14745824320441617,0.09124830201369695,1.5110465855627372e-09
11480,0.5026265973632393,0.393406436434989,0.21717198421751444,0.12360790584317669,0.03824177716130422,3.2816290265311693e-09,0.4342249460563625,0.3334165988750515,0.20862944968095182,0.13822158571604715,0.07421165546336835,2.4038012729506376e-09
11520,0.518857984694965,0.40962774326683,0.20042170509113688,0.12111248033646951,0.025855066576308882,2.9336837514613028e-09,0.4598206561116819,0.37074955895074857,0.22026439870216116,0.13324242350251597,0.10018495795010295,3.0676068713419655e-09
11560,0.5187627090815604,0.4179870052976892,0.21359392456657147,0.10480461012843789,0.045495637126762856,3.2178616019345575e-09,0.4762864145642778,0.3943808006227386,0.2445597242304383,0.13219499014860522,0.07848402146992269,2.720938385822047e-09
11600,0.500889842320004,0.4063704280655639,0.25207902277046507,0.09980075325815717,0.06657022736173075,3.4949325285478046e-09,0.47796483023523434,0.3942403534959811,0.27668841912365366,0.11377425723173873,0.0491482705133156,4.088293231483775e-09
11640,0.48155681783252735,0.4016598997846835,0.2836493252396107,0.12981884638281396,0.05793701756583335,2.001012400000032e-09,0.47000962471037183,0.3963752014150285,0.2971571777141522,0.12588428060575216,0.0884160009282378,2.8837265253708516e-09
11680,0.4688116110404492,0.41876506088643545,0.28912873668203487,0.14517244777728638,0.039741508653092894,3.3663380005246025e-09,0.4606803696028133,0.4147104578939222,0.2961377228491817,0.15394651717318514,0.07581419268336566,2.2168580379659394e-09
11720,0.4677750017186457,0.44116176398412427,0.26766494209560815,0.1447364290824268,0.04717803184079636,3.429500346070249e-09,0.45719687461868175,0.43621581883918104,0.2694617229509694,0.16225234240622818,0.0683664635982634,4.317542996205335e-09
11760,0.4779307773016814,0.45100706014439695,0.23011850447310214,0.13863532764963848,0.06638340974893796,4.882151157273612e-09,0.4588819195956288,0.4437331965766764,0.2249773220417509,0.15657877425570652,0.07338897449632371,3.6695423068997637e-09
11800,0.4903192515000655,0.45319661022227514,0.18973386362274886,0.12426411406221174,0.06431159146579335,2.7631668913304812e-09,0.45828112432439305,0.4380413267824967,0.1815638134359551,0.14116814225190877,0.0785044304492323,3.507317568540028e-09
11840,0.49345662230370285,0.45764425608464837,0.15621652465166777,0.10519718071608988,0.059602415093645236,1.97707274668703e-09,0.4457203329126181,0.43088347389604426,0.15102414009846754,0.12982996554968174,0.04427277814432999,3.1118334281073547e-09
11880,0.4841727700548179,0.45973933410869583,0.15312911502815707,0.12326844410927,0.0635534646996962,3.245620906700502e-09,0.43308681263501614,0.41442852566020294,0.14078121129415883,0.11790843074753406,0.0996355175092207,4.04986611728158e-09
11920,0.46733518440406757,0.4598399045354429,0.17789808399364096,0.14307427772232972,0.07912950963111372,1.1496682735384222e-09,0.4131229387619129,0.4031772052093663,0.1688926888659039,0.15282818420181882,0.08610816207709882,3.2372337171861483e-09
11960,0.470829044691785,0.45079734778481184,0.18417245253921424,0.14884167386214028,0.07145342038048935,2.2784085609087443e-09,0.4032440404506004,0.39282103170315846,0.19215918747549005,0.17274703875176592,0.05421847873692071,2.661224033424142e-09
12000,0.480208291526272,0.45401686838688554,0.17043549259434992,0.12899744321077058,0.059655679988092035,2.106934125634679e-09,0.4090344429681167,0.3873160280568073,0.19649296930044807,0.16110704181457217,0.0842571324996336,4.153339156400263e-09
12040,0.4857270948961226,0.4612602828492817,0.15975616829463005,0.09805979661826351,0.0858163330375022,2.4234961250205424e-09,0.41566725307785934,0.3954470895839498,0.19429719618468158,0.1458094866576725,0.08431111707618577,2.6455596394505165e-09
12080,0.48127379994584,0.4606321240018863,0.15494704426081235,0.1216111483367314,0.07943553711905131,2.1227102874574985e-09,0.4119423493893294,0.405556218231637,0.20249949693383573,0.13971441347456273,0.05340707563377425,1.966431472256668e-09
12120,0.4712306718402429,0.45645463492910915,0.17312229732121748,0.13243560250685218,0.0850523237108138,1.749484818102363e-09,0.4090614355381157,0.39866877372883475,0.2148456282199628,0.13060869963310187,0.10493537892096207,2.3957331691974138e-09
12160,0.4679914182808698,0.4559694388700897,0.20267616087555546,0.11757569967160307,0.08760322950426572,4.202695089554429e-09,0.4053803965107797,0.3918545985471201,0.21972085915990341,0.15036207363823187,0.09309321322377888,1.7302275229664962e-09
12200,0.4767393474621683,0.45256442919699086,0.2130559921281787,0.10632133567367287,0.08957372086952098,3.6969231435447477e-09,0.3972882747128558,0.394970657832847,0.2122883793823254,0.15276930608415779,0.07998121454180716,3.0458847772761013e-09
12240,0.47757651135079604,0.45172245210769063,0.20515946124337137,0.11141674198798783,0.07794328168750482,3.444007680296756e-09,0.4057011778569627,0.3823726429013817,0.19104763940158836,0.1328875577186211,0.09479442245742832,2.6886988959143127e-09
12280,0.4818878096721312,0.4461841330009824,0.19066613931794116,0.11327506530563583,0.06959590979286115,3.3934003410416087e-09,0.42350832808848493,0.3699448707054599,0.15673864909701338,0.11985481583692624,0.10416913762321435,2.154308758197862e-09
12320,0.4930072923385101,0.4447404523764335,0.17997868507454282,0.08710807046848498,0.07284801314412095,2.9690890164293917e-09,0.44393033032055573,0.37263686296042375,0.1357653930777297,0.10448389717975431,0.0825221783343355,1.607531474341567e-09
12360,0.5001059126423206,0.4558370136343797,0.18459966830876165,0.08225540073233963,0.050003027774849676,3.3225174214609907e-09,0.4614157691670646,0.3880139474876709,0.1400210533609457,0.11059267565479282,0.05648307326111243,3.867160765904669e-09
12400,0.502202614543019,0.4636640396170527,0.20626310474250997,0.08909296575399812,0.05008100765448041,3.3230699847843416e-09,0.4705104139931857,0.40079366574038694,0.1785945705317343,0.1213602567845835,0.02236798524803769,2.3292555856784274e-09
12440,0.5048531282931639,0.4519540923930183,0.23243830818568148,0.08964330427757981,0.056121256001390084,2.4940268087868705e-09,0.46564549789852866,0.40111443928264057,0.21684263334352985,0.13015260349747718,0.04833015304087764,1.920372000105938e-09
12480,0.5056744747433874,0.4233405421674311,0.25614817394977607,0.08465236705960566,0.06130725316964046,2.546080018021677e-09,0.4502778490684752,0.3870434089129977,0.24982693019535177,0.1256085010954199,0.07379131134604709,2.225865348540963e-09
12520,0.5021387075690339,0.3911725789853508,0.2733720952721401,0.0819010481218224,0.059241715197768226,2.4689290802657104e-09,0.4385660956002735,0.3593683163730691,0.27276259181747614,0.11550475961685779,0.10032646179841297,2.4891546846221488e-09
12560,0.49513734035129053,0.3806685009300836,0.27926486279813933,0.08274194533712481,0.057892507521991356,1.4037972093679164e-09,0.4350444737102124,0.33966076924170263,0.28406195727403527,0.11578616390774238,0.1071017535429472,2.0570938632983573e-09
12600,0.48951630200026836,0.3948167887083255,0.27789670441018405,0.0813973543590441,0.06762277844478881,2.8672575427517926e-09,0.4375378519086937,0.35507715044884436,0.28357555453500116,0.10490827664952179,0.09638838133013627,2.941493054389082e-09
12640,0.4920667741687478,0.413140289325194,0.27105313233140266,0.08886194513878497,0.0751652507663475,2.2219621353625315e-09,0.45052895618167027,0.3916108050771711,0.2685524713324451,0.10923240752744942,0.08184625406576945,3.434787237919099e-09
12680,0.5008257703750447,0.4312473021693117,0.2544229348665429,0.10560267617442948,0.07607031362424417,1.6878772792585679e-09,0.4732594330220237,0.42610314729413,0.24500285623508564,0.11911914941859347,0.07477221529891676,2.337496698882036e-09
12720,0.5070607423372803,0.44137858825803333,0.24117976190746931,0.11493259997228758,0.06816421224341353,4.472549734934266e-09,0.4919533371397837,0.445111593292096,0.23165498486246391,0.11374621223299404,0.056831829302237936,1.163012206683391e-09
12760,0.4992837311004548,0.4380417587880634,0.25067939103851994,0.1129709143307895,0.055154823641243425,2.8536762797346557e-09,0.49173597828547305,0.4450005317368406,0.2414401731337319,0.11363089669295273,0.06844568787542962,2.3648950353174366e-09
12800,0.47617921774660804,0.42590318186231413,0.2783912754983545,0.12774035284928748,0.044949697780339914,4.959810593973646e-09,0.47452225534964876,0.4311225979319393,0.26889907681352915,0.13362192435800904,0.06363082987076449,3.1840309550879033e-09
12840,0.45730376507191967,0.41359479791902715,0.2970976528112148,0.14197456907488817,0.03581916750503092,2.7550520852079375e-09,0.4585290476753822,0.4156103123936114,0.28913587218844244,0.14357338774324704,0.04964438394393269,2.7601632978805547e-09
12880,0.4563385182044851,0.40842768266489143,0.2916906836394418,0.14310125818865777,0.029058290007104862,2.8322934395876442e-09,0.4545585647989198,0.41013332925554685,0.2849674661071572,0.13714205084618164,0.03755032472364382,3.097427527106646e-09
12920,0.4697652502500855,0.40810933866093346,0.2753177619049772,0.13838748240390353,0.02863159851955498,3.0049509971002956e-09,0.46157706631782053,0.4101466969464057,0.2668571556869807,0.12354788333378369,0.03751684446692647,3.1803897498865534e-09
12960,0.49010276177550344,0.4010002506467921,0.27134034269619484,0.13674890844939971,0.032750153188536725,3.6615128710880145e-09,0.4757769594183309,0.403952198382353,0.25679614210527385,0.12095018296692338,0.051345359974212475,2.0799780638636896e-09
13000,0.5018918053333291,0.391994214900743,0.27965988723365254,0.1357893629090854,0.037382116243131,2.8635332675929683e-09,0.48481208524341807,0.39570049458811557,0.259030584785936,0.1277031896729604,0.061359598225320756,3.0561123890827582e-09
13040,0.499548267861961,0.3938831724701182,0.28180153087151233,0.13201571863507713,0.04557720065154402,3.5133491068107924e-09,0.48147177085768056,0.39224247466845374,0.261746849656043,0.13463518312683898,0.060825150966866734,3.9639902277980275e-09
13080,0.4890859102843628,0.40695453657440994,0.2728694462659873,0.12392934788677772,0.05357118717529529,2.7987779835706337e-09,0.4691948226015732,0.39331836018270533,0.25289880418935506,0.14210160734115912,0.06541214210712266,3.082195826417226e-09
13120,0.480998510583192,0.4198192773211733,0.263137012285985,0.11597451932589098,0.06328153382999846,3.908181142123185e-09,0.4565145416272621,0.3916504078392532,0.23176297513233796,0.15291642173562145,0.0693343683609879,2.8643700548897873e-09
13160,0.48092631381803336,0.4327573171660186,0.24914278771484621,0.10738375136329954,0.07161544893054306,3.726131562625757e-09,0.4497826552036439,0.386718651395096,0.20275749711793148,0.1562151936300863,0.061819134301297346,2.8422589040234687e-09
13200,0.48669909481679824,0.4498648051771235,0.21659556259001028,0.0953382051422746,0.07113015951079811,2.9548551059452845e-09,0.4517668607427171,0.3872047715307595,0.1637065563080514,0.13759769946603354,0.04959119975805721,2.0253842116102756e-09
13240,0.4887244525993233,0.4678608936090853,0.165076333743322,0.0846191793424892,0.06765635849515382,2.179465071529425e-09,0.45551525002892823,0.39689562248858135,0.13174788063171133,0.10015814627227126,0.07141429229262232,4.028934504571162e-09
13280,0.4840454207818476,0.47512516679325917,0.12115703444016082,0.08603292396534708,0.07061365344872336,2.654545906663939e-09,0.45178872340111226,0.4082677901750217,0.1515725717265806,0.100491087145787,0.03899484900597657,2.6649260391734435e-09
13320,0.48800572619410476,0.45900546406234316,0.1157650987715467,0.09657270630475837,0.06411868381124158,2.7024460019598277e-09,0.4473950816666699,0.40971696673096786,0.1710856246583711,0.10893695224374476,0.06523098411989288,2.42930093772697e-09
13360,0.48693773767182424,0.45051128349609626,0.12835864704063676,0.11903071269759673,0.06621029583315365,2.351025801456352e-09,0.44927421211567553,0.40393244607274964,0.18854278892274817,0.11963629394727333,0.08421247047163823,1.7646026092262215e-09
13400,0.4839083766373876,0.46177925369689027,0.1424349291833238,0.12882380540206373,0.06036714718634468,3.4023189162071395e-09,0.45167496573579974,0.4094951896059171,0.2004443596611879,0.1288711976702488,0.09766663173126684,2.4798204894445393e-09
13440,0.49192561954202724,0.4786966628317843,0.13890093952175822,0.12690525163625532,0.05394700522134299,1.82605336338604e-09,0.4598143547033613,0.4186075827696137,0.19761164496388348,0.14681844399856428,0.09657098751309334,3.2428161308392886e-09
13480,0.5073123207339802,0.4854108564886931,0.148743614387605,0.10644966412094334,0.04766049575182329,2.6201946309095835e-09,0.46660931568529257,0.4212277420362272,0.1887070453555646,0.14476158618057827,0.09567574564018898,2.4352219581941616e-09
13520,0.5030236086971096,0.48429758750928925,0.16997871833051595,0.09113528411626877,0.03668070169039015,2.4607595950206022e-09,0.45912657336260443,0.4153204540568918,0.18708101779049602,0.13112043536025167,0.11518392720766464,2.883933363689832e-09
13560,0.4945104854988483,0.4694130703815999,0.19253867408060077,0.08437942518999521,0.04040657907635642,3.4848797930455563e-09,0.4510905305900048,0.39848353037071343,0.20008961173024814,0.16299091658385226,0.10097962993968745,1.081650270279781e-09
13600,0.5002604115741648,0.44881150905480177,0.21103378797725955,0.0879549543360866,0.03886808227411909,3.4959162017720588e-09,0.45608024270415215,0.3764881983839386,0.22802554360158436,0.1748136538959776,0.09430953987282918,2.6552865045194985e-09
13640,0.5118445915775877,0.43821148267139587,0.21450438178353706,0.09744069368569858,0.03679403088024556,3.5113332782657458e-09,0.4675334263393529,0.36272392001078496,0.24345457431895992,0.16968576204918331,0.10269255524866923,2.4593905837935738e-09
13680,0.5215603839673492,0.441293921696896,0.20268067387704836,0.10042715629615785,0.048879155002638446,1.6271027315435524e-09,0.4753386901875983,0.36507110826012196,0.23850466262032052,0.14634086012709702,0.12278447269260453,2.7422435774806747e-09
13720,0.5243231654180897,0.45123274358937543,0.19950476482164306,0.10017150173089662,0.05547172452027489,3.4976874335537326e-09,0.47498949723221906,0.37525002318884243,0.23364646535835884,0.1424463371768755,0.10054675561159238,1.76535579524575e-09
13760,0.5191720284214918,0.46362315847605085,0.21109128329352975,0.1024289401782042,0.05169414514553803,2.63237256913499e-09,0.46630527078400963,0.38699129521762116,0.23988565511215548,0.15195727371213893,0.08764112820136545,3.999854451627595e-09
13800,0.5074272678189697,0.46905221253757134,0.22344912724204805,0.10384669978640153,0.054335954733374325,2.6144682974116764e-09,0.44876047652339984,0.39224048707933223,0.24556157938237677,0.1507645201215698,0.09657874337000703,3.36168775232429e-09
13840,0.5017453944658034,0.4541634729017481,0.2324464913875701,0.09282822123116158,0.069149702148423,2.5865586502917526e-09,0.43469125623239635,0.38280490874340584,0.24737878680943606,0.13437796947944397,0.10872387515455839,3.0101474269004326e-09
13880,0.49966332514514206,0.438975841263395,0.23890472960145315,0.08007536804094992,0.062284305597043475,3.697141283792568e-09,0.4302808523858183,0.3739248265946665,0.24708967471257454,0.13195419258807317,0.09643517770927355,9.715303490620398e-10
13920,0.49548490165139875,0.4392707735972903,0.2420017182168909,0.07576565775034301,0.04622779550185601,4.338522912088102e-09,0.4291552071183446,0.38118418250458286,0.24456991117384602,0.1311964048257462,0.08940794856089519,3.522880245980374e-09
13960,0.49504937867001464,0.450674812575991,0.23008932922113073,0.08187697662788944,0.05393426957661336,3.0112374451512224e-09,0.43401810993565837,0.39713296795593994,0.2344034722469931,0.12509506948887342,0.09387409526982628,2.4662682582043676e-09
14000,0.5012115613952491,0.46659431427291137,0.19872903626760252,0.08854523937835974,0.06170047410479356,3.0266076184614795e-09,0.4433683162106386,0.41720406470126464,0.2146952365366731,0.1305146041158279,0.057581089603476444,3.185180125007125e-09
14040,0.5102234310674453,0.48332512289617546,0.16365058983833455,0.08859438181775935,0.07493118485001744,1.9967171593464027e-09,0.4509345672500419,0.437605202367572,0.1936595496348709,0.1357081832463967,0.09150123629139476,3.3929584944003353e-09
14080,0.5188163207805601,0.4901705082873139,0.13981703349932953,0.08862366309531829,0.08327780517240316,2.431236803091612e-09,0.4560747247865092,0.44383047629723354,0.1746495485316797,0.13586996227075077,0.12450942417340523,3.6030234208846363e-09
14120,0.5146274223213313,0.4858529007884274,0.12774330253512767,0.10917093233874926,0.06163236958222472,3.206723927735188e-09,0.45144631024079596,0.43808222873320524,0.15707466996933742,0.1373816312708191,0.11741166018203027,3.1257520071217716e-09
14160,0.49967980501704345,0.4800749358581498,0.14501556006058133,0.12721368990447202,0.04353097609849751,2.580936422835066e-09,0.4497943564956843,0.42307463270754503,0.14375842981652637,0.12053277292429077,0.11154302972852913,4.4677721175370115e-09
14200,0.4918674217673427,0.47647688921029635,0.15990320836149152,0.12266369507519913,0.03589551890835594,2.6745315589139956e-09,0.45558428260637623,0.41421259372738123,0.13095583236116262,0.12212974824768948,0.07345239296097408,2.6755186815258415e-09
14240,0.49662118558047597,0.47602461501384113,0.14483430260010097,0.10734158051734044,0.0630001133457664,2.518595024965632e-09,0.46561865255468693,0.420868276426162,0.13467372970712724,0.10109020783207934,0.01370775118537972,3.1144896387283683e-09
14280,0.5039817190355461,0.4805370317555184,0.11942287214067905,0.10566068042278433,0.07373283025363721,2.4565731348710458e-09,0.47436963414922223,0.4347339557922102,0.14907275761564745,0.08843300049000892,0.0538585902738061,2.3376121315835123e-09
14320,0.5070217773137075,0.4820218785618829,0.1376123057445345,0.10997449145050084,0.05300633932852449,2.2650955174748912e-09,0.47540624972684875,0.4422541790735412,0.1624475642805845,0.10027589504863559,0.07709790078773285,2.4750930578177275e-09
14360,0.504094881358967,0.4762558699910767,0.17133155285414653,0.09823955320180279,0.04833835111365465,2.130971296141919e-09,0.46682800953497966,0.4367531759923875,0.16369031418388555,0.12400296743823026,0.09639392478522142,2.485817048827695e-09
14400,0.5005940718801113,0.46363284233802504,0.20254931698165243,0.08181238524843014,0.05882725337802497,2.816715035534645e-09,0.45432782485852613,0.41827579006613486,0.1765296848544758,0.1339746384415239,0.08582072440386787,3.7570219949188575e-09
14440,0.5007092114446087,0.45114069831722,0.2203973597808326,0.09514083515174224,0.05204062588370661,4.704888785814369e-09,0.44461599306808197,0.3954683880440643,0.19951426255839216,0.1158507400034307,0.07042882458559055,3.2585145590124363e-09
14480,0.5004167092511799,0.44893758308868403,0.22933362771316781,0.09525553742524495,0.06799903377150512,3.851605503759863e-09,0.43523758897388126,0.3843882754996154,0.212129347482638,0.12130230586727894,0.08366070561311723,2.5919616102595645e-09
14520,0.5004638071297826,0.45520662916318466,0.23297691675985338,0.08081920526885991,0.07390704621809098,2.6805313645102353e-09,0.42720545030881857,0.3932794118525297,0.21342354302441827,0.14235634559247268,0.08633783874821171,3.6105211536673077e-09
14560,0.5079783769825512,0.45673834440819394,0.23034306254077416,0.08098990204477532,0.04739505655054567,3.924822890740725e-09,0.4277959419514151,0.40828761918283496,0.2002331680364788,0.1466056914082968,0.10692115774838075,2.020433884267465e-09
14600,0.5180740274587851,0.4532387730819681,0.22494893012657124,0.08943529465979132,0.03524253932817065,1.5676780168922632e-09,0.4395333223045295,0.41113277278782806,0.18082982543928103,0.14985093292794854,0.11360533864663198,1.9301975953112097e-09
14640,0.5256073284206343,0.449390312632583,0.22212249698076758,0.09077506207097054,0.04778459876999713,3.538253406252215e-09,0.44507737008213927,0.4051904400126302,0.16974158293575312,0.15208810447509466,0.10333008065596536,3.5330999433970367e-09
