step,R_v0,R_v1,R_v2,R_v3,R_v4,R_v5,nulldev_v0,nulldev_v1,nulldev_v2,nulldev_v3,nulldev_v4,nulldev_v5
20320,0.10501890006487462,0.34004198652183626,0.4301491371573162,0.4566263898290585,0.22102464769283103,0.12741343569750696,0.01822147700266068,0.25957374491211677,0.24828172280069155,0.158456533930319,0.12000496693987779,0.020503845025663176
20360,0.11166910318352677,0.34700383448742805,0.429294972462451,0.460763942173729,0.21649622694664242,0.11820722362384528,0.020563138088312543,0.27196022147101667,0.26629633816049136,0.14532396808471018,0.1110603582567752,0.005663286521758512
20400,0.11972117311071205,0.35251520234625766,0.4268874851342487,0.4632382152152295,0.20694822777180125,0.11232991035392183,0.021269464826930255,0.27802877098070916,0.2824499017034257,0.12860302172692473,0.10289436164043417,0.007850751655513301
20440,0.12677612172679567,0.35711999100858993,0.42329026748809695,0.4644808881580567,0.1952493139642253,0.11419869997965128,0.025159404727362472,0.2820707300970834,0.29702748475083013,0.11177167791417515,0.08975771493848582,0.01629437732198695
20480,0.1343334600469123,0.3606671308139636,0.4200908806172728,0.46547206540725133,0.18053114626981245,0.11487082410932874,0.02900244623686496,0.2872317267854882,0.31008793543202245,0.10301418773255333,0.07122303045028731,0.024791440666224965
20520,0.1427993002341151,0.36216792282072713,0.41898398209392446,0.4665140572090322,0.16221200120996357,0.11339093473028458,0.03488486814906141,0.2914281131543249,0.3202639263531926,0.10875346132123118,0.05339871633277174,0.031980152776594176
20560,0.15153683595342382,0.3609484904638815,0.42008096124189426,0.4668480667346771,0.1447103262739082,0.11531554219785564,0.046225854594669706,0.2924879380569307,0.32373505853373263,0.12329606481323381,0.03711780443315594,0.03867908162751604
20600,0.16053062115262356,0.3567061178905457,0.42262091673611213,0.4655699263939966,0.13210642662420582,0.12224419620132727,0.056313743916735416,0.2886673841138156,0.3168876938461167,0.14199434625058407,0.02151087849783613,0.04822646008093315
20640,0.16862749007941996,0.3487893504263005,0.42620108760527764,0.4622955816910121,0.12304956166891128,0.1344525375184555,0.06345591248765715,0.2765832531028905,0.3000347646965032,0.16441265482911271,0.010417118938858829,0.060855864496409305
20680,0.1739940185031427,0.33710722022881767,0.4300449729650847,0.4569124978832891,0.11731493961179688,0.14981802142095646,0.07349304113748577,0.2562563341882154,0.27419289453825924,0.1885882123006247,0.005502851386760761,0.07346439768355269
20720,0.17779634962723245,0.3224220600835719,0.4336278422758898,0.44977167011760905,0.11333959092308511,0.16410747395304714,0.08495895309779782,0.22987621180606643,0.23976628733595015,0.21432046695597223,0.0034980482454603245,0.0874150740479806
20760,0.18113576955984362,0.30516378624858,0.43741968757261734,0.4421559514026137,0.10827816268605965,0.1776049193617599,0.09455947347101094,0.1999319011333445,0.20034455005543064,0.24203915249881477,0.0040647020475367045,0.10415125023526735
20800,0.18284035974924248,0.286084525752228,0.44177785786811596,0.4356143715204296,0.10489249785621055,0.19182646470791354,0.10618922821732613,0.173514266105391,0.16138980495581992,0.26938496383885213,0.005066630422201714,0.11859727941143003
20840,0.18257834446480548,0.26652804196613084,0.44664695540502136,0.43109448988005183,0.10619800348409217,0.20354213798531476,0.11982309605545823,0.15586870923987436,0.12750513412653736,0.2942511941749676,0.005811066508755873,0.13083302782412756
20880,0.18162396262270977,0.24801152414632074,0.451559270627495,0.4283897550749994,0.1065349445341507,0.21260140694014965,0.1291422806140077,0.14246260052830784,0.10259139210060324,0.31568859279121275,0.008302663664730574,0.1479630995999565
20920,0.18043577082731937,0.232433940402378,0.4552004079498591,0.4257071547676672,0.10314663478686285,0.22320081382440649,0.13230559580054546,0.1284260388998173,0.08432759476618926,0.33180330250272516,0.01060830134189025,0.16964928601039653
20960,0.1770431497602972,0.22055025492349392,0.456798012174527,0.42152843351913327,0.10116670060489527,0.2359098860722991,0.13117453424421227,0.11893813729155694,0.06492996547054496,0.3420134798143844,0.009689489094936263,0.19053951055949864
21000,0.16992686550456285,0.21080578865135532,0.4577599793839059,0.4173516354103948,0.10002053906367464,0.24743389985480793,0.12679140820686696,0.1218482322875543,0.044806826909993235,0.3496315930175584,0.006104793746493583,0.20928031521893817
21040,0.161538727909946,0.2024680231685942,0.45978514591192515,0.41566490849553545,0.09758699077355215,0.2562711847137266,0.12216031358969864,0.13140091560537978,0.03498604650448723,0.3582915982159051,0.005387615970608721,0.22600209827935067
21080,0.15841045478454488,0.19817775093689466,0.46231165707508,0.41573103185532817,0.0963627492486841,0.26229271901852236,0.1201401059874468,0.13891116290714664,0.03390244379552915,0.36670925687109446,0.007021225325068551,0.24043288833515453
21120,0.15706499433131474,0.19867762614521106,0.4638000439970194,0.41461873477339006,0.09814041278806056,0.2649901540480137,0.11704811149259428,0.14781886224808624,0.028432647301388028,0.37202575210497996,0.006477034268830336,0.25171313890374786
21160,0.15387684376425728,0.2013320794230502,0.4645050423370318,0.4126519860200703,0.10215702005495446,0.26405223704838987,0.10998809937387788,0.16225165215577075,0.019115112400250742,0.3757829260419253,0.006500596067633771,0.25538643844952724
21200,0.15020776139532635,0.2048090160728933,0.4654842413853868,0.4123717324534803,0.10405570285113248,0.25939861919666457,0.1056069232971588,0.1760543656460391,0.015373656998464795,0.380952988275382,0.010538951907917593,0.24796898813925722
21240,0.1489960739532313,0.20833918309040725,0.46623733234826364,0.41299186792482195,0.10251261075865058,0.25261461968576376,0.10826303921574804,0.18415473629396165,0.015600579459307946,0.38601833370867766,0.01340879316162463,0.23469177294179602
21280,0.15031954765992056,0.21408521398791652,0.46573416377040994,0.4124686980725826,0.10019115664378052,0.24674480962556017,0.11078821358078839,0.18984645273037554,0.011871959746599799,0.3878639807967084,0.012035122905671714,0.22264269706856518
21320,0.1504793263465087,0.22201833917072197,0.46453279661888663,0.41161544707601105,0.09716304440672051,0.2428187229934339,0.10896737368600161,0.19649850458520252,0.0054874392314528874,0.3858848673669412,0.008504751122521824,0.212564057558641
21360,0.146873088503073,0.22922463339110907,0.46378122476458755,0.4124337845355865,0.09606671979410232,0.2405921889043713,0.10588793293502298,0.20290855935939256,0.016255250220814303,0.38008953926354583,0.0074067800214931865,0.20458160574633155
21400,0.14117561418957678,0.23565521632448913,0.4632793021340212,0.414474119875061,0.09764328311272245,0.24015468984844004,0.10209952305153681,0.20731108193133904,0.03372256917034523,0.3689420857240032,0.0071250431913033405,0.20135789735571114
21440,0.13760964370964016,0.24279934967208117,0.4621301926830807,0.4157618835478307,0.10107612583557948,0.24124508292184227,0.09457253708353357,0.2094786153121439,0.05086106836762233,0.3515991837241317,0.006163648454494437,0.20176623528223847
21480,0.13601324495601008,0.251223024928304,0.46039970720001994,0.4159042600456088,0.10384509815886252,0.24304196596936495,0.08335482680246357,0.21059911396441341,0.06719561816249968,0.3308601816354845,0.00752966858966187,0.20250681661055955
21520,0.13180891469940048,0.2600179717549293,0.4589491905215765,0.4157477100564492,0.1039635447508537,0.2444841816968981,0.07001733364777714,0.21386549441696673,0.08277611127464081,0.3119598433661234,0.009963120552734323,0.20401488630824147
21560,0.1242908591284083,0.2683052132882966,0.45839450801738973,0.41589203988055773,0.10220889954592138,0.2453962985782154,0.05530720298908035,0.22127636519935184,0.09657105155948864,0.29956510813858267,0.011133813435724688,0.2057537271645855
21600,0.11767458760762257,0.2759020273411527,0.4585811055207391,0.4161408707769995,0.10306693045292561,0.24635093247824216,0.04260078519449098,0.23035534919234574,0.10710739257742603,0.29528627094434107,0.011644128272864901,0.20374723560382924
21640,0.11485402782717025,0.2823928483468457,0.45880758846368247,0.4156525937601784,0.10594402223047242,0.24733353625312243,0.035109264432879476,0.23738873072407077,0.11110260371482027,0.2969458138769626,0.010778127224928866,0.1991133326199579
21680,0.11434979987079312,0.2867954867919706,0.45913658888664277,0.414564770755512,0.10656673942534857,0.24855442840262887,0.029202149839324953,0.23993759434083817,0.10714625255736916,0.30352886321103245,0.00884284718327308,0.1982513534527487
21720,0.11421314502543316,0.288442159447646,0.4603097772412206,0.4139899000293271,0.10492483225174162,0.2510919858543589,0.021630447104112938,0.23878699684641222,0.10004460330149505,0.31484532839203955,0.010780808810696296,0.2017769561296703
21760,0.11230209910289929,0.2873407263088044,0.46201387707908026,0.4136329449691367,0.10456598967047229,0.25541886095235417,0.014918918272658262,0.2383787066873915,0.09283107047339141,0.326762220810669,0.013571470056052824,0.20426412543249123
21800,0.10619851507099518,0.28366749525937174,0.4635800669507914,0.41269910988988334,0.10703762870601469,0.26012544614166394,0.011257340437747624,0.23707741506410282,0.08219733685332001,0.3370773241475682,0.012934288087780806,0.20482058601786612
21840,0.10045774588242763,0.2779840840133405,0.46524997657244144,0.4117839302000248,0.10824000749599495,0.26474317065187664,0.009360475503242713,0.22872607053992688,0.06916099428834291,0.3477249370488943,0.014719231935681717,0.20836120052558124
21880,0.10210635509959506,0.2711721397549117,0.46706043558691757,0.41103298086466183,0.10505913839733581,0.27058865687037703,0.010104639383596558,0.21695796135906228,0.05618751251183606,0.3580876356817574,0.02037125693482852,0.21823227659655808
21920,0.10528935573370715,0.26330853630082984,0.468730007084709,0.4100494449774173,0.10130833846598712,0.27862334121296417,0.012912355279220798,0.2094992705714237,0.04023116040510029,0.36669232602614343,0.02256717110350984,0.23098090920776765
21960,0.10230151210259626,0.2541025352660963,0.4703866530239526,0.409487400118602,0.10241424158119158,0.2870929498685846,0.013365053531495948,0.20403460988907599,0.024902105860255295,0.37442527146491783,0.021170018636015534,0.24107887085620458
22000,0.09783555464731111,0.24412995314855743,0.47180856428286966,0.40929868174765116,0.10504427380057484,0.2947814936945681,0.010345653648900823,0.1949184091447545,0.01844875471516309,0.3803842263625033,0.019198489148166846,0.25088934231211
22040,0.10103498269284068,0.2349148706529816,0.47269416692055066,0.4088052271673096,0.10276573133920582,0.3025359036926309,0.010265428759592103,0.18362833936412487,0.02179125914433479,0.38244773852762526,0.0166811072184922,0.2658728707779262
22080,0.1077477379887239,0.22737512517515432,0.473345883644821,0.40889914508097236,0.10013006473600808,0.3100619903318413,0.014148263091927227,0.17623827149425733,0.03649443554718357,0.38125334168946196,0.015033674385692612,0.2807117478582921
22120,0.10985027909553992,0.22094543553802812,0.473512978781194,0.4095276390863192,0.10201377131613573,0.31533564881818216,0.014537550730564406,0.17381221651164275,0.050306386448117774,0.3773643451511526,0.01486417967757877,0.2884325375971371
22160,0.11041472135073412,0.21585803799628783,0.4725675335087238,0.40903994142398314,0.10566916178958814,0.3181516895691099,0.012031010374829412,0.17104463473930573,0.05849886514185914,0.3691270818397966,0.012893637940264246,0.2923418582318878
22200,0.1133543253313281,0.2141489993796137,0.47102031820105994,0.4078393304840916,0.10527646973879125,0.31938422405594225,0.013991490224120526,0.16788671943792802,0.06692992638936149,0.3573625966909985,0.009480322599876464,0.2949724761769292
22240,0.11282174749525836,0.21441606404319752,0.4696981110150165,0.4076414968070038,0.10461386322512856,0.3185645459833491,0.01828355322031311,0.1694658835275926,0.07576382452835204,0.34578069574582415,0.008623707247258075,0.2938864529583499
22280,0.10812603217471468,0.21596206140970278,0.46849541609686857,0.4082198447037362,0.10437932362578352,0.3156249947676467,0.020272924630388243,0.17386057023323884,0.08024911636083763,0.3360696275639403,0.008652730763035521,0.28983321513220983
22320,0.10955761712006742,0.22070755809069784,0.4670287433984574,0.40823499847957334,0.10255241273059888,0.31181340069388536,0.021512334013187032,0.17595833987563317,0.07949774998483024,0.3281777816288904,0.0072891096833127104,0.28507159525786774
22360,0.11230142229119697,0.22600710981199174,0.46540194932452594,0.40732464810975494,0.10112163811641874,0.3081134378594368,0.025389991225377172,0.17789345873424067,0.07458284165185422,0.32265279677937114,0.0074782753575353,0.2799314238582865
22400,0.11082587707250412,0.2293200264666041,0.4643193714707933,0.40676096515369603,0.10129011015615914,0.30433173138123365,0.033130146030846463,0.1819555642028093,0.06845234318803621,0.3213282658135707,0.010886823654394797,0.2737937335182531
22440,0.10724983474523352,0.23047081426196817,0.4643896449932543,0.40773383292458765,0.10230822830606998,0.29982559114133756,0.04060688077916541,0.18326993638823366,0.06430337961149717,0.3261637043888982,0.013963280841268334,0.26667421282107184
22480,0.1069411138544487,0.23046730063167847,0.4651128897496661,0.40894318318786493,0.10105729982258684,0.29490449883757375,0.043071648927965916,0.17988617633907367,0.05872432908240035,0.33485800065947946,0.014326771109403702,0.2620887491493461
22520,0.10990369146841467,0.2293560369992874,0.46583339611670743,0.4088187805073025,0.09775756948120505,0.2906607679855688,0.04360334992874525,0.17722679108706862,0.047932702867712486,0.34425502361399246,0.013904404170183857,0.26226946029455234
22560,0.11216046529371078,0.22677409308488228,0.46704216506222135,0.4087145168307029,0.09720291652318767,0.2874435089395533,0.049075331186702965,0.179134351246451,0.03612920566676929,0.3555024712147829,0.014933078428512202,0.26272047446873414
22600,0.1127389481831977,0.2235603044553489,0.4689952544543491,0.40981472689630644,0.1003796408591399,0.2845228176894741,0.05492379633611838,0.18349101668061762,0.028229896087309147,0.36878304276033225,0.0160782150334314,0.26081352334309316
22640,0.11316859503488656,0.2213424384192658,0.4708748977028117,0.4105845355313726,0.1025793833407698,0.281713130145524,0.05473724609824347,0.1868721825023669,0.020873134774398994,0.38077500817208443,0.016638810181656288,0.26131110832248866
22680,0.11492303184719348,0.2215131174680766,0.47205513568353796,0.4097882587189843,0.10172202408165178,0.27970484051012795,0.052840272736329026,0.18990285411195285,0.012159203485808607,0.38936386289582864,0.016963238003762846,0.26587086959625
22720,0.11486191752241807,0.22313375317982434,0.47250228699108393,0.4080705529524019,0.10133740105364011,0.2783125136908822,0.054694803420858196,0.19668335815524698,0.004747655577596996,0.394013972350224,0.01550305263134536,0.2685055946460834
22760,0.11229414677032164,0.2255535054679849,0.47224412861892734,0.4065727138653875,0.100897507504562,0.2762841899880224,0.057386740628468776,0.20683558857106826,0.0010680953350796986,0.3939469365542594,0.014411700363170521,0.26451549951164005
22800,0.1118429937153128,0.23159497691828546,0.47147893680881287,0.40648626754860545,0.09985062931779795,0.27328119500775333,0.0585551000730293,0.2137360006638177,0.005763538897102861,0.38953480746652247,0.017780773619478704,0.25512786236676144
22840,0.11337796149131725,0.237420025846614,0.47040664372027396,0.4075351096301059,0.09806055284043681,0.26826227723927426,0.058366212073966514,0.2153504115703212,0.011937421173564486,0.3826819338213054,0.020148491450137244,0.2446654775471335
22880,0.11572982097565802,0.24177557428776345,0.46900395190770816,0.40868806187726847,0.09638092719842838,0.26295768326726077,0.05725662456417385,0.21737900885761668,0.018050047736736873,0.3750477128543972,0.018813207097903604,0.23584811276496961
22920,0.1162393175329625,0.24444711008982686,0.4676759933694049,0.41015622227960835,0.09910185870257429,0.2585716413964303,0.058651328601820645,0.22193890794969276,0.02320365511511949,0.36910446689964266,0.01829294129153637,0.22647114086540807
22960,0.11616120109717665,0.2452782172161202,0.46700015408101075,0.4127370673117685,0.10198001725782026,0.2537300883750763,0.06298735118819236,0.22345775280220437,0.02955948203434814,0.36772468417215753,0.02093376942246323,0.21483051252095953
23000,0.11767733986240722,0.24459927559495864,0.46653593241685765,0.4152701968565409,0.10227880437646425,0.2494499211622181,0.06506090409844718,0.21818221784263872,0.03352501354060969,0.36999281909421866,0.022378344446186464,0.2063199220318668
23040,0.12002795267127216,0.24292555323604859,0.4654779198178548,0.41584918879702865,0.09969327882775258,0.2479782724504319,0.06492160554875716,0.20816193403181105,0.02978858296833724,0.3728990244287474,0.021857977025554826,0.2053007927943737
23080,0.12171648002238349,0.24024776220590457,0.4641885477966542,0.4152472350361417,0.09878845547777675,0.25042245481317355,0.06767592697657646,0.1978420399483904,0.020336094869395867,0.3755297354445167,0.02229721658308728,0.2069079993221709
23120,0.12151580698226266,0.23591660254587543,0.46348976911363143,0.4153811949194168,0.09950271820799156,0.254700101079496,0.07203008225273562,0.19046620392273497,0.015955178485341812,0.3775979885039722,0.023743754899229787,0.20595589822731675
23160,0.1202891013463387,0.23013231344731438,0.46339776307855535,0.4165667954204232,0.09937015060310402,0.25855501370283773,0.07284958074781696,0.18425329033338486,0.023599940908734317,0.3776830255156362,0.02509683360274358,0.20519689690326026
23200,0.12322871030546585,0.22583899702368096,0.4633908749024499,0.417938904939651,0.10096487536101491,0.262229298254881,0.07004244838925817,0.17654185794637087,0.034870979310773494,0.37458352370688225,0.02644168717320869,0.2088734091221888
23240,0.1244776323340762,0.22355518008965983,0.46310373161054225,0.41873918398302507,0.10519256605306632,0.2665045228119311,0.06556815322289737,0.1711746773132685,0.04658684557373603,0.36821064623869243,0.02636666598637817,0.2154301377096353
23280,0.1218328183278146,0.22104215340423766,0.46261708174948324,0.4193922569985942,0.1087528253052023,0.271109363317682,0.06036821720615782,0.1720016697496638,0.05953727335343346,0.3597013200201096,0.024905536438717193,0.2204244142842712
23320,0.11836641427700612,0.21829617930037418,0.46205207391674136,0.42058115222586145,0.11108293562273577,0.27543605196412624,0.05563608148755847,0.17335247166998233,0.07333305615675054,0.35065296205679897,0.025345894376746145,0.2217283701666206
23360,0.11952244203768002,0.21945127195543757,0.4609475711927277,0.42149143914309606,0.11070061631607266,0.27970360100577635,0.05004994044502923,0.1698100188576248,0.08431391370579629,0.34069903468353957,0.026557562011363837,0.2220824387611535
23400,0.11793964275279177,0.22324169204946082,0.4590394068803983,0.421378125693345,0.11017859572120131,0.2838844112520148,0.0417283495823577,0.1663068199085177,0.09261526725841998,0.3283279052930142,0.02495083691309484,0.22460097189803535
23440,0.11248122738528568,0.2265929070988989,0.45725474514506287,0.42172323006786655,0.11147395066791048,0.2874317060651242,0.03497484942092397,0.1681982606768924,0.10394446850945775,0.3153177842203509,0.023233541282887807,0.22569331925460287
23480,0.10777168587104877,0.2292448897494927,0.45613893533450633,0.4234646321133619,0.11335308368133339,0.2898184488822451,0.03259611598590328,0.1708885752492852,0.11747178854945854,0.30420663627142003,0.02436957960972549,0.22204052090891224
23520,0.108715914400212,0.2324717284198651,0.45486776682128915,0.4251024901627446,0.11329834161095616,0.29113200038068066,0.02782230690797614,0.16968158350726473,0.12749059292838102,0.2923782422688216,0.025171968858791683,0.21956301754288587
23560,0.1103032117729911,0.2358779901325034,0.45346731562163545,0.42629577468408403,0.11287010059869479,0.29134327398613113,0.01923487077090459,0.1680199708339572,0.13652733103784803,0.2787464365710561,0.026347458194621202,0.2212637366204311
23600,0.1081037472621943,0.23843758780444604,0.4529640773057794,0.4283307070771381,0.11396827825813206,0.290357840221708,0.014665543859930253,0.17032597278872771,0.14786689713901088,0.2683344135087583,0.029370174256009633,0.2203961197268927
23640,0.1041964328546284,0.24049979933250512,0.4527112476589806,0.43034858731528336,0.11556264867591454,0.28882089970011227,0.0145532079065752,0.17399180716697976,0.15553694299042728,0.2613953060564867,0.03081381605682381,0.21582178769849664
23680,0.10484166886202918,0.24381721696913783,0.45160417079768234,0.43081699747203706,0.11617029195561954,0.2874041742904181,0.011753326708242735,0.17445208858891584,0.1566094221544141,0.2536887269737537,0.03158852246199334,0.2126843044374705
23720,0.10715586490539476,0.24817411417545152,0.45053557540973516,0.4306817554417536,0.11667525898386572,0.2858357147574526,0.007034194362777172,0.17364517587699277,0.15623182381323147,0.24764190191953692,0.03520217142228177,0.21033434430265532
23760,0.10535865384346792,0.25192336392344594,0.45040386259852705,0.4309662910654815,0.11572811796791994,0.2838097780177073,0.0037990192652573506,0.17640660639452452,0.15610630158925057,0.24688834324733466,0.038283670712615715,0.2062731229242559
23800,0.1014633798952122,0.2554297766062949,0.4505606800769403,0.43095024451680536,0.11340821291792695,0.28178759302576273,0.002908843168225575,0.18016547898573043,0.1530071712595035,0.24901196824285884,0.03867798115625534,0.20207314917583205
23840,0.10212985936712139,0.26022443020503183,0.45044353265133674,0.4300257076899673,0.11312863328537949,0.2803087188487911,0.003250743818089719,0.18078798153760875,0.1463730637320611,0.2513832098327381,0.03880875569045325,0.1991359404018329
23880,0.10440645278698676,0.2651365263063886,0.4505248309613881,0.42868178150444214,0.11315652218401602,0.2787712226796531,0.004536904495227329,0.18248104021610811,0.13838956619956666,0.25428146309702543,0.03793817954965241,0.19722448864934858
23920,0.10347597555671585,0.2687643264072981,0.4517023305205021,0.42799164843976073,0.11096665202332967,0.27622849221767487,0.006431121223089794,0.1886771626337871,0.1327098157272159,0.2598488197491998,0.03560625428250852,0.19551181819222793
23960,0.10158751041263936,0.27199008654057294,0.4539405514160958,0.4280160346048961,0.10913568488105471,0.27289835202153845,0.007875841578279166,0.19475798959180066,0.12984778339503156,0.2682776832045123,0.034800848032735004,0.19367006000704323
24000,0.10303806727633687,0.2764625054722821,0.4560081025711522,0.4271152578835715,0.10852902264482518,0.26933997077330185,0.007434770217910717,0.1995032973855479,0.12399911719626004,0.2755304204906106,0.033552384679263254,0.19310282103575316
24040,0.10534778936806208,0.2818597445567409,0.45772450088689304,0.42490872647516365,0.1079638842001492,0.26506234821326835,0.007961966583620327,0.2071455963971408,0.11394886831626934,0.28131008739000746,0.029335484748897182,0.1930218454598824
24080,0.10542076759385983,0.28704512261515125,0.46030549912514984,0.4231445946072534,0.10780389430734018,0.25960801189961347,0.012730909279538774,0.21814954245129006,0.10577478245801383,0.29058338834190606,0.026369082698810165,0.19026835829814842
24120,0.10378709411238601,0.29217817858137246,0.46364470843936595,0.4217999030984613,0.10675670741238981,0.253164034710737,0.01596128010677989,0.2297031966091119,0.09861789713423583,0.3030977306865077,0.026239827831790977,0.18621503731656452
24160,0.1028403232800354,0.2984296635713919,0.4665140987624794,0.4191000016782256,0.10456538390664573,0.24617288322087763,0.015570953007226133,0.24078508801346885,0.08640762697415721,0.3150328615251079,0.02479799305339444,0.18411867974741103
24200,0.10432572866336644,0.30584969466939943,0.4688615718500204,0.41512112505363924,0.1037863163495038,0.23934748429055822,0.0154476759401421,0.252370872847366,0.07012352516443374,0.32698512536217467,0.022415324281039893,0.18242645286020204
24240,0.10474032725215128,0.31293446566707894,0.47141227911067995,0.41126198718139984,0.10350551981326878,0.23242718026303671,0.017110309573137392,0.26618845020138543,0.05388142562265219,0.3404581088415458,0.020702021699690123,0.17954667549607242
24280,0.10252400104963365,0.3187865611990013,0.4743612029221471,0.40838704992763164,0.10138031147241189,0.22459445522670674,0.019576726304095026,0.28093659940633486,0.03995656279439901,0.3546331796521431,0.018557978690129852,0.1772846823733139
24320,0.09990591427032064,0.32367507381765875,0.47730214965140066,0.40635394208129005,0.09962580018737352,0.2163310859280635,0.022914942295705756,0.29330131011717936,0.029651135498773733,0.3678003347543383,0.017410843237893773,0.17587776544794936
24360,0.10000588994639187,0.32831688311379315,0.4796002321595789,0.40397816923050206,0.10011842682780668,0.2087986309467992,0.023760687984452248,0.30380382790509436,0.020363334493940094,0.3778971502951998,0.017735017703487687,0.1737554588821536
24400,0.10209243408193162,0.33228225373479936,0.4811749435546638,0.4012028132194935,0.1005201064804269,0.20185796977382267,0.02139287017140463,0.3133679301452245,0.010543006934057419,0.3849908074893543,0.016779662416123532,0.17141728285570085
24440,0.10300698011743684,0.3351769975137638,0.4826498548429324,0.399713508753836,0.1009318536078835,0.19566795719863223,0.02135637586628929,0.3210969358076273,0.0036797286534436466,0.3912116297366104,0.016973209479752543,0.17016340791929024
24480,0.10148386921095057,0.33779599738204813,0.48420746737638704,0.39955671936257103,0.10200272807761909,0.19092126219969047,0.023437112752003723,0.3290672452304794,0.0017750837445853205,0.3965246948105137,0.019430072150387112,0.16915928621799753
24520,0.10114521156718362,0.3402198588273291,0.48529467122179865,0.39972466479226787,0.10280816596734171,0.18830245957802305,0.023288292706976483,0.33680439942325946,0.0010890115330089536,0.3995316667644854,0.019059975121540028,0.1662949653329518
24560,0.10188905243393345,0.34089672541925004,0.4855670594762882,0.40027079003439253,0.10217910083469557,0.18771561078191404,0.023000030530400777,0.33865641965192705,0.0038199205820352218,0.4002029069393405,0.017287072422658766,0.16169440159814397
24600,0.10352660675892164,0.340240867614577,0.48493931024241443,0.40076805842844443,0.10082685509255077,0.1891486898791604,0.022884221451501683,0.3350805286040823,0.006629930416285696,0.3978806768364926,0.018436847418178127,0.15864177361053564
24640,0.10456442186444692,0.3394546010268297,0.483309328999349,0.4001859937174704,0.09996666570287077,0.19309421560776488,0.02071971907515724,0.33132690054628494,0.009426374425876464,0.3912312271302917,0.018339995248462547,0.15785735460224123
24680,0.10479450039670468,0.3380840136603926,0.4811876676859325,0.39972661580959523,0.10017401133281509,0.19891967056034174,0.019964621912155155,0.32733602770398657,0.017423154951304073,0.38144346746729585,0.015543162544200309,0.15559838428802503
24720,0.10334568262014902,0.33602598208876727,0.47935348438033343,0.400657071325202,0.09970935994019685,0.2048260583604404,0.021796505677659162,0.32234497934344797,0.029427593420985654,0.37090130653499137,0.014705651243864856,0.15110099422027987
24760,0.10077767493409077,0.33443580237913945,0.4778453532241279,0.40223004778095883,0.09908677297343987,0.20991858523075,0.022248586520821817,0.31814395770025744,0.04026507144310453,0.3602085163567221,0.014940411991940144,0.1476354499598338
24800,0.10125344543455125,0.33397424076516175,0.47634802949502214,0.4035850533630099,0.10031882775908443,0.2149451800337962,0.021559091494247052,0.3142070652871482,0.049027773633615344,0.3497085700580736,0.013618796915812026,0.14502162574479643
24840,0.10431588309050382,0.3341661769929616,0.474850998204518,0.40438326681197273,0.10115570602783866,0.2196540108869702,0.019813108114917384,0.31019010254198637,0.056125774999223624,0.3399024533674993,0.01246705224411718,0.14216388779628883
24880,0.10625818798066818,0.33464656620225713,0.4736418196869907,0.4049422864321357,0.10051241800617441,0.2228283387414386,0.01629071912157608,0.3076689255612776,0.06226399762946812,0.33121375539747544,0.011293897785716014,0.1419655045938817
24920,0.10600064949578954,0.33547960562989065,0.4731655686982611,0.4060845933140922,0.10096224080307023,0.2241267425589238,0.015609281174795892,0.3072664274827565,0.06963128813417684,0.3252858090497968,0.009366928185377814,0.14375919330755876
24960,0.10463388650244655,0.3368316737131744,0.47335362591511726,0.4073964652384915,0.10301687498318716,0.22395387671853936,0.018063252629283048,0.30937193624950976,0.0761156531181191,0.32202297083702996,0.008369637525026697,0.1428215772789228
25000,0.10384366666763017,0.3384480673466863,0.4736598958594161,0.40789168585740376,0.1037223971394118,0.22224306228684318,0.018095509102126497,0.3123402276093095,0.07892036242591555,0.3197685625537023,0.008196118702412327,0.13938026993883895
25040,0.1053898156332975,0.34035490228514603,0.47402491069190783,0.40784566984433124,0.10280258355881873,0.21889138651162676,0.017224352634613544,0.3130789096211496,0.08053813510112007,0.31949702130984486,0.006930742360721194,0.1366947236937762
25080,0.10778556952955408,0.3434924336750435,0.47458040097917237,0.40718870070614555,0.1026433102419971,0.21408857131524256,0.017307061515301,0.31457915350307264,0.08071831032856933,0.32161637910032387,0.00530599065130838,0.1348998101304139
25120,0.10842935466892355,0.3477380448071321,0.47533944438142256,0.40566102967514894,0.10361157864014559,0.20806095907178299,0.015781135632470793,0.32071495169305614,0.07650683045793641,0.32573906573079614,0.006361823672873775,0.13186426240365756
25160,0.10824146443110694,0.3517404104982472,0.4766361109324051,0.4046089886407489,0.10403997835594203,0.20128020775215702,0.014948983655702063,0.3275865831744269,0.07150961984490314,0.3337726131912948,0.008643853062009097,0.12710378525211052
25200,0.10784341875667894,0.3554492812897126,0.4784247165818426,0.40433991402506964,0.10362216773305093,0.19403078018393569,0.017397939129488366,0.33300432284809145,0.06909710930557196,0.3445288437642998,0.008838314564205267,0.12291177160784694
25240,0.1067954804909555,0.35934822389000454,0.4799910062222885,0.4033887189361638,0.10351139628217121,0.18667078676549537,0.01879642530497542,0.339091781600897,0.0651007186870373,0.3544140928293366,0.00808243310117374,0.12016437638260105
25280,0.10679713358193595,0.3625716955653614,0.48106383587649365,0.40188558651997525,0.10423303146222328,0.1802727042113649,0.019099420098734752,0.3432795397329399,0.0586108555032044,0.3635386074302194,0.010357114040534852,0.11716146505069575
