amplitude,rho,dist_to_one_third,locked
3.28,0.3333333333333333,0.0,True
3.29,0.3333333333333333,0.0,True
3.3,0.3333333333333333,0.0,True
3.3099999999999996,0.3333333333333333,0.0,True
3.32,0.3333333333333333,0.0,True
3.33,0.3333333333333333,0.0,True
3.34,0.3333333333333333,0.0,True
3.3499999999999996,0.3333333333333333,0.0,True
3.36,0.3333333333333333,0.0,True
3.37,0.33333333333333326,5.551115123125783e-17,True
3.38,0.333333333333211,1.22291066162461e-13,True
3.3899999999999997,0.33333333325283954,8.049377830943172e-11,True
3.4,0.3333333025113033,3.0822030039345805e-08,False
3.41,0.3333337488942318,4.1556089847016864e-07,False
3.42,0.33333333451592123,1.1825879164817366e-09,False
3.4299999999999997,0.3333333333333334,1.1102230246251565e-16,True
3.44,0.3333333333333333,0.0,True
