t,H,Q2_re,Q2_im,generator_norm
0,np.float64(118.6157391401951),np.float64(-18.211657082460505),np.float64(2.6927234655149194e-14),np.float64(10.203340928369443)
1,np.float64(118.61573914019522),np.float64(-18.211657082460512),np.float64(3.7636560534792807e-14),np.float64(10.368862883656183)
2,np.float64(118.6157391401952),np.float64(-18.21165708246048),np.float64(-2.0095036745715333e-14),np.float64(10.60499571181273)
3,np.float64(118.61573914019513),np.float64(-18.211657082460427),np.float64(-9.348077867343818e-14),np.float64(10.557846793404638)
4,np.float64(118.61573914019499),np.float64(-18.211657082460437),np.float64(-1.603162047558726e-13),np.float64(10.646231352169298)
5,np.float64(118.61573914019505),np.float64(-18.211657082460405),np.float64(-2.184918912462308e-13),np.float64(10.793878951362757)
6,np.float64(118.61573914019496),np.float64(-18.2116570824604),np.float64(-2.036149027162537e-13),np.float64(10.840322788858371)
7,np.float64(118.61573914019503),np.float64(-18.211657082460412),np.float64(-2.446931546273845e-13),np.float64(10.819341969907132)
8,np.float64(118.615739140195),np.float64(-18.2116570824604),np.float64(-1.816324868286756e-13),np.float64(10.766285510517703)
9,np.float64(118.61573914019509),np.float64(-18.21165708246039),np.float64(-1.680877659282487e-13),np.float64(10.8277228302071)
10,np.float64(118.61573914019536),np.float64(-18.21165708246044),np.float64(-2.8377300509419e-13),np.float64(10.91335179637886)
11,np.float64(118.61573914019527),np.float64(-18.211657082460434),np.float64(-3.7925218521195347e-13),np.float64(10.920774170633534)
12,np.float64(118.61573914019509),np.float64(-18.211657082460412),np.float64(-4.3232084578903596e-13),np.float64(10.886239913230767)
13,np.float64(118.61573914019445),np.float64(-18.211657082460356),np.float64(-5.204725539442734e-13),np.float64(10.898852545311488)
14,np.float64(118.61573914019412),np.float64(-18.211657082460317),np.float64(-5.627720511824919e-13),np.float64(10.916612607770546)
15,np.float64(118.61573914019428),np.float64(-18.211657082460338),np.float64(-5.377920331284258e-13),np.float64(10.919828877220045)
16,np.float64(118.61573914019449),np.float64(-18.211657082460356),np.float64(-5.355715870791755e-13),np.float64(10.941218623594978)
17,np.float64(118.6157391401941),np.float64(-18.21165708246029),np.float64(-5.10924635932497e-13),np.float64(10.882133623853983)
18,np.float64(118.61573914019411),np.float64(-18.21165708246027),np.float64(-4.931610675384945e-13),np.float64(10.9193618156996)
19,np.float64(118.61573914019408),np.float64(-18.211657082460274),np.float64(-4.802824804528427e-13),np.float64(10.959346625940906)
20,np.float64(118.61573914019422),np.float64(-18.211657082460285),np.float64(-4.122258090433206e-13),np.float64(10.911931122135126)
21,np.float64(118.61573914019395),np.float64(-18.211657082460277),np.float64(-2.948752353404416e-13),np.float64(10.938102084628586)
22,np.float64(118.6157391401938),np.float64(-18.211657082460242),np.float64(-2.8888003100746573e-13),np.float64(10.939227304211162)
23,np.float64(118.61573914019404),np.float64(-18.211657082460285),np.float64(-1.6964207816272392e-13),np.float64(10.906277163942182)
24,np.float64(118.61573914019394),np.float64(-18.2116570824603),np.float64(-1.6431300764452317e-13),np.float64(10.966853225210823)
