t,H,Q2_re,Q2_im,generator_norm
0,np.float64(1513.9639208295712),np.float64(-77.04553443807173),np.float64(71.35083364537414),np.float64(35.13218839947821)
1,np.float64(1513.9639208295664),np.float64(-77.04553443806934),np.float64(71.35083364537627),np.float64(34.84444715420233)
2,np.float64(1513.963920829565),np.float64(-77.04553443806974),np.float64(71.35083364537579),np.float64(34.98569418825027)
3,np.float64(1513.963920829562),np.float64(-77.04553443806975),np.float64(71.35083364537574),np.float64(35.89732660225282)
4,np.float64(1513.9639208295603),np.float64(-77.04553443806954),np.float64(71.35083364537545),np.float64(36.456255185672994)
5,np.float64(1513.963920829563),np.float64(-77.04553443807012),np.float64(71.35083364537547),np.float64(36.67396606592922)
6,np.float64(1513.963920829566),np.float64(-77.04553443807038),np.float64(71.35083364537553),np.float64(36.78031820183498)
7,np.float64(1513.9639208295669),np.float64(-77.04553443807066),np.float64(71.35083364537556),np.float64(36.84242752761567)
8,np.float64(1513.963920829568),np.float64(-77.04553443807029),np.float64(71.3508336453759),np.float64(36.91760285679371)
9,np.float64(1513.963920829569),np.float64(-77.04553443806982),np.float64(71.35083364537532),np.float64(36.969565751061374)
10,np.float64(1513.9639208295685),np.float64(-77.04553443807012),np.float64(71.35083364537607),np.float64(36.97181480479695)
11,np.float64(1513.9639208295634),np.float64(-77.04553443806917),np.float64(71.35083364537564),np.float64(36.9260368111542)
12,np.float64(1513.9639208295703),np.float64(-77.04553443806986),np.float64(71.35083364537631),np.float64(36.901885515509186)
13,np.float64(1513.9639208295732),np.float64(-77.04553443806995),np.float64(71.35083364537752),np.float64(37.01164439443652)
14,np.float64(1513.963920829572),np.float64(-77.04553443807005),np.float64(71.35083364537869),np.float64(37.23525335556958)
15,np.float64(1513.963920829567),np.float64(-77.04553443807006),np.float64(71.35083364537847),np.float64(37.45725511942608)
16,np.float64(1513.9639208295691),np.float64(-77.04553443807016),np.float64(71.3508336453785),np.float64(37.66515830452294)
17,np.float64(1513.9639208295678),np.float64(-77.0455344380702),np.float64(71.35083364537711),np.float64(37.84288311010658)
18,np.float64(1513.9639208295648),np.float64(-77.04553443807049),np.float64(71.35083364537664),np.float64(37.982695953116405)
19,np.float64(1513.9639208295634),np.float64(-77.04553443807035),np.float64(71.35083364537725),np.float64(38.07766167343149)
20,np.float64(1513.9639208295662),np.float64(-77.0455344380702),np.float64(71.35083364537712),np.float64(38.13187699148169)
21,np.float64(1513.963920829572),np.float64(-77.04553443807036),np.float64(71.3508336453772),np.float64(38.156737399622585)
22,np.float64(1513.963920829572),np.float64(-77.04553443806974),np.float64(71.35083364537687),np.float64(38.16366613120313)
23,np.float64(1513.9639208295741),np.float64(-77.04553443806995),np.float64(71.35083364537701),np.float64(38.1601885720758)
24,np.float64(1513.9639208295762),np.float64(-77.04553443807006),np.float64(71.35083364537734),np.float64(38.155786152158846)
25,np.float64(1513.96392082958),np.float64(-77.04553443807043),np.float64(71.35083364537728),np.float64(38.156597643138745)
