step,edge_index,i,j,a,b,a2,b2,ab,r2,theta,z2_re,z2_im,z2_phase_pi,a2n,b2n,abn,z2n_re,z2n_im
5000,0,1,2,0.0813940254472367,-0.0413321419095178,0.0066249873785054,0.0017083459548285,-0.003364189410372,0.0083333333333339,-0.4698706188707665,0.0049166414236768,-0.0067283788207441,-0.2991289264277219,0.7949984854205939,0.20500151457940605,-0.40370272924461253,0.5899969708411757,-0.8074054584892371
5000,1,1,3,0.081505938053904,-0.041111013065687,0.0066432179380468,0.001690115395287,-0.0033507916842651,0.0083333333333339,-0.4671557169977961,0.0049531025427597,-0.0067015833685302,-0.2974005662153512,0.7971861525655617,0.2028138474344262,-0.4020950021117846,0.5943723051311236,-0.8041900042235692
5000,2,1,4,-0.0182443345418228,-0.0894453888719809,0.0003328557428739,0.0080004775904598,0.0016318715978038,0.0083333333333338,-1.7720079657355472,-0.0076676218475859,0.0032637431956077,0.871904692219895,0.03994268914486576,0.9600573108551222,0.19582459173644504,-0.9201146217102565,0.39164918347290206
5000,3,1,5,-0.0836251304242913,0.0366083446068543,0.0069931624384797,0.0013401708948542,-0.0030613775923655,0.0083333333333339,2.72895790690936,0.0056529915436255,-0.0061227551847311,-0.262691438502652,0.8391794926175069,0.16082050738249304,-0.367365311083835,0.6783589852350138,-0.734730622167682
5000,4,1,6,-0.008458752190605,-0.0908943499053257,7.155048862206565e-05,0.0082617828447117,0.0007688527813752,0.0083333333333338,-1.66359042819574,-0.0081902323560897,0.0015377055627505,0.9409254402891408,0.008586058634647398,0.9914139413653485,0.09226233376501883,-0.982827882730709,0.18452466753004967
5000,5,1,7,-0.0682705973377575,-0.0606008157740441,0.0046608744608542,0.0036724588724796,0.0041372538920493,0.0083333333333338,-2.415639366531523,0.0009884155883745,0.0082745077840987,0.4621562163565332,0.5593049353024727,0.4406950646975273,0.49647046704588826,0.11860987060493336,0.9929409340917884
5000,6,1,8,0.0808237710368226,-0.0424364391616592,0.0065324819646127,0.0018008513687212,-0.00342987304242,0.0083333333333339,-0.4834854036612637,0.0047316305958915,-0.00685974608484,-0.3077963676218819,0.7838978357534707,0.2161021642465293,-0.411584765090372,0.5677956715069413,-0.823169530180744
5000,7,1,9,0.0425763078748478,0.0807501785823412,0.0018127419922538,0.00652059134108,0.0034380444642707,0.0083333333333338,1.085579596040614,-0.0047078493488261,0.0068760889285414,0.6911014353182668,0.21752903907044382,0.7824709609295563,0.4125653357124609,-0.5649419218591004,0.8251306714249218
5000,8,1,10,-0.0835773005852315,0.0367174094976728,0.0069851651731141,0.0013481681602197,-0.003068741970298,0.0083333333333339,2.7276533221052826,0.0056369970128943,-0.006137483940596,-0.2635219629836581,0.838219820773635,0.161780179226353,-0.368249036435735,0.6764396415472699,-0.73649807287147
5000,9,1,11,-0.0311881121986176,-0.0857941431032461,0.0009726983425135,0.0073606349908202,0.0026757573610883,0.0083333333333338,-1.9194668723245012,-0.0063879366483067,0.0053515147221766,0.7780294366736626,0.11672380110161347,0.8832761988983745,0.321090883330578,-0.7665523977967611,0.642181766661156
5000,10,1,12,-0.0810108987117186,0.0420781133518792,0.0065627657100803,0.0017705676232535,-0.0034087857787293,0.0083333333333339,2.662535537449128,0.0047921980868267,-0.0068175715574586,-0.3049772322285402,0.7875318852095824,0.21246811479040553,-0.40905429344748817,0.5750637704191648,-0.8181085868949763
5000,11,1,13,-0.0694766830387457,-0.0592142199751675,0.0048270094860663,0.0035063238472675,0.0041140075926012,0.0083333333333338,-2.4357711464667617,0.0013206856387988,0.0082280151852025,0.4493399271968076,0.5792411383279236,0.42075886167207643,0.49368091111211637,0.15848227665584713,0.9873618222242446
