step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11,takagi_r12,takagi_r13,takagi_r14,takagi_r15,takagi_r16
0,0.17486863433572516,0.16151299070213002,0.16120225266243912,0.15701717660240003,0.1406212576086329,0.13944060181292922,0.12264434075737429,0.10713236776258998,0.09193728552462618,0.08602106206733902,0.08091144327812157,0.06770589646085039,0.06192867405171683,0.04638350742087205,0.03807058027027128,1.1098250618908652e-09
1,0.17486863433572514,0.16151299070213007,0.16120225266243918,0.15701717660239997,0.14062125760863295,0.13944060181292917,0.12264434075737471,0.10713236776259018,0.09193728552462628,0.08602106206733888,0.08091144327812126,0.06770589646084994,0.061928674051716696,0.046383507420872744,0.03807058027027344,9.721522612048015e-10
2,0.1748686343357251,0.16151299070213018,0.1612022526624393,0.15701717660239997,0.14062125760863298,0.13944060181292897,0.12264434075737496,0.10713236776259032,0.0919372855246264,0.08602106206733887,0.08091144327812107,0.06770589646084967,0.0619286740517163,0.046383507420873556,0.03807058027027484,1.8345804119838705e-09
3,0.17486863433572514,0.16151299070213038,0.16120225266243945,0.15701717660239992,0.14062125760863287,0.13944060181292878,0.12264434075737508,0.10713236776259044,0.09193728552462654,0.08602106206733895,0.08091144327812093,0.06770589646084949,0.06192867405171565,0.04638350742087449,0.03807058027027582,9.89456479356863e-10
4,0.1748686343357251,0.16151299070213063,0.16120225266243965,0.15701717660239986,0.1406212576086327,0.13944060181292847,0.12264434075737518,0.10713236776259051,0.09193728552462668,0.08602106206733906,0.08091144327812082,0.06770589646084933,0.061928674051714705,0.04638350742087555,0.038070580270276475,7.457326638762113e-10
5,0.17486863433572505,0.1615129907021309,0.1612022526624398,0.1570171766023998,0.14062125760863242,0.13944060181292806,0.12264434075737529,0.10713236776259054,0.09193728552462686,0.08602106206733919,0.0809114432781207,0.06770589646084918,0.06192867405171337,0.0463835074208768,0.03807058027027696,2.0808440554270403e-09
6,0.174868634335725,0.1615129907021313,0.16120225266244004,0.15701717660239975,0.14062125760863206,0.1394406018129276,0.1226443407573754,0.10713236776259055,0.09193728552462707,0.08602106206733931,0.08091144327812058,0.06770589646084903,0.06192867405171164,0.046383507420878385,0.03807058027027738,1.127967124258957e-09
7,0.17486863433572494,0.16151299070213174,0.16120225266244034,0.15701717660239964,0.14062125760863167,0.13944060181292703,0.12264434075737549,0.10713236776259057,0.09193728552462735,0.08602106206733956,0.08091144327812042,0.0677058964608488,0.06192867405170945,0.04638350742088046,0.03807058027027787,1.0857633673856042e-09
8,0.17486863433572483,0.1615129907021324,0.16120225266244081,0.15701717660239964,0.14062125760863114,0.13944060181292625,0.12264434075737556,0.10713236776259055,0.09193728552462781,0.0860210620673399,0.0809114432781202,0.06770589646084862,0.06192867405170679,0.04638350742088305,0.038070580270278466,1.2181045671211718e-09
9,0.17486863433572478,0.16151299070213318,0.16120225266244134,0.15701717660239947,0.14062125760863045,0.13944060181292536,0.12264434075737574,0.10713236776259058,0.0919372855246283,0.08602106206734036,0.08091144327811994,0.06770589646084837,0.06192867405170336,0.046383507420886344,0.03807058027027937,1.216314409206054e-09
