step,full_r1,parallel_r1,perp_r1,cross_r1,full_r2,parallel_r2,perp_r2,cross_r2,full_r3,parallel_r3,perp_r3,cross_r3,full_r4,parallel_r4,perp_r4,cross_r4,full_r5,parallel_r5,perp_r5,cross_r5,full_r6,parallel_r6,perp_r6,cross_r6,full_r7,parallel_r7,perp_r7,cross_r7,full_r8,parallel_r8,perp_r8,cross_r8,full_r9,parallel_r9,perp_r9,cross_r9,full_r10,parallel_r10,perp_r10,cross_r10,full_r11,parallel_r11,perp_r11,cross_r11,full_r12,parallel_r12,perp_r12,cross_r12,full_r13,parallel_r13,perp_r13,cross_r13,full_r14,parallel_r14,perp_r14,cross_r14,full_r15,parallel_r15,perp_r15,cross_r15,full_r16,parallel_r16,perp_r16,cross_r16
0,0.17486863433572516,0.17486863433572514,4.5713640549079705e-17,3.0754066634892433e-09,0.16151299070213002,0.16151299070213002,4.3735683784193186e-17,2.8100104192963548e-09,0.16120225266243912,0.16120225266243912,4.1196102530065414e-17,2.6503673644521243e-09,0.15701717660240003,0.15701717660240003,3.9327216669934903e-17,2.5435352552391612e-09,0.1406212576086329,0.14062125760863292,3.698011499494557e-17,2.3796391693141797e-09,0.13944060181292922,0.13944060181292922,3.583579943260816e-17,2.140346999461286e-09,0.12264434075737429,0.12264434075737428,3.229199477846959e-17,2.0356082640063044e-09,0.10713236776258998,0.10713236776258998,2.674410415883484e-17,1.89299607074577e-09,0.09193728552462618,0.0919372855246262,2.569426041807321e-17,1.8195379713631049e-09,0.08602106206733902,0.08602106206733902,2.3573078485756354e-17,1.7636712626162087e-09,0.08091144327812157,0.08091144327812157,2.1801854317811254e-17,1.6410819971330932e-09,0.06770589646085039,0.06770589646085036,1.9068187225769483e-17,1.4839415203068458e-09,0.06192867405171683,0.06192867405171686,1.7018962547876254e-17,1.3218636512782808e-09,0.04638350742087205,0.04638350742087205,1.41246184772358e-17,1.165874534675566e-09,0.03807058027027128,0.03807058027027123,9.447289332725666e-18,1.0774103602177893e-09,1.1098250618908652e-09,6.764347233761747e-10,3.0665351940531195e-25,7.727072797487101e-10
1,0.17486863433572514,0.17486863433572522,6.145032100985151e-15,2.788078752714698e-08,0.16151299070213007,0.16151299070213004,5.7508385292562324e-15,2.7415366718114806e-08,0.16120225266243918,0.16120225266243918,4.5710778301215324e-15,2.5695541552645726e-08,0.15701717660239997,0.15701717660240005,4.228879240471508e-15,2.2500057001363658e-08,0.14062125760863295,0.14062125760863292,1.4452936719172755e-15,1.3031993409844526e-08,0.13944060181292917,0.1394406018129293,3.8383905160363093e-16,8.000443773877332e-09,0.12264434075737471,0.12264434075737438,3.2736395267418195e-16,7.80681483982448e-09,0.10713236776259018,0.10713236776258998,2.0243252567837328e-16,6.66821447304434e-09,0.09193728552462628,0.09193728552462622,1.8478939607187454e-16,5.983693431260302e-09,0.08602106206733888,0.08602106206733902,1.3826963521187036e-16,5.475735764058547e-09,0.08091144327812126,0.0809114432781216,1.2243045879246827e-16,5.208042220489575e-09,0.06770589646084994,0.0677058964608504,1.1705345077403985e-16,4.486410856672082e-09,0.061928674051716696,0.06192867405171686,1.1105264832528327e-16,3.471064604292657e-09,0.046383507420872744,0.04638350742087201,8.192763890687075e-17,2.134376593397451e-09,0.03807058027027344,0.0380705802702713,4.4326725338440404e-17,1.877325704242453e-09,9.721522612048015e-10,1.6410352713105248e-09,1.402227374360748e-23,7.601394725432011e-10
2,0.1748686343357251,0.17486863433572516,1.2946368133070072e-14,4.032700044221918e-08,0.16151299070213018,0.16151299070213004,1.2044417655953487e-14,3.939664128314735e-08,0.1612022526624393,0.1612022526624391,7.226704660995018e-15,3.2916919196994605e-08,0.15701717660239997,0.15701717660240005,6.720121779745479e-15,2.843274465103026e-08,0.14062125760863298,0.14062125760863292,2.2773852728960872e-15,1.6656534854437364e-08,0.13944060181292897,0.13944060181292928,7.950429168620161e-16,1.1301402698428535e-08,0.12264434075737496,0.12264434075737433,6.6412740926356e-16,1.0850916088716835e-08,0.10713236776259032,0.10713236776258998,3.460501514969317e-16,8.885937621773138e-09,0.0919372855246264,0.0919372855246262,3.1162707029639623e-16,7.537779155632917e-09,0.08602106206733887,0.08602106206733902,2.630061702190441e-16,7.041508190966014e-09,0.08091144327812107,0.08091144327812158,2.0134128687884794e-16,6.373342037130532e-09,0.06770589646084967,0.06770589646085039,1.941257009852384e-16,6.184588037058891e-09,0.0619286740517163,0.06192867405171684,1.7892382170312223e-16,5.1018992369138945e-09,0.046383507420873556,0.04638350742087203,1.256570954132795e-16,3.4933664733127948e-09,0.03807058027027484,0.038070580270271256,8.379176857331758e-17,2.518811071061182e-09,1.8345804119838705e-09,9.020527150068592e-10,4.658529870570962e-23,6.024736197619376e-10
3,0.17486863433572514,0.17486863433572516,2.0973614541333895e-14,5.194756626552688e-08,0.16151299070213038,0.16151299070213002,1.946648873237043e-14,4.991004470001877e-08,0.16120225266243945,0.16120225266243912,8.653496845978095e-15,3.608114226219919e-08,0.15701717660239992,0.15701717660240005,8.05368078191481e-15,3.144075800348423e-08,0.14062125760863287,0.14062125760863292,2.7128772055991522e-15,1.88174199898457e-08,0.13944060181292878,0.13944060181292925,1.1972619002089546e-15,1.3743557980070897e-08,0.12264434075737508,0.12264434075737435,9.931393754984186e-16,1.3219824218349998e-08,0.10713236776259044,0.10713236776258998,4.911889466709524e-16,1.0287977020301519e-08,0.09193728552462654,0.09193728552462622,4.1618103090022184e-16,8.63497574466116e-09,0.08602106206733895,0.086021062067339,3.875035302583872e-16,8.56596665067198e-09,0.08091144327812093,0.08091144327812157,3.19314556378481e-16,7.842802977340798e-09,0.06770589646084949,0.06770589646085039,2.6968970849017525e-16,6.9842124479796955e-09,0.06192867405171565,0.06192867405171687,2.494551475251537e-16,6.537127796272301e-09,0.04638350742087449,0.04638350742087208,1.7681275963653604e-16,4.2559500432558045e-09,0.03807058027027582,0.03807058027027129,8.365904432216007e-17,3.715581986662751e-09,9.89456479356863e-10,1.1744316030100393e-09,5.446924965768005e-23,5.362781099938843e-10
4,0.1748686343357251,0.17486863433572516,3.08954053951699e-14,6.354836072561291e-08,0.16151299070213063,0.16151299070213002,2.865058524561846e-14,6.036200898754314e-08,0.16120225266243965,0.16120225266243912,9.31736669738325e-15,3.751388428671107e-08,0.15701717660239986,0.15701717660240005,8.681169985781768e-15,3.313117143095273e-08,0.1406212576086327,0.14062125760863292,2.9555814707937746e-15,2.028935586672856e-08,0.13944060181292847,0.13944060181292925,1.6030351175547239e-15,1.617173805490003e-08,0.12264434075737518,0.1226443407573743,1.3229993824671778e-15,1.5113348110866752e-08,0.10713236776259051,0.10713236776259003,7.527367971247307e-16,1.1434945211789099e-08,0.09193728552462668,0.09193728552462624,5.303577624831027e-16,1.0140714189745936e-08,0.08602106206733906,0.08602106206733903,4.946430869587015e-16,9.75858451249435e-09,0.08091144327812082,0.08091144327812155,4.608935562748353e-16,9.160380435572324e-09,0.06770589646084933,0.06770589646085036,3.562737946774983e-16,8.365259945976936e-09,0.061928674051714705,0.06192867405171688,3.1640377962706984e-16,7.203728937258049e-09,0.04638350742087555,0.04638350742087207,2.2320214876613173e-16,5.417312733524483e-09,0.038070580270276475,0.03807058027027123,1.679410898282473e-16,4.7336157676217995e-09,7.457326638762113e-10,9.426510319182725e-10,8.876465450292501e-23,1.0003294475947116e-09
5,0.17486863433572505,0.17486863433572516,4.3462999832650083e-14,7.553232245024733e-08,0.1615129907021309,0.16151299070213002,4.030593103009877e-14,7.13949019728351e-08,0.1612022526624398,0.16120225266243912,9.60117947189575e-15,3.815753609427112e-08,0.1570171766023998,0.15701717660240003,8.96558994943912e-15,3.4270697388611936e-08,0.14062125760863242,0.1406212576086329,3.1018187484902967e-15,2.177650011924594e-08,0.13944060181292806,0.13944060181292925,2.10235381665405e-15,1.883989542400788e-08,0.12264434075737529,0.12264434075737433,1.7434393579249607e-15,1.6769812899393024e-08,0.10713236776259054,0.10713236776258998,1.089721691306268e-15,1.2749217267546373e-08,0.09193728552462686,0.0919372855246262,7.261282710363706e-16,1.160535677708699e-08,0.08602106206733919,0.086021062067339,7.203231064476249e-16,1.1012029834558771e-08,0.0809114432781207,0.08091144327812158,6.471189080379561e-16,1.0565597380919316e-08,0.06770589646084918,0.06770589646085036,4.600729693663559e-16,9.824002552836529e-09,0.06192867405171337,0.061928674051716905,4.245860770132724e-16,7.809956059534382e-09,0.0463835074208768,0.04638350742087206,3.8842897651664003e-16,6.610538132722828e-09,0.03807058027027696,0.038070580270271256,2.1720924441873324e-16,5.989319779921364e-09,2.0808440554270403e-09,6.290892674830543e-10,1.084357628426505e-22,1.4548338778778257e-09
6,0.174868634335725,0.1748686343357252,5.94921398718796e-14,8.821957982309374e-08,0.1615129907021313,0.16151299070213004,5.5187920186519495e-14,8.337895984045909e-08,0.16120225266244004,0.16120225266243915,9.81420644231776e-15,3.8603640671331795e-08,0.15701717660239975,0.15701717660240008,9.199079771119207e-15,3.505481869242297e-08,0.14062125760863206,0.14062125760863292,3.2274505298444957e-15,2.351911116664484e-08,0.1394406018129276,0.13944060181292928,2.662105116590792e-15,2.1358046405917723e-08,0.1226443407573754,0.12264434075737436,2.2315033690680013e-15,1.8172849305315615e-08,0.10713236776259055,0.10713236776259001,1.4878490375077607e-15,1.4085670642876864e-08,0.09193728552462707,0.09193728552462621,1.1134723085770053e-15,1.347267522136867e-08,0.08602106206733931,0.08602106206733902,1.0348418410362159e-15,1.2408492237491663e-08,0.08091144327812058,0.0809114432781216,9.415954072331209e-16,1.2235357863923662e-08,0.06770589646084903,0.06770589646085041,6.58826076945024e-16,1.1190054004758193e-08,0.06192867405171164,0.06192867405171687,5.5875331450211345e-16,8.721473025990544e-09,0.046383507420878385,0.04638350742087204,5.05272002905633e-16,7.977438350542208e-09,0.03807058027027738,0.03807058027027128,3.59262053263724e-16,6.8790354373503906e-09,1.127967124258957e-09,4.263989391141435e-10,1.2291410332481166e-22,1.4422453182062565e-09
7,0.17486863433572494,0.1748686343357252,7.988174381879325e-14,1.0191626695660383e-07,0.16151299070213174,0.16151299070213002,7.412620109632766e-14,9.650480227624758e-08,0.16120225266244034,0.16120225266243915,1.0193934817784944e-14,3.931309242533703e-08,0.15701717660239964,0.15701717660240005,9.579506445637783e-15,3.582128959206753e-08,0.14062125760863167,0.14062125760863292,3.620459345848055e-15,2.593306830313222e-08,0.13944060181292703,0.13944060181292925,3.069800327006607e-15,2.3472052002036658e-08,0.12264434075737549,0.12264434075737436,2.806803438725376e-15,1.9285815970720873e-08,0.10713236776259057,0.10713236776258998,1.9808207711612766e-15,1.57524812188473e-08,0.09193728552462735,0.09193728552462622,1.6766807631081933e-15,1.5310904188247322e-08,0.08602106206733956,0.08602106206733905,1.3999068060977383e-15,1.395440449271984e-08,0.08091144327812042,0.08091144327812157,1.2337905700422482e-15,1.3533090455501407e-08,0.0677058964608488,0.0677058964608504,9.288561152003482e-16,1.2506591806812896e-08,0.06192867405170945,0.06192867405171686,7.792410084657946e-16,9.982387193168144e-09,0.04638350742088046,0.04638350742087204,5.870995378940054e-16,9.425116270149431e-09,0.03807058027027787,0.03807058027027132,5.254803795034249e-16,7.642469879722687e-09,1.0857633673856042e-09,6.996074168808982e-10,3.349007684567177e-22,1.2639935081732295e-09
8,0.17486863433572483,0.1748686343357252,1.0572510764750484e-13,1.1693766544898166e-07,0.1615129907021324,0.16151299070213004,9.813159700426272e-14,1.1093831143143916e-07,0.16120225266244081,0.16120225266243918,1.105984814054388e-14,4.087483550958705e-08,0.15701717660239964,0.1570171766024001,1.0377377802723769e-14,3.714788967261905e-08,0.14062125760863114,0.14062125760863298,4.497739832228334e-15,2.8935696894939583e-08,0.13944060181292625,0.1394406018129293,3.499337385091867e-15,2.5271208499360173e-08,0.12264434075737556,0.12264434075737435,3.234699022831151e-15,2.0412238131582476e-08,0.10713236776259055,0.10713236776259001,2.5580156836237593e-15,1.79678348141787e-08,0.09193728552462781,0.09193728552462624,2.360763759394839e-15,1.7022347468633674e-08,0.0860210620673399,0.08602106206733905,1.8634516094475036e-15,1.584489003333864e-08,0.0809114432781202,0.08091144327812157,1.5906191959954322e-15,1.4664512481047477e-08,0.06770589646084862,0.06770589646085036,1.2683868907229353e-15,1.4059050227046022e-08,0.06192867405170679,0.06192867405171691,1.1133539899291468e-15,1.1557764608103453e-08,0.04638350742088305,0.04638350742087206,6.880637500880216e-16,1.090797770392661e-08,0.038070580270278466,0.03807058027027125,6.704213087491968e-16,8.544199808099092e-09,1.2181045671211718e-09,1.3866502581296268e-09,3.152213372524962e-22,1.046072428558744e-09
9,0.17486863433572478,0.1748686343357252,1.383733818196745e-13,1.335830560644662e-07,0.16151299070213318,0.16151299070213002,1.2845482701435216e-13,1.268472611558816e-07,0.16120225266244134,0.16120225266243915,1.2707670592798068e-14,4.361558801608005e-08,0.15701717660239947,0.15701717660240005,1.181023488377584e-14,3.95621500738274e-08,0.14062125760863045,0.14062125760863295,5.699764747274257e-15,3.2379173578198666e-08,0.13944060181292536,0.13944060181292928,4.3382736598625484e-15,2.6824722915010985e-08,0.12264434075737574,0.12264434075737433,3.6314228629262705e-15,2.197916103403123e-08,0.10713236776259058,0.10713236776259003,3.2558178879378006e-15,2.0333266250957975e-08,0.0919372855246283,0.09193728552462624,3.075108884936594e-15,1.8788634907328693e-08,0.08602106206734036,0.08602106206733905,2.4792515630777463e-15,1.775540040702317e-08,0.08091144327811994,0.08091144327812158,2.0787245448647888e-15,1.5932519215118943e-08,0.06770589646084837,0.06770589646085036,1.7160587900354693e-15,1.5561534905628037e-08,0.06192867405170336,0.06192867405171688,1.5065039589621977e-15,1.3113962169093955e-08,0.046383507420886344,0.04638350742087208,8.742657976047353e-16,1.2622091764078003e-08,0.03807058027027937,0.03807058027027124,8.538278450279922e-16,9.652054197142973e-09,1.216314409206054e-09,1.6137191232020282e-09,6.34304270677577e-22,1.3174845920084246e-09
