phase,case,target_particle,amplitude_eps,phase_seed,Q_raw_abs,Q_closed_abs,Q_reduction_ratio,delta_chi_closed,delta_chi_gauge_mean,delta_chi_gauge_std,seed_preservation_error,gauge_count,valid
closure_reselection_control,amplitude_only_A,A,2e-06,0.0,4.000004000115675e-06,0.0,inf,0.0,0.0,0.0,0.0,9,True
closure_reselection_control,phase_seed_A,A,2e-06,3e-08,4.000453976226206e-06,0.0,inf,3.00000000119649e-08,3.0000000015048854e-08,1.5725135741676946e-17,1.1964902862783528e-17,9,True
closure_reselection_control,phase_seed_B,B,-1e-06,-2e-08,3.1256233744244042e-06,0.0,inf,-1.9999999989472886e-08,-1.9999999986388932e-08,8.722735881576652e-18,1.0527114065656107e-17,9,True
