N,M,k,best_residual,edges,runtime_s
16,120,5,4.154885482447887e-05,5-14;9-11;10-11;12-16;15-16,0.7419149875640869
16,120,6,5.832749099128821e-06,3-8;5-7;5-11;11-15;13-15;15-16,21.727395057678223
