step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6
0,0.3786085417329276,0.2869555249696381,0.27099921834181084,0.23237294921408977,0.23184943487622586,2.033458002113278e-09
1,0.3786085417329272,0.2869555249696379,0.27099921834181057,0.23237294921408946,0.2318494348762255,3.848258887218095e-09
2,0.37860854173292696,0.2869555249696375,0.27099921834181057,0.23237294921408927,0.2318494348762254,2.1773448327133047e-09
3,0.378608541732927,0.28695552496963767,0.27099921834181057,0.2323729492140893,0.23184943487622547,3.370757583352365e-09
4,0.3786085417329268,0.2869555249696373,0.2709992183418104,0.2323729492140891,0.2318494348762253,1.6234175422110333e-09
5,0.3786085417329269,0.28695552496963705,0.2709992183418101,0.23237294921408908,0.23184943487622536,2.660685816245168e-09
6,0.37860854173292713,0.286955524969637,0.27099921834181023,0.23237294921408913,0.23184943487622564,3.627578501406677e-09
7,0.3786085417329273,0.2869555249696371,0.2709992183418103,0.23237294921408938,0.2318494348762258,3.75077619831872e-09
8,0.3786085417329273,0.2869555249696372,0.27099921834181057,0.2323729492140895,0.23184943487622586,2.2210473368818534e-09
9,0.3786085417329276,0.28695552496963744,0.27099921834181073,0.2323729492140896,0.231849434876226,2.502735962499183e-09
10,0.37860854173292774,0.28695552496963755,0.2709992183418107,0.23237294921408969,0.23184943487622592,2.849206421319067e-09
11,0.3786085417329275,0.2869555249696374,0.2709992183418104,0.23237294921408957,0.2318494348762258,2.7721224113861776e-09
12,0.3786085417329282,0.2869555249696379,0.2709992183418106,0.2323729492140901,0.23184943487622606,2.889408121166876e-09
13,0.37860854173292846,0.28695552496963816,0.2709992183418108,0.23237294921409035,0.23184943487622625,1.3522103808598481e-09
14,0.3786085417329286,0.28695552496963816,0.2709992183418108,0.23237294921409044,0.2318494348762264,2.358865020272866e-09
15,0.37860854173292835,0.28695552496963794,0.2709992183418107,0.23237294921409024,0.23184943487622628,1.918165666269407e-09
16,0.37860854173292857,0.286955524969638,0.27099921834181073,0.2323729492140904,0.23184943487622645,3.0670538758946633e-09
17,0.3786085417329281,0.2869555249696376,0.2709992183418107,0.2323729492140901,0.23184943487622608,3.598991421939869e-09
18,0.3786085417329287,0.2869555249696379,0.2709992183418112,0.2323729492140904,0.2318494348762264,3.716625944311191e-09
19,0.3786085417329285,0.2869555249696378,0.2709992183418111,0.23237294921409032,0.23184943487622622,3.1582579916368198e-09
20,0.37860854173292857,0.2869555249696379,0.27099921834181107,0.23237294921409032,0.23184943487622614,3.1687657708655572e-09
21,0.3786085417329281,0.2869555249696375,0.2709992183418109,0.23237294921409002,0.23184943487622597,1.7510707142135583e-09
22,0.37860854173292846,0.28695552496963767,0.27099921834181095,0.23237294921409027,0.2318494348762261,3.284045617539718e-09
23,0.37860854173292857,0.28695552496963767,0.2709992183418109,0.23237294921409044,0.23184943487622628,3.671594166578668e-09
24,0.37860854173292874,0.2869555249696378,0.2709992183418113,0.2323729492140906,0.2318494348762264,9.905245933479515e-10
25,0.3786085417329289,0.28695552496963794,0.2709992183418115,0.2323729492140907,0.23184943487622647,4.158793233468541e-09
26,0.37860854173292896,0.28695552496963805,0.27099921834181157,0.2323729492140906,0.23184943487622636,2.9275858911350443e-09
27,0.378608541732929,0.2869555249696379,0.27099921834181157,0.23237294921409046,0.2318494348762265,2.3049831836507456e-09
28,0.3786085417329289,0.28695552496963783,0.27099921834181157,0.23237294921409038,0.2318494348762264,3.1752445077357448e-09
29,0.3786085417329288,0.28695552496963755,0.27099921834181157,0.23237294921409027,0.23184943487622647,1.2459452063039808e-09
30,0.3786085417329288,0.28695552496963755,0.27099921834181184,0.23237294921409019,0.23184943487622636,1.9197079443507596e-09
31,0.3786085417329296,0.2869555249696381,0.2709992183418121,0.23237294921409057,0.23184943487622697,2.6856336917093084e-09
32,0.3786085417329295,0.28695552496963805,0.270999218341812,0.23237294921409052,0.2318494348762268,1.5134695474467493e-09
33,0.3786085417329297,0.2869555249696381,0.2709992183418121,0.23237294921409057,0.23184943487622683,3.286169278015354e-09
34,0.3786085417329298,0.2869555249696381,0.2709992183418122,0.23237294921409063,0.2318494348762269,2.8939871261220248e-09
35,0.3786085417329302,0.2869555249696385,0.27099921834181245,0.23237294921409085,0.2318494348762272,2.248953070675948e-09
36,0.37860854173293024,0.28695552496963844,0.27099921834181245,0.2323729492140909,0.2318494348762272,2.2679597995227123e-09
