class_id,count,a2n,b2n,abn,theta_over_pi_mod1,edges
0,1,0.12270429215449336,0.8772957078455066,-0.32809746850800003,0.6139175517388613,1-2
1,2,0.21430711000670738,0.7856928899932927,0.4103408005633846,0.3467969917940785,"1-3,5-6"
2,1,0.9885856965492436,0.011414303450756337,0.1062262544171185,0.034072539914067355,1-4
3,2,0.2324448209710875,0.7675551790289123,-0.422391082025657,0.6601350112953385,"1-5,3-6"
4,1,0.9421238179065343,0.05787618209346581,0.23350916393098967,0.07733589766452226,1-6
5,1,0.9889017477893867,0.011098252210613311,0.1047620208304657,0.03359572593511997,2-3
6,1,0.27567195987433185,0.7243280401256681,0.44685224673640905,0.324048589162716,2-4
7,1,0.9889012712208138,0.011098728779186086,0.10476424484847945,0.03359644993259907,2-5
8,1,0.12270550809982762,0.8772944919001723,-0.3280988667791932,0.6139181415736411,2-6
9,1,0.12413933551849755,0.8758606644815023,-0.3297404447372561,0.6146119291167689,3-4
10,1,0.9400271269136354,0.059972873086364564,0.23743657591056053,0.07875303132853692,3-5
11,1,0.12414077561221233,0.8758592243877877,-0.32974208624713147,0.6146126242012402,4-5
12,1,0.9885852558430451,0.01141474415695489,0.10622828141689082,0.034073200201875986,4-6
