t,H,Q2_re,Q2_im,generator_norm
0,np.float64(928.3081774929786),np.float64(-59.747813158224),np.float64(223.98138176695718),np.float64(27.556598610477874)
1,np.float64(928.3081774929783),np.float64(-59.747813158224304),np.float64(223.98138176695699),np.float64(28.387540657680567)
2,np.float64(928.3081774929772),np.float64(-59.747813158225),np.float64(223.9813817669567),np.float64(28.758616879653907)
3,np.float64(928.3081774929774),np.float64(-59.74781315822475),np.float64(223.98138176695642),np.float64(28.6153706224043)
4,np.float64(928.3081774929772),np.float64(-59.74781315822483),np.float64(223.98138176695684),np.float64(28.51164731423304)
5,np.float64(928.3081774929783),np.float64(-59.747813158224155),np.float64(223.98138176695736),np.float64(29.066201665312512)
6,np.float64(928.3081774929801),np.float64(-59.747813158224474),np.float64(223.98138176695775),np.float64(29.429368229066235)
7,np.float64(928.3081774929817),np.float64(-59.74781315822441),np.float64(223.9813817669584),np.float64(29.722225659690316)
8,np.float64(928.3081774929822),np.float64(-59.747813158223806),np.float64(223.98138176695883),np.float64(29.937878791267618)
9,np.float64(928.3081774929823),np.float64(-59.74781315822421),np.float64(223.98138176695895),np.float64(30.165345696249677)
10,np.float64(928.3081774929838),np.float64(-59.74781315822471),np.float64(223.98138176695903),np.float64(30.29002142891727)
11,np.float64(928.3081774929856),np.float64(-59.747813158224396),np.float64(223.98138176695946),np.float64(30.317612062059975)
12,np.float64(928.3081774929914),np.float64(-59.747813158225),np.float64(223.98138176696037),np.float64(30.284346149176827)
13,np.float64(928.3081774929929),np.float64(-59.747813158225725),np.float64(223.98138176696105),np.float64(30.177861813271544)
14,np.float64(928.3081774929913),np.float64(-59.74781315822563),np.float64(223.98138176696096),np.float64(30.078473539040633)
15,np.float64(928.3081774929951),np.float64(-59.747813158226755),np.float64(223.98138176696153),np.float64(30.01684313427852)
16,np.float64(928.3081774929957),np.float64(-59.74781315822813),np.float64(223.98138176696148),np.float64(30.091380511591133)
17,np.float64(928.3081774929982),np.float64(-59.747813158228695),np.float64(223.9813817669621),np.float64(30.236796763377384)
18,np.float64(928.3081774929963),np.float64(-59.74781315822805),np.float64(223.98138176696176),np.float64(30.33046468468075)
19,np.float64(928.3081774929989),np.float64(-59.74781315822839),np.float64(223.9813817669623),np.float64(30.375572521266232)
20,np.float64(928.3081774929965),np.float64(-59.747813158228226),np.float64(223.9813817669621),np.float64(30.410360940136254)
21,np.float64(928.3081774929956),np.float64(-59.74781315822801),np.float64(223.98138176696176),np.float64(30.45213347310226)
22,np.float64(928.308177492997),np.float64(-59.747813158227785),np.float64(223.98138176696196),np.float64(30.458842020557135)
23,np.float64(928.3081774929958),np.float64(-59.747813158226904),np.float64(223.98138176696227),np.float64(30.436357692583005)
24,np.float64(928.3081774929946),np.float64(-59.74781315822599),np.float64(223.9813817669621),np.float64(30.374131650976413)
25,np.float64(928.3081774929949),np.float64(-59.747813158225384),np.float64(223.98138176696233),np.float64(30.341511497021944)
26,np.float64(928.3081774929929),np.float64(-59.74781315822489),np.float64(223.981381766962),np.float64(30.36786123311706)
27,np.float64(928.3081774929933),np.float64(-59.747813158226165),np.float64(223.9813817669615),np.float64(30.400441455604124)
28,np.float64(928.3081774929917),np.float64(-59.74781315822602),np.float64(223.98138176696096),np.float64(30.437091122910072)
29,np.float64(928.3081774929915),np.float64(-59.74781315822709),np.float64(223.98138176696017),np.float64(30.478199632021724)
30,np.float64(928.3081774929933),np.float64(-59.74781315822747),np.float64(223.98138176696068),np.float64(30.503381038430714)
31,np.float64(928.3081774929909),np.float64(-59.74781315822861),np.float64(223.98138176695954),np.float64(30.490172866157973)
32,np.float64(928.3081774929868),np.float64(-59.74781315822824),np.float64(223.98138176695903),np.float64(30.46669764565263)
33,np.float64(928.3081774929884),np.float64(-59.74781315822861),np.float64(223.9813817669596),np.float64(30.472880775243276)
34,np.float64(928.3081774929864),np.float64(-59.74781315822905),np.float64(223.98138176695926),np.float64(30.4691069029123)
35,np.float64(928.3081774929891),np.float64(-59.747813158230244),np.float64(223.98138176696008),np.float64(30.48165350740426)
36,np.float64(928.3081774929876),np.float64(-59.74781315822966),np.float64(223.98138176695971),np.float64(30.503642725948897)
37,np.float64(928.3081774929876),np.float64(-59.74781315822972),np.float64(223.98138176695977),np.float64(30.512261087029227)
