t,H,Q2_re,Q2_im,generator_norm
0,np.float64(47.34086239766084),np.float64(-16.921769989550647),np.float64(15.61819036893967),np.float64(5.334973070505991)
1,np.float64(47.34086239766083),np.float64(-16.92176998955061),np.float64(15.618190368939702),np.float64(6.11879991588155)
2,np.float64(47.340862397660985),np.float64(-16.92176998955068),np.float64(15.618190368939725),np.float64(5.624150287032132)
3,np.float64(47.340862397660906),np.float64(-16.921769989550658),np.float64(15.618190368939686),np.float64(5.853422776552617)
4,np.float64(47.3408623976609),np.float64(-16.921769989550626),np.float64(15.618190368939723),np.float64(6.366477251223632)
5,np.float64(47.34086239766097),np.float64(-16.921769989550597),np.float64(15.618190368939759),np.float64(6.066131416735232)
6,np.float64(47.34086239766103),np.float64(-16.92176998955056),np.float64(15.618190368939802),np.float64(6.30536699162166)
7,np.float64(47.34086239766102),np.float64(-16.921769989550576),np.float64(15.618190368939848),np.float64(6.373806629823088)
8,np.float64(47.34086239766103),np.float64(-16.921769989550576),np.float64(15.618190368939853),np.float64(6.422230154166542)
9,np.float64(47.34086239766105),np.float64(-16.921769989550633),np.float64(15.618190368939775),np.float64(6.523438216257297)
10,np.float64(47.340862397661056),np.float64(-16.92176998955067),np.float64(15.618190368939715),np.float64(6.170402771678654)
11,np.float64(47.340862397661084),np.float64(-16.92176998955068),np.float64(15.618190368939736),np.float64(6.617179809049383)
12,np.float64(47.340862397661176),np.float64(-16.9217699895507),np.float64(15.618190368939763),np.float64(6.650174107850571)
13,np.float64(47.340862397661134),np.float64(-16.921769989550654),np.float64(15.618190368939779),np.float64(6.39752981400851)
14,np.float64(47.34086239766108),np.float64(-16.92176998955066),np.float64(15.61819036893974),np.float64(6.570730609629095)
15,np.float64(47.3408623976611),np.float64(-16.921769989550725),np.float64(15.618190368939764),np.float64(6.702035198556178)
16,np.float64(47.34086239766109),np.float64(-16.92176998955069),np.float64(15.618190368939764),np.float64(6.428237525782681)
17,np.float64(47.34086239766111),np.float64(-16.921769989550658),np.float64(15.618190368939793),np.float64(6.345865305296904)
18,np.float64(47.3408623976611),np.float64(-16.921769989550697),np.float64(15.618190368939747),np.float64(6.744626418022964)
19,np.float64(47.340862397661205),np.float64(-16.921769989550704),np.float64(15.61819036893977),np.float64(6.502556588498147)
20,np.float64(47.340862397661176),np.float64(-16.921769989550732),np.float64(15.618190368939743),np.float64(6.314465679836495)
21,np.float64(47.34086239766127),np.float64(-16.921769989550782),np.float64(15.618190368939771),np.float64(6.601095802265721)
22,np.float64(47.3408623976614),np.float64(-16.92176998955084),np.float64(15.618190368939775),np.float64(6.40425047443518)
