step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,2.069427565961857e-31,5.674213279016255e-32,0.847457627118644,0.03856612722828511
5,1.2766561842458728e-08,3.5004943359876385e-09,0.847457627118644,0.03856612722828506
10,5.106624714267383e-08,1.4001977281664708e-08,0.8474576271186436,0.03856612722828512
25,3.1916403469655726e-07,8.751235528351875e-08,0.8474576271186423,0.038566127228285264
50,1.2766559967208136e-06,3.5004938218081583e-07,0.8474576271186407,0.03856612722828547
75,2.8724754598887244e-06,7.876109638354597e-07,0.8474576271186388,0.03856612722828569
100,5.106621713879985e-06,1.4001969054830168e-06,0.8474576271186381,0.03856612722828583
125,7.979093764253541e-06,2.187806934455296e-06,0.8474576271186369,0.03856612722828597
150,1.1489890332439802e-05,3.150440700178222e-06,0.8474576271186363,0.03856612722828615
200,2.042645048736729e-05,5.6007776500606576e-06,0.8474576271186319,0.03856612722828683
250,3.1916286267663705e-05,8.751203392455191e-06,0.8474576271186279,0.038566127228287485
300,4.5959377216372e-05,1.2601712318219702e-05,0.8474576271186294,0.03856612722828726
350,6.255569833065193e-05,1.715229757176515e-05,0.8474576271186341,0.038566127228286465
400,8.17052200618574e-05,2.240295105107696e-05,0.8474576271186305,0.0385661272282871
450,0.00010340790831556528,2.8353663407723075e-05,0.8474576271186304,0.03856612722828719
500,0.00012766372445162648,3.5004424046867944e-05,0.8474576271186259,0.03856612722828778
