t,H,Q2_re,Q2_im,generator_norm
0,np.float64(70.97886967409697),np.float64(-17.88596668178701),np.float64(15.355595223803086),np.float64(7.941060185742395)
1,np.float64(70.978869674097),np.float64(-17.885966681787036),np.float64(15.355595223803123),np.float64(8.463490270261287)
2,np.float64(70.97886967409701),np.float64(-17.88596668178704),np.float64(15.355595223803109),np.float64(8.203557438134816)
3,np.float64(70.97886967409691),np.float64(-17.885966681787068),np.float64(15.355595223803094),np.float64(8.431071856517379)
4,np.float64(70.97886967409696),np.float64(-17.885966681787092),np.float64(15.355595223803068),np.float64(8.597330077103358)
5,np.float64(70.97886967409698),np.float64(-17.885966681787096),np.float64(15.355595223803094),np.float64(8.307410347010462)
6,np.float64(70.97886967409693),np.float64(-17.885966681787114),np.float64(15.355595223803027),np.float64(8.631796876538854)
7,np.float64(70.97886967409701),np.float64(-17.88596668178713),np.float64(15.355595223803004),np.float64(8.675278148807614)
8,np.float64(70.97886967409684),np.float64(-17.88596668178715),np.float64(15.355595223802911),np.float64(8.57835191235661)
9,np.float64(70.97886967409669),np.float64(-17.885966681787078),np.float64(15.355595223802897),np.float64(8.68581451570582)
10,np.float64(70.97886967409673),np.float64(-17.88596668178704),np.float64(15.355595223802872),np.float64(8.841786601017946)
11,np.float64(70.97886967409676),np.float64(-17.885966681787025),np.float64(15.3555952238029),np.float64(8.672045731919054)
12,np.float64(70.97886967409698),np.float64(-17.88596668178704),np.float64(15.35559522380294),np.float64(8.698379090105762)
13,np.float64(70.97886967409706),np.float64(-17.88596668178708),np.float64(15.355595223802958),np.float64(8.795043039692203)
14,np.float64(70.97886967409703),np.float64(-17.88596668178714),np.float64(15.355595223802943),np.float64(8.739041886299642)
15,np.float64(70.97886967409664),np.float64(-17.885966681787153),np.float64(15.355595223802814),np.float64(8.679244026971839)
16,np.float64(70.97886967409677),np.float64(-17.885966681787234),np.float64(15.355595223802789),np.float64(8.52138790481887)
17,np.float64(70.97886967409679),np.float64(-17.885966681787277),np.float64(15.35559522380279),np.float64(8.768409761743904)
18,np.float64(70.9788696740969),np.float64(-17.885966681787295),np.float64(15.355595223802826),np.float64(8.633951793848103)
19,np.float64(70.978869674097),np.float64(-17.88596668178729),np.float64(15.355595223802862),np.float64(8.68478589743043)
20,np.float64(70.97886967409713),np.float64(-17.88596668178733),np.float64(15.355595223802874),np.float64(8.643606655271123)
21,np.float64(70.97886967409728),np.float64(-17.885966681787284),np.float64(15.355595223803018),np.float64(8.779317128803116)
22,np.float64(70.97886967409741),np.float64(-17.885966681787306),np.float64(15.355595223803002),np.float64(8.566862931962621)
23,np.float64(70.97886967409703),np.float64(-17.885966681787288),np.float64(15.355595223802982),np.float64(8.736304369882955)
24,np.float64(70.97886967409698),np.float64(-17.885966681787266),np.float64(15.355595223803025),np.float64(8.583283145512482)
25,np.float64(70.97886967409733),np.float64(-17.88596668178733),np.float64(15.355595223803185),np.float64(8.650000552763972)
26,np.float64(70.97886967409741),np.float64(-17.885966681787437),np.float64(15.355595223803135),np.float64(8.533113728917783)
27,np.float64(70.97886967409737),np.float64(-17.88596668178748),np.float64(15.355595223803105),np.float64(8.70886477811519)
28,np.float64(70.97886967409725),np.float64(-17.885966681787405),np.float64(15.355595223803167),np.float64(8.604486021266457)
29,np.float64(70.9788696740971),np.float64(-17.885966681787433),np.float64(15.35559522380311),np.float64(8.543880113335636)
30,np.float64(70.97886967409691),np.float64(-17.885966681787362),np.float64(15.355595223803101),np.float64(8.571275557677174)
31,np.float64(70.97886967409703),np.float64(-17.885966681787384),np.float64(15.355595223803176),np.float64(8.762465141002133)
32,np.float64(70.97886967409696),np.float64(-17.885966681787394),np.float64(15.35559522380313),np.float64(8.728227311572944)
33,np.float64(70.97886967409693),np.float64(-17.885966681787394),np.float64(15.35559522380314),np.float64(8.620429362186504)
34,np.float64(70.97886967409696),np.float64(-17.88596668178733),np.float64(15.355595223803249),np.float64(8.665919677917353)
35,np.float64(70.97886967409715),np.float64(-17.88596668178729),np.float64(15.35559522380338),np.float64(8.775874630831668)
36,np.float64(70.97886967409683),np.float64(-17.885966681787302),np.float64(15.355595223803313),np.float64(8.715903846727876)
37,np.float64(70.97886967409673),np.float64(-17.8859666817872),np.float64(15.355595223803345),np.float64(8.57601936952225)
38,np.float64(70.97886967409661),np.float64(-17.885966681787217),np.float64(15.355595223803336),np.float64(8.794604420456153)
39,np.float64(70.97886967409667),np.float64(-17.88596668178729),np.float64(15.35559522380327),np.float64(8.700970380536381)
40,np.float64(70.97886967409643),np.float64(-17.885966681787345),np.float64(15.355595223803123),np.float64(8.618365806418359)
41,np.float64(70.97886967409634),np.float64(-17.885966681787302),np.float64(15.355595223803128),np.float64(8.671201274309686)
42,np.float64(70.97886967409634),np.float64(-17.885966681787263),np.float64(15.355595223803167),np.float64(8.703772876038334)
43,np.float64(70.97886967409642),np.float64(-17.88596668178729),np.float64(15.355595223803192),np.float64(8.689461366966036)
44,np.float64(70.97886967409644),np.float64(-17.885966681787227),np.float64(15.355595223803267),np.float64(8.535438844061677)
45,np.float64(70.97886967409644),np.float64(-17.88596668178728),np.float64(15.355595223803219),np.float64(8.765224870050645)
46,np.float64(70.97886967409617),np.float64(-17.885966681787192),np.float64(15.355595223803153),np.float64(8.654830450982224)
47,np.float64(70.9788696740963),np.float64(-17.885966681787096),np.float64(15.355595223803304),np.float64(8.657565028497247)
48,np.float64(70.9788696740963),np.float64(-17.885966681787117),np.float64(15.355595223803249),np.float64(8.622345518562865)
49,np.float64(70.97886967409622),np.float64(-17.885966681787114),np.float64(15.355595223803189),np.float64(8.677353251943437)
50,np.float64(70.97886967409596),np.float64(-17.885966681787068),np.float64(15.355595223803098),np.float64(8.624081453251407)
51,np.float64(70.97886967409575),np.float64(-17.885966681787014),np.float64(15.355595223803096),np.float64(8.557905763217375)
52,np.float64(70.97886967409563),np.float64(-17.88596668178686),np.float64(15.355595223803201),np.float64(8.656776631012844)
53,np.float64(70.97886967409566),np.float64(-17.885966681786872),np.float64(15.355595223803226),np.float64(8.487510916104693)
54,np.float64(70.97886967409565),np.float64(-17.885966681786986),np.float64(15.355595223803151),np.float64(8.563395816744379)
55,np.float64(70.9788696740955),np.float64(-17.885966681787018),np.float64(15.355595223803155),np.float64(8.644768120741686)
56,np.float64(70.97886967409534),np.float64(-17.885966681786968),np.float64(15.355595223803112),np.float64(8.696237895032342)
57,np.float64(70.97886967409514),np.float64(-17.88596668178689),np.float64(15.355595223803133),np.float64(8.492419250976223)
58,np.float64(70.97886967409532),np.float64(-17.885966681786915),np.float64(15.355595223803128),np.float64(8.596655106691756)
59,np.float64(70.97886967409534),np.float64(-17.88596668178696),np.float64(15.355595223803071),np.float64(8.629126217670118)
60,np.float64(70.97886967409501),np.float64(-17.88596668178689),np.float64(15.355595223802938),np.float64(8.625896153362392)
61,np.float64(70.97886967409491),np.float64(-17.88596668178687),np.float64(15.355595223802913),np.float64(8.531694280271227)
62,np.float64(70.9788696740948),np.float64(-17.885966681786854),np.float64(15.355595223802952),np.float64(8.518250610556944)
63,np.float64(70.97886967409474),np.float64(-17.885966681786837),np.float64(15.355595223802956),np.float64(8.620011466054082)
64,np.float64(70.97886967409491),np.float64(-17.88596668178683),np.float64(15.355595223803006),np.float64(8.436152285048205)
65,np.float64(70.97886967409472),np.float64(-17.88596668178678),np.float64(15.355595223803006),np.float64(8.582332674210441)
66,np.float64(70.97886967409491),np.float64(-17.88596668178677),np.float64(15.35559522380304),np.float64(8.462581539264056)
67,np.float64(70.97886967409488),np.float64(-17.885966681786794),np.float64(15.355595223803041),np.float64(8.584305122759487)
68,np.float64(70.97886967409498),np.float64(-17.88596668178676),np.float64(15.355595223803068),np.float64(8.51464483455686)
69,np.float64(70.9788696740949),np.float64(-17.88596668178662),np.float64(15.355595223803219),np.float64(8.672101563682384)
70,np.float64(70.97886967409494),np.float64(-17.885966681786577),np.float64(15.355595223803252),np.float64(8.70012219771758)
71,np.float64(70.978869674095),np.float64(-17.885966681786613),np.float64(15.355595223803244),np.float64(8.514427891856446)
72,np.float64(70.97886967409488),np.float64(-17.88596668178652),np.float64(15.355595223803306),np.float64(8.721430237883704)
73,np.float64(70.9788696740948),np.float64(-17.885966681786503),np.float64(15.355595223803304),np.float64(8.649552117695118)
74,np.float64(70.97886967409481),np.float64(-17.885966681786407),np.float64(15.355595223803391),np.float64(8.690089365200334)
75,np.float64(70.9788696740948),np.float64(-17.88596668178644),np.float64(15.35559522380333),np.float64(8.480819583803854)
76,np.float64(70.97886967409467),np.float64(-17.885966681786435),np.float64(15.355595223803327),np.float64(8.59893784977049)
77,np.float64(70.97886967409471),np.float64(-17.885966681786428),np.float64(15.355595223803356),np.float64(8.622906425562038)
78,np.float64(70.97886967409454),np.float64(-17.88596668178645),np.float64(15.355595223803332),np.float64(8.651068366307435)
79,np.float64(70.97886967409444),np.float64(-17.885966681786368),np.float64(15.355595223803366),np.float64(8.635147934451341)
80,np.float64(70.9788696740944),np.float64(-17.88596668178631),np.float64(15.355595223803427),np.float64(8.688112723350427)
81,np.float64(70.97886967409437),np.float64(-17.885966681786275),np.float64(15.35559522380346),np.float64(8.626861852083875)
82,np.float64(70.97886967409443),np.float64(-17.885966681786318),np.float64(15.355595223803467),np.float64(8.6520970985628)
83,np.float64(70.97886967409457),np.float64(-17.885966681786485),np.float64(15.355595223803409),np.float64(8.746013487794372)
84,np.float64(70.97886967409447),np.float64(-17.885966681786496),np.float64(15.355595223803402),np.float64(8.68700698912591)
85,np.float64(70.97886967409453),np.float64(-17.885966681786428),np.float64(15.355595223803387),np.float64(8.690027969456649)
86,np.float64(70.97886967409457),np.float64(-17.88596668178635),np.float64(15.355595223803412),np.float64(8.55018815783612)
87,np.float64(70.9788696740946),np.float64(-17.885966681786357),np.float64(15.355595223803432),np.float64(8.663674190759735)
88,np.float64(70.97886967409447),np.float64(-17.88596668178636),np.float64(15.355595223803334),np.float64(8.6140767749733)
89,np.float64(70.97886967409434),np.float64(-17.885966681786318),np.float64(15.355595223803345),np.float64(8.692281672605727)
90,np.float64(70.97886967409438),np.float64(-17.885966681786343),np.float64(15.35559522380335),np.float64(8.442617870856266)
91,np.float64(70.97886967409457),np.float64(-17.88596668178639),np.float64(15.355595223803396),np.float64(8.782710021208732)
92,np.float64(70.97886967409464),np.float64(-17.885966681786435),np.float64(15.35559522380341),np.float64(8.563772430801862)
93,np.float64(70.97886967409474),np.float64(-17.885966681786446),np.float64(15.355595223803437),np.float64(8.779433576990288)
