t,H,Q2_re,Q2_im,generator_norm
0,np.float64(41.21792747981941),np.float64(-13.860302530629934),np.float64(7.009226629029911),np.float64(6.170137026997703)
1,np.float64(41.21792747981948),np.float64(-13.86030253062994),np.float64(7.009226629029925),np.float64(6.590853151171363)
2,np.float64(41.21792747981951),np.float64(-13.860302530629951),np.float64(7.009226629029924),np.float64(6.345832224839621)
3,np.float64(41.21792747981946),np.float64(-13.860302530629944),np.float64(7.00922662902992),np.float64(6.639429371341232)
4,np.float64(41.21792747981939),np.float64(-13.860302530629944),np.float64(7.009226629029927),np.float64(6.56811876063203)
5,np.float64(41.217927479819394),np.float64(-13.860302530629937),np.float64(7.00922662902992),np.float64(6.679637518083236)
6,np.float64(41.217927479819394),np.float64(-13.860302530629948),np.float64(7.009226629029907),np.float64(6.780021073497411)
7,np.float64(41.21792747981942),np.float64(-13.860302530629957),np.float64(7.009226629029899),np.float64(6.659044576590916)
8,np.float64(41.21792747981944),np.float64(-13.860302530629955),np.float64(7.009226629029907),np.float64(6.716089084706429)
9,np.float64(41.21792747981941),np.float64(-13.860302530629939),np.float64(7.009226629029909),np.float64(6.7819505434425205)
10,np.float64(41.21792747981942),np.float64(-13.860302530629962),np.float64(7.009226629029906),np.float64(6.740873541516858)
11,np.float64(41.217927479819366),np.float64(-13.860302530629966),np.float64(7.009226629029854),np.float64(6.8461497011281445)
12,np.float64(41.21792747981935),np.float64(-13.860302530629948),np.float64(7.009226629029838),np.float64(6.802141081817774)
13,np.float64(41.217927479819316),np.float64(-13.860302530629964),np.float64(7.009226629029821),np.float64(6.787930573031699)
14,np.float64(41.21792747981937),np.float64(-13.860302530629962),np.float64(7.009226629029822),np.float64(6.750921926655834)
15,np.float64(41.217927479819316),np.float64(-13.860302530629983),np.float64(7.009226629029774),np.float64(6.69431642611509)
16,np.float64(41.21792747981921),np.float64(-13.860302530629939),np.float64(7.0092266290298015),np.float64(6.776379265734366)
17,np.float64(41.21792747981916),np.float64(-13.860302530629975),np.float64(7.009226629029771),np.float64(6.74028340172326)
18,np.float64(41.217927479819245),np.float64(-13.860302530630026),np.float64(7.009226629029757),np.float64(6.791865750090332)
19,np.float64(41.21792747981931),np.float64(-13.860302530630078),np.float64(7.009226629029724),np.float64(6.7601037260961165)
20,np.float64(41.21792747981932),np.float64(-13.86030253063009),np.float64(7.009226629029703),np.float64(6.790395995409172)
21,np.float64(41.21792747981932),np.float64(-13.860302530630094),np.float64(7.009226629029654),np.float64(6.776343178473051)
22,np.float64(41.217927479819366),np.float64(-13.860302530630124),np.float64(7.009226629029638),np.float64(6.693370942582751)
23,np.float64(41.217927479819465),np.float64(-13.860302530630149),np.float64(7.009226629029609),np.float64(6.845020212237148)
24,np.float64(41.21792747981944),np.float64(-13.860302530630152),np.float64(7.009226629029609),np.float64(6.751758865605998)
25,np.float64(41.2179274798195),np.float64(-13.860302530630179),np.float64(7.009226629029627),np.float64(6.780960402402326)
26,np.float64(41.21792747981954),np.float64(-13.860302530630163),np.float64(7.009226629029666),np.float64(6.802772031770815)
27,np.float64(41.217927479819515),np.float64(-13.860302530630118),np.float64(7.009226629029667),np.float64(6.746139978876384)
28,np.float64(41.21792747981951),np.float64(-13.860302530630136),np.float64(7.009226629029669),np.float64(6.776244500404904)
29,np.float64(41.2179274798195),np.float64(-13.860302530630147),np.float64(7.009226629029637),np.float64(6.760136840803623)
30,np.float64(41.21792747981946),np.float64(-13.860302530630129),np.float64(7.009226629029676),np.float64(6.738662325958726)
31,np.float64(41.21792747981949),np.float64(-13.860302530630126),np.float64(7.00922662902973),np.float64(6.759389786984429)
32,np.float64(41.21792747981945),np.float64(-13.860302530630126),np.float64(7.009226629029707),np.float64(6.805726852542633)
33,np.float64(41.21792747981935),np.float64(-13.860302530630115),np.float64(7.009226629029667),np.float64(6.715425274182953)
34,np.float64(41.21792747981927),np.float64(-13.860302530630047),np.float64(7.009226629029676),np.float64(6.85123275449346)
35,np.float64(41.21792747981934),np.float64(-13.860302530630076),np.float64(7.0092266290296354),np.float64(6.799872343483135)
36,np.float64(41.217927479819394),np.float64(-13.860302530630126),np.float64(7.009226629029639),np.float64(6.749286378782769)
37,np.float64(41.217927479819394),np.float64(-13.860302530630168),np.float64(7.009226629029627),np.float64(6.817718280156295)
38,np.float64(41.217927479819494),np.float64(-13.860302530630209),np.float64(7.009226629029605),np.float64(6.725916235355523)
39,np.float64(41.21792747981951),np.float64(-13.86030253063024),np.float64(7.00922662902956),np.float64(6.783576546081905)
40,np.float64(41.21792747981945),np.float64(-13.86030253063023),np.float64(7.009226629029543),np.float64(6.821639771704646)
41,np.float64(41.21792747981945),np.float64(-13.8603025306302),np.float64(7.009226629029545),np.float64(6.772183754608916)
42,np.float64(41.21792747981947),np.float64(-13.860302530630175),np.float64(7.009226629029559),np.float64(6.827977886239941)
43,np.float64(41.217927479819494),np.float64(-13.860302530630193),np.float64(7.0092266290295395),np.float64(6.816069528827799)
44,np.float64(41.21792747981951),np.float64(-13.860302530630198),np.float64(7.009226629029565),np.float64(6.7766419517799985)
45,np.float64(41.217927479819494),np.float64(-13.860302530630223),np.float64(7.009226629029528),np.float64(6.79578672728082)
46,np.float64(41.21792747981953),np.float64(-13.860302530630257),np.float64(7.009226629029475),np.float64(6.781580570966855)
47,np.float64(41.217927479819494),np.float64(-13.860302530630218),np.float64(7.009226629029462),np.float64(6.759206085623386)
48,np.float64(41.217927479819494),np.float64(-13.860302530630216),np.float64(7.009226629029455),np.float64(6.806770798445024)
49,np.float64(41.217927479819544),np.float64(-13.860302530630225),np.float64(7.009226629029454),np.float64(6.821651251733036)
50,np.float64(41.21792747981952),np.float64(-13.860302530630213),np.float64(7.009226629029484),np.float64(6.785528597487242)
51,np.float64(41.217927479819515),np.float64(-13.860302530630248),np.float64(7.0092266290294765),np.float64(6.836190127199466)
