step,time,N,condition,initial_seed_enabled,metastable_seed_enabled,initial_seed_amplitude,metastable_seed_amplitude,parent_plane_occupation,f_outside_parent,q1,q2,q3,q4,rank_Q,dominant_plane_occupation,non_dominant_occupation,kernel_occupation,residual_occupation,norm_Z,dagger_norm_error,zero_square_real,zero_square_imag,zero_square_abs,projection_closure_error,crossing_detected,metastable_start_detected
0,0,300,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-6.6613381478e-16,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,2.8606937434e-29,-6.6613381478e-16,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,-1.9428902931e-15,8.2209449403e-16,2.1096592256e-15,0.0000000000e+00,0,0
100,100,300,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-6.6613381478e-16,1.4142135624e+00,1.4142135624e+00,1.9452687320e-08,0.0000000000e+00,3,1.0000000000e+00,7.6983661494e-29,-6.6613381478e-16,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,-1.4432899320e-15,8.2723423029e-16,1.6635511112e-15,0.0000000000e+00,0,0
200,200,300,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-1.5543122345e-15,1.4142135624e+00,1.4142135624e+00,1.5286549914e-08,0.0000000000e+00,3,1.0000000000e+00,2.3047561613e-28,-1.4432899320e-15,0.0000000000e+00,1.0000000000e+00,9.9920072216e-16,-7.7715611724e-16,8.7417685905e-16,1.1696823549e-15,0.0000000000e+00,0,0
300,300,300,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-2.8865798640e-15,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,5.1539879446e-28,-2.8865798640e-15,0.0000000000e+00,1.0000000000e+00,2.4424906542e-15,-1.3322676296e-15,8.4315338412e-16,1.5766561660e-15,0.0000000000e+00,0,0
400,400,300,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-6.6613381478e-16,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,1.0535956954e-27,-6.6613381478e-16,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,-2.1649348980e-15,8.8704304945e-16,2.3396128920e-15,0.0000000000e+00,0,0
500,500,300,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-3.1086244690e-15,1.4142135624e+00,1.4142135624e+00,2.0206347225e-08,0.0000000000e+00,3,1.0000000000e+00,2.2559031824e-27,-3.1086244690e-15,0.0000000000e+00,1.0000000000e+00,1.7763568394e-15,-2.8310687128e-15,8.6428058900e-16,2.9600559105e-15,0.0000000000e+00,0,0
600,600,300,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-1.1102230246e-15,1.4142135624e+00,1.4142135624e+00,1.1546689835e-08,0.0000000000e+00,2,1.0000000000e+00,5.5471538448e-27,-1.1102230246e-15,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,-2.8310687128e-15,9.1290508757e-16,2.9746169090e-15,0.0000000000e+00,0,0
700,700,300,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-1.1102230246e-15,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,1.6705797497e-26,-1.1102230246e-15,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,-2.1649348980e-15,9.6450901880e-16,2.3700676699e-15,0.0000000000e+00,0,0
800,800,300,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-1.9984014443e-15,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,6.6142710314e-26,-1.9984014444e-15,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,-1.0547118734e-15,9.9249481242e-16,1.4482620925e-15,0.0000000000e+00,0,0
900,900,300,B,1,0,1.0000000000e-15,0.0000000000e+00,1.0000000000e+00,-1.9984014443e-15,1.4142135624e+00,1.4142135624e+00,0.0000000000e+00,0.0000000000e+00,2,1.0000000000e+00,3.7384644023e-25,-1.9984014447e-15,0.0000000000e+00,1.0000000000e+00,6.6613381478e-16,-4.9404924596e-15,1.0265094141e-15,5.0460070670e-15,0.0000000000e+00,0,0
