step,time,N,condition,initial_seed_enabled,metastable_seed_enabled,initial_seed_amplitude,metastable_seed_amplitude,parent_plane_occupation,f_outside_parent,q1,q2,q3,q4,rank_Q,dominant_plane_occupation,non_dominant_occupation,kernel_occupation,residual_occupation,norm_Z,dagger_norm_error,zero_square_real,zero_square_imag,zero_square_abs,projection_closure_error,crossing_detected,metastable_start_detected
2100,2100,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.9999998756e-01,1.2440741104e-08,1.4142135624e+00,1.4142135574e+00,1.1821180411e-04,6.0668690924e-06,4,9.9999999866e-01,1.1154388333e-11,1.2429586716e-08,0.0000000000e+00,1.0000000000e+00,8.8817841970e-16,-3.2196467714e-15,1.1738912862e-14,1.2172436096e-14,0.0000000000e+00,0,0
2200,2200,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.9999978457e-01,2.1543044804e-07,1.4142135622e+00,1.4142134754e+00,4.9594830165e-04,2.1985603916e-05,4,9.9999997620e-01,2.1517521516e-10,2.1521527282e-07,0.0000000000e+00,1.0000000000e+00,1.5543122345e-15,-3.0531133177e-15,1.1575742274e-14,1.1971604326e-14,0.0000000000e+00,0,0
2300,2300,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.9999601168e-01,3.9883226943e-06,1.4142135574e+00,1.4142118394e+00,2.2075605063e-03,1.1828026509e-04,4,9.9999951808e-01,6.8088541417e-09,3.9815138402e-06,0.0000000000e+00,1.0000000000e+00,1.3322676296e-15,-2.8865798640e-15,1.1638370338e-14,1.1990996932e-14,0.0000000000e+00,0,0
2400,2400,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.9993536551e-01,6.4634493069e-05,1.4142123104e+00,1.4141831128e+00,9.2802667335e-03,1.8817530665e-03,4,9.9999461526e-01,5.8796003332e-07,6.4046533036e-05,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,-3.3861802251e-15,1.1650746199e-14,1.2132852242e-14,0.0000000000e+00,0,0
2500,2500,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.9978098655e-01,2.1901345485e-04,1.4142035720e+00,1.4141363729e+00,1.4775615726e-02,5.3157343863e-03,4,9.9999576792e-01,4.5873513327e-06,2.1442610352e-04,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,-2.9420910153e-15,1.1649317203e-14,1.2015094292e-14,0.0000000000e+00,0,0
2600,2600,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.9955638848e-01,4.4361151878e-04,1.4141810892e+00,1.4140885855e+00,1.8800863463e-02,9.5836862205e-03,4,9.9999181569e-01,1.2153866343e-05,4.3145765244e-04,0.0000000000e+00,1.0000000000e+00,1.1102230246e-15,-4.7184478547e-15,1.1654808578e-14,1.2573715169e-14,0.0000000000e+00,0,0
2700,2700,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.9916564030e-01,8.3435970336e-04,1.4141119962e+00,1.4140429316e+00,2.1967873322e-02,1.6948810964e-02,4,9.9998182949e-01,2.2967836051e-05,8.1139186730e-04,0.0000000000e+00,1.0000000000e+00,6.6613381478e-16,-3.3306690739e-15,1.1634226338e-14,1.2101594067e-14,0.0000000000e+00,0,0
2800,2800,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.9834803987e-01,1.6519601324e-03,1.4139813811e+00,1.4138973269e+00,2.9905665959e-02,2.5625259868e-02,4,9.9996486817e-01,4.6795977099e-05,1.6051641553e-03,0.0000000000e+00,1.0000000000e+00,6.6613381478e-16,-2.1649348980e-15,1.1625357432e-14,1.1825222134e-14,0.0000000000e+00,0,0
2900,2900,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.9690257112e-01,3.0974288815e-03,1.4137842105e+00,1.4135827540e+00,4.2235026902e-02,3.4845458892e-02,4,9.9995223624e-01,1.2071985619e-04,2.9767090253e-03,0.0000000000e+00,1.0000000000e+00,6.6613381478e-16,-3.8302694350e-15,1.1597700373e-14,1.2213828961e-14,0.0000000000e+00,0,0
3000,3000,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.9489689561e-01,5.1031043913e-03,1.4134059259e+00,1.4132462092e+00,5.2298681780e-02,4.7787954372e-02,4,9.9994043860e-01,2.8565358421e-04,4.8174508071e-03,0.0000000000e+00,1.0000000000e+00,1.7763568394e-15,-2.1094237468e-15,1.1571321599e-14,1.1762021599e-14,0.0000000000e+00,0,0
3100,3100,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.9201301495e-01,7.9869850454e-03,1.4128774631e+00,1.4127425551e+00,6.4486223717e-02,6.1459533962e-02,4,9.9992067925e-01,5.8671773167e-04,7.4002673138e-03,0.0000000000e+00,1.0000000000e+00,1.3322676296e-15,-3.7747582837e-15,1.1557892721e-14,1.2158687604e-14,0.0000000000e+00,0,0
3200,3200,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.8760814361e-01,1.2391856394e-02,1.4121592360e+00,1.4118619727e+00,8.1521593078e-02,7.6199029145e-02,4,9.9989977822e-01,1.1599837216e-03,1.1231872672e-02,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,-3.9968028887e-15,1.1566412285e-14,1.2237496741e-14,0.0000000000e+00,0,0
3300,3300,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.8203187237e-01,1.7968127626e-02,1.4113209229e+00,1.4106856998e+00,9.9829136620e-02,9.0406042876e-02,4,9.9989170585e-01,2.0691876140e-03,1.5898940012e-02,0.0000000000e+00,1.0000000000e+00,1.5543122345e-15,-4.4964032497e-15,1.1559374302e-14,1.2403095438e-14,0.0000000000e+00,0,0
3400,3400,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.7650595666e-01,2.3494043337e-02,1.4104953719e+00,1.4095223456e+00,1.1509455747e-01,1.0248319841e-01,4,9.9988865533e-01,3.1623033331e-03,2.0331740004e-02,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,-2.8865798640e-15,1.1556273327e-14,1.1911330594e-14,0.0000000000e+00,0,0
3500,3500,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.7190789796e-01,2.8092102042e-02,1.4096991715e+00,1.4086623054e+00,1.2518190556e-01,1.1290812969e-01,4,9.9990124893e-01,4.3186475668e-03,2.3773454475e-02,0.0000000000e+00,1.0000000000e+00,6.6613381478e-16,-2.8865798640e-15,1.1526476036e-14,1.1882423706e-14,0.0000000000e+00,0,0
3600,3600,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.6878067584e-01,3.1219324163e-02,1.4090264356e+00,1.4081995085e+00,1.3028485815e-01,1.2101447705e-01,4,9.9990647344e-01,5.4219410639e-03,2.5797383099e-02,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,-3.2751579226e-15,1.1580165058e-14,1.2034404106e-14,0.0000000000e+00,0,0
3700,3700,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.6674058905e-01,3.3259410951e-02,1.4086139375e+00,1.4078664795e+00,1.3383563057e-01,1.2572499834e-01,4,9.9991408864e-01,6.4175768814e-03,2.6841834069e-02,0.0000000000e+00,1.0000000000e+00,1.5543122345e-15,-3.7747582837e-15,1.1557589369e-14,1.2158399242e-14,0.0000000000e+00,0,0
3800,3800,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.6505602722e-01,3.4943972783e-02,1.4083425802e+00,1.4075182514e+00,1.3744952569e-01,1.2872908269e-01,4,9.9992741817e-01,7.3142925346e-03,2.7629680248e-02,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,-2.4424906542e-15,1.1565961319e-14,1.1821049946e-14,0.0000000000e+00,0,0
3900,3900,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.6354221279e-01,3.6457787209e-02,1.4080557634e+00,1.4072408213e+00,1.4026143739e-01,1.3182931077e-01,4,9.9993793136e-01,8.1053599566e-03,2.8352427253e-02,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,-3.0531133177e-15,1.1562379462e-14,1.1958683864e-14,0.0000000000e+00,0,0
4000,4000,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.6209326414e-01,3.7906735859e-02,1.4077475726e+00,1.4070052769e+00,1.4260487645e-01,1.3508061270e-01,4,9.9994633880e-01,8.7783620296e-03,2.9128373829e-02,0.0000000000e+00,1.0000000000e+00,1.7763568394e-15,-3.3861802251e-15,1.1538568912e-14,1.2025173140e-14,0.0000000000e+00,0,0
4100,4100,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.6067568832e-01,3.9324311679e-02,1.4074448600e+00,1.4067854389e+00,1.4475748348e-01,1.3819900935e-01,4,9.9995540749e-01,9.3759875450e-03,2.9948324134e-02,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,-5.0515147620e-15,1.1484394042e-14,1.2546278647e-14,0.0000000000e+00,0,0
4200,4200,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.5935954430e-01,4.0640455705e-02,1.4071523768e+00,1.4065984376e+00,1.4656341722e-01,1.4114598296e-01,4,9.9995898265e-01,9.9692343364e-03,3.0671221368e-02,0.0000000000e+00,1.0000000000e+00,6.6613381478e-16,-3.9968028887e-15,1.1512524790e-14,1.2186577057e-14,0.0000000000e+00,0,0
4300,4300,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.5805508820e-01,4.1944911798e-02,1.4068689585e+00,1.4064116530e+00,1.4834507811e-01,1.4394350800e-01,4,9.9996524123e-01,1.0574286617e-02,3.1370625182e-02,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,-3.9412917374e-15,1.1478352694e-14,1.2136159241e-14,0.0000000000e+00,0,0
4400,4400,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.5664972191e-01,4.3350278095e-02,1.4066435699e+00,1.4061299739e+00,1.5099171001e-01,1.4612962500e-01,4,9.9996885055e-01,1.1202984208e-02,3.2147293886e-02,0.0000000000e+00,1.0000000000e+00,3.3306690739e-16,-4.5519144010e-15,1.1476240909e-14,1.2346012721e-14,0.0000000000e+00,0,0
4500,4500,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.5503371596e-01,4.4966284037e-02,1.4064283433e+00,1.4057697367e+00,1.5430958317e-01,1.4818675751e-01,4,9.9997399696e-01,1.1881108423e-02,3.3085175614e-02,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,-2.9976021665e-15,1.1461312347e-14,1.1846826556e-14,0.0000000000e+00,0,0
4600,4600,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.5337952120e-01,4.6620478802e-02,1.4061908259e+00,1.4054124815e+00,1.5753017778e-01,1.5042393811e-01,4,9.9997605599e-01,1.2595565020e-02,3.4024913782e-02,0.0000000000e+00,1.0000000000e+00,1.1102230246e-16,-2.9976021665e-15,1.1456276120e-14,1.1841954285e-14,0.0000000000e+00,0,0
4700,4700,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.5188056047e-01,4.8119439532e-02,1.4059422005e+00,1.4051138761e+00,1.6017176746e-01,1.5273024862e-01,4,9.9997955052e-01,1.3293955416e-02,3.4825484117e-02,0.0000000000e+00,1.0000000000e+00,1.3322676296e-15,-2.2204460493e-15,1.1477865804e-14,1.1690670814e-14,0.0000000000e+00,0,0
4800,4800,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.5058812674e-01,4.9411873258e-02,1.4056934828e+00,1.4048855688e+00,1.6216207507e-01,1.5500268480e-01,4,9.9998128685e-01,1.3957347616e-02,3.5454525642e-02,0.0000000000e+00,1.0000000000e+00,1.1102230246e-15,-2.4424906542e-15,1.1466558049e-14,1.1723809709e-14,0.0000000000e+00,0,0
4900,4900,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.4937670055e-01,5.0623299451e-02,1.4054281061e+00,1.4047058363e+00,1.6371167758e-01,1.5739071906e-01,4,9.9998326351e-01,1.4619734315e-02,3.6003565135e-02,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,-2.9420910153e-15,1.1525950589e-14,1.1895521700e-14,0.0000000000e+00,1,0
5000,5000,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.4813468623e-01,5.1865313772e-02,1.4051617230e+00,1.4045193197e+00,1.6530420632e-01,1.5975147057e-01,4,9.9998538826e-01,1.5303792308e-02,3.6561521465e-02,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,-1.4988010832e-15,1.1516723791e-14,1.1613842239e-14,0.0000000000e+00,1,0
5100,5100,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.4688609072e-01,5.3113909285e-02,1.4049281878e+00,1.4043016528e+00,1.6714325566e-01,1.6179241980e-01,4,9.9998689252e-01,1.5972159669e-02,3.7141749615e-02,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,-3.4972025276e-15,1.1522682220e-14,1.2041703827e-14,0.0000000000e+00,1,0
5200,5200,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.4569777942e-01,5.4302220580e-02,1.4047125250e+00,1.4040892248e+00,1.6891846789e-01,1.6365427576e-01,4,9.9998803304e-01,1.6604786496e-02,3.7697434084e-02,0.0000000000e+00,1.0000000000e+00,1.7763568394e-15,-1.6653345369e-15,1.1531248367e-14,1.1650880997e-14,0.0000000000e+00,1,0
5300,5300,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.4460748338e-01,5.5392516625e-02,1.4044960921e+00,1.4039099040e+00,1.7040241001e-01,1.6550144162e-01,4,9.9998929064e-01,1.7227527158e-02,3.8164989467e-02,0.0000000000e+00,1.0000000000e+00,2.2204460493e-16,-3.1086244690e-15,1.1544689886e-14,1.1955894390e-14,0.0000000000e+00,1,0
5400,5400,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.4361193098e-01,5.6388069015e-02,1.4043129971e+00,1.4037308421e+00,1.7187123959e-01,1.6704791555e-01,4,9.9999053553e-01,1.7853990604e-02,3.8534078411e-02,0.0000000000e+00,1.0000000000e+00,1.7763568394e-15,-4.2188474936e-15,1.1540646212e-14,1.2287603068e-14,0.0000000000e+00,1,0
5500,5500,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.4271393733e-01,5.7286062666e-02,1.4041822389e+00,1.4035353498e+00,1.7346043319e-01,1.6814350973e-01,4,9.9999134321e-01,1.8450721578e-02,3.8835341088e-02,0.0000000000e+00,1.0000000000e+00,1.1102230246e-15,-3.5527136788e-15,1.1513565837e-14,1.2049231210e-14,0.0000000000e+00,1,0
5600,5600,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.4188002700e-01,5.8119973000e-02,1.4040530602e+00,1.4033575730e+00,1.7489288798e-01,1.6921880559e-01,4,9.9999218880e-01,1.9005485509e-02,3.9114487492e-02,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,-2.5535129566e-15,1.1503890840e-14,1.1783884457e-14,0.0000000000e+00,1,0
5700,5700,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.4103932758e-01,5.8960672424e-02,1.4038998912e+00,1.4032021687e+00,1.7613538440e-01,1.7048488355e-01,4,9.9999313690e-01,1.9547832648e-02,3.9412839777e-02,0.0000000000e+00,1.0000000000e+00,1.7763568394e-15,-5.7176485768e-15,1.1490001218e-14,1.2834003009e-14,0.0000000000e+00,1,0
5800,5800,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.4016489329e-01,5.9835106709e-02,1.4037573584e+00,1.4030314783e+00,1.7748991740e-01,1.7165453295e-01,4,9.9999366400e-01,2.0104990849e-02,3.9730115861e-02,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,-3.4416913763e-15,1.1503342994e-14,1.2007170340e-14,0.0000000000e+00,1,0
5900,5900,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.3933958638e-01,6.0660413618e-02,1.4036328235e+00,1.4028596691e+00,1.7884280477e-01,1.7266990671e-01,4,9.9999412145e-01,2.0663670136e-02,3.9996743482e-02,0.0000000000e+00,1.0000000000e+00,4.4408920985e-16,-4.0523140399e-15,1.1501508967e-14,1.2194505221e-14,0.0000000000e+00,1,0
6000,6000,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.3861492559e-01,6.1385074412e-02,1.4034959634e+00,1.4027293198e+00,1.7986232364e-01,1.7377882675e-01,4,9.9999484929e-01,2.1210487070e-02,4.0174587342e-02,0.0000000000e+00,1.0000000000e+00,1.5543122345e-15,-2.3869795029e-15,1.1535480617e-14,1.1779855016e-14,0.0000000000e+00,1,0
6100,6100,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.3793816698e-01,6.2061833024e-02,1.4033569557e+00,1.4026187565e+00,1.8072250506e-01,1.7489784124e-01,4,9.9999530444e-01,2.1751925602e-02,4.0309907422e-02,0.0000000000e+00,1.0000000000e+00,1.1102230246e-15,-2.1649348980e-15,1.1543936135e-14,1.1745186444e-14,0.0000000000e+00,1,0
6200,6200,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.3726735034e-01,6.2732649657e-02,1.4032462850e+00,1.4024863391e+00,1.8174726548e-01,1.7578357075e-01,4,9.9999535427e-01,2.2290471094e-02,4.0442178563e-02,0.0000000000e+00,1.0000000000e+00,9.9920072216e-16,-5.4400928207e-15,1.1518863424e-14,1.2738870612e-14,0.0000000000e+00,1,0
6300,6300,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.3664595924e-01,6.3354040763e-02,1.4031489298e+00,1.4023583820e+00,1.8273195791e-01,1.7655900056e-01,4,9.9999578675e-01,2.2815605786e-02,4.0538434977e-02,0.0000000000e+00,1.0000000000e+00,8.8817841970e-16,-3.6637359813e-15,1.1525493830e-14,1.2093798798e-14,0.0000000000e+00,1,0
6400,6400,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.3608454350e-01,6.3915456505e-02,1.4030364988e+00,1.4022633972e+00,1.8345943644e-01,1.7745022667e-01,4,9.9999619418e-01,2.3320936780e-02,4.0594519725e-02,0.0000000000e+00,1.0000000000e+00,6.6613381478e-16,-2.8310687128e-15,1.1521604667e-14,1.1864329908e-14,0.0000000000e+00,1,0
6500,6500,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.3551266840e-01,6.4487331603e-02,1.4029258598e+00,1.4021642228e+00,1.8421588524e-01,1.7832283055e-01,4,9.9999659015e-01,2.3808907536e-02,4.0678424067e-02,0.0000000000e+00,1.0000000000e+00,6.6613381478e-16,-2.6645352591e-15,1.1483626734e-14,1.1788699297e-14,0.0000000000e+00,1,0
6600,6600,300,A,0,0,0.0000000000e+00,0.0000000000e+00,9.3490357669e-01,6.5096423308e-02,1.4028372498e+00,1.4020326466e+00,1.8521462648e-01,1.7901857630e-01,4,9.9999680561e-01,2.4290321553e-02,4.0806101755e-02,0.0000000000e+00,1.0000000000e+00,1.1102230246e-15,-3.1086244690e-15,1.1509083851e-14,1.1921516564e-14,0.0000000000e+00,1,0
