step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9
29,0.3576811174268707,0.35571092916889674,0.2984503661161443,0.23931979683450255,0.23269244663122404,0.2255172857648739,0.16186942333012064,0.07302757845786945,1.3470420789081018e-09
30,0.35772162463358004,0.35572186738176387,0.2984862587163519,0.23934989594390965,0.23283655527803573,0.22547628767415123,0.16182387764540687,0.07295800889043015,3.532848900964995e-09
31,0.3577631540450162,0.355733788301263,0.29852335215516945,0.23938165855657467,0.23298096881859667,0.22543782573978552,0.16177713122563597,0.07288584339031935,2.386367255815086e-09
32,0.3578056996377514,0.3557467251181495,0.29856164427172993,0.23941516011061265,0.23312554926144002,0.225401963225166,0.16172921566111514,0.07281105618270166,2.903397041670613e-09
33,0.35784925692904573,0.35576070982530633,0.2986011327620199,0.23945047988806936,0.23327015941905788,0.22536875840796503,0.16168016328802234,0.07273362048091625,2.6929578436538446e-09
34,0.35789382291639305,0.35577577323009835,0.2986418151714671,0.23948770099608008,0.23341466244078718,0.22533826503250698,0.16163000716038417,0.0726535084731166,2.9120018257579407e-09
35,0.3579393960159916,0.3557919449668684,0.29868368888739166,0.2395269103006836,0.23355892146358198,0.2253105326911424,0.16157878102097117,0.07257069130893393,2.3594486860993946e-09
36,0.3579859760007041,0.3558092535090611,0.2987267511313258,0.23956819830361262,0.23370279937960864,0.22528560714540777,0.16152651927111644,0.07248513908620234,2.723843014162952e-09
37,0.3580335639379341,0.3558277261805897,0.29877099895121045,0.23961165895159078,0.23384615872218245,0.22526353059596657,0.1614732569394705,0.07239682083778039,3.1406727250381687e-09
38,0.3580821621277361,0.3558473891661976,0.2988164292134813,0.23965738936709585,0.2339888616736149,0.22524434190885698,0.1614190296497067,0.0723057045185084,3.4413614692589954e-09
39,0.35813177404136354,0.355868267520635,0.2988630385950435,0.2397054894893198,0.23413077019997705,0.22522807680433693,0.16136387358719403,0.07221175699234117,2.315582735951527e-09
40,0.3581824042604117,0.3558903851765882,0.2989108235751571,0.23975606161431282,0.23427174631856565,0.22521476801362494,0.16130782546466374,0.07211494401968611,3.264670224593839e-09
41,0.3582340584166194,0.35591376495133137,0.29895978042723664,0.2398092098241663,0.23441165250380683,0.22520444540798645,0.16125092248689665,0.07201523024499318,3.200168460372119e-09
42,0.35828674313235553,0.35593842855213115,0.29900990521057247,0.23986503929674494,0.23455035223636492,0.22519713610391795,0.16119320231445822,0.07191257918462424,4.345574096106709e-09
43,0.3583404659617858,0.35596439658049,0.29906119376199297,0.2399236554900924,0.23468771069822442,0.22519286454762072,0.1611347030265257,0.07180695321503998,2.42177600330118e-09
44,0.3583952353326617,0.3559916885353172,0.2991136416874649,0.23998516319924024,0.23482359561333163,0.22519165258145318,0.1610754630828376,0.071698313561339,3.005273727809052e-09
45,0.35845106048867703,0.35602032281517093,0.29916724435365577,0.2400496654879367,0.234957878229053,0.22519351949467398,0.16101552128481902,0.07158662028618476,3.5533975477870046e-09
46,0.3585079514323015,0.35605031671971016,0.29922199687946177,0.24011726250361728,0.2350904344281944,0.22519848206043713,0.1609549167359254,0.0714718322791468,2.3754108919101753e-09
47,0.35856591886799816,0.35608168645051963,0.2992778941275146,0.24018805019073583,0.23522114595482801,0.22520655456073235,0.16089368880126245,0.07135390724649113,2.8261223708264843e-09
48,0.35862497414571837,0.3561144471114753,0.29933493069567774,0.24026211892500493,0.23534990172996761,0.22521774880072398,0.16083187706653773,0.0712328017014488,2.764872601014859e-09
49,0.35868512920456996,0.3561486127088221,0.2993931009085451,0.2403395520987749,0.23547659922565298,0.22523207411375384,0.16076952129640504,0.07110847095499087,4.304321531891104e-09
50,0.35874639651655044,0.3561841961511418,0.29945239880895375,0.24042042469510408,0.23560114585884037,0.22524953735810496,0.16070666139226925,0.07098086910713511,2.497697826045205e-09
51,0.35880878903023317,0.35622120924937956,0.2995128181495203,0.24050480189435636,0.23572346036034483,0.22527014290649128,0.16064333734961986,0.07084994903880722,3.1826081545466634e-09
52,0.3588723201143111,0.35625966271710807,0.29957435238421903,0.2405927377616782,0.235843474069688,0.22529389262912686,0.16057958921496743,0.0707156624042839,2.61391039127749e-09
53,0.3589370035008937,0.35629956617119246,0.2996369946600082,0.24068427406572745,0.23596113210476594,0.22532078587113072,0.16051545704246098,0.0705779596242351,2.332752071759854e-09
54,0.3590028532284651,0.3563409281330127,0.29970073780852036,0.24077943927799964,0.23607639435635944,0.2253508194249489,0.160450980850263,0.07043678987938895,1.993315796714046e-09
55,0.3590698835844225,0.3563837560304024,0.2997655743378296,0.2408782477977105,0.2361892362619623,0.2253839874984136,0.1603862005767711,0.07029210110483028,9.015157768039183e-10
56,0.3591381090471191,0.35642805620044693,0.2998314964243086,0.24098069943944056,0.23629964932120326,0.22542028167901057,0.160321156036768,0.07014383998495456,1.790617219619935e-09
57,0.3592075442273455,0.35647383389326975,0.2998984959045876,0.2410867792100158,0.23640764132590406,0.2254596908948808,0.16025588687759024,0.0699919519490917,2.389551729974062e-09
58,0.35927820380920206,0.3565210932769386,0.299966564267632,0.2411964573881486,0.23651323629080853,0.22550220137306237,0.16019043253540965,0.06983638116780896,2.4819243022807836e-09
59,0.35935010249030974,0.35656983744358883,0.30003569264694596,0.2413096899061837,0.2366164740851947,0.22554779659544516,0.16012483219171358,0.0696770705499064,2.945610471408183e-09
60,0.35942325492134736,0.3566200684168743,0.30010587181292375,0.24142641901914216,0.23671740977978084,0.22559645725291133,0.16005912473008768,0.06951396174012012,1.4496569589077223e-09
61,0.35949767564488655,0.3566717871608162,0.30017709216535376,0.24154657423324583,0.23681611273631353,0.22564816119811484,0.15999334869338783,0.0693469951175389,2.88869361509749e-09
62,0.35957337903354053,0.3567249935901309,0.3002493437261002,0.2416700734553829,0.23691266547799378,0.22570288339736574,0.15992754224140787,0.06917610979474843,2.5927124275352e-09
63,0.3596503792274262,0.3567796865820716,0.300322616131962,0.24179682431719912,0.23700716238661293,0.22576059588207661,0.15986174310912907,0.06900124361771126,3.2633852795999365e-09
64,0.35972869007099273,0.3568358639898365,0.3003968986277402,0.24192672562319592,0.2370997082766217,0.22582126770025523,0.15979598856566013,0.06882233316640174,2.2948938406607e-09
65,0.35980832504924387,0.35689352265754415,0.3004721800595096,0.2420596688712861,0.2371904168972136,0.2258848648685274,0.1597303153739547,0.0686393137562038,2.6989370331071944e-09
66,0.3598892972234396,0.3569526584367882,0.300548448868124,0.24219553979650393,0.23727940941128106,0.22595135032520935,0.15966475975140873,0.06845211944009322,2.196788611235268e-09
67,0.3599716191663483,0.35701326620474544,0.3006256930829591,0.24233421989332754,0.2373668128952874,0.2260206838849637,0.15959935733142983,0.06826068301162709,2.680294877987801e-09
68,0.36005530289715804,0.35707533988380313,0.300703900315913,0.2424755878786807,0.23745275889747508,0.2260928221956086,0.1595341431260731,0.06806493600876373,2.578966014179076e-09
69,0.3601403598161607,0.3571388724626475,0.3007830577556728,0.24261952106534188,0.23753738208412367,0.22616771869767843,0.15946915148983298,0.0678648087185513,2.3118202854435796e-09
70,0.3602268006393528,0.357203856018744,0.3008631521622688,0.24276589662350762,0.2376208189955337,0.22624532358737418,0.15940441608468325,0.067660230182723,2.8878624272283757e-09
71,0.36031463533309604,0.3572702817421082,0.3009441698619216,0.24291459271599408,0.237703206925608,0.22632558378357712,0.15933996984644636,0.0674511282042554,2.8471147444331576e-09
72,0.36040387304901267,0.357338139960262,0.30102609674219843,0.24306548949961057,0.23778468293183702,0.22640844289964013,0.15927584495257768,0.0672374293549481,1.6262912331804965e-09
73,0.3604945220593046,0.3574074201642514,0.3011089182474978,0.24321846999126553,0.2378653829764142,0.22649384122072108,0.1592120727914448,0.06701905898410958,2.2152154586844153e-09
74,0.3605865896926843,0.35747811103557214,0.3011926193748656,0.24337342080223495,0.23794544119428343,0.22658171568745225,0.15914868393317225,0.06679594122844021,2.3455968513116724e-09
75,0.3606800822711412,0.3575502004738563,0.30127718467016296,0.24353023274773422,0.2380249892801858,0.22667199988679745,0.15908570810212685,0.06656799902322999,2.970752795252747e-09
76,0.3607750050477572,0.35762367562513864,0.30136259822459593,0.24368880134150653,0.23810415598413587,0.22676462405097958,0.15902317415110642,0.0663351541150137,1.289311893162677e-09
77,0.36087136214581467,0.35769852291053017,0.3014488436716198,0.24384902718675674,0.23818306670312084,0.22685951506540716,0.15896111003729332,0.06609732707584381,2.7107535934842424e-09
78,0.36096915649942735,0.3577747280550981,0.3015359041842291,0.2440108162755255,0.23826184315599724,0.2269565964865584,0.15889954280002933,0.06585443731939097,2.2967306478999584e-09
79,0.3610683897959415,0.3578522761167521,0.30162376247264233,0.24417408020871387,0.23834060312841487,0.22705578857081282,0.15883849854045756,0.06560640311909831,2.5942815085718588e-09
80,0.361169062420369,0.35793115151494603,0.30171240078240325,0.24433873634860603,0.23841946027496064,0.2271570083152504,0.158778002403082,0.06535314162868022,2.2496644816509735e-09
81,0.3612711734020793,0.3580113380589666,0.30180180089289277,0.24450470791497722,0.238498523966412,0.22726016951143038,0.15871807855927375,0.06509456890528646,2.9183510058367877e-09
82,0.36137472036401674,0.3580928189756206,0.30189194411627573,0.2446719240349459,0.23857789917096967,0.22736518281318757,0.1586587501927632,0.06483059993572865,2.162011044513078e-09
83,0.36147969947466885,0.3581755769361025,0.30198281129688376,0.2448403197556191,0.23865768635941598,0.22747195581944965,0.1586000394871369,0.06456114866621504,2.8420843963387343e-09
84,0.36158610540303615,0.3582595940818561,0.3020743828110512,0.24500983602745866,0.23873798142532884,0.22758039317306308,0.15854196761536227,0.0642861280361285,3.170146685064401e-09
85,0.36169393127681043,0.3583448520492269,0.3021666385674027,0.24518041966515328,0.23881887561264087,0.22769039667655475,0.15848455473134943,0.06400545001646994,3.316740230624527e-09
86,0.3618031686439797,0.3584313319927305,0.3022595580076069,0.24535202329170175,0.238900455444001,0.22780186542569272,0.1584278199635542,0.06371902565367832,2.3313006945443764e-09
87,0.36191380743805834,0.35851901460677243,0.3023531201076048,0.2455246052704006,0.2389828026444994,0.22791469596161443,0.15837178141062516,0.06342676511966874,3.430876296224476e-09
88,0.36202583594710974,0.3586078801456593,0.3024473033793142,0.24569812962848975,0.23906599405635978,0.2280287824421606,0.15831645613908032,0.06312857776905247,8.980237125058385e-10
89,0.3621392407867241,0.35869790844176813,0.3025420858728167,0.2458725659753811,0.2391501015411943,0.2281440168329108,0.15826186018300314,0.06282437220466994,2.685586015067932e-09
90,0.36225400687708936,0.35878907892176204,0.3026374451790381,0.24604788941764225,0.23923519186734424,0.2282602891182382,0.15820800854573683,0.06251405635272929,2.7162137815466337e-09
91,0.36237011742426195,0.35888137062074954,0.30273335843291954,0.24622408047224395,0.23932132658068725,0.22837748753248396,0.15815491520354552,0.062197537549052356,1.753513697194799e-09
92,0.3624875539057313,0.3589747621943175,0.30282980231708756,0.2464011249790051,0.23940856185811824,0.2284954988111151,0.15810259311121216,0.06187472263817239,1.3515166185034007e-09
93,0.3626062960603381,0.35906923192838014,0.30292675306602324,0.24657901401265803,0.23949694834368068,0.22861420846146324,0.15805105420953158,0.06154551808728717,1.9823920881389224e-09
94,0.3627263218825838,0.3591647577468168,0.3030241864707333,0.24675774379451418,0.23958653096805774,0.22873350105233983,0.15800030943465262,0.06120983011738566,3.1156859342888453e-09
95,0.36284760762134727,0.3592613172168895,0.3031220778839226,0.24693731560333618,0.2396773487528349,0.22885326052150376,0.15795036872922025,0.06086756485423921,3.725771240432565e-09
96,0.362970127782998,0.35935888755246087,0.3032204022256744,0.24711773568468076,0.23976943460161665,0.22897337049962793,0.15790124105526035,0.060518628502337926,1.5828239200428744e-09
97,0.3630938551388626,0.35945744561503806,0.30331913398962906,0.24729901515769337,0.23986281508070348,0.2290937146490389,0.15785293440874504,0.060162927545376145,2.2829339701483923e-09
98,0.3632187607369843,0.3595569679127043,0.3034182472496617,0.24748116991809022,0.23995751019264497,0.22921417701516536,0.15780545583577132,0.059800368977401167,2.1323759879106896e-09
99,0.36334481391810564,0.35965743059702227,0.30351771566706387,0.24766422053586495,0.24005353314654487,0.2293346423882709,0.15775881145029008,0.059430860569436694,2.8288108553549553e-09
100,0.3634719823357563,0.35975880945799354,0.3036175124982168,0.24784819214606418,0.24015089012949684,0.2294549966727,0.1577130064533018,0.05905431117710806,2.868226733077791e-09
101,0.36360023198032926,0.3598610799171878,0.3037176106027538,0.2480331143308534,0.2402495800839852,0.22957512726055398,0.15766804515344796,0.05867063109568743,1.8509232276353487e-09
102,0.3637295272070113,0.3599642170191707,0.3038179824522126,0.24821902099098353,0.2403495944964796,0.2296949234064345,0.15762393098891683,0.058279732469993274,1.5708401563350386e-09
103,0.3638598307674049,0.3600681954213645,0.3039186001391631,0.24840595020469317,0.24045091720273987,0.2298142765996464,0.15758066655057706,0.05788152976775154,3.842058493913224e-09
104,0.3639911038446781,0.3601729893824879,0.30401943538680676,0.24859394407205726,0.240553524215568,0.2299330809300818,0.1575382536062571,0.057475940326422614,3.842534269172151e-09
105,0.3641233060920734,0.36027857274974134,0.3041204595590473,0.2487830485427914,0.24065738358085206,0.23005123344389702,0.15749669312608286,0.05706288498507749,3.1188955017643745e-09
106,0.36425639567457,0.36038491894488384,0.3042216436710087,0.24897331322556973,0.24076245526770912,0.2301686344850422,0.15745598530878202,0.05664228881480844,3.7747656601061185e-09
107,0.36439032931352544,0.36049200094938216,0.3043229584000047,0.2491647911770129,0.24086869109842132,0.23028518801877068,0.1574161296088673,0.056214081963304435,2.5703043421873323e-09
108,0.36452506233409193,0.36059979128879494,0.3044243740969441,0.24935753866865068,0.2409760347235582,0.23040080193336865,0.15737712476460924,0.0557782006318165,2.50231848547188e-09
109,0.3646605487152009,0.3607082620165541,0.3045258607981577,0.24955161493035075,0.24108442164726335,0.23051538831656943,0.15733896882670384,0.055334588205658494,2.5914623895933586e-09
110,0.36479674114193317,0.36081738469732433,0.3046273882376404,0.24974708186897973,0.24119377930713545,0.23062886370342062,0.1573016591875475,0.054883196562893956,2.3513123731145962e-09
111,0.3649335910600579,0.3609271303900894,0.3047289258596937,0.24994400376136067,0.24130402721242106,0.2307411492927483,0.15726519261102992,0.054423987589871325,2.93046496978994e-09
112,0.36507104873255747,0.36103746963113315,0.30483044283195443,0.2501424469209733,0.2414150771434214,0.2308521711298165,0.15722956526275372,0.05395693493698575,3.3851311345649788e-09
113,0.3652090632979381,0.3611483724170615,0.3049319080587947,0.25034247933826936,0.24152683341406544,0.23096186025328913,0.15719477274059332,0.05348202605350638,2.8413646001736103e-09
114,0.3653475828301416,0.3612598081880128,0.30503329019508063,0.2505441702949609,0.24163919319856725,0.23107015280515586,0.1571608101055062,0.052999264546632924,3.2653336279295878e-09
115,0.365486554399883,0.3613717458111952,0.3051345576602739,0.25074758995317986,0.24175204692196348,0.231176990102873,0.1571276719125156,0.05250867291732107,2.852774964164283e-09
116,0.3656259241372327,0.36148415356487495,0.305235678652859,0.25095280892096317,0.24186527871315147,0.23128231867356125,0.1570953522417779,0.05201029573380304,1.3567248925466462e-09
117,0.3657656372952844,0.3615969991229366,0.3053366211650814,0.2511598977961368,0.24197876691786255,0.2313860902507004,0.1570638447296589,0.051504203313476694,3.070303958962038e-09
118,0.3659056383147465,0.361710249540122,0.30543735299797825,0.25136892669127014,0.2420923846678109,0.23148826173433099,0.15703314259973927,0.050990495994824296,2.8691361134373326e-09
119,0.3660458708893122,0.3618238712380466,0.3055378417766854,0.25157996474299843,0.2422060005011153,0.23158879511630734,0.15700323869367708,0.050469309093486396,4.347818836670068e-09
120,0.36618627803166365,0.3619378299920799,0.30563805496600044,0.25179307960958985,0.2423194790280115,0.23168765737262906,0.15697412550185597,0.04994081865049393,3.2540203606990287e-09
121,0.3663268021399853,0.3620520909191711,0.30573795988618846,0.25200833696119174,0.24243268163491188,0.2317848203253021,0.1569457951937513,0.049405248095871934,1.9541965572428086e-09
122,0.36646738506486143,0.3621666184666863,0.3058375237290102,0.25222579996767464,0.24254546721902512,0.23188026047653007,0.15691823964795454,0.04886287596717739,3.08957758843462e-09
123,0.36660796817643654,0.362281376402306,0.3059367135739474,0.25244552878938686,0.24265769294506814,0.2319739588182979,0.15689145048178657,0.04831404483943749,2.3336423046161233e-09
124,0.3667484924317454,0.3623963278050466,0.3060354964046179,0.25266758007645107,0.24276921501512874,0.23206590062062385,0.15686541908045465,0.04775917163966024,3.672365532520415e-09
125,0.3668888984421092,0.3625114350574343,0.3061338391253553,0.25289200648239896,0.2428798894424266,0.23215607520184933,0.1568401366256935,0.04719875953407508,2.4160443891555344e-09
126,0.3670291265405046,0.3626266598388631,0.3062317085779319,0.2531188561979917,0.2429895728196421,0.23224447568437984,0.15681559412384477,0.04663341158748945,2.47547847781267e-09
127,0.3671691168488292,0.36274196312016366,0.3063290715584128,0.2533481725109808,0.24309812307262277,0.23233109873925845,0.1567917824333313,0.04606384639821404,4.059587240279105e-09
128,0.3673088093449777,0.3628573051593891,0.30642589483411253,0.2535799933973165,0.24320540019060635,0.23241594432284263,0.15676869229148144,0.04549091590431809,3.3796698596715257e-09
129,0.3674481439296733,0.36297264549883834,0.3065221451606466,0.2538143511489351,0.24331126692465893,0.2324990154087168,0.15674631434067574,0.044915625530768305,2.5913928327966746e-09
130,0.36758706049297457,0.36308794296331015,0.30661778929905203,0.25405127204271866,0.24341558944673516,0.2325803177177528,0.156724639153776,0.04433915679304094,2.6376510208298204e-09
131,0.3677254989804015,0.36320315565958033,0.306712794032954,0.2542907760545843,0.24351823796266128,0.23265985944900128,0.1567036572588112,0.04376289237878312,2.6637009439303415e-09
132,0.3678633994586376,0.3633182409771101,0.30680712618577505,0.2545328766219205,0.243619087273363,0.23273765101383906,0.15668335916289983,0.04318844357904961,1.8567885183018203e-09
133,0.3680007021807322,0.36343315558994765,0.30690075263794786,0.2547775804567336,0.24371801727975018,0.2328137047754964,0.1566637353753817,0.04261767971485822,2.669790721617942e-09
134,0.3681373476507814,0.3635478554598339,0.30699364034413384,0.25502488741102464,0.24381491342787,0.23288803479582262,0.15664477643015076,0.042052758880475175,2.261395897158125e-09
135,0.368273276688019,0.3636622958404691,0.3070857563504146,0.2552747903949718,0.24390966709211262,0.2329606565908342,0.1566264729071703,0.04149615887803336,4.085862089850201e-09
136,0.368408430490289,0.3637764312829344,0.30717706781144793,0.2555272753476264,0.24400217589545464,0.23303158689632542,0.156608815453165,0.04095070662822659,2.5626029484204775e-09
137,0.3685427506968478,0.36389021564223695,0.30726754200756595,0.2557823212589472,0.2440923439668561,0.23310084344453605,0.15659179480148422,0.04041960359960575,2.2074001270573633e-09
138,0.36867617945046044,0.364003602084958,0.3073571463618035,0.2560399002411958,0.24418008213699832,0.23316844475262521,0.15657540179113572,0.03990644391913571,2.2506291360083142e-09
139,0.3688086594587453,0.3641165430979763,0.3074458484568362,0.2562999776469883,0.2442653080745035,0.23323440992345684,0.1565596273849884,0.0394152208659296,3.1654549410204664e-09
140,0.3689401340547302,0.3642289904982457,0.30753361605181595,0.25656251223067306,0.24434794636562934,0.2332987584589983,0.15654446268715355,0.03895031652932333,1.743842101294716e-09
141,0.3690705472565705,0.36434089544359716,0.3076204170990836,0.25682745634919096,0.24442792854112405,0.23336151008643222,0.1565298989595476,0.0385164687379788,2.792518057482909e-09
142,0.3691998438263966,0.36445220844455156,0.30770621976075285,0.2570947561981746,0.24450519305450819,0.23342268459693707,0.15651592763765199,0.03811870923983013,1.667292808647306e-09
143,0.36932796932823886,0.36456287937711773,0.3077909924251431,0.25736435207877967,0.24457968521644774,0.2334823016969228,0.15650254034548072,0.03776226791148298,2.464556345645468e-09
144,0.3694548701849791,0.36467285749655365,0.3078747037230494,0.2576361786905703,0.24465135709016314,0.2335403808714142,0.15648972890977125,0.03745243988592548,1.1995262402689819e-09
145,0.36958049373429025,0.3647820914520894,0.3079573225438407,0.2579101654457659,0.24472016735296442,0.23359694125916702,0.15647748537342104,0.037194416171041966,3.5926912009669393e-09
146,0.3697047882834982,0.3648905293025848,0.3080388180513675,0.2581862368001937,0.24478608112900388,0.23365200153902477,0.1564658020081856,0.03699308353756444,3.3673583379509015e-09
147,0.36982770316332,0.3649981185331304,0.30811915969967374,0.25846431259646807,0.24484906979825163,0.2337055798269745,0.15645467132666532,0.0368528056318896,1.9558401195291273e-09
148,0.36994918878040634,0.36510480607257545,0.3081983172484929,0.25874430841513263,0.24490911078650393,0.23375769358331142,0.156444086093603,0.03677720327620339,2.946426377338425e-09
149,0.3700691966686318,0.36521053831199823,0.3082762607785269,0.25902613592980606,0.24496618734097475,0.23380835952930307,0.15643403933651934,0.036768956165532815,2.995794147485315e-09
150,0.3701876795390627,0.36531526112412627,0.30835296070649476,0.25930970326270836,0.24502028829569178,0.23385759357272984,0.1564245243557177,0.03682964904591799,1.0723741996363941e-09
151,0.37030459132851024,0.36541891988370667,0.3084283877999324,0.2595949153373059,0.2450714078305407,0.23390541074167012,0.1564155347336792,0.0369596819517217,1.703218691029419e-09
152,0.37041988724661273,0.3655214594888744,0.30850251319175015,0.2598816742252281,0.24511954522742765,0.23395182512592386,0.15640706434389076,0.037158256354588144,1.4655160222922562e-09
153,0.3705335238213369,0.36562282438352467,0.30857530839452685,0.26016987948497583,0.2451647046265904,0.23399684982546576,0.15639910735912824,0.03742343863361035,2.8358198864794556e-09
154,0.37064545894281103,0.36572295858073683,0.3086467453145374,0.2604594284903505,0.24520689478570085,0.23404049690535264,0.15639165825922996,0.03775229155400397,2.5276909463350207e-09
155,0.3707556519053952,0.3658218056872945,0.30871679626550774,0.26075021674691234,0.24524612884398192,0.23408277735653935,0.15638471183839808,0.03814105596640252,1.4900584649194376e-09
156,0.37086406344786665,0.36591930892934743,0.30878543398208663,0.26104213819511785,0.24528242409317783,0.2341237010620804,0.15637826321205556,0.03858536043737471,2.58289906048311e-09
157,0.37097065579161864,0.36601541117928454,0.308852631633031,0.26133508549913803,0.2453158017568533,0.23416327676824056,0.15637230782329783,0.03908043642150822,1.0260258028091067e-09
158,0.3710753926767377,0.36611005498387544,0.3089183628340976,0.2616289503206455,0.24534628677915435,0.23420151206006465,0.15636684144897053,0.039621320087968356,2.3713147600913223e-09
159,0.37117823939583866,0.3662031825937693,0.3089826016606341,0.26192362357714283,0.24537390762385541,0.23423841334100734,0.15636186020541032,0.04020302750545727,2.558712978403533e-09
160,0.3712791628255161,0.3662947359944254,0.30904532265986834,0.2622189956846337,0.24539869608424053,0.23427398581625275,0.15635736055388086,0.040820695967647175,9.837177009063777e-10
161,0.37137813145527054,0.3663846569385757,0.3091065008628881,0.26251495678465264,0.24542068710411832,0.2343082334794003,0.15635333930574086,0.041469689583729895,2.4689589103253405e-09
