step,tol,triplet_cluster_count,cluster_sizes_desc
0,0.01,2,14;14
0,0.001,2,14;14
0,0.0001,2,14;14
0,1e-06,2,14;14
0,1e-08,2,14;14
0,1e-10,2,14;14
1,0.01,2,14;14
1,0.001,5,11;9;5;2;1
1,0.0001,14,4;3;3;3;2;2;2;2;2;1;1;1;1;1
1,1e-06,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1,1e-08,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1,1e-10,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
10,0.01,4,12;9;5;2
10,0.001,13,5;4;3;3;2;2;2;2;1;1;1;1;1
10,0.0001,21,2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
10,1e-06,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
10,1e-08,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
10,1e-10,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
50,0.01,12,5;5;3;3;2;2;2;2;1;1;1;1
50,0.001,20,4;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
50,0.0001,27,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
50,1e-06,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
50,1e-08,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
50,1e-10,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100,0.01,15,5;3;3;3;2;2;2;1;1;1;1;1;1;1;1
100,0.001,19,3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
100,0.0001,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100,1e-06,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100,1e-08,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100,1e-10,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
150,0.01,20,3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
150,0.001,27,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
150,0.0001,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
150,1e-06,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
150,1e-08,28,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
