step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,8.857392066779387e-32,2.4286296611407557e-32,1.0000000000000002,3.7238012298709096e-17
5,3.0477970177053506e-29,8.356828039821613e-30,0.9999999999999998,3.5195996082365254e-16
10,5.438658857829062e-29,1.4912389695934796e-29,0.9999999999999999,4.89684712451975e-16
25,1.3854882347347702e-28,3.798903556113991e-29,0.9999999999999998,7.584224792008561e-16
50,2.510465415064525e-28,6.883505578533853e-29,1.0000000000000002,1.0307469397583573e-15
75,3.779779671382575e-28,1.0363868905528048e-28,0.9999999999999998,1.2438322972272872e-15
100,5.116276250869902e-28,1.402844106230317e-28,1.0000000000000002,1.5158203920160685e-15
125,6.746781893626719e-28,1.8499163749976227e-28,0.9999999999999999,1.748171660436284e-15
150,7.949954210094241e-28,2.179817089926562e-28,0.9999999999999998,1.8891028739459e-15
200,1.1640756223330414e-27,3.191806982116414e-28,1.0000000000000002,2.317409120654468e-15
250,1.4899384880424818e-27,4.085298221026929e-28,1.0,2.594538941158026e-15
300,1.682280056310492e-27,4.612684199026038e-28,1.0000000000000002,2.706620502501567e-15
350,2.0394131191631373e-27,5.591915944531589e-28,1.0000000000000002,3.014699329855552e-15
400,2.362669826252751e-27,6.478261294360904e-28,1.0,3.2504848368987013e-15
450,2.5609341069438304e-27,7.021886900183452e-28,0.9999999999999999,3.381340395215528e-15
500,2.8124982307689612e-27,7.7116566294608115e-28,0.9999999999999999,3.4979477367764532e-15
