t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(355.9399617996961),np.float64(-37.09234472909089),np.float64(-16.883563719221776),np.float64(35.32634284050807),np.float64(4.440892098500626e-16)
1,np.float64(355.9399617996959),np.float64(-37.0923447290909),np.float64(-16.883563719221858),np.float64(36.09228859775279),np.float64(4.440892098500626e-16)
2,np.float64(355.9399617996965),np.float64(-37.09234472909155),np.float64(-16.883563719221502),np.float64(59.225010680525884),np.float64(1.7763568394002505e-15)
3,np.float64(355.9399617996963),np.float64(-37.09234472909166),np.float64(-16.883563719221087),np.float64(77.25564006837246),np.float64(3.552713678800501e-15)
4,np.float64(355.93996179969565),np.float64(-37.09234472909192),np.float64(-16.88356371922098),np.float64(102.0373124101806),np.float64(3.552713678800501e-15)
5,np.float64(355.93996179969463),np.float64(-37.09234472909174),np.float64(-16.8835637192212),np.float64(130.92814622569998),np.float64(7.105427357601002e-15)
6,np.float64(355.9399617996942),np.float64(-37.09234472909208),np.float64(-16.883563719221193),np.float64(148.74079009651382),np.float64(1.4210854715202004e-14)
7,np.float64(355.93996179969395),np.float64(-37.09234472909184),np.float64(-16.883563719221655),np.float64(152.7812973588838),np.float64(1.4210854715202004e-14)
8,np.float64(355.93996179969383),np.float64(-37.09234472909111),np.float64(-16.883563719222288),np.float64(156.09271755643044),np.float64(7.105427357601002e-15)
9,np.float64(355.93996179969423),np.float64(-37.0923447290911),np.float64(-16.883563719221815),np.float64(156.4422138693823),np.float64(1.4210854715202004e-14)
10,np.float64(355.939961799694),np.float64(-37.0923447290914),np.float64(-16.883563719221357),np.float64(156.79376033220686),np.float64(1.4210854715202004e-14)
11,np.float64(355.93996179969554),np.float64(-37.09234472909114),np.float64(-16.88356371922221),np.float64(157.41246632148966),np.float64(1.4210854715202004e-14)
12,np.float64(355.93996179969497),np.float64(-37.09234472909127),np.float64(-16.8835637192213),np.float64(158.41808616853646),np.float64(3.552713678800501e-15)
13,np.float64(355.9399617996948),np.float64(-37.09234472908966),np.float64(-16.88356371922366),np.float64(159.71405496453502),np.float64(1.4210854715202004e-14)
14,np.float64(355.9399617996945),np.float64(-37.09234472908871),np.float64(-16.883563719225094),np.float64(161.37710199124038),np.float64(1.4210854715202004e-14)
15,np.float64(355.9399617996942),np.float64(-37.0923447290879),np.float64(-16.883563719226174),np.float64(162.56845856993976),np.float64(1.4210854715202004e-14)
16,np.float64(355.93996179969355),np.float64(-37.09234472908832),np.float64(-16.883563719225982),np.float64(163.6124260064402),np.float64(1.7763568394002505e-15)
17,np.float64(355.9399617996945),np.float64(-37.0923447290884),np.float64(-16.883563719225535),np.float64(164.43988361226755),np.float64(7.105427357601002e-15)
18,np.float64(355.93996179969594),np.float64(-37.092344729089405),np.float64(-16.883563719225563),np.float64(166.1658437711826),np.float64(1.4210854715202004e-14)
19,np.float64(355.93996179969463),np.float64(-37.092344729089106),np.float64(-16.88356371922589),np.float64(168.7615731951478),np.float64(1.4210854715202004e-14)
20,np.float64(355.939961799695),np.float64(-37.09234472908913),np.float64(-16.883563719226174),np.float64(169.4313941913908),np.float64(3.552713678800501e-15)
21,np.float64(355.93996179969463),np.float64(-37.09234472908889),np.float64(-16.883563719226423),np.float64(171.83032465608255),np.float64(7.105427357601002e-15)
22,np.float64(355.9399617996942),np.float64(-37.092344729089255),np.float64(-16.88356371922613),np.float64(172.57095591212067),np.float64(1.4210854715202004e-14)
23,np.float64(355.9399617996949),np.float64(-37.092344729089504),np.float64(-16.883563719226096),np.float64(172.84050768920292),np.float64(7.105427357601002e-15)
24,np.float64(355.9399617996945),np.float64(-37.0923447290898),np.float64(-16.88356371922645),np.float64(173.12489165106706),np.float64(1.7763568394002505e-15)
25,np.float64(355.9399617996951),np.float64(-37.092344729090094),np.float64(-16.88356371922643),np.float64(173.28874210612116),np.float64(7.105427357601002e-15)
26,np.float64(355.939961799696),np.float64(-37.092344729089874),np.float64(-16.883563719226707),np.float64(173.38763053501202),np.float64(1.4210854715202004e-14)
27,np.float64(355.9399617996969),np.float64(-37.092344729089916),np.float64(-16.8835637192268),np.float64(173.46455095207642),np.float64(1.4210854715202004e-14)
28,np.float64(355.9399617996972),np.float64(-37.092344729090144),np.float64(-16.883563719226693),np.float64(173.51731304528198),np.float64(1.4210854715202004e-14)
29,np.float64(355.93996179969633),np.float64(-37.09234472909019),np.float64(-16.88356371922613),np.float64(173.56791933159198),np.float64(7.105427357601002e-15)
30,np.float64(355.93996179969577),np.float64(-37.09234472909),np.float64(-16.8835637192266),np.float64(173.5956155590025),np.float64(7.105427357601002e-15)
31,np.float64(355.93996179969605),np.float64(-37.092344729089746),np.float64(-16.883563719226615),np.float64(173.626875642831),np.float64(1.7763568394002505e-15)
32,np.float64(355.93996179969605),np.float64(-37.09234472908974),np.float64(-16.883563719227034),np.float64(173.651591639816),np.float64(7.105427357601002e-15)
33,np.float64(355.93996179969645),np.float64(-37.09234472908969),np.float64(-16.883563719226977),np.float64(173.66758348337112),np.float64(7.105427357601002e-15)
34,np.float64(355.93996179969633),np.float64(-37.09234472908936),np.float64(-16.883563719226906),np.float64(173.68454292924253),np.float64(1.4210854715202004e-14)
35,np.float64(355.93996179969565),np.float64(-37.09234472908946),np.float64(-16.883563719226974),np.float64(173.7009831268647),np.float64(7.105427357601002e-15)
