case,N,M,rank,final_H_perp,r2_min,r2_max,classes_tol1e-6,classes_tol1e-2
N=12,12,66,11,2.5365191119898847,0.00024416201300900286,0.1932132683446152,66,52
N=13,13,78,12,2.744650920949498,0.0001793918615848288,0.19896375319400558,78,63
