class_id,count,a2n,b2n,abn,theta_over_pi_mod1,edges
0,1,0.8470679453408873,0.15293205465911278,0.3599219933775303,0.12789333666094901,1-2
1,1,0.6629411838424958,0.33705881615750416,-0.47270516245119004,0.802830670922434,1-3
2,1,0.3578838814072797,0.6421161185927202,-0.47937773085129837,0.7041306633741048,1-4
3,1,0.9529917038561676,0.04700829614383241,0.21165659979666632,0.06956650296273077,1-5
4,1,0.31870682796067057,0.6812931720393295,-0.46597509136424675,0.6909468959008693,1-6
5,1,0.1040388121662391,0.8959611878337609,-0.30531088701400266,0.6045402079589218,1-7
6,1,0.6414218452162377,0.3585781547837623,0.47958300813898164,0.20436111497848386,1-8
7,1,0.08308317838128045,0.9169168216187196,0.2760079054145819,0.4069293993832807,1-9
8,1,0.07408235109648395,0.925917648903516,0.26190486126168266,0.4122551420249856,1-10
9,1,0.8198783412992486,0.18012165870075136,-0.3842887544121496,0.8604824397951824,1-11
10,1,0.909993468182462,0.09000653181753804,-0.2861911180447719,0.903009683483487,1-12
11,1,0.5004918390774691,0.499508160922531,0.49999975809426334,0.249843442733982,1-13
12,1,0.3823784206486392,0.6176215793513609,-0.4859682747576138,0.7122056761787096,2-3
13,1,0.36018237233350864,0.6398176276664913,0.48005315434201073,0.2951067689446431,2-4
14,1,0.7018911272575377,0.2981088727424622,0.45742756009523594,0.18384766825504875,2-5
15,1,0.5344826222810477,0.46551737771895235,-0.49880953154548135,0.760984879059532,2-6
16,1,0.09712053064436432,0.9028794693556357,0.2961218215054767,0.3991211497477805,2-7
17,1,0.5379780644818389,0.4620219355181611,0.4985555802698565,0.23789955228808127,2-8
18,1,0.3839377909584116,0.6160622090415885,0.4863430513869677,0.2872838262605702,2-9
19,1,0.5475173346590512,0.452482665340949,-0.4977369816548694,0.7651480979059112,2-10
20,1,0.0005444748242473883,0.9994555251757526,0.023327631071610105,0.49257188793285855,2-11
21,1,0.33415269740956305,0.665847302590437,-0.47169340913720226,0.6961898237755624,2-12
22,1,0.3928611218528215,0.6071388781471785,-0.48838638472971796,0.7156301157946127,2-13
23,1,0.8090569354251995,0.1909430645748005,-0.3930442858833901,0.8560514715985805,3-4
24,1,0.0585420850238023,0.9414579149761977,-0.23476564762517577,0.5777885449943763,3-5
25,1,0.9243247088535848,0.07567529114641532,-0.2644778657209722,0.9112918751999629,3-6
26,1,0.02860378206675918,0.9713962179332407,0.1666901488338064,0.44590534792865605,3-7
27,1,0.004684924932676493,0.9953150750673235,-0.06828598985920668,0.5218042491418169,3-8
28,1,0.850198341768815,0.14980165823118508,0.3568768995359216,0.1265032259816258,3-9
29,1,0.9614673385666332,0.03853266143336673,-0.19247829861111165,0.9371082061326108,3-10
30,1,0.7990264010453322,0.20097359895466785,0.40072835122795614,0.14797064780773053,3-11
31,1,0.9940565268958022,0.005943473104197854,0.07686447964864872,0.024564131957141303,3-12
32,1,0.646609947300163,0.3533900526998369,0.4780225134370173,0.20263659690798258,3-13
33,1,0.7477703401448105,0.2522296598551895,0.4342923652846374,0.1674849729790457,4-5
34,1,0.33089573205633077,0.6691042679436692,0.4705355954263564,0.3049104609076736,4-6
35,1,0.6777478573278448,0.32225214267215513,-0.4673389553796688,0.8078439684407638,4-7
36,1,0.34947347434747106,0.650526525652529,-0.4768036965827536,0.7013309366689027,4-8
37,1,0.022247957161564635,0.9777520428384353,0.1474889336991146,0.45234386053004616,4-9
38,1,0.5253765623571991,0.4746234376428008,-0.49935561485071045,0.7580810825270636,4-10
39,1,0.9951489805041634,0.004851019495836605,-0.06948012021929452,0.97781198800207,4-11
40,1,0.17345862801557244,0.8265413719844276,-0.37864327853868956,0.6367376866026031,4-12
41,1,0.5336397983723041,0.46636020162769587,-0.4988670804587838,0.7607159751728249,4-13
42,1,0.9618889054900577,0.038111094509942295,-0.19146445880422963,0.9374577084031883,5-6
43,1,0.6166141226619192,0.3833858773380809,0.486211010154841,0.21253553643631326,5-7
44,1,0.05797350032188662,0.9420264996781135,0.23369333234458112,0.42259779842226847,5-8
45,1,0.977421914485648,0.022578085514351913,0.14855408297606137,0.048011098272981806,5-9
46,1,0.2089592853540671,0.791040714645933,-0.4065652498903278,0.6511192420998951,5-10
47,1,0.04307568760477373,0.9569243123952262,0.20302751720431808,0.4334520612909703,5-11
48,1,0.21239424231126428,0.7876057576887358,0.4090023571378143,0.3475401280324222,5-12
49,1,0.9986574319274727,0.0013425680725273554,-0.036616466015960435,0.9883341735556153,5-13
50,1,0.004240206832516246,0.9957597931674838,-0.06497866941184413,0.5207420197169476,6-7
51,1,0.006053160746494574,0.9939468392535055,0.07756622971030415,0.47520978182458734,6-8
52,1,0.016791013313191345,0.9832089866868087,-0.12848764604080648,0.5413629501974561,6-9
53,1,0.8587940347134864,0.14120596528651375,0.34823388785989456,0.12262304350930739,6-10
54,1,0.06495542247194401,0.935044577528056,0.24644718615442798,0.4179694487330556,6-11
55,1,0.5672708769531913,0.4327291230468086,-0.4954539626584376,0.7714781182796188,6-12
56,1,0.8204479361581433,0.1795520638418567,-0.38381391352058425,0.8607184858981846,6-13
57,1,0.16625731590234014,0.83374268409766,0.37231145672848914,0.3663146659172202,7-8
58,1,0.40673439889846547,0.5932656011015346,-0.4912245185769634,0.7201377279793468,7-9
59,1,0.6864532233317041,0.31354677666829595,0.4639344732925305,0.18918061824959895,7-10
60,1,0.8428450621597329,0.15715493784026713,-0.3639467864299517,0.8702497380872057,7-11
61,1,0.807934060423571,0.1920659395764291,0.39392463039400394,0.14440270386377996,7-12
62,1,0.6541761223034428,0.3458238776965572,-0.4756361249016667,0.799888769797224,7-13
63,1,0.7392349137923606,0.2607650862076394,0.4390519969465596,0.1705958009751557,8-9
