step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11,takagi_r12,takagi_r13
25,0.3391253098701885,0.3176130128219072,0.29726479802221945,0.28112034666736113,0.2752780137968369,0.2514717428304117,0.2363221222299482,0.22338800134086678,0.20240441438529966,0.14285028548322398,0.11463159494872294,0.0443181249849971,2.5494731231420854e-09
26,0.33912699419268716,0.31763167422296934,0.29727583715083367,0.28116817889495826,0.2752994663525577,0.2514745590931133,0.23633678979915562,0.2233886788393203,0.20242795742588443,0.14290065785332837,0.11462688336017063,0.044408116368788324,4.034540555449887e-09
27,0.33912881221992625,0.31765108383888363,0.29728734295008985,0.28121801910250327,0.2753217005846654,0.2514775079328537,0.23635227524728336,0.22338945151466788,0.20245240664625191,0.14295289414798376,0.11462193711450744,0.044501365815033375,1.5418315430488255e-09
28,0.3391307739401953,0.31767124362170873,0.2972993198658378,0.28126988053249213,0.27534471289089596,0.25148058966278075,0.2363686040011613,0.22339032557161817,0.20247776069110915,0.143006981663584,0.11461674904298796,0.044597844736612165,2.468015428916385e-09
29,0.3391328895999813,0.31769215546471596,0.29731177242889917,0.28132377597596053,0.27536849996273405,0.2514838046056239,0.23638580214815555,0.22339130737446344,0.20250401814815733,0.14306290713101724,0.11461131158970549,0.04469752408354378,2.4590896293170626e-09
30,0.33913516969219765,0.3177138211897323,0.29732470524620863,0.28137971769093456,0.27539305881440496,0.251487153091992,0.23640389640346246,0.22339240344036698,0.2025311775463266,0.14312065670770338,0.11460561680263355,0.044800374389659,1.7836004200991067e-09
31,0.3391376249440346,0.3177362425343845,0.2973381229917116,0.28143771732165684,0.27541838681007025,0.2514906354586339,0.23642291407641836,0.22339362043263283,0.20255923735390066,0.14318021596998484,0.11459965632504024,0.04490636581852306,1.5561968025312606e-09
32,0.33914026630442,0.31775942113925876,0.29735203039701574,0.28149778581889096,0.27544448168897684,0.2514942520466512,0.23644288303584154,0.22339496515396487,0.20258819597651948,0.14324156990591502,0.11459342138732509,0.04501546820847839,2.0184930217508125e-09
33,0.339143104931115,0.3177833585350219,0.29736643224183607,0.2815599333616279,0.2754713415883518,0.2514980031996827,0.2364638316744413,0.22339644453974064,0.20261805175505196,0.14330470290850703,0.11458690279934326,0.045127651116682085,2.306236521054955e-09
34,0.3391461521774402,0.31780805612951823,0.2973813333442331,0.2816241692804729,0.2754989650638242,0.2515018892620558,0.23648578887231825,0.22339806565131087,0.20264880296333168,0.1433695987694864,0.11458009094327161,0.04524288386203486,1.8997984268763884e-09
35,0.3391494195786502,0.3178335151948819,0.2973967385506787,0.28169050198299833,0.27552735110719095,0.25150591057691685,0.2365087839595909,0.22339983566934307,0.20268044780574224,0.14343624067360364,0.11457297576706944,0.04536113556689285,3.665015845522475e-09
36,0.3391529188379494,0.31785973685467644,0.2974126527259598,0.2817589388813078,0.2755564991613445,0.25151006748433585,0.23653284667817284,0.22340176188721703,0.20271298441463545,0.14350461119355087,0.11456554677859344,0.045482375197475715,9.949038496012348e-10
37,0.3391566618121854,0.31788672207110996,0.2974290807429622,0.28182948632206517,0.27558640913223165,0.25151436031940944,0.2365580071427528,0.2234038517044982,0.2027464108475846,0.14357469228553696,0.11455779304041658,0.04560657160288764,2.8664265061220925e-09
38,0.33916066049720817,0.31791447163233566,0.29744602747235016,0.2819021495191863,0.27561708139770164,0.2515187894103541,0.2365842958010007,0.22340611262048998,0.20278072508444853,0.1436464652855644,0.114549703165404,0.04573369355268078,1.0638682951953196e-09
39,0.33916492701291745,0.3179429861398685,0.2974634977721733,0.28197693248938727,0.2756485168131498,0.2515233550766034,0.23661174339304708,0.2234085522278802,0.202815925024236,0.1437199109064507,0.11454126531309507,0.045863709772899,3.3086203980246714e-09
40,0.3391694735880092,0.3179722659961467,0.2974814964774419,0.2820538379907506,0.275680716713883,0.25152805762691727,0.23664038091027836,0.22341117820649453,0.20285200848176055,0.1437950092356415,0.11453246718693831,0.04599658898054697,1.6750716678695081e-09
41,0.33917431254444086,0.3180023113922609,0.2975000283897001,0.28213286746444893,0.2757136829141606,0.2515328973575131,0.23667023955349434,0.22341399831716272,0.20288897318407026,0.14387173973385417,0.11452329603242599,0.046132299916439995,3.4628154978430203e-09
42,0.33917945628162216,0.31803312229587377,0.297519098266639,0.2822140209797259,0.2757474177028862,0.25153787455022586,0.23670135069047535,0.22341702039570782,0.2029268167666399,0.14395008123458994,0.11451373863616854,0.04627081137640597,2.6234744796023196e-09
43,0.33918491726034855,0.31806469843934987,0.2975387108117867,0.28229729718221563,0.2757819238359563,0.25154298947070436,0.2367337458130041,0.22342025234705862,0.20296553676930498,0.14403001194454887,0.1145037813259498,0.046412092240801776,1.5211301339628338e-09
44,0.33919070798650497,0.31809703930812777,0.2975588706643296,0.282382693245661,0.27581720452530534,0.25154824236666323,0.23676745649340608,0.2234237021394989,0.20300513063193615,0.14411150944498613,0.1144934099718007,0.04655611150233118,2.3373384785296657e-09
45,0.3391968409945464,0.31813014412934826,0.29757958238910787,0.28247020482704643,0.27585326342470046,0.25155363346619103,0.23680251434065336,0.2234273777990499,0.2030455956898287,0.144194550694035,0.1144826099881231,0.04670283829215044,2.5428482945513043e-09
46,0.3392033288307786,0.31816401186075854,0.29760085046683205,0.28255982602514673,0.2758901046123653,0.25155916297613157,0.2368389509560922,0.22343128740398757,0.20308692916879767,0.1442791120300271,0.11447136633689686,0.0468522419042532,2.8296339660299214e-09
47,0.33921018403646247,0.3181986411799191,0.2976226792845874,0.28265154934247083,0.27592773257054637,0.25156483108054895,0.2368767978888541,0.2234354390794981,0.20312912817996587,0.14436516917583278,0.11445966353199444,0.04700429181813626,1.4676615637445544e-09
48,0.3392174191307583,0.31823403047372395,0.29764507312667354,0.2827453656505436,0.27596615216214204,0.25157063793928724,0.23691608659101004,0.22343984099246514,0.2031721897142306,0.14445269724424498,0.11444748564462807,0.047158957719754944,3.3721262358453545e-09
49,0.3392250465935347,0.3182701778282568,0.29766803616584686,0.2828412641584603,0.2760053686045402,0.251576583686639,0.2369568483725294,0.2234445013463883,0.20321611063639483,0.14454167074442176,0.11443481630994894,0.04731620952077596,2.3374192938019437e-09
50,0.3392330788480677,0.3183070810190034,0.29769157245503447,0.282939232384621,0.2760453874408333,0.2515826684301363,0.2369991143561122,0.22344942837642678,0.20326088767895653,0.14463206358940697,0.1144216387348165,0.04747601737614584,1.9898651917939675e-09
51,0.3392415282436507,0.31834473750142783,0.29771568591958086,0.28303925613153263,0.2760862145085786,0.2515888922494763,0.23704291543195233,0.22345463034455915,0.20330651743553826,0.14472384910473604,0.11440793570674444,0.04763835169999635,2.637326864583348e-09
52,0.3392504070381415,0.31838314440193666,0.29774038035010914,0.283141319463557,0.2761278559063005,0.25159525519559367,0.2370882822125048,0.2234601155348526,0.203352996353952,0.14481700003813633,0.11439368960403944,0.04780318317990821,1.4262354492521878e-09
53,0.3392597273804692,0.31842229850923626,0.2977656593960666,0.28324540468745846,0.2761703179579274,0.2516017572898972,0.23713524498731772,0.2234658922488278,0.2034003207288863,0.1449114885703265,0.11437888240712926,0.04797048278956558,9.743544389843165e-10
54,0.339269501293139,0.31846219626611233,0.29779152656004604,0.2833514923356105,0.2762136071753789,0.25160839852368677,0.23718383367800563,0.22347196880091494,0.20344848669421503,0.14500728632691703,0.11436349571108695,0.04814022179983243,2.3235604624757646e-09
55,0.3392797406547463,0.318502833761625,0.2978179851929573,0.28345956115168425,0.27625773021950606,0.2516151788577582,0.23723407779342112,0.2234783535139766,0.20349749021491378,0.14510436439140545,0.11434751073934206,0.048312371788279566,1.6137445011859103e-09
56,0.33929045718254114,0.3185442067237497,0.2978450384901462,0.28356958807866006,0.27630269385960515,0.25162209822222054,0.23728600638510017,0.2234850547148914,0.20354732707858456,0.14520269331926344,0.11433090835857448,0.04848690464720523,2.140668505364584e-09
57,0.33930166241506593,0.3185863105124643,0.29787268948855194,0.2836815482489791,0.27634850493172003,0.2516291565165361,0.23733964800304722,0.22349208073017862,0.20359799288658584,0.1453022431531034,0.11431366909477765,0.04866379259018562,1.7254971407990267e-09
58,0.3393133676948947,0.3186291401132962,0.2979009410649998,0.28379541497665134,0.276395170295944,0.2516363536097973,0.2373950306519208,0.2234994398816441,0.2036494830447646,0.1454029834389108,0.1142957731504731,0.0488430081571926,2.7568986382324184e-09
59,0.3393255841515101,0.31867269013134464,0.29792979593573254,0.28391115975113934,0.27644269679294087,0.25164368934126546,0.23745218174769514,0.22350714048203454,0.20370179275379552,0.1455048832433266,0.1142772004230631,0.0490245242183252,1.9591897390834498e-09
60,0.3393383226843414,0.3187169547857814,0.297959256657287,0.2840287522328247,0.2764910911998842,0.2516511635211778,0.23751112807485147,0.2235151908306738,0.203754916999129,0.14560791117195732,0.11425793052428818,0.049208313976194705,3.2374338667187835e-09
61,0.3393515939459978,0.3187619279048407,0.29798932562882396,0.2841481602498672,0.27654036018602135,0.2516587759318466,0.23757189574416884,0.2235235992090667,0.2038088505405553,0.14571203538868735,0.11423794280076909,0.04939435096701056,1.4389977811339229e-09
62,0.33936540832572654,0.3188076029213122,0.29802000509602716,0.2842693497962722,0.2765905102680555,0.2516665263290659,0.23763451015116824,0.2235323738764436,0.20386358790139084,0.14581722363596958,0.11421721635559942,0.04958260906040582,3.223451289532866e-09
63,0.33937977593312846,0.318853972868538,0.29805129715668705,0.28439228503097186,0.27664154776553185,0.2516744144438422,0.23769899593527152,0.22354152306522812,0.2039191233573027,0.14592344325605913,0.11419573007095396,0.04977306245805391,3.1620522828688572e-09
64,0.3393947065821604,0.31890103037692763,0.2980832037680946,0.2845169282777348,0.27669347875640554,0.25168243998447,0.2377653769397279,0.22355105497640432,0.20397545092478192,0.1460306612131581,0.11417346263167377,0.04996568569112149,2.215854823563838e-09
65,0.33941020977545583,0.3189487676709958,0.298115726756366,0.28464324002571934,0.2767463090329596,0.25169060263896714,0.237833676172357,0.22356097777475936,0.20403256434928327,0.14613884411643357,0.11415039254978866,0.050160453616598384,3.567884409297117e-09
66,0.3394262946889933,0.31899717656692844,0.2981488678278254,0.2847711789304835,0.27680004405822894,0.25169890207789253,0.23790391576715667,0.22357129958397937,0.20409045709305165,0.14624795824386866,0.11412649818992893,0.05035734141255728,2.472252688040496e-09
67,0.33944297015714603,0.3190462484706882,0.2981826285825824,0.28490070181527544,0.2768546889230802,0.2517073379575617,0.23797611694681986,0.223582028481577,0.2041491223226589,0.14635796956690184,0.11410175779558264,0.05055632457238864,2.4454224629411004e-09
68,0.3394602446581422,0.31909597437666454,0.29821701053043137,0.28503176367242455,0.27691024830408384,0.2517159099236856,0.23805029998619556,0.2235931724936272,0.20420855289627673,0.1464688437758135,0.11407614951614507,0.05075737889805062,1.7459496790214887e-09
69,0.3394781262999634,0.3191463448668738,0.2982520151092102,0.2851643176646588,0.2769667264223045,0.25172461761544745,0.23812648417673063,0.22360473958928778,0.2042687413507147,0.14658054630580575,0.11404965143470831,0.050960480492392386,3.4399153561548785e-09
70,0.3394966228067145,0.3191973501107159,0.29828764370575106,0.28529831512617904,0.2770241270031265,0.25173346067004326,0.23820468779191664,0.2236167376750839,0.20432967988825515,0.14669304236372782,0.11402224159653768,0.05116560575058397,1.598629286489213e-09
71,0.33951574150548186,0.31924897986528883,0.2983238976795591,0.2854337055633186,0.27708245323721314,0.2517424387277013,0.23828492805376383,0.2236291745889301,0.20439136036331915,0.14680629695539346,0.11399389803817242,0.051372731350708904,2.177086296476068e-09
72,0.3395354893137297,0.3193012234762793,0.2983607783893606,0.28557043665463744,0.27714170774271174,0.2517515514372155,0.23836722110032507,0.22364205809387816,0.204453774269008,0.14692027491343737,0.11396459881709974,0.05158183424356081,2.5808034447945978e-09
73,0.3395558727272404,0.3193540698794236,0.2983982872226465,0.2857084542502851,0.277201892528775,0.25176079846200533,0.23845158195427407,0.22365539587156225,0.2045169127235568,0.14703494092565322,0.113934322041934,0.05179289164168994,4.015237750944726e-09
74,0.3395768978086317,0.3194075076025437,0.2984364256283402,0.2858477023704818,0.2772630089604807,0.25177017948673003,0.23853802449253889,0.22366919551532197,0.20458076645674322,0.1471502595637523,0.11390304590304408,0.05200588100774579,2.5649839346528594e-09
75,0.33959857017648126,0.31946152476817175,0.29847519515272264,0.2859881232029792,0.27732505772522165,0.25177969422448904,0.23862656141699665,0.22368346452299026,0.20464532579630643,0.14726619531248922,0.11387074870356222,0.05222078004216112,3.1685389768969894e-09
76,0.3396208949950715,0.31951610909675854,0.29851459747872416,0.28612965709936067,0.2773880388006195,0.25178934242462864,0.2387172042262083,0.2236982102893211,0.20471058065441902,0.14738271259908864,0.11383740889071317,0.05243756667022087,2.1422147037191277e-09
77,0.33964387696478654,0.31957124791047553,0.2985546344686987,0.28627224257005485,0.27745195142401907,0.25179912388119036,0.2388099631881835,0.22371344009804525,0.2047765205142713,0.14749977582291532,0.11380300508739753,0.05265621902856239,2.6100761629457176e-09
78,0.3396675203131756,0.3196269281376115,0.298595308210776,0.2864158162779511,0.2775167940636048,0.25180903844203,0.23890484731414446,0.2237291611135349,0.20484313441681895,0.1476173493853235,0.11376751612396671,0.05287671545114692,3.1425515955676397e-09
79,0.3396918287867068,0.3196831363175681,0.29863662106887884,0.28656031303051244,0.27758256439118023,0.25181908601864267,0.23900186433325973,0.22374538037206484,0.2049104109477582,0.14773539771962255,0.11373092107012167,0.053099034454753315,1.7035618142573332e-09
80,0.3397168056432273,0.3197398586064563,0.29867857573647033,0.28670566577030226,0.2776492592566393,0.2518292665967306,0.23910102066830288,0.2237621047726549,0.20497833822478526,0.14785388532109944,0.11369319926687477,0.05332315472402987,2.2585059218430162e-09
81,0.3397424536451425,0.3197970807832929,0.29872117529407805,0.28685180556385576,0.2777168746641532,0.2518395802475497,0.23920232141218292,0.22377934106747896,0.2050469038852003,0.14797277677702805,0.11365433035850488,0.05354905509614991,9.52173042075654e-10
82,0.3397687750533379,0.3198547882568035,0.29876442327062114,0.28699866158886095,0.27778540575009925,0.2518500271400843,0.23930577030529562,0.22379709585183505,0.20511609507392978,0.14809203679661026,0.1136142943244505,0.053776714545116816,9.228023072359191e-10
83,0.3397957716218452,0.3199129660728246,0.29880832370852567,0.287146161119624,0.2778548467627383,0.2518606075540895,0.23941136971361693,0.22381537555365744,0.20518589843202262,0.1482116302407793,0.11357307151106977,0.05400611216575358,3.58818131925152e-09
84,0.33982344459327307,0.3199715989223094,0.29885288123259374,0.287294229510842,0.27792519104365804,0.2518713218940584,0.23951912060746755,0.22383418642257005,0.20525630008569345,0.1483315221518088,0.11353064266321365,0.054237227157427036,2.586528265801626e-09
85,0.3398517946950098,0.3200306711499349,0.2988981011225419,0.2874427901797382,0.2779964310109854,0.25188217070416696,0.23962902254086058,0.22385353451846776,0.20532728563598507,0.1484516777826619,0.11348698895554739,0.05447003880753961,1.8084806306958198e-09
86,0.3398808221362001,0.3200901667633006,0.2989439893890775,0.2875917645866487,0.27806855814436915,0.2518931546842585,0.23974107363132977,0.22387342569962027,0.20539884014910895,0.14857206262602343,0.11344209202356609,0.05470452647483393,2.724750109129217e-09
87,0.3399105266055079,0.320150069442721,0.2989905528533335,0.28774107221421746,0.27814156297173265,0.25190427470693605,0.23985527054013364,0.22389386561029234,0.20547094814754427,0.1486926424429516,0.11339593399424429,0.054940669572549394,1.9466293176070502e-09
88,0.3399409072696648,0.32021036255159857,0.29903779922941665,0.2878906305453967,0.27821543505779084,0.25191553183583576,0.23997160845271362,0.22391485966787542,0.20554359360195654,0.1488133832910948,0.11334849751626669,0.055178447551468834,2.8193514565551535e-09
89,0.3399719627728085,0.3202710291473732,0.29908573720975795,0.28804035504053194,0.27829016299432574,0.25192692734516764,0.2400900810592769,0.2239364130495292,0.20561675992401232,0.14893425155241535,0.11329976578979167,0.05541783988289358,2.4627363188867442e-09
90,0.34000369123661073,0.32033205199303716,0.2991343765528728,0.2881901591138714,0.27836573439220724,0.25193846274061166,0.24021068053535719,0.22395853067832858,0.2056904299601544,0.14905521396036434,0.11324972259569183,0.055658826041588096,2.930332000805893e-09
91,0.34003609026119236,0.3203934135691999,0.29918372817305283,0.2883399541099348,0.27844213587514793,0.25195013978167513,0.2403333975221996,0.22398121720891745,0.20576458598640773,0.1491762376264558,0.11319835232422946,0.05590138548872521,3.016510533068884e-09
92,0.3400691569268183,0.32045509608668854,0.29923380423140955,0.28848964928025644,0.27851935307517267,0.25196196050561764,0.24045822110679232,0.2240044770126646,0.2058392097042775,0.1492972900661862,0.11314564000311819,0.05614549765487481,2.8681382565167926e-09
93,0.340102887796377,0.32051708149967156,0.29928461822759295,0.28863915176114585,0.27859737062979023,0.2519739272530798,0.2405851388013672,0.22402831416233226,0.20591428223781286,0.14941833922425224,0.11309157132493565,0.05639114192306668,3.4705475147790844e-09
94,0.34013727891862144,0.3205793515192766,0.299336185091374,0.28878836655319073,0.27867617218083945,0.2519860426955445,0.24071413652215637,0.22405273241624885,0.2059897841318869,0.14953935349901787,0.11303613267384052,0.05663829761196124,2.7015814199381114e-09
95,0.34017232583217877,0.32064188762769064,0.29938852127317317,0.28893719650338384,0.27875574037499506,0.25199830986479793,0.2408451985671943,0.22407773520200208,0.2060656953517645,0.14966030176618636,0.11297931115156416,0.05688694395916783,4.098925102827818e-09
96,0.34020802357030583,0.3207046710927073,0.2994416448324568,0.28908554229086425,0.27883605686590046,0.2520107321845561,0.24097830759291547,0.22410332559964768,0.20614199528400362,0.1497811534016327,0.11292109460264288,0.0571370601047331,1.6787548474186259e-09
97,0.3402443666663826,0.3207676829826988,0.29949557552279943,0.28923330241741974,0.2789171023179073,0.25202331350445656,0.24111344458929423,0.22412950632445044,0.20621866273875025,0.14990187830335838,0.11286147163885922,0.05738862507484072,2.651478433708313e-09
98,0.3402813491601323,0.3208309041819823,0.29955033487224547,0.2893803732040467,0.2789988564113901,0.25203605813663277,0.24125058885323872,0.224156279709161,0.20629567595347326,0.15002244691252864,0.11280043166286988,0.057641617765746,3.639132443732718e-09
99,0.3403189646045461,0.32089431540654095,0.299605946257446,0.28952664879500556,0.2790812978496043,0.2520489708951106,0.24138971795992598,0.22418364768584115,0.20637301259818272,0.15014283023355765,0.11273796489099373,0.05789601692797166,3.0098573882955252e-09
100,0.340357206073501,0.3209578972200674,0.29966243496989947,0.2896720211709862,0.2791644043670571,0.25206205713830293,0.24153080773174682,0.2242116117672524,0.20645064978217584,0.15026299985320735,0.11267406237514184,0.05815180115080406,1.5066974161105499e-09
101,0.3403960661700504,0.3210216300502879,0.2997198282724525,0.28981638017313216,0.27924815273935544,0.2520753228149044,0.2416738322044816,0.22424017302782154,0.20652856406233885,0.15038292795867325,0.11260871602387333,0.05840894884709934,1.6589972074549577e-09
102,0.34043553703536406,0.3210854942055191,0.29977815544408043,0.2899596135398349,0.27933251879449184,0.25208877451352313,0.24181876359030524,0.22426933208420027,0.2066067314530384,0.15050258735462313,0.11254191862256248,0.05866743823844069,2.734824840276579e-09
103,0.34047561035830676,0.32114946989142107,0.29983744781082283,0.2901016069583439,0.27941747742553374,0.25210241951643747,0.24196557223717946,0.22429908907544258,0.20668512743762663,0.15062195147917262,0.11247366385266841,0.058927247340655915,2.516590613031698e-09
104,0.34051627738562157,0.32121353722788737,0.2998977387606346,0.2902422441333463,0.27950300260467176,0.252116265857895,0.24211422658413728,0.22432944364281857,0.20676372698157253,0.1507409944187674,0.11240394631009923,0.05918835394972758,1.1191850174521674e-09
105,0.34055752893270413,0.3212776762660236,0.29995906373981757,0.29038140687477154,0.27958906739858375,0.25213032238743505,0.24226469311192883,0.2243603949092937,0.20684250454723427,0.15085969092195842,0.11233276152266775,0.05945073562810903,2.4629677035612486e-09
106,0.34059935539493635,0.3213418670051601,0.3000214602286469,0.29051897520712167,0.27967564398506806,0.252144598838764,0.2424169362884306,0.22439194145869934,0.20692143411027208,0.15097801641204867,0.1122601059666361,0.05971436969147063,1.6076275313122806e-09
107,0.3406417467595643,0.3214060894098418,0.30008496769379867,0.29065482750264654,0.2797627036709017,0.25215910590478463,0.24257091850817222,0.22442408131462988,0.20700048917770228,0.1510959469986037,0.11218597708235484,0.059979233195887056,2.3558293234620945e-09
108,0.340684692618082,0.321470323426731,0.300149627515226,0.290788840640622,0.27985021691086537,0.2521738553194379,0.24272660002525254,0.22445681191909855,0.20707964280757526,0.15121345948780732,0.1121103732889965,0.06024530292548832,2.4273780896905124e-09
109,0.3407281821791052,0.321534549001366,0.30021548288525235,0.29092089019488776,0.2799381533278869,0.25218885994710877,0.24288393887885382,0.2244901301109915,0.20715886763026378,0.15133053139166058,0.11203329399839641,0.0605125553805825,2.513166816062665e-09
110,0.3407722042817066,0.32159874609471234,0.3002825786778448,0.2910508506516063,0.28002648173424743,0.2522041338804271,0.24304289081047287,0.22452403210436664,0.2072381358713329,0.1514471409360148,0.11195473962800594,0.06078096676626682,2.965255422912735e-09
111,0.3408167474091799,0.3216628946994384,0.30035096128629873,0.2911785956589183,0.2801151701537867,0.25221969254739146,0.2432034091718935,0.22455851346663852,0.20731741937595505,0.15156326706743595,0.11187471161297674,0.061050512981535944,3.1292059638101287e-09
112,0.3408617997032057,0.3217269748558484,0.3004206784279507,0.29130399830980064,0.28020418584504364,0.2522355528288495,0.24336544482281977,0.22459356909670025,0.20739668963482755,0.15167888945889849,0.11179321241738364,0.061321169608897205,1.0660028993196265e-09
