t,H,Q2_re,Q2_im,generator_norm
0,np.float64(944.3855946509996),np.float64(-58.30875247868093),np.float64(181.13532479936134),np.float64(27.861344513487182)
1,np.float64(944.3855946510022),np.float64(-58.30875247868211),np.float64(181.13532479936185),np.float64(27.516399438036736)
2,np.float64(944.3855946510047),np.float64(-58.30875247868201),np.float64(181.13532479936214),np.float64(27.43303781637676)
3,np.float64(944.3855946510047),np.float64(-58.30875247868228),np.float64(181.135324799362),np.float64(28.767655793328608)
4,np.float64(944.3855946510018),np.float64(-58.308752478681754),np.float64(181.13532479936163),np.float64(29.58022809707307)
5,np.float64(944.3855946510001),np.float64(-58.308752478682095),np.float64(181.13532479936106),np.float64(29.730817162910895)
6,np.float64(944.385594651003),np.float64(-58.30875247868212),np.float64(181.13532479936143),np.float64(29.834962776644947)
7,np.float64(944.3855946510046),np.float64(-58.30875247868179),np.float64(181.13532479936188),np.float64(29.824118615277577)
8,np.float64(944.3855946510046),np.float64(-58.30875247868204),np.float64(181.13532479936146),np.float64(29.838794533828658)
9,np.float64(944.3855946510037),np.float64(-58.30875247868205),np.float64(181.13532479936157),np.float64(29.8176842487061)
10,np.float64(944.3855946509992),np.float64(-58.30875247868138),np.float64(181.13532479936072),np.float64(29.79887664424834)
11,np.float64(944.385594650998),np.float64(-58.308752478681484),np.float64(181.1353247993598),np.float64(29.810927491196992)
12,np.float64(944.3855946509972),np.float64(-58.30875247868065),np.float64(181.13532479936043),np.float64(29.809759735582684)
13,np.float64(944.3855946509941),np.float64(-58.308752478680944),np.float64(181.13532479936026),np.float64(29.768409013771855)
14,np.float64(944.3855946509948),np.float64(-58.30875247868023),np.float64(181.13532479936075),np.float64(29.81551385713931)
15,np.float64(944.3855946509934),np.float64(-58.30875247868029),np.float64(181.13532479935992),np.float64(29.86302651019732)
16,np.float64(944.3855946509923),np.float64(-58.30875247868045),np.float64(181.13532479935975),np.float64(29.96798869250278)
17,np.float64(944.3855946509955),np.float64(-58.308752478680155),np.float64(181.13532479936015),np.float64(30.113458810366083)
18,np.float64(944.3855946509932),np.float64(-58.308752478679764),np.float64(181.13532479935958),np.float64(30.29522527250736)
19,np.float64(944.3855946509926),np.float64(-58.30875247867891),np.float64(181.13532479935992),np.float64(30.427440321005943)
20,np.float64(944.385594650995),np.float64(-58.308752478678926),np.float64(181.1353247993607),np.float64(30.499719053575102)
21,np.float64(944.3855946509946),np.float64(-58.308752478678755),np.float64(181.1353247993606),np.float64(30.49176345154091)
22,np.float64(944.3855946509939),np.float64(-58.308752478677896),np.float64(181.13532479936046),np.float64(30.415699252658108)
23,np.float64(944.3855946509934),np.float64(-58.30875247867795),np.float64(181.13532479936032),np.float64(30.299812889076648)
24,np.float64(944.3855946509927),np.float64(-58.30875247867786),np.float64(181.13532479936066),np.float64(30.206890238214037)
25,np.float64(944.3855946509977),np.float64(-58.30875247867829),np.float64(181.13532479936143),np.float64(30.259798262143768)
26,np.float64(944.3855946509952),np.float64(-58.30875247867728),np.float64(181.13532479936217),np.float64(30.38454628523795)
27,np.float64(944.3855946509958),np.float64(-58.308752478677675),np.float64(181.13532479936188),np.float64(30.489990276456822)
28,np.float64(944.3855946509956),np.float64(-58.30875247867726),np.float64(181.13532479936208),np.float64(30.5176528622684)
29,np.float64(944.3855946509946),np.float64(-58.30875247867753),np.float64(181.13532479936146),np.float64(30.473526124210725)
