step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,3.731447842778812e-33,5.5971717641689754e-33,0.8464019339625463,0.08588160343063124
5,6.12165268608115e-13,9.182479029122942e-13,0.8464019339584294,0.08588160343162182
10,2.448659349098219e-12,3.672989023647821e-12,0.846401933945165,0.08588160343481291
25,1.5304088616809024e-11,2.2956132925216537e-11,0.8464019338504833,0.08588160345759122
50,6.121613913643313e-11,9.182420870466082e-11,0.8464019335097087,0.08588160353957143
75,1.3773582884771566e-10,2.0660374327159546e-10,0.8464019329401963,0.08588160367657431
100,2.448628352434381e-10,3.6729425286519636e-10,0.8464019321419234,0.08588160386860061
125,3.825968363475427e-10,5.738952545213738e-10,0.8464019311148666,0.08588160411565274
150,5.50937510522353e-10,8.2640626578361e-10,0.8464019298590021,0.08588160441773246
200,9.794375935175366e-10,1.4691563902764433e-09,0.8464019266607575,0.08588160518697971
250,1.530360518277976e-09,2.2955407774171412e-09,0.8464019225470012,0.08588160617635748
300,2.2037037247457306e-09,3.305555587118798e-09,0.8464019175175471,0.08588160738587847
350,2.9994646586466035e-09,4.499196987970046e-09,0.8464019115722027,0.08588160881555779
400,3.917640770762092e-09,5.876461156143291e-09,0.8464019047107777,0.08588161046540775
450,4.958229519092733e-09,7.437344278639147e-09,0.8464018969330867,0.08588161233544357
500,6.121228366836409e-09,9.181842550254435e-09,0.8464018882389429,0.08588161442567765
