phase_model,correction,delta_max,closure_pair_rms,expected_reflection_rate,expected_transmission_rate,dynamic_reflection_rate,dynamic_transmission_rate,dynamic_norm_total,reflection_abs_error,transmission_abs_error,norm_abs_error,hit_time,final_time
linear,none,1.2,0.012324249479117389,0.8836442786982036,0.1163557213017965,0.8836442786982038,0.11635572130179646,1.0000000000000002,2.220446049250313e-16,4.163336342344337e-17,2.220446049250313e-16,8.0,16.0
linear,constant,1.2,0.006780600021619291,0.9698028858171899,0.03019711418281009,0.9698028858171902,0.030197114182810087,1.0000000000000002,3.3306690738754696e-16,3.469446951953614e-18,2.220446049250313e-16,8.0,16.0
linear,linear,1.2,2.496360152553673e-18,1.0,4.383614084052005e-33,1.0000000000000002,1.6608667985580024e-19,1.0000000000000002,2.220446049250313e-16,1.6608667985579586e-19,2.220446049250313e-16,8.0,16.0
linear,affine,1.2,5.957556384629201e-18,1.0,1.9031330862604346e-32,1.0000000000000002,1.6608668316976092e-19,1.0000000000000002,2.220446049250313e-16,1.6608668316974188e-19,2.220446049250313e-16,8.0,16.0
linear,quadratic,1.2,5.889245752152703e-18,1.0,1.885289513020121e-32,1.0000000000000002,1.660866831637475e-19,1.0000000000000002,2.220446049250313e-16,1.6608668316372865e-19,2.220446049250313e-16,8.0,16.0
linear,cubic,1.2,2.1115640348777526e-18,1.0,2.7157479467097152e-33,1.0000000000000002,1.6608667985580024e-19,1.0000000000000002,2.220446049250313e-16,1.6608667985579752e-19,2.220446049250313e-16,8.0,16.0
linear,full,1.2,7.894941279379323e-19,1.0,0.0,1.0000000000000002,1.6608667985580024e-19,1.0000000000000002,2.220446049250313e-16,1.6608667985580024e-19,2.220446049250313e-16,8.0,16.0
quadratic_area,none,1.2,0.009831553796737103,0.9277654027543831,0.072234597245617,0.9277654027543831,0.07223459724561697,1.0000000000000004,0.0,2.7755575615628914e-17,4.440892098500626e-16,8.0,16.0
quadratic_area,constant,1.2,0.00707539854903218,0.9669464858230449,0.03305351417695515,0.9669464858230449,0.03305351417695516,1.0000000000000002,0.0,6.938893903907228e-18,2.220446049250313e-16,8.0,16.0
quadratic_area,linear,1.2,0.002743382355311265,0.9952954074458864,0.004704592554113632,0.9952954074458866,0.004704592554113635,1.0000000000000004,2.220446049250313e-16,2.6020852139652106e-18,4.440892098500626e-16,8.0,16.0
quadratic_area,affine,1.2,0.0018250957093973058,0.9979176000485043,0.0020823999514956765,0.9979176000485046,0.0020823999514956765,1.0000000000000002,3.3306690738754696e-16,0.0,2.220446049250313e-16,8.0,16.0
quadratic_area,quadratic,1.2,2.020518155178622e-18,1.0,2.3204790662724668e-33,1.0000000000000002,1.660866802051158e-19,1.0000000000000002,2.220446049250313e-16,1.6608668020511348e-19,2.220446049250313e-16,8.0,16.0
quadratic_area,cubic,1.2,5.691016280454219e-18,1.0,1.9442144725341366e-32,1.0000000000000002,1.6608668177221845e-19,1.0000000000000002,2.220446049250313e-16,1.66086681772199e-19,2.220446049250313e-16,8.0,16.0
quadratic_area,full,1.2,7.894941279379323e-19,1.0,0.0,1.0000000000000002,1.6608667985580024e-19,1.0000000000000002,2.220446049250313e-16,1.6608667985580024e-19,2.220446049250313e-16,8.0,16.0
cubic_high,none,1.2,0.008457974241937798,0.9470359503773993,0.05296404962260082,0.9470359503773993,0.05296404962260078,1.0000000000000002,0.0,3.469446951953614e-17,2.220446049250313e-16,8.0,16.0
cubic_high,constant,1.2,0.006765189961548282,0.9694818934244676,0.030518106575532406,0.9694818934244678,0.030518106575532406,1.0000000000000002,2.220446049250313e-16,0.0,2.220446049250313e-16,8.0,16.0
cubic_high,linear,1.2,0.0037434112709010437,0.9911982904394089,0.00880170956059117,0.9911982904394093,0.00880170956059117,1.0000000000000002,4.440892098500626e-16,0.0,2.220446049250313e-16,8.0,16.0
cubic_high,affine,1.2,0.0028119644948642903,0.9950584485235406,0.004941551476459412,0.9950584485235409,0.0049415514764594125,1.0000000000000002,2.220446049250313e-16,8.673617379884035e-19,2.220446049250313e-16,8.0,16.0
cubic_high,quadratic,1.2,0.00046772784198817783,0.999863756957292,0.00013624304270810027,0.9998637569572921,0.00013624304270810024,1.0000000000000002,1.1102230246251565e-16,2.710505431213761e-20,2.220446049250313e-16,8.0,16.0
cubic_high,cubic,1.2,6.985288883190776e-18,1.0,2.987769110533619e-32,1.0000000000000002,1.6608668390967706e-19,1.0000000000000002,2.220446049250313e-16,1.660866839096472e-19,2.220446049250313e-16,8.0,16.0
cubic_high,full,1.2,7.894941279379323e-19,1.0,0.0,1.0000000000000002,1.6608667985580024e-19,1.0000000000000002,2.220446049250313e-16,1.6608667985580024e-19,2.220446049250313e-16,8.0,16.0
quartic_edge,none,1.2,0.007560636272789371,0.9578460949814325,0.04215390501856752,0.9578460949814324,0.042153905018567514,1.0000000000000004,1.1102230246251565e-16,6.938893903907228e-18,4.440892098500626e-16,8.0,16.0
quartic_edge,constant,1.2,0.006395244294734488,0.9724607646109686,0.02753923538903141,0.972460764610969,0.027539235389031406,1.0000000000000002,3.3306690738754696e-16,3.469446951953614e-18,2.220446049250313e-16,8.0,16.0
quartic_edge,linear,1.2,0.004156695452435811,0.9890773526740381,0.01092264732596191,0.9890773526740384,0.01092264732596191,1.0000000000000002,3.3306690738754696e-16,0.0,2.220446049250313e-16,8.0,16.0
quartic_edge,affine,1.2,0.0033396768558369766,0.9930120267778834,0.006987973222116595,0.9930120267778836,0.006987973222116595,1.0000000000000002,2.220446049250313e-16,0.0,2.220446049250313e-16,8.0,16.0
quartic_edge,quadratic,1.2,0.0009568861477144854,0.9994322882050929,0.0005677117949070891,0.999432288205093,0.0005677117949070891,1.0000000000000004,1.1102230246251565e-16,0.0,4.440892098500626e-16,8.0,16.0
quartic_edge,cubic,1.2,0.00011867286326339374,0.9999912307744203,8.769225579671528e-06,0.9999912307744205,8.769225579671665e-06,1.0000000000000002,2.220446049250313e-16,1.3721933745519665e-19,2.220446049250313e-16,8.0,16.0
quartic_edge,full,1.2,7.894941279379323e-19,1.0,0.0,1.0000000000000002,1.6608667985580024e-19,1.0000000000000002,2.220446049250313e-16,1.6608667985580024e-19,2.220446049250313e-16,8.0,16.0
alternating_linear,none,1.2,0.01232424947911739,0.8836442786982036,0.1163557213017965,0.8836442786982038,0.11635572130179647,1.0000000000000002,2.220446049250313e-16,2.7755575615628914e-17,2.220446049250313e-16,8.0,16.0
alternating_linear,constant,1.2,0.012323357129304359,0.8836763416781545,0.11632365832184562,0.8836763416781546,0.1163236583218456,1.0000000000000002,1.1102230246251565e-16,1.3877787807814457e-17,2.220446049250313e-16,8.0,16.0
alternating_linear,linear,1.2,0.012317721991993871,0.8837593221874744,0.1162406778125255,0.8837593221874745,0.11624067781252549,1.0000000000000002,1.1102230246251565e-16,1.3877787807814457e-17,2.220446049250313e-16,8.0,16.0
alternating_linear,affine,1.2,0.012315221532542749,0.8838002780798903,0.1161997219201098,0.88380027807989,0.11619972192010981,1.0000000000000002,2.220446049250313e-16,1.3877787807814457e-17,2.220446049250313e-16,8.0,16.0
alternating_linear,quadratic,1.2,0.012300337923101595,0.8840164025777386,0.11598359742226144,0.8840164025777387,0.11598359742226148,1.0,1.1102230246251565e-16,4.163336342344337e-17,0.0,8.0,16.0
alternating_linear,cubic,1.2,0.012278927640523116,0.8843226068372392,0.11567739316276086,0.8843226068372392,0.11567739316276089,1.0000000000000002,0.0,2.7755575615628914e-17,2.220446049250313e-16,8.0,16.0
alternating_linear,full,1.2,7.894941279379323e-19,1.0,0.0,1.0000000000000002,1.6608667985580024e-19,1.0000000000000002,2.220446049250313e-16,1.6608667985580024e-19,2.220446049250313e-16,8.0,16.0
sinusoidal_loop,none,1.2,0.013992789770439718,0.8379728038637703,0.16202719613622976,0.8379728038637704,0.1620271961362297,1.0000000000000002,1.1102230246251565e-16,5.551115123125783e-17,2.220446049250313e-16,8.0,16.0
sinusoidal_loop,constant,1.2,0.007214913208920119,0.9653814003802161,0.03461859961978392,0.9653814003802164,0.034618599619783925,1.0000000000000002,2.220446049250313e-16,6.938893903907228e-18,2.220446049250313e-16,8.0,16.0
sinusoidal_loop,linear,1.2,0.010003166791421698,0.9293397075555845,0.07066029244441543,0.9293397075555848,0.07066029244441542,1.0000000000000002,3.3306690738754696e-16,1.3877787807814457e-17,2.220446049250313e-16,8.0,16.0
sinusoidal_loop,affine,1.2,0.007195576440701528,0.9654966078257589,0.03450339217424111,0.9654966078257589,0.03450339217424111,1.0000000000000004,0.0,0.0,4.440892098500626e-16,8.0,16.0
sinusoidal_loop,quadratic,1.2,0.0004322956365921584,0.9998840738054824,0.00011592619451767019,0.9998840738054825,0.00011592619451767004,1.0000000000000002,1.1102230246251565e-16,1.4907779871675686e-19,2.220446049250313e-16,8.0,16.0
sinusoidal_loop,cubic,1.2,0.0004292199504846567,0.9998852152237158,0.00011478477628429764,0.9998852152237159,0.00011478477628429768,1.0000000000000002,1.1102230246251565e-16,4.0657581468206416e-20,2.220446049250313e-16,8.0,16.0
sinusoidal_loop,full,1.2,7.894941279379323e-19,1.0,0.0,1.0000000000000002,1.6608667985580024e-19,1.0000000000000002,2.220446049250313e-16,1.6608667985580024e-19,2.220446049250313e-16,8.0,16.0
mixed_smooth,none,1.2,0.010938471355017815,0.9124439867888444,0.0875560132111558,0.9124439867888445,0.08755601321115578,1.0000000000000002,1.1102230246251565e-16,2.7755575615628914e-17,2.220446049250313e-16,8.0,16.0
mixed_smooth,constant,1.2,0.0056312115760788345,0.97933587483922,0.020664125160780023,0.97933587483922,0.02066412516078002,1.0000000000000002,0.0,3.469446951953614e-18,2.220446049250313e-16,8.0,16.0
mixed_smooth,linear,1.2,0.0015096760112492643,0.9985885338640984,0.0014114661359015688,0.9985885338640984,0.001411466135901569,1.0000000000000002,0.0,2.168404344971009e-19,2.220446049250313e-16,8.0,16.0
mixed_smooth,affine,1.2,0.001452772336891117,0.9987053883385095,0.0012946116614904848,0.9987053883385097,0.0012946116614904845,1.0000000000000002,2.220446049250313e-16,2.168404344971009e-19,2.220446049250313e-16,8.0,16.0
mixed_smooth,quadratic,1.2,0.0012006775759391402,0.9990989155206156,0.0009010844793843548,0.9990989155206158,0.0009010844793843551,1.0000000000000002,2.220446049250313e-16,3.2526065174565133e-19,2.220446049250313e-16,8.0,16.0
mixed_smooth,cubic,1.2,0.0001846736212681271,0.9999788434609492,2.115653905063775e-05,0.9999788434609496,2.1156539050637872e-05,1.0000000000000002,3.3306690738754696e-16,1.2197274440461925e-19,2.220446049250313e-16,8.0,16.0
mixed_smooth,full,1.2,7.894941279379323e-19,1.0,0.0,1.0000000000000002,1.6608667985580024e-19,1.0000000000000002,2.220446049250313e-16,1.6608667985580024e-19,2.220446049250313e-16,8.0,16.0
rippled_random_like,none,1.2,0.009392127457491652,0.9308926125261593,0.06910738747384072,0.9308926125261595,0.06910738747384068,1.0000000000000002,2.220446049250313e-16,4.163336342344337e-17,2.220446049250313e-16,8.0,16.0
rippled_random_like,constant,1.2,0.007123372796282056,0.9654037399973512,0.0345962600026488,0.9654037399973514,0.03459626000264881,1.0000000000000002,2.220446049250313e-16,6.938893903907228e-18,2.220446049250313e-16,8.0,16.0
rippled_random_like,linear,1.2,0.0060117862016868355,0.9763208356057939,0.023679164394206132,0.9763208356057941,0.023679164394206125,1.0000000000000004,2.220446049250313e-16,6.938893903907228e-18,4.440892098500626e-16,8.0,16.0
rippled_random_like,affine,1.2,0.006008581151743176,0.9763429554206623,0.02365704457933771,0.9763429554206626,0.023657044579337698,1.0000000000000004,3.3306690738754696e-16,1.0408340855860843e-17,4.440892098500626e-16,8.0,16.0
rippled_random_like,quadratic,1.2,0.005804832587763314,0.9779768848178404,0.02202311518215972,0.9779768848178408,0.022023115182159728,1.0000000000000002,4.440892098500626e-16,6.938893903907228e-18,2.220446049250313e-16,8.0,16.0
rippled_random_like,cubic,1.2,0.004201618390795311,0.9888469272176457,0.011153072782354436,0.9888469272176457,0.01115307278235444,1.0000000000000002,0.0,3.469446951953614e-18,2.220446049250313e-16,8.0,16.0
rippled_random_like,full,1.2,7.894941279379323e-19,1.0,0.0,1.0000000000000002,1.6608667985580024e-19,1.0000000000000002,2.220446049250313e-16,1.6608667985580024e-19,2.220446049250313e-16,8.0,16.0
