label,step,C_memory,delta_C_memory_forward,actual_Ra,predicted_Ra_from_delta_C,level_only_predictor,slope_predictor,balance_error
exponential_approach_C,36,3.6262466412888728e-06,1.3900268696890115e-08,8.475773595665544e-12,8.475773595664705e-12,3.6262466412888728e-06,1.3900268696890115e-08,8.384897224902761e-25
exponential_approach_C,37,3.640146909985763e-06,1.2788247201138923e-08,7.79771170801283e-12,7.797711708011539e-12,3.640146909985763e-06,1.2788247201138923e-08,1.2908541199802131e-24
exponential_approach_C,38,3.652935157186902e-06,1.1765187425047979e-08,7.173894771367039e-12,7.173894771370719e-12,3.652935157186902e-06,1.1765187425047979e-08,-3.680307491007416e-24
exponential_approach_C,39,3.6647003446119498e-06,1.0823972431043734e-08,6.599983189664558e-12,6.599983189660814e-12,3.6647003446119498e-06,1.0823972431043734e-08,3.744123182796175e-24
exponential_approach_C,40,3.6755243170429935e-06,9.95805463656093e-09,6.071984534478688e-12,6.0719845344883714e-12,3.6755243170429935e-06,9.95805463656093e-09,-9.683829280552437e-24
exponential_approach_C,41,3.6854823716795544e-06,9.161410265635293e-09,5.586225771735745e-12,5.586225771728837e-12,3.6854823716795544e-06,9.161410265635293e-09,6.908250584524895e-24
exponential_approach_C,42,3.6946437819451897e-06,8.42849744438496e-09,5.139327709986827e-12,5.1393277099908296e-12,3.6946437819451897e-06,8.42849744438496e-09,-4.002617124218996e-24
exponential_approach_C,43,3.7030722793895747e-06,7.754217648834011e-09,4.728181493192116e-12,4.7281814931914705e-12,3.7030722793895747e-06,7.754217648834011e-09,6.454270599901066e-25
exponential_approach_C,44,3.7108264970384087e-06,7.133880236927375e-09,4.349926973733041e-12,4.349926973736204e-12,3.7108264970384087e-06,7.133880236927375e-09,-3.1633196081617738e-24
exponential_approach_C,45,3.717960377275336e-06,6.563169817973134e-09,4.001932815846574e-12,4.001932815837277e-12,3.717960377275336e-06,6.563169817973134e-09,9.296896161985152e-24
exponential_approach_C,46,3.724523547093309e-06,6.0381162325353344e-09,3.68177819056826e-12,3.6817781905703255e-12,3.724523547093309e-06,6.0381162325353344e-09,-2.0655281506817302e-24
overshoot_relax_C,1,1.416e-06,1.7908799999999995e-06,1.092e-09,1.0919999999999997e-09,1.416e-06,1.7908799999999995e-06,2.0679515313825692e-25
overshoot_relax_C,2,3.2068799999999996e-06,-1.4685215999999996e-06,-8.954400000000004e-10,-8.954399999999998e-10,3.2068799999999996e-06,-1.4685215999999996e-06,-6.203854594147708e-25
overshoot_relax_C,3,1.7383584e-06,1.2041877119999997e-06,7.342608000000006e-10,7.342607999999998e-10,1.7383584e-06,1.2041877119999997e-06,7.237830359838992e-25
overshoot_relax_C,4,2.9425461119999998e-06,-9.874339238399996e-07,-6.020938559999996e-10,-6.020938559999998e-10,2.9425461119999998e-06,-9.874339238399996e-07,2.0679515313825692e-25
overshoot_relax_C,5,1.95511218816e-06,8.096958175487994e-07,4.937169619199995e-10,4.937169619199997e-10,1.95511218816e-06,8.096958175487994e-07,-2.0679515313825692e-25
overshoot_relax_C,6,2.7648080057087996e-06,-6.639505703900154e-07,-4.048479087743999e-10,-4.048479087743997e-10,2.7648080057087996e-06,-6.639505703900154e-07,-2.0679515313825692e-25
overshoot_relax_C,7,2.100857435318784e-06,5.444394677198128e-07,3.3197528519500857e-10,3.319752851950078e-10,2.100857435318784e-06,5.444394677198128e-07,7.754818242684634e-25
overshoot_relax_C,8,2.645296903038597e-06,-4.464403635302465e-07,-2.7221973385990676e-10,-2.722197338599064e-10,2.645296903038597e-06,-4.464403635302465e-07,-3.618915179919496e-25
overshoot_relax_C,9,2.1988565395083505e-06,3.6608109809480206e-07,2.2322018176512315e-10,2.232201817651232e-10,2.1988565395083505e-06,3.6608109809480206e-07,-5.169878828456423e-26
overshoot_relax_C,10,2.5649376376031525e-06,-3.001865004377376e-07,-1.8304054904740018e-10,-1.8304054904740096e-10,2.5649376376031525e-06,-3.001865004377376e-07,7.754818242684634e-25
overshoot_relax_C,11,2.264751137165415e-06,2.461529303589446e-07,1.500932502188675e-10,1.5009325021886868e-10,2.264751137165415e-06,2.461529303589446e-07,-1.1890721305449773e-24
overshoot_relax_C,12,2.5109040675243596e-06,-2.0184540289433473e-07,-1.2307646517947154e-10,-1.230764651794724e-10,2.5109040675243596e-06,-2.0184540289433473e-07,8.530300066953098e-25
overshoot_relax_C,13,2.309058664630025e-06,1.6551323037335462e-07,1.0092270144716792e-10,1.0092270144716746e-10,2.309058664630025e-06,1.6551323037335462e-07,4.652890945610781e-25
overshoot_relax_C,14,2.4745718950033795e-06,-1.3572084890615082e-07,-8.275661518667869e-11,-8.275661518667733e-11,2.4745718950033795e-06,-1.3572084890615082e-07,-1.357093192469811e-24
overshoot_relax_C,15,2.3388510460972286e-06,1.1129109610304367e-07,6.786042445307639e-11,6.786042445307541e-11,2.3388510460972286e-06,1.1129109610304367e-07,9.822769774067204e-25
overshoot_relax_C,16,2.4501421422002723e-06,-9.125869880449556e-08,-5.564554805152244e-11,-5.5645548051521686e-11,2.4501421422002723e-06,-9.125869880449556e-08,-7.560947786617519e-25
overshoot_relax_C,17,2.3588834433957767e-06,7.483213301968642e-08,4.5629349402248866e-11,4.562934940224782e-11,2.3588834433957767e-06,7.483213301968642e-08,1.0469004627624257e-24
overshoot_relax_C,18,2.433715576415463e-06,-6.136234907614325e-08,-3.7416066509843474e-11,-3.741606650984344e-11,2.433715576415463e-06,-6.136234907614325e-08,-3.2311742677852644e-26
overshoot_relax_C,19,2.37235322733932e-06,5.0317126242437605e-08,3.06811745380735e-11,3.068117453807171e-11,2.37235322733932e-06,5.0317126242437605e-08,1.7900705443530365e-24
overshoot_relax_C,20,2.4226703535817575e-06,-4.126004351879872e-08,-2.515856312122391e-11,-2.515856312121873e-11,2.4226703535817575e-06,-4.126004351879872e-08,-5.179572351259779e-24
overshoot_relax_C,21,2.381410310062959e-06,3.383323568541479e-08,2.0630021759401423e-11,2.0630021759399262e-11,2.381410310062959e-06,3.383323568541479e-08,2.161655585148342e-24
overshoot_relax_C,22,2.4152435457483736e-06,-2.7743253262040075e-08,-1.691661784270533e-11,-1.691661784270736e-11,2.4152435457483736e-06,-2.7743253262040075e-08,2.0324086144369313e-24
overshoot_relax_C,23,2.3875002924863335e-06,2.2749467674872853e-08,1.3871626631015061e-11,1.3871626631020032e-11,2.3875002924863335e-06,2.2749467674872853e-08,-4.971161610987629e-24
overshoot_relax_C,24,2.4102497601612064e-06,-1.86545634933958e-08,-1.1374733837435526e-11,-1.1374733837436462e-11,2.4102497601612064e-06,-1.86545634933958e-08,9.35424950523834e-25
overshoot_relax_C,25,2.3915951966678106e-06,1.5296742064584487e-08,9.327281746701764e-12,9.327281746697857e-12,2.3915951966678106e-06,1.5296742064584487e-08,3.9064896897523846e-24
overshoot_relax_C,26,2.406891938732395e-06,-1.2543328492959127e-08,-7.648371032296638e-12,-7.648371032292151e-12,2.406891938732395e-06,-1.2543328492959127e-08,-4.4864854708198396e-24
overshoot_relax_C,27,2.394348610239436e-06,1.028552936422634e-08,6.27166424648364e-12,6.271664246479476e-12,2.394348610239436e-06,1.028552936422634e-08,4.1641758376082594e-24
overshoot_relax_C,28,2.4046341396036623e-06,-8.434134078665794e-09,-5.142764682112482e-12,-5.142764682113289e-12,2.4046341396036623e-06,-8.434134078665794e-09,8.069857733793698e-25
overshoot_relax_C,29,2.3962000055249965e-06,6.91598994450629e-09,4.217067039333426e-12,4.217067039333103e-12,2.3962000055249965e-06,6.91598994450629e-09,3.2311742677852644e-25
overshoot_relax_C,30,2.4031159954695028e-06,-5.6711117544951575e-09,-3.4579949722544683e-12,-3.4579949722531448e-12,2.4031159954695028e-06,-5.6711117544951575e-09,-1.323569759441539e-24
overshoot_relax_C,31,2.3974448837150076e-06,4.650311638685707e-09,2.835555877243767e-12,2.8355558772473824e-12,2.3974448837150076e-06,4.650311638685707e-09,-3.615280108868238e-24
overshoot_relax_C,32,2.4020951953536933e-06,-3.813255543722077e-09,-2.325155819337242e-12,-2.32515581934273e-12,2.4020951953536933e-06,-3.813255543722077e-09,5.487745597049798e-24
overshoot_relax_C,33,2.3982819398099712e-06,3.1268695458521453e-09,1.906627771856803e-12,1.9066277718610643e-12,2.3982819398099712e-06,3.1268695458521453e-09,-4.2611110656418174e-24
overshoot_relax_C,34,2.4014088093558234e-06,-2.564033027598937e-09,-1.5634347729246962e-12,-1.5634347729261811e-12,2.4014088093558234e-06,-2.564033027598937e-09,1.4849265244390656e-24
overshoot_relax_C,35,2.3988447763282244e-06,2.1025070826312808e-09,1.282016513799045e-12,1.2820165137995614e-12,2.3988447763282244e-06,2.1025070826312808e-09,-5.163820376704326e-25
overshoot_relax_C,36,2.4009472834108557e-06,-1.7240558077577604e-09,-1.051253541314158e-12,-1.0512535413157076e-12,2.4009472834108557e-06,-1.7240558077577604e-09,1.5495500097947708e-24
overshoot_relax_C,37,2.399223227603098e-06,1.413725762361228e-09,8.620279038760214e-13,8.620279038787975e-13,2.399223227603098e-06,1.413725762361228e-09,-2.7760835670068835e-24
overshoot_relax_C,38,2.400636953365459e-06,-1.15925512513619e-09,-7.068628811786023e-13,-7.068628811806037e-13,2.400636953365459e-06,-1.15925512513619e-09,2.0014095363053664e-24
overshoot_relax_C,39,2.399477698240323e-06,9.505892026118537e-10,5.79627562570689e-13,5.796275625682035e-13,2.399477698240323e-06,9.505892026118537e-10,2.4855808054938146e-24
overshoot_relax_C,40,2.400428287442935e-06,-7.794831461414151e-10,-4.752946013041269e-13,-4.752946013057409e-13,2.400428287442935e-06,-7.794831461414151e-10,1.6139715467587395e-24
overshoot_relax_C,41,2.3996488042967934e-06,6.391761798359604e-10,3.897415730654136e-13,3.8974157307070756e-13,2.3996488042967934e-06,6.391761798359604e-10,-5.293976115178551e-24
overshoot_relax_C,42,2.4002879804766294e-06,-5.241244674657162e-10,-3.1958808991205095e-13,-3.1958808991811965e-13,2.4002879804766294e-06,-5.241244674657162e-10,6.068700632978002e-24
overshoot_relax_C,43,2.3997638560091637e-06,4.2978206332192117e-10,2.6206223373158755e-13,2.6206223373287876e-13,2.3997638560091637e-06,4.2978206332192117e-10,-1.2912075296657521e-24
overshoot_relax_C,44,2.4001936380724856e-06,-3.524212919241024e-10,-2.14891031658843e-13,-2.1489103166103805e-13,2.4001936380724856e-06,-3.524212919241024e-10,2.1950528004317786e-24
overshoot_relax_C,45,2.3998412167805615e-06,2.8898545937771315e-10,1.7621064595336912e-13,1.762106459620202e-13,2.3998412167805615e-06,2.8898545937771315e-10,-8.651090448760539e-24
overshoot_relax_C,46,2.4001302022399392e-06,-2.369680766893775e-10,-1.4449272968599784e-13,-1.4449272968864483e-13,2.4001302022399392e-06,-2.369680766893775e-10,2.6469880575892754e-24
