label,mode,step,particle,actual_Ra,predicted_minus_partial_chi_E,partial_chi_E_read,g1_balance_error,C_memory,delta_C_memory_forward,sign_match,sweep_case,blind_window_length
R_decay_0_96,combined_minus_R2_R3_residual,14,A,3.4044190801198735e-11,5.104711410001931e-11,-5.104711410001931e-11,-1.7002923298820573e-11,2.608110002787155e-06,8.371726712403167e-08,True,R_decay_0_96,15
R_decay_0_96,combined_minus_R2_R3_residual,15,A,2.8184026181534696e-11,4.696578239275749e-11,-4.696578239275749e-11,-1.8781756211222797e-11,2.6918272699111867e-06,7.702388312412229e-08,True,R_decay_0_96,15
C_source_half,combined_minus_R2_R3_residual,1,A,7.486199304475574e-11,7.543636933493183e-11,-7.543636933493183e-11,-5.743762901760934e-13,2.806395063865378e-07,1.2371564570928821e-07,True,C_source_half,12
C_source_half,combined_minus_R2_R3_residual,2,A,6.832888597761272e-11,6.940173527454963e-11,-6.940173527454963e-11,-1.072849296936914e-12,4.04355152095826e-07,1.138188458502614e-07,True,C_source_half,12
C_source_half,combined_minus_R2_R3_residual,3,A,6.217893216931536e-11,6.384994604515831e-11,-6.384994604515831e-11,-1.6710138758429524e-12,5.181739979460874e-07,1.0471391151405963e-07,True,C_source_half,12
C_source_half,combined_minus_R2_R3_residual,4,A,5.639842087333225e-11,5.874236664941581e-11,-5.874236664941581e-11,-2.3439457760835572e-12,6.22887909460147e-07,9.633748130504192e-08,True,C_source_half,12
C_source_half,combined_minus_R2_R3_residual,5,A,5.0972744706532456e-11,5.404345363092493e-11,-5.404345363092493e-11,-3.0707089243924715e-12,7.192253907651889e-07,8.863126395471688e-08,True,C_source_half,12
C_source_half,combined_minus_R2_R3_residual,6,A,4.588670060573559e-11,4.9720507676841324e-11,-4.9720507676841324e-11,-3.833807071105733e-12,8.078566547199058e-07,8.154163259001977e-08,True,C_source_half,12
C_source_half,combined_minus_R2_R3_residual,7,A,4.112474093327602e-11,4.5743446019682944e-11,-4.5743446019682944e-11,-4.618705086406926e-12,8.893982873099256e-07,7.501925147228003e-08,True,C_source_half,12
C_source_half,combined_minus_R2_R3_residual,8,A,3.667118127239602e-11,4.208459305366338e-11,-4.208459305366338e-11,-5.41341178126736e-12,9.644175387822056e-07,6.901873260800795e-08,True,C_source_half,12
C_source_half,combined_minus_R2_R3_residual,9,A,3.251037129475533e-11,3.871848770772463e-11,-3.871848770772463e-11,-6.208116412969302e-12,1.0334362713902136e-06,6.349831984066839e-08,True,C_source_half,12
C_source_half,combined_minus_R2_R3_residual,10,A,2.8626833741597104e-11,3.562170623412779e-11,-3.562170623412779e-11,-6.9948724925306866e-12,1.096934591230882e-06,5.841959822396958e-08,True,C_source_half,12
C_source_half,combined_minus_R2_R3_residual,11,A,2.500537615205236e-11,3.277269917882094e-11,-3.277269917882094e-11,-7.767323026768581e-12,1.1553541894548515e-06,5.3747226653266336e-08,True,C_source_half,12
C_source_half,combined_minus_R2_R3_residual,12,A,2.1631179266274605e-11,3.0151641398553557e-11,-3.0151641398553557e-11,-8.520462132278951e-12,1.2091014161081179e-06,4.944869189362783e-08,True,C_source_half,12
C_source_double,combined_minus_R2_R3_residual,1,A,3.0117196044727946e-10,3.017454765270523e-10,-3.017454765270523e-10,-5.735160797728506e-13,1.1225580250768597e-06,4.948625815043658e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,2,A,2.7653570831354466e-10,2.776069395589221e-10,-2.776069395589221e-10,-1.0712312453774635e-12,1.6174206065812255e-06,4.5527538087663226e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,3,A,2.537313055141966e-10,2.5539978175005927e-10,-2.5539978175005927e-10,-1.6684762358626723e-12,2.0726959874578578e-06,4.188556420700972e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,4,A,2.3262910116358377e-10,2.3496946314209575e-10,-2.3496946314209575e-10,-2.3403619785119713e-12,2.491551629527955e-06,3.85349919553037e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,5,A,2.1310782739810912e-10,2.1617380993653752e-10,-2.1617380993653752e-10,-3.065982538428394e-12,2.876901549080992e-06,3.545250482959215e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,6,A,1.9505415752109603e-10,1.9888202490562344e-10,-1.9888202490562344e-10,-3.82786738452741e-12,3.2314265973769135e-06,3.2616652084522246e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,7,A,1.7836227373699374e-10,1.8297377699994212e-10,-1.8297377699994212e-10,-4.611503262948379e-12,3.557593118222136e-06,3.000769942799051e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,8,A,1.6293344633693885e-10,1.683383638141139e-10,-1.683383638141139e-10,-5.40491747717505e-12,3.857670112502041e-06,2.760749166551468e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,9,A,1.4867562623588538e-10,1.548739410792339e-10,-1.548739410792339e-10,-6.198314843348515e-12,4.133745029157188e-06,2.539932633699436e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,10,A,1.3550305196117568e-10,1.4248681381749883e-10,-1.4248681381749883e-10,-6.983761856323146e-12,4.387738292527131e-06,2.3367837466069808e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,11,A,1.233358718788106e-10,1.3109078422394788e-10,-1.3109078422394788e-10,-7.754912345137276e-12,4.6214166671878295e-06,2.149888861272745e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,12,A,1.120997825340979e-10,1.2060655173511693e-10,-1.2060655173511693e-10,-8.506769201019023e-12,4.836405553315104e-06,1.9779474484559175e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,13,A,1.0172568299360015e-10,1.109611611080029e-10,-1.109611611080029e-10,-9.235478114402748e-12,5.034200298160696e-06,1.8197630421712475e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,14,A,9.214934580502191e-11,1.0208749466684324e-10,-1.0208749466684324e-10,-9.938148861821331e-12,5.2161766023778205e-06,1.674234912536229e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,15,A,8.331110408883952e-11,9.392380518293504e-11,-9.392380518293504e-11,-1.0612701094095521e-11,5.383600093631443e-06,1.5403504050001348e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,16,A,7.515555499884249e-11,8.641328613554759e-11,-8.641328613554759e-11,-1.12577311367051e-11,5.537635134131457e-06,1.4171778926229805e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,17,A,6.763127887141919e-11,7.950367636229128e-11,-7.950367636229128e-11,-1.1872397490872086e-11,5.679352923393755e-06,1.303860292341577e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,18,A,6.06905737942303e-11,7.314689634675865e-11,-7.314689634675865e-11,-1.2456322552528355e-11,5.809738952627913e-06,1.199609100086842e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,19,A,5.42892057941698e-11,6.729871361153242e-11,-6.729871361153242e-11,-1.300950781736262e-11,5.929699862636597e-06,1.1036989032291318e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,20,A,4.8386172435551603e-11,6.191843488727462e-11,-6.191843488727462e-11,-1.3532262451723014e-11,6.04006975295951e-06,1.0154623321513038e-07,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,21,A,4.294348192069317e-11,5.696862291507458e-11,-5.696862291507458e-11,-1.402514099438141e-11,6.14161598617464e-06,9.34285415807223e-08,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,22,A,3.792594402185533e-11,5.241483591071405e-11,-5.241483591071405e-11,-1.448889188885872e-11,6.235044527755363e-06,8.596033089357104e-08,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,23,A,3.330097536361431e-11,4.82253878772771e-11,-4.82253878772771e-11,-1.492441251366279e-11,6.321004858648934e-06,7.908963611873444e-08,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,24,A,2.9038415677698536e-11,4.437112809769558e-11,-4.437112809769558e-11,-1.5332712419997042e-11,6.400094494767668e-06,7.276865008022075e-08,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,25,A,2.5110356658287602e-11,4.0825238272344726e-11,-4.0825238272344726e-11,-1.5714881614057124e-11,6.472863144847889e-06,6.695339076664535e-08,True,C_source_double,26
C_source_double,combined_minus_R2_R3_residual,26,A,2.1490981686437963e-11,3.756304588961808e-11,-3.756304588961808e-11,-1.607206420318012e-11,6.539816535614534e-06,6.160339525897366e-08,True,C_source_double,26
C_return_half,combined_minus_R2_R3_residual,1,A,7.486199304475574e-11,7.543636933493183e-11,-7.543636933493183e-11,-5.743762901760934e-13,5.612790127730756e-07,2.4743129141857643e-07,True,C_return_half,12
C_return_half,combined_minus_R2_R3_residual,2,A,6.832888597761272e-11,6.940173527454963e-11,-6.940173527454963e-11,-1.072849296936914e-12,8.08710304191652e-07,2.276376917005228e-07,True,C_return_half,12
C_return_half,combined_minus_R2_R3_residual,3,A,6.217893216931536e-11,6.384994604515831e-11,-6.384994604515831e-11,-1.6710138758429524e-12,1.0363479958921748e-06,2.0942782302811925e-07,True,C_return_half,12
C_return_half,combined_minus_R2_R3_residual,4,A,5.639842087333225e-11,5.874236664941581e-11,-5.874236664941581e-11,-2.3439457760835572e-12,1.245775818920294e-06,1.9267496261008384e-07,True,C_return_half,12
C_return_half,combined_minus_R2_R3_residual,5,A,5.0972744706532456e-11,5.404345363092493e-11,-5.404345363092493e-11,-3.0707089243924715e-12,1.4384507815303779e-06,1.7726252790943375e-07,True,C_return_half,12
C_return_half,combined_minus_R2_R3_residual,6,A,4.588670060573559e-11,4.9720507676841324e-11,-4.9720507676841324e-11,-3.833807071105733e-12,1.6157133094398116e-06,1.6308326518003954e-07,True,C_return_half,12
C_return_half,combined_minus_R2_R3_residual,7,A,4.112474093327602e-11,4.5743446019682944e-11,-4.5743446019682944e-11,-4.618705086406926e-12,1.7787965746198512e-06,1.5003850294456006e-07,True,C_return_half,12
C_return_half,combined_minus_R2_R3_residual,8,A,3.667118127239602e-11,4.208459305366338e-11,-4.208459305366338e-11,-5.41341178126736e-12,1.9288350775644112e-06,1.380374652160159e-07,True,C_return_half,12
C_return_half,combined_minus_R2_R3_residual,9,A,3.251037129475533e-11,3.871848770772463e-11,-3.871848770772463e-11,-6.208116412969302e-12,2.066872542780427e-06,1.2699663968133678e-07,True,C_return_half,12
C_return_half,combined_minus_R2_R3_residual,10,A,2.8626833741597104e-11,3.562170623412779e-11,-3.562170623412779e-11,-6.9948724925306866e-12,2.193869182461764e-06,1.1683919644793916e-07,True,C_return_half,12
C_return_half,combined_minus_R2_R3_residual,11,A,2.500537615205236e-11,3.277269917882094e-11,-3.277269917882094e-11,-7.767323026768581e-12,2.310708378909703e-06,1.0749445330653267e-07,True,C_return_half,12
C_return_half,combined_minus_R2_R3_residual,12,A,2.1631179266274605e-11,3.0151641398553557e-11,-3.0151641398553557e-11,-8.520462132278951e-12,2.4182028322162357e-06,9.889738378725566e-08,True,C_return_half,12
C_return_double,combined_minus_R2_R3_residual,1,A,3.0117196044727946e-10,3.017454765270523e-10,-3.017454765270523e-10,-5.735160797728506e-13,5.612790125384299e-07,2.474312907521829e-07,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,2,A,2.7653570831354466e-10,2.776069395589221e-10,-2.776069395589221e-10,-1.0712312453774635e-12,8.087103032906127e-07,2.2763769043831613e-07,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,3,A,2.537313055141966e-10,2.5539978175005927e-10,-2.5539978175005927e-10,-1.6684762358626723e-12,1.0363479937289289e-06,2.094278210350486e-07,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,4,A,2.3262910116358377e-10,2.3496946314209575e-10,-2.3496946314209575e-10,-2.3403619785119713e-12,1.2457758147639775e-06,1.926749597765185e-07,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,5,A,2.1310782739810912e-10,2.1617380993653752e-10,-2.1617380993653752e-10,-3.065982538428394e-12,1.438450774540496e-06,1.7726252414796076e-07,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,6,A,1.9505415752109603e-10,1.9888202490562344e-10,-1.9888202490562344e-10,-3.82786738452741e-12,1.6157132986884567e-06,1.6308326042261123e-07,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,7,A,1.7836227373699374e-10,1.8297377699994212e-10,-1.8297377699994212e-10,-4.611503262948379e-12,1.778796559111068e-06,1.5003849713995254e-07,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,8,A,1.6293344633693885e-10,1.683383638141139e-10,-1.683383638141139e-10,-5.40491747717505e-12,1.9288350562510205e-06,1.380374583275734e-07,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,9,A,1.4867562623588538e-10,1.548739410792339e-10,-1.548739410792339e-10,-6.198314843348515e-12,2.066872514578594e-06,1.269966316849718e-07,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,10,A,1.3550305196117568e-10,1.4248681381749883e-10,-1.4248681381749883e-10,-6.983761856323146e-12,2.1938691462635657e-06,1.1683918733034904e-07,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,11,A,1.233358718788106e-10,1.3109078422394788e-10,-1.3109078422394788e-10,-7.754912345137276e-12,2.3107083335939147e-06,1.0749444306363726e-07,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,12,A,1.120997825340979e-10,1.2060655173511693e-10,-1.2060655173511693e-10,-8.506769201019023e-12,2.418202776657552e-06,9.889737242279588e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,13,A,1.0172568299360015e-10,1.109611611080029e-10,-1.109611611080029e-10,-9.235478114402748e-12,2.517100149080348e-06,9.098815210856238e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,14,A,9.214934580502191e-11,1.0208749466684324e-10,-1.0208749466684324e-10,-9.938148861821331e-12,2.6080883011889102e-06,8.371174562681145e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,15,A,8.331110408883952e-11,9.392380518293504e-11,-9.392380518293504e-11,-1.0612701094095521e-11,2.6918000468157217e-06,7.701752025000674e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,16,A,7.515555499884249e-11,8.641328613554759e-11,-8.641328613554759e-11,-1.12577311367051e-11,2.7688175670657284e-06,7.085889463114902e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,17,A,6.763127887141919e-11,7.950367636229128e-11,-7.950367636229128e-11,-1.1872397490872086e-11,2.8396764616968775e-06,6.519301461707885e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,18,A,6.06905737942303e-11,7.314689634675865e-11,-7.314689634675865e-11,-1.2456322552528355e-11,2.9048694763139563e-06,5.99804550043421e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,19,A,5.42892057941698e-11,6.729871361153242e-11,-6.729871361153242e-11,-1.300950781736262e-11,2.9648499313182984e-06,5.518494516145659e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,20,A,4.8386172435551603e-11,6.191843488727462e-11,-6.191843488727462e-11,-1.3532262451723014e-11,3.020034876479755e-06,5.077311660756519e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,21,A,4.294348192069317e-11,5.696862291507458e-11,-5.696862291507458e-11,-1.402514099438141e-11,3.07080799308732e-06,4.671427079036115e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,22,A,3.792594402185533e-11,5.241483591071405e-11,-5.241483591071405e-11,-1.448889188885872e-11,3.1175222638776813e-06,4.298016544678552e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,23,A,3.330097536361431e-11,4.82253878772771e-11,-4.82253878772771e-11,-1.492441251366279e-11,3.160502429324467e-06,3.954481805936722e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,24,A,2.9038415677698536e-11,4.437112809769558e-11,-4.437112809769558e-11,-1.5332712419997042e-11,3.200047247383834e-06,3.6384325040110376e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,25,A,2.5110356658287602e-11,4.0825238272344726e-11,-4.0825238272344726e-11,-1.5714881614057124e-11,3.2364315724239445e-06,3.347669538332268e-08,True,C_return_double,26
C_return_double,combined_minus_R2_R3_residual,26,A,2.1490981686437963e-11,3.756304588961808e-11,-3.756304588961808e-11,-1.607206420318012e-11,3.269908267807267e-06,3.080169762948683e-08,True,C_return_double,26
reaction_quarter,combined_minus_R2_R3_residual,1,A,1.508365353543032e-10,1.5087230842879102e-10,-1.5087230842879102e-10,-3.5773074487811336e-14,5.612787625625323e-07,2.474305858232173e-07,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,2,A,1.38735844153608e-10,1.3880266126679047e-10,-1.3880266126679047e-10,-6.681711318247435e-14,8.087093483857496e-07,2.2763636447753636e-07,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,3,A,1.275945545980474e-10,1.2769862286579007e-10,-1.2769862286579007e-10,-1.0406826774267455e-13,1.036345712863286e-06,2.094257414998957e-07,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,4,A,1.1733696693453883e-10,1.1748294082463546e-10,-1.1748294082463546e-10,-1.4597389009663168e-13,1.2457714543631817e-06,1.9267202295240217e-07,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,5,A,1.0789331344957041e-10,1.0808454330441641e-10,-1.0808454330441641e-10,-1.9122985484599773e-13,1.4384434773155839e-06,1.772586510192429e-07,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,6,A,9.919929817091053e-11,9.943804454646254e-11,-9.943804454646254e-11,-2.3874637555200886e-13,1.6157021283348268e-06,1.6307839305619857e-07,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,7,A,9.119567177668531e-11,9.148328995260337e-11,-9.148328995260337e-11,-2.8761817591805304e-13,1.7787805213910253e-06,1.5003259552226952e-07,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,8,A,8.382783907517568e-11,8.416493756233642e-11,-8.416493756233642e-11,-3.3709848716073294e-13,1.928813116913295e-06,1.3803049760223172e-07,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,9,A,7.704549664237553e-11,7.743207301482958e-11,-7.743207301482958e-11,-3.865763724540448e-13,2.0668436145155266e-06,1.2698859974432052e-07,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,10,A,7.080229825318905e-11,7.123785531665403e-11,-7.123785531665403e-11,-4.3555706346498145e-13,2.193832214259847e-06,1.1683008271931261e-07,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,11,A,6.5055546161956e-11,6.553919095053137e-11,-6.553919095053137e-11,-4.836447885753741e-13,2.3106622969791597e-06,1.0748427315887145e-07,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,12,A,5.97659061036053e-11,6.029643405757123e-11,-6.029643405757123e-11,-5.305279539659302e-13,2.418146570138031e-06,9.888615185441682e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,13,A,5.48971443674284e-11,5.547311060689147e-11,-5.547311060689147e-11,-5.759662394630719e-13,2.517032721992448e-06,9.097590139530201e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,14,A,5.041588516512685e-11,5.1035664633442095e-11,-5.1035664633442095e-11,-6.197794683152462e-13,2.60800862338775e-06,8.369848999884503e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,15,A,4.629138679325035e-11,4.695322477840084e-11,-4.695322477840084e-11,-6.61837985150488e-13,2.691707113386595e-06,7.700328863657737e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,16,A,4.2495335180774336e-11,4.319738950776393e-11,-4.319738950776393e-11,-7.02054326989593e-13,2.7687104020231724e-06,7.084371879273285e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,17,A,3.9001653408330793e-11,3.974202951475033e-11,-3.974202951475033e-11,-7.403761064195382e-13,2.8395541208159052e-06,6.517692840419055e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,18,A,3.578632607931478e-11,3.65631059311638e-11,-3.65631059311638e-11,-7.76779851849017e-13,2.9047310492200958e-06,5.996349372710863e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,19,A,3.2827237313821835e-11,3.3638503082906136e-11,-3.3638503082906136e-11,-8.112657690843011e-13,2.9646945429472044e-06,5.5167145055966064e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,20,A,3.010402145189124e-11,3.094787462597315e-11,-3.094787462597315e-11,-8.438531740819064e-13,3.0198616880031705e-06,5.0754514386595966e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,21,A,2.7597925197199804e-11,2.8472501992436893e-11,-2.8472501992436893e-11,-8.745767952370891e-13,3.0706162023897664e-06,4.66949032675965e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,22,A,2.5291680831052708e-11,2.6195164161490882e-11,-2.6195164161490882e-11,-9.034833304381745e-13,3.117311105657363e-06,4.296006922484505e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,23,A,2.3169388994458574e-11,2.410001784952015e-11,-2.410001784952015e-11,-9.306288550615761e-13,3.160271174882208e-06,3.952402927321305e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,24,A,2.121641091250428e-11,2.2172487285563056e-11,-2.2172487285563056e-11,-9.560763730587752e-13,3.199795204155421e-06,3.6362879148323414e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,25,A,1.941926886459553e-11,2.0399162805300806e-11,-2.0399162805300806e-11,-9.798939407052764e-13,3.2361580833037444e-06,3.3454627000693324e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,26,A,1.7765554584619862e-11,1.8767707558036208e-11,-1.8767707558036208e-11,-1.002152973416346e-12,3.2696127103044378e-06,3.0779040395179383e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,27,A,1.6243844759245777e-11,1.7266771677541348e-11,-1.7266771677541348e-11,-1.0229269182955709e-12,3.300391750699617e-06,2.8317505551167813e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,28,A,1.4843623191524108e-11,1.5885913319667343e-11,-1.5885913319667343e-11,-1.0422901281432347e-12,3.328709256250785e-06,2.605289784425444e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,29,A,1.3555209050421127e-11,1.4615526017294688e-11,-1.4615526017294688e-11,-1.0603169668735615e-12,3.3547621540950394e-06,2.3969462668363288e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,30,A,1.2369690866623163e-11,1.3446771847219835e-11,-1.3446771847219835e-11,-1.077080980596672e-12,3.3787316167634027e-06,2.205270582944053e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,31,A,1.1278865486025061e-11,1.2371519943985244e-11,-1.2371519943985244e-11,-1.0926544579601823e-12,3.4007843225928432e-06,2.02892927081358e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,32,A,1.0275182101181159e-11,1.1382289932871628e-11,-1.1382289932871628e-11,-1.1071078316904695e-12,3.421073615300979e-06,1.866695548990947e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,33,A,9.351690605165393e-12,1.0472199888486267e-11,-1.0472199888486267e-11,-1.120509283320874e-12,3.4397405707908885e-06,1.7174407817117477e-08,True,reaction_quarter,34
reaction_quarter,combined_minus_R2_R3_residual,34,A,8.501993722351319e-12,9.634918456883142e-12,-9.634918456883142e-12,-1.132924734531823e-12,3.456914978608006e-06,1.5801266269288353e-08,True,reaction_quarter,34
reaction_half,combined_minus_R2_R3_residual,1,A,1.5072907276752397e-10,1.5087245179734022e-10,-1.5087245179734022e-10,-1.4337902981624658e-13,5.612788459399821e-07,2.4743082094763796e-07,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,2,A,1.3853512313686492e-10,1.3880293094204084e-10,-1.3880293094204084e-10,-2.6780780517592495e-13,8.0870966688762e-07,2.27636806744947e-07,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,3,A,1.272819268171762e-10,1.2769904580555317e-10,-1.2769904580555317e-10,-4.171189883769568e-13,1.036346473632567e-06,2.094264351211072e-07,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,4,A,1.168984478532134e-10,1.1748353812390964e-10,-1.1748353812390964e-10,-5.850902706962423e-13,1.2457729087536742e-06,1.926730025232118e-07,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,5,A,1.0731883590386509e-10,1.0808533103504752e-10,-1.0808533103504752e-10,-7.664951311824315e-13,1.438445911276886e-06,1.7725994289747793e-07,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,6,A,9.848206861729872e-11,9.943903449256547e-11,-9.943903449256547e-11,-9.569658752667558e-13,1.615705854174364e-06,1.6308001656780738e-07,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,7,A,9.033161610718114e-11,9.148449025379598e-11,-9.148449025379598e-11,-1.1528741466148382e-12,1.7787858707421713e-06,1.500345640162254e-07,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,8,A,8.281512657449448e-11,8.416635327549294e-11,-8.416635327549294e-11,-1.3512267009984597e-12,1.9288204347583967e-06,1.3803281937180843e-07,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,9,A,7.588413191985885e-11,7.743370660387009e-11,-7.743370660387009e-11,-1.5495746840112455e-12,2.066853254130205e-06,1.2699127883034696e-07,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,10,A,6.949377241314349e-11,7.123970707883699e-11,-7.123970707883699e-11,-1.745934665693501e-12,2.193844532960552e-06,1.1683311960929267e-07,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,11,A,6.360253934029349e-11,6.554125938675671e-11,-6.554125938675671e-11,-1.9387200464632193e-12,2.310677652569845e-06,1.0748766539428099e-07,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,12,A,5.8172034708552924e-11,6.029871619335645e-11,-6.029871619335645e-11,-2.126681484803526e-12,2.418165317964126e-06,9.888989455710457e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,13,A,5.3166746910212335e-11,5.547560226994596e-11,-5.547560226994596e-11,-2.3088553597336246e-12,2.5170552125212304e-06,9.097998772271137e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,14,A,4.8553841636760835e-11,5.1038360693083025e-11,-5.1038360693083025e-11,-2.48451905632219e-12,2.6080352002439417e-06,8.370291153665616e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,15,A,4.4302966879619687e-11,4.695611935144647e-11,-4.695611935144647e-11,-2.6531524718267834e-12,2.691738111780598e-06,7.700803573637221e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,16,A,4.038607150966104e-11,4.3200476135044964e-11,-4.3200476135044964e-11,-2.8144046253839217e-12,2.76874614751697e-06,7.084878086147374e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,17,A,3.677723619418508e-11,3.974530131185568e-11,-3.974530131185568e-11,-2.968065117670602e-12,2.839594928378444e-06,6.518229415144331e-08,True,reaction_half,26
reaction_half,combined_minus_R2_R3_residual,18,A,3.345251619099311e-11,3.656655571667077e-11,-3.656655571667077e-11,-3.1140395256776557e-12,2.904777222529887e-06,5.996915137534006e-08,True,reaction_half,26
