t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(928.308177492978),np.float64(-62.40685057396726),np.float64(122.13959175410638),np.float64(57.23677341329669),np.float64(4.440892098500626e-16)
1,np.float64(928.3081774929782),np.float64(-62.40685057396715),np.float64(122.13959175410656),np.float64(62.2084354637709),np.float64(8.881784197001252e-16)
2,np.float64(928.3081774929797),np.float64(-62.40685057396625),np.float64(122.13959175410724),np.float64(69.61831288108648),np.float64(8.881784197001252e-16)
3,np.float64(928.3081774929794),np.float64(-62.406850573966025),np.float64(122.13959175410835),np.float64(94.86005538164619),np.float64(1.7763568394002505e-15)
4,np.float64(928.308177492978),np.float64(-62.40685057396517),np.float64(122.13959175410807),np.float64(126.92701249878944),np.float64(3.552713678800501e-15)
5,np.float64(928.308177492981),np.float64(-62.40685057396664),np.float64(122.13959175410874),np.float64(161.42938716787464),np.float64(7.105427357601002e-15)
6,np.float64(928.3081774929783),np.float64(-62.40685057396895),np.float64(122.13959175410665),np.float64(246.6341879371782),np.float64(1.4210854715202004e-14)
7,np.float64(928.3081774929776),np.float64(-62.40685057397097),np.float64(122.13959175410582),np.float64(350.6452934396163),np.float64(2.842170943040401e-14)
8,np.float64(928.3081774929792),np.float64(-62.40685057396996),np.float64(122.13959175410841),np.float64(408.61239673352503),np.float64(2.842170943040401e-14)
9,np.float64(928.3081774929782),np.float64(-62.40685057397013),np.float64(122.13959175410736),np.float64(416.13433206659874),np.float64(2.842170943040401e-14)
10,np.float64(928.3081774929733),np.float64(-62.406850573964206),np.float64(122.1395917541123),np.float64(423.54367402516425),np.float64(7.105427357601002e-15)
11,np.float64(928.3081774929728),np.float64(-62.40685057396152),np.float64(122.13959175411135),np.float64(432.2000987232159),np.float64(2.842170943040401e-14)
12,np.float64(928.3081774929698),np.float64(-62.406850573964675),np.float64(122.13959175410963),np.float64(434.30137627882897),np.float64(7.105427357601002e-15)
