t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(219.63586271083466),np.float64(-29.485369452188138),np.float64(-7.778843601949045),np.float64(27.09219327930325),np.float64(4.440892098500626e-16)
1,np.float64(219.63586271083452),np.float64(-29.485369452188056),np.float64(-7.778843601948731),np.float64(27.840843890990932),np.float64(8.881784197001252e-16)
2,np.float64(219.63586271083472),np.float64(-29.485369452188156),np.float64(-7.778843601948672),np.float64(38.57424597942656),np.float64(8.881784197001252e-16)
3,np.float64(219.6358627108349),np.float64(-29.48536945218782),np.float64(-7.778843601948983),np.float64(50.09165625626642),np.float64(1.7763568394002505e-15)
4,np.float64(219.6358627108351),np.float64(-29.485369452187843),np.float64(-7.778843601948756),np.float64(70.6238465256242),np.float64(3.552713678800501e-15)
5,np.float64(219.63586271083562),np.float64(-29.485369452187925),np.float64(-7.7788436019482905),np.float64(86.2076704776605),np.float64(3.552713678800501e-15)
6,np.float64(219.63586271083548),np.float64(-29.48536945218759),np.float64(-7.778843601948765),np.float64(99.21978974324502),np.float64(3.552713678800501e-15)
7,np.float64(219.63586271083537),np.float64(-29.485369452187747),np.float64(-7.778843601948769),np.float64(101.14928485761348),np.float64(3.552713678800501e-15)
8,np.float64(219.63586271083506),np.float64(-29.485369452187662),np.float64(-7.778843601948754),np.float64(103.52636018672362),np.float64(7.105427357601002e-15)
9,np.float64(219.63586271083528),np.float64(-29.48536945218763),np.float64(-7.778843601948879),np.float64(104.96371597473562),np.float64(3.552713678800501e-15)
10,np.float64(219.63586271083568),np.float64(-29.48536945218783),np.float64(-7.778843601948919),np.float64(105.15906884374692),np.float64(7.105427357601002e-15)
11,np.float64(219.63586271083554),np.float64(-29.485369452187882),np.float64(-7.778843601949081),np.float64(105.25389340499814),np.float64(7.105427357601002e-15)
12,np.float64(219.6358627108355),np.float64(-29.48536945218781),np.float64(-7.7788436019492),np.float64(105.27650628704386),np.float64(7.105427357601002e-15)
13,np.float64(219.63586271083582),np.float64(-29.485369452187832),np.float64(-7.77884360194915),np.float64(105.27898800317855),np.float64(7.105427357601002e-15)
14,np.float64(219.63586271083503),np.float64(-29.485369452187825),np.float64(-7.778843601949277),np.float64(105.27919185526271),np.float64(7.105427357601002e-15)
15,np.float64(219.63586271083528),np.float64(-29.485369452187843),np.float64(-7.77884360194934),np.float64(105.27920786615651),np.float64(7.105427357601002e-15)
16,np.float64(219.63586271083494),np.float64(-29.485369452188067),np.float64(-7.778843601949287),np.float64(105.279209485514),np.float64(7.105427357601002e-15)
17,np.float64(219.63586271083486),np.float64(-29.48536945218799),np.float64(-7.778843601949262),np.float64(105.27920990439804),np.float64(7.105427357601002e-15)
18,np.float64(219.63586271083523),np.float64(-29.48536945218797),np.float64(-7.778843601949285),np.float64(105.27921021755537),np.float64(7.105427357601002e-15)
19,np.float64(219.63586271083508),np.float64(-29.485369452187953),np.float64(-7.77884360194919),np.float64(105.27921053891306),np.float64(3.552713678800501e-15)
20,np.float64(219.63586271083514),np.float64(-29.48536945218786),np.float64(-7.778843601949209),np.float64(105.27921089978852),np.float64(2.7755575615628914e-17)
21,np.float64(219.63586271083537),np.float64(-29.485369452187946),np.float64(-7.778843601949205),np.float64(105.27921132924747),np.float64(3.552713678800501e-15)
22,np.float64(219.63586271083562),np.float64(-29.485369452188014),np.float64(-7.7788436019492195),np.float64(105.2792118573626),np.float64(3.552713678800501e-15)
23,np.float64(219.63586271083562),np.float64(-29.48536945218799),np.float64(-7.778843601949218),np.float64(105.27921251428192),np.float64(3.552713678800501e-15)
24,np.float64(219.6358627108355),np.float64(-29.485369452188046),np.float64(-7.77884360194904),np.float64(105.27921333295913),np.float64(7.105427357601002e-15)
25,np.float64(219.6358627108354),np.float64(-29.485369452187967),np.float64(-7.778843601949213),np.float64(105.27921435449176),np.float64(3.552713678800501e-15)
26,np.float64(219.6358627108349),np.float64(-29.485369452187925),np.float64(-7.778843601949319),np.float64(105.27921562511908),np.float64(7.105427357601002e-15)
27,np.float64(219.63586271083483),np.float64(-29.485369452187868),np.float64(-7.7788436019492195),np.float64(105.2792171687883),np.float64(7.105427357601002e-15)
28,np.float64(219.63586271083483),np.float64(-29.485369452187832),np.float64(-7.778843601949198),np.float64(105.27921894099482),np.float64(7.105427357601002e-15)
29,np.float64(219.63586271083443),np.float64(-29.485369452187683),np.float64(-7.778843601949157),np.float64(105.27922080595542),np.float64(7.105427357601002e-15)
30,np.float64(219.63586271083415),np.float64(-29.485369452187683),np.float64(-7.778843601949122),np.float64(105.27922257185415),np.float64(7.105427357601002e-15)
31,np.float64(219.6358627108342),np.float64(-29.48536945218782),np.float64(-7.778843601949287),np.float64(105.27922406545358),np.float64(3.552713678800501e-15)
32,np.float64(219.6358627108338),np.float64(-29.485369452187715),np.float64(-7.778843601949333),np.float64(105.27922520317654),np.float64(7.105427357601002e-15)
33,np.float64(219.63586271083398),np.float64(-29.485369452187673),np.float64(-7.778843601949358),np.float64(105.27922603022787),np.float64(7.105427357601002e-15)
34,np.float64(219.63586271083406),np.float64(-29.48536945218769),np.float64(-7.778843601949729),np.float64(105.27922670690121),np.float64(7.105427357601002e-15)
35,np.float64(219.6358627108337),np.float64(-29.48536945218781),np.float64(-7.77884360194933),np.float64(105.27922744254428),np.float64(7.105427357601002e-15)
36,np.float64(219.63586271083423),np.float64(-29.485369452187854),np.float64(-7.778843601949397),np.float64(105.27922841120444),np.float64(7.105427357601002e-15)
37,np.float64(219.63586271083406),np.float64(-29.485369452187765),np.float64(-7.778843601949301),np.float64(105.27922968393302),np.float64(7.105427357601002e-15)
38,np.float64(219.6358627108335),np.float64(-29.48536945218777),np.float64(-7.778843601949263),np.float64(105.27923120742791),np.float64(7.105427357601002e-15)
39,np.float64(219.6358627108333),np.float64(-29.485369452187584),np.float64(-7.778843601949388),np.float64(105.27923285809082),np.float64(7.105427357601002e-15)
