delta_f,diagonal_relative_norm,expected_relative_norm,abs_error,diagonal_max_abs
0.0,1.9999999999999998,2.0,2.220446049250313e-16,0.03346389801806565
0.09817477042468103,1.9951847266721965,1.995184726672197,4.440892098500626e-16,0.033423589287357246
0.19634954084936207,1.9807852804032298,1.9807852804032307,8.881784197001252e-16,0.03330276020249493
0.2945243112740431,1.9569403357322086,1.956940335732209,4.440892098500626e-16,0.033101701851327534
0.39269908169872414,1.9238795325112865,1.9238795325112867,2.220446049250313e-16,0.03282089860103363
0.4908738521234052,1.881921264348355,1.881921264348355,0.0,0.03246102693123864
0.5890486225480862,1.831469612302545,1.8314696123025456,6.661338147750939e-16,0.03202295380431614
0.6872233929727672,1.7730104533627373,1.773010453362737,2.220446049250313e-16,0.03150773457679957
0.7853981633974483,1.7071067811865475,1.7071067811865475,0.0,0.030916610456935868
0.8835729338221293,1.6343932841636453,1.6343932841636455,2.220446049250313e-16,0.030251005514506164
0.9817477042468103,1.5555702330196022,1.5555702330196024,2.220446049250313e-16,0.02951252325011687
1.0799224746714913,1.4713967368259977,1.4713967368259981,4.440892098500626e-16,0.028702942732226313
1.1780972450961724,1.3826834323650898,1.3826834323650898,0.0,0.027824214311212958
1.2762720155208536,1.2902846772544623,1.290284677254462,2.220446049250313e-16,0.026878454920810556
1.3744467859455345,1.195090322016128,1.1950903220161284,4.440892098500626e-16,0.025867942978229322
1.4726215563702154,1.0980171403295607,1.0980171403295609,2.220446049250313e-16,0.024795112895249334
1.5707963267948966,1.0000000000000002,1.0000000000000002,0.0,0.02366254921350929
1.6689710972195777,0.9019828596704396,0.9019828596704395,1.1102230246251565e-16,0.022472980378119383
1.7671458676442586,0.8049096779838717,0.8049096779838717,0.0,0.021229272164597975
1.8653206380689396,0.7097153227455377,0.709715322745538,2.220446049250313e-16,0.019934420774967432
1.9634954084936207,0.6173165676349102,0.6173165676349104,2.220446049250313e-16,0.01859154561964094
2.061670178918302,0.5286032631740024,0.5286032631740024,0.0,0.017203881802489666
2.1598449493429825,0.44442976698039804,0.444429766980398,5.551115123125783e-17,0.015774772327194122
2.2580197197676637,0.3656067158363547,0.36560671583635457,1.1102230246251565e-16,0.014307660043655494
2.356194490192345,0.2928932188134525,0.2928932188134526,1.1102230246251565e-16,0.01280607935386869
2.454369260617026,0.22698954663726303,0.22698954663726303,0.0,0.011273647697238341
2.552544031041707,0.16853038769745465,0.1685303876974547,5.551115123125783e-17,0.00971405683585043
2.650718801466388,0.11807873565164506,0.11807873565164509,2.7755575615628914e-17,0.008131063960694072
2.748893571891069,0.07612046748871328,0.07612046748871329,1.3877787807814457e-17,0.006528482640259307
2.84706834231575,0.04305966426779115,0.043059664267791134,1.3877787807814457e-17,0.004910173633316614
2.945243112740431,0.019214719596769615,0.019214719596769618,3.469446951953614e-18,0.003280035588010851
3.043417883165112,0.004815273327803136,0.0048152733278031355,8.673617379884035e-19,0.001641995649676378
3.141592653589793,7.498798913309288e-33,7.498798913309288e-33,0.0,2.0490727797408777e-18
