delta_f,reflection_rate,transmission_rate,expected_reflection,expected_transmission,reflection_abs_error,transmission_abs_error,norm_total,norm_abs_error,hit_time,final_time
0.0,1.826169348661661e-19,1.0000000000000002,0.0,1.0,1.826169348661661e-19,2.220446049250313e-16,1.0000000000000002,2.220446049250313e-16,8.0,16.0
0.09817477042468103,0.0024076366639015578,0.9975923633360988,0.002407636663901557,0.9975923633360985,8.673617379884035e-19,3.3306690738754696e-16,1.0000000000000004,4.440892098500626e-16,8.0,16.0
0.19634954084936207,0.009607359798384778,0.9903926402016159,0.009607359798384776,0.9903926402016153,1.734723475976807e-18,5.551115123125783e-16,1.0000000000000007,6.661338147750939e-16,8.0,16.0
0.2945243112740431,0.02152983213389558,0.9784701678661051,0.021529832133895567,0.9784701678661045,1.3877787807814457e-17,5.551115123125783e-16,1.0000000000000007,6.661338147750939e-16,8.0,16.0
0.39269908169872414,0.03806023374435663,0.9619397662556435,0.03806023374435662,0.9619397662556434,1.3877787807814457e-17,1.1102230246251565e-16,1.0,0.0,8.0,16.0
0.4908738521234052,0.0590393678258225,0.9409606321741777,0.059039367825822475,0.9409606321741775,2.7755575615628914e-17,2.220446049250313e-16,1.0000000000000002,2.220446049250313e-16,8.0,16.0
0.5890486225480862,0.0842651938487274,0.9157348061512727,0.08426519384872735,0.9157348061512726,4.163336342344337e-17,1.1102230246251565e-16,1.0,0.0,8.0,16.0
0.6872233929727672,0.11349477331863153,0.8865052266813688,0.11349477331863152,0.8865052266813686,1.3877787807814457e-17,2.220446049250313e-16,1.0000000000000002,2.220446049250313e-16,8.0,16.0
0.7853981633974483,0.1464466094067263,0.853553390593274,0.14644660940672624,0.8535533905932737,5.551115123125783e-17,2.220446049250313e-16,1.0000000000000002,2.220446049250313e-16,8.0,16.0
0.8835729338221293,0.1828033579181773,0.8171966420818231,0.18280335791817726,0.8171966420818227,5.551115123125783e-17,3.3306690738754696e-16,1.0000000000000004,4.440892098500626e-16,8.0,16.0
0.9817477042468103,0.22221488349019894,0.7777851165098015,0.22221488349019888,0.7777851165098012,5.551115123125783e-17,3.3306690738754696e-16,1.0000000000000004,4.440892098500626e-16,8.0,16.0
