step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6
0,0.34256616706918097,0.3114528735935242,0.2745419635327958,0.27039483918332136,0.15036158762887256,3.794400915977303e-09
1,0.34256616706918047,0.31145287359352547,0.27454196353279803,0.27039483918331786,0.15036158762887947,3.1789320139504438e-09
2,0.3425661670691803,0.31145287359352664,0.27454196353280014,0.2703948391833146,0.15036158762888674,2.617028119639338e-09
3,0.34256616706918047,0.31145287359352786,0.27454196353280214,0.2703948391833114,0.15036158762889437,2.1651051397202426e-09
4,0.34256616706918075,0.3114528735935288,0.2745419635328039,0.2703948391833082,0.15036158762890214,1.4673827599499248e-09
5,0.34256616706918136,0.31145287359352986,0.27454196353280585,0.2703948391833051,0.1503615876289101,1.8209680330757295e-09
6,0.342566167069182,0.3114528735935306,0.2745419635328075,0.2703948391833021,0.1503615876289181,2.5522976949971125e-09
7,0.3425661670691828,0.3114528735935314,0.2745419635328093,0.27039483918329915,0.15036158762892612,1.7699828677458287e-09
8,0.34256616706918364,0.3114528735935321,0.27454196353281085,0.27039483918329626,0.15036158762893403,1.2381718600962922e-09
9,0.34256616706918447,0.31145287359353263,0.27454196353281235,0.27039483918329343,0.15036158762894192,2.5578727900972026e-09
10,0.3425661670691852,0.31145287359353313,0.2745419635328138,0.2703948391832908,0.15036158762894952,2.296025664588232e-09
11,0.34256616706918575,0.3114528735935337,0.2745419635328152,0.27039483918328827,0.15036158762895688,2.2506929657156594e-09
12,0.34256616706918624,0.3114528735935341,0.2745419635328164,0.27039483918328583,0.15036158762896407,1.3222639467938496e-09
13,0.3425661670691865,0.31145287359353435,0.2745419635328177,0.2703948391832835,0.15036158762897084,2.5620379180573434e-09
14,0.34256616706918663,0.31145287359353463,0.27454196353281873,0.2703948391832811,0.1503615876289774,1.4392587416581229e-09
15,0.34256616706918647,0.3114528735935347,0.27454196353281984,0.2703948391832789,0.1503615876289837,3.5914356155728786e-09
16,0.3425661670691862,0.3114528735935345,0.27454196353282095,0.2703948391832767,0.1503615876289897,2.551691813557999e-09
17,0.34256616706918575,0.31145287359353435,0.27454196353282206,0.2703948391832745,0.1503615876289956,2.797028533655037e-09
18,0.34256616706918513,0.311452873593534,0.27454196353282323,0.2703948391832722,0.15036158762900145,3.1815328593207757e-09
19,0.34256616706918436,0.31145287359353346,0.27454196353282445,0.2703948391832698,0.15036158762900734,2.13177624614275e-09
20,0.3425661670691835,0.31145287359353263,0.2745419635328259,0.2703948391832674,0.1503615876290135,2.197682193533541e-09
21,0.3425661670691825,0.31145287359353174,0.2745419635328273,0.2703948391832645,0.1503615876290201,1.906547757574258e-09
22,0.34256616706918147,0.3114528735935308,0.27454196353282895,0.27039483918326174,0.15036158762902732,3.924157791041258e-09
23,0.34256616706918036,0.31145287359352974,0.27454196353283083,0.2703948391832586,0.1503615876290354,3.133258273962539e-09
24,0.34256616706917925,0.31145287359352863,0.2745419635328327,0.2703948391832551,0.15036158762904456,2.5528104898144736e-09
25,0.3425661670691781,0.31145287359352747,0.274541963532835,0.27039483918325136,0.15036158762905485,2.578116169645082e-09
26,0.34256616706917703,0.31145287359352636,0.27454196353283744,0.27039483918324714,0.15036158762906662,2.405515081405575e-09
27,0.342566167069176,0.3114528735935253,0.27454196353284016,0.27039483918324253,0.15036158762908003,1.647511176834914e-09
28,0.3425661670691749,0.31145287359352425,0.2745419635328432,0.2703948391832375,0.15036158762909513,7.491227063660148e-10
29,0.3425661670691741,0.3114528735935232,0.2745419635328466,0.27039483918323176,0.15036158762911217,3.4191355344773963e-09
30,0.3425661670691733,0.3114528735935223,0.2745419635328503,0.2703948391832255,0.1503615876291312,1.8906415151117387e-09
31,0.3425661670691727,0.3114528735935215,0.2745419635328546,0.2703948391832185,0.1503615876291523,1.0356963013924712e-09
32,0.34256616706917214,0.3114528735935207,0.27454196353285926,0.27039483918321083,0.15036158762917545,2.133035862016777e-09
33,0.3425661670691717,0.3114528735935199,0.2745419635328644,0.2703948391832022,0.15036158762920104,2.25186112255358e-09
34,0.3425661670691714,0.31145287359351936,0.27454196353287014,0.2703948391831928,0.15036158762922885,2.824192987835035e-09
35,0.3425661670691713,0.311452873593519,0.2745419635328764,0.27039483918318236,0.15036158762925916,3.814037081585932e-09
36,0.3425661670691711,0.3114528735935186,0.27454196353288335,0.270394839183171,0.1503615876292921,4.055181730472022e-09
37,0.3425661670691709,0.3114528735935184,0.27454196353289084,0.27039483918315854,0.15036158762932778,2.845790239616965e-09
38,0.3425661670691708,0.3114528735935184,0.27454196353289917,0.27039483918314494,0.1503615876293663,2.7912896387500935e-09
39,0.34256616706917065,0.31145287359351864,0.2745419635329082,0.2703948391831301,0.1503615876294079,2.5561522233617146e-09
40,0.34256616706917026,0.3114528735935191,0.27454196353291804,0.270394839183114,0.15036158762945293,2.287236543068392e-09
41,0.3425661670691697,0.31145287359351975,0.2745419635329288,0.2703948391830965,0.1503615876295015,1.7519909057513233e-09
