class_id,count,a2n,b2n,abn,theta_over_pi_mod1,edges
0,1,0.9537698023653671,0.046230197634632916,0.20998325281149374,0.06897909130035042,1-2
1,1,0.08865601203981387,0.9113439879601861,-0.2842465893709373,0.5962367145228754,1-3
2,1,0.0028185790154010076,0.9971814209845989,-0.05301541877355067,0.5169071132274754,1-4
3,1,0.12695287367572222,0.8730471263242778,-0.3329201729261811,0.6159634076945899,1-5
4,1,0.9918561888527369,0.008143811147263187,0.0898748545882601,0.028764392824505942,1-6
5,1,0.8359465440509644,0.16405345594903575,0.37032407367090453,0.13274071411396623,1-7
6,1,0.6023065778138172,0.3976934221861828,0.4894214585978279,0.21720318197270944,2-3
7,1,0.9994324825879589,0.0005675174120411133,0.023815863117429593,0.007583694147767503,2-4
8,1,0.4175541707317042,0.5824458292682959,-0.4931558427477698,0.7236362756873799,2-5
9,1,0.015169250706695557,0.9848307492933045,-0.12222579326677728,0.5393039625650117,2-6
10,1,0.011767715794460336,0.9882322842055397,-0.10783893851221434,0.5345980552449524,2-7
11,1,0.0020023724738959425,0.997997627526104,-0.04470305334506498,0.5142484493738733,3-4
12,1,0.9969660806342256,0.0030339193657743825,-0.05499740629390045,0.9824582873945231,3-5
13,1,0.8071744929268032,0.19282550707319676,0.3945172124193839,0.14470935649878547,3-6
14,1,0.5028944641114476,0.4971055358885524,-0.49999162200731667,0.7509213416878797,3-7
15,1,0.9943110184191793,0.005688981580820625,0.07521048510276815,0.024031453272296215,4-5
16,1,0.16398286175424334,0.8360171382457567,-0.3702600205330466,0.6327103720768938,4-6
17,1,0.8374526857493244,0.16254731425067567,0.368952144431453,0.1320922161404895,4-7
18,1,0.3370472360024436,0.6629527639975564,0.4727011706200406,0.30283456985743185,5-6
19,1,0.12716862053672523,0.8728313794632748,0.3331617662450354,0.38393349034102675,5-7
20,1,0.6847699697570805,0.31523003024291946,-0.46460742382786735,0.8102423526809476,6-7
