step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7
0,0.31459574086586595,0.283630247624245,0.24040908195318683,0.2325370062284125,0.18701537535489035,0.1420332891806677,2.3331137649787242e-09
1,0.3145957408658659,0.2836302476242447,0.24040908195318697,0.23253700622841256,0.18701537535489124,0.14203328918066807,3.3579661587626184e-09
2,0.31459574086586595,0.28363024762424427,0.24040908195318694,0.23253700622841256,0.18701537535489213,0.14203328918066832,1.9388674083605568e-09
3,0.3145957408658659,0.28363024762424405,0.24040908195318691,0.2325370062284127,0.18701537535489285,0.1420332891806686,1.4628285289930824e-09
4,0.31459574086586595,0.2836302476242437,0.2404090819531869,0.23253700622841292,0.18701537535489357,0.1420332891806689,2.252895597931776e-09
5,0.3145957408658659,0.28363024762424344,0.2404090819531868,0.23253700622841322,0.18701537535489418,0.14203328918066924,2.764073303229714e-09
6,0.31459574086586595,0.28363024762424316,0.24040908195318675,0.23253700622841342,0.18701537535489474,0.14203328918066943,1.6522141296114588e-09
7,0.31459574086586595,0.283630247624243,0.2404090819531867,0.23253700622841364,0.18701537535489518,0.14203328918066965,1.2116027387439716e-09
8,0.31459574086586584,0.2836302476242429,0.24040908195318672,0.23253700622841386,0.18701537535489565,0.1420332891806698,1.8858148703514845e-09
9,0.31459574086586584,0.2836302476242427,0.2404090819531868,0.23253700622841392,0.1870153753548961,0.14203328918066987,8.447798738430591e-10
10,0.31459574086586584,0.2836302476242426,0.24040908195318678,0.23253700622841386,0.1870153753548964,0.14203328918066993,1.8511423215083383e-09
11,0.3145957408658658,0.28363024762424255,0.24040908195318691,0.23253700622841383,0.18701537535489673,0.14203328918066999,2.6219174249965176e-09
12,0.3145957408658658,0.2836302476242425,0.24040908195318703,0.23253700622841364,0.18701537535489687,0.1420332891806701,2.9677514829562415e-09
13,0.31459574086586584,0.28363024762424244,0.24040908195318708,0.23253700622841333,0.18701537535489698,0.14203328918067018,2.5009181471796606e-09
14,0.31459574086586595,0.2836302476242423,0.2404090819531872,0.23253700622841325,0.18701537535489704,0.14203328918067035,2.743543295774702e-09
15,0.31459574086586595,0.28363024762424227,0.24040908195318725,0.232537006228413,0.18701537535489698,0.14203328918067057,1.917961166127297e-09
16,0.3145957408658662,0.2836302476242422,0.24040908195318728,0.23253700622841272,0.18701537535489693,0.14203328918067082,2.6582296285041266e-09
17,0.3145957408658663,0.28363024762424216,0.24040908195318728,0.2325370062284126,0.18701537535489676,0.14203328918067107,2.03122522418554e-09
18,0.3145957408658664,0.28363024762424205,0.2404090819531873,0.2325370062284124,0.18701537535489676,0.14203328918067135,1.1099111959086804e-09
19,0.31459574086586656,0.28363024762424205,0.24040908195318736,0.23253700622841222,0.18701537535489676,0.14203328918067162,2.7929628991308734e-09
20,0.31459574086586667,0.2836302476242419,0.24040908195318733,0.23253700622841203,0.18701537535489682,0.14203328918067185,2.6334468961891137e-09
21,0.3145957408658667,0.2836302476242418,0.2404090819531874,0.2325370062284119,0.18701537535489698,0.14203328918067196,3.093038142656307e-09
22,0.3145957408658668,0.2836302476242417,0.2404090819531874,0.23253700622841172,0.18701537535489718,0.14203328918067198,2.8770037897361555e-09
23,0.3145957408658667,0.2836302476242417,0.24040908195318747,0.23253700622841164,0.18701537535489743,0.14203328918067207,1.4162166608010249e-09
24,0.3145957408658667,0.2836302476242417,0.24040908195318753,0.23253700622841153,0.18701537535489782,0.1420332891806721,3.79639719826745e-09
25,0.3145957408658666,0.2836302476242416,0.24040908195318753,0.23253700622841156,0.1870153753548982,0.14203328918067212,1.7599071766751804e-09
26,0.31459574086586656,0.28363024762424155,0.2404090819531875,0.23253700622841164,0.18701537535489854,0.14203328918067226,1.974506923208983e-09
27,0.3145957408658665,0.28363024762424144,0.24040908195318747,0.23253700622841175,0.18701537535489884,0.14203328918067243,2.352514424695044e-09
28,0.3145957408658665,0.28363024762424127,0.24040908195318736,0.23253700622841186,0.18701537535489918,0.14203328918067265,3.069269591477123e-09
29,0.3145957408658665,0.2836302476242412,0.2404090819531873,0.23253700622841209,0.18701537535489945,0.14203328918067293,3.945386062172839e-09
30,0.31459574086586645,0.283630247624241,0.24040908195318722,0.23253700622841225,0.18701537535489973,0.14203328918067326,2.298598371136025e-09
31,0.31459574086586645,0.2836302476242409,0.24040908195318716,0.23253700622841236,0.18701537535490007,0.14203328918067357,3.4191597716691024e-09
32,0.31459574086586645,0.28363024762424077,0.24040908195318714,0.23253700622841242,0.18701537535490037,0.1420332891806739,1.3959966450518839e-09
33,0.3145957408658664,0.2836302476242407,0.2404090819531872,0.2325370062284124,0.1870153753549007,0.1420332891806742,3.786272860298931e-09
34,0.31459574086586634,0.28363024762424066,0.24040908195318725,0.23253700622841236,0.187015375354901,0.14203328918067454,1.4213346327523389e-09
35,0.3145957408658663,0.28363024762424055,0.2404090819531873,0.23253700622841214,0.18701537535490134,0.14203328918067484,4.1174377197792635e-09
36,0.3145957408658663,0.2836302476242405,0.24040908195318744,0.2325370062284119,0.18701537535490176,0.14203328918067526,2.1555408831695542e-09
37,0.3145957408658663,0.28363024762424044,0.24040908195318755,0.2325370062284117,0.18701537535490206,0.1420332891806757,2.7920448707470924e-09
38,0.3145957408658663,0.28363024762424033,0.24040908195318764,0.2325370062284113,0.18701537535490242,0.14203328918067626,1.890078298310882e-09
39,0.31459574086586634,0.2836302476242402,0.2404090819531877,0.23253700622841111,0.18701537535490276,0.14203328918067692,2.456869921651597e-09
40,0.3145957408658665,0.28363024762424,0.24040908195318775,0.23253700622841073,0.18701537535490306,0.14203328918067773,3.876037861766344e-09
41,0.3145957408658666,0.2836302476242399,0.24040908195318766,0.23253700622841042,0.18701537535490348,0.14203328918067853,1.7794592653963092e-09
42,0.31459574086586667,0.28363024762423966,0.24040908195318764,0.2325370062284101,0.18701537535490392,0.14203328918067948,2.0344037695879313e-09
43,0.3145957408658668,0.28363024762423944,0.24040908195318766,0.23253700622840978,0.18701537535490442,0.14203328918068048,2.20512222146495e-09
44,0.314595740865867,0.2836302476242392,0.24040908195318758,0.23253700622840942,0.1870153753549051,0.14203328918068142,1.2387442883363788e-09
45,0.314595740865867,0.283630247624239,0.24040908195318764,0.23253700622840903,0.18701537535490592,0.1420332891806825,3.211330353451427e-09
46,0.31459574086586706,0.28363024762423883,0.24040908195318766,0.23253700622840873,0.18701537535490687,0.1420332891806836,2.5420033902759017e-09
47,0.314595740865867,0.28363024762423855,0.2404090819531877,0.2325370062284083,0.18701537535490795,0.14203328918068472,2.1806709004440198e-09
48,0.3145957408658669,0.2836302476242383,0.24040908195318775,0.2325370062284079,0.1870153753549091,0.14203328918068595,2.8602137851758365e-09
49,0.31459574086586684,0.283630247624238,0.24040908195318778,0.2325370062284076,0.18701537535491047,0.1420332891806874,2.8419382681374723e-09
50,0.31459574086586684,0.2836302476242376,0.24040908195318775,0.2325370062284072,0.1870153753549119,0.1420332891806889,3.823819203892058e-09
51,0.31459574086586684,0.28363024762423716,0.24040908195318775,0.23253700622840687,0.18701537535491336,0.14203328918069072,2.1543922043594973e-09
52,0.31459574086586684,0.28363024762423666,0.2404090819531877,0.2325370062284065,0.18701537535491494,0.14203328918069272,1.892100319013746e-09
53,0.31459574086586684,0.28363024762423616,0.2404090819531876,0.23253700622840617,0.1870153753549167,0.14203328918069505,7.847364856711675e-10
54,0.31459574086586684,0.28363024762423567,0.2404090819531875,0.23253700622840565,0.18701537535491847,0.14203328918069758,2.0895176755072355e-09
55,0.3145957408658667,0.28363024762423505,0.2404090819531875,0.2325370062284052,0.18701537535492044,0.14203328918070038,1.9439496941462955e-09
56,0.3145957408658666,0.28363024762423444,0.24040908195318753,0.2325370062284046,0.18701537535492266,0.1420332891807034,3.3338912467691954e-09
57,0.31459574086586667,0.2836302476242338,0.24040908195318755,0.23253700622840381,0.187015375354925,0.14203328918070662,2.0536788410897233e-09
58,0.31459574086586656,0.28363024762423306,0.24040908195318764,0.23253700622840293,0.18701537535492765,0.1420332891807102,2.839100667774107e-09
59,0.3145957408658664,0.2836302476242324,0.2404090819531878,0.23253700622840193,0.18701537535493049,0.14203328918071412,2.23005310235201e-09
60,0.31459574086586634,0.2836302476242316,0.2404090819531879,0.23253700622840073,0.18701537535493357,0.1420332891807184,2.7642252678809e-09
61,0.3145957408658663,0.28363024762423067,0.24040908195318797,0.23253700622839948,0.18701537535493692,0.14203328918072305,2.6473362321589175e-09
62,0.31459574086586617,0.2836302476242299,0.24040908195318808,0.23253700622839804,0.18701537535494062,0.14203328918072833,2.330017994916348e-09
63,0.31459574086586617,0.28363024762422884,0.24040908195318816,0.23253700622839654,0.18701537535494456,0.14203328918073416,2.8631861088694895e-09
64,0.31459574086586617,0.28363024762422767,0.24040908195318822,0.23253700622839496,0.18701537535494886,0.1420332891807406,1.887772008718225e-09
65,0.3145957408658661,0.2836302476242265,0.2404090819531882,0.23253700622839324,0.1870153753549536,0.14203328918074765,1.9302304018945252e-09
66,0.31459574086586606,0.28363024762422506,0.24040908195318822,0.23253700622839132,0.18701537535495877,0.1420332891807555,1.0336139550663935e-09
67,0.314595740865866,0.2836302476242236,0.24040908195318822,0.2325370062283893,0.18701537535496446,0.14203328918076405,2.8282847680707336e-09
68,0.31459574086586584,0.28363024762422206,0.24040908195318816,0.23253700622838708,0.1870153753549707,0.1420332891807734,2.2750583985543655e-09
69,0.3145957408658657,0.28363024762422023,0.2404090819531882,0.2325370062283846,0.18701537535497767,0.14203328918078356,1.3425170386614204e-09
70,0.31459574086586545,0.2836302476242185,0.2404090819531883,0.23253700622838194,0.18701537535498527,0.1420332891807947,1.8476763010933454e-09
71,0.3145957408658651,0.28363024762421646,0.24040908195318836,0.23253700622837906,0.1870153753549937,0.1420332891808069,1.9181879147842426e-09
72,0.3145957408658647,0.2836302476242142,0.24040908195318852,0.23253700622837598,0.1870153753550029,0.14203328918082034,2.813578912184709e-09
73,0.3145957408658642,0.2836302476242119,0.24040908195318864,0.23253700622837248,0.187015375355013,0.1420332891808351,2.2079561078593456e-09
74,0.3145957408658637,0.28363024762420924,0.24040908195318872,0.2325370062283688,0.187015375355024,0.1420332891808514,2.3318143675283916e-09
75,0.31459574086586317,0.2836302476242064,0.24040908195318877,0.2325370062283648,0.18701537535503596,0.14203328918086935,3.252602627131679e-09
76,0.3145957408658625,0.2836302476242033,0.2404090819531888,0.2325370062283605,0.18701537535504906,0.1420332891808892,2.05477172009245e-09
77,0.3145957408658618,0.2836302476241998,0.24040908195318886,0.2325370062283558,0.18701537535506327,0.14203328918091107,2.281226952089548e-09
78,0.31459574086586095,0.2836302476241962,0.24040908195318886,0.2325370062283505,0.18701537535507876,0.14203328918093513,2.295032976857663e-09
79,0.31459574086586006,0.2836302476241922,0.24040908195318894,0.23253700622834478,0.18701537535509583,0.14203328918096156,2.1362213002092518e-09
80,0.31459574086585906,0.28363024762418787,0.24040908195318908,0.23253700622833848,0.1870153753551144,0.14203328918099065,1.860209044495607e-09
81,0.31459574086585784,0.28363024762418315,0.24040908195318916,0.23253700622833146,0.18701537535513482,0.14203328918102254,1.4470620219219917e-09
82,0.3145957408658565,0.2836302476241781,0.24040908195318939,0.23253700622832374,0.1870153753551571,0.14203328918105762,2.4168277568274325e-09
83,0.31459574086585496,0.2836302476241726,0.24040908195318966,0.23253700622831527,0.1870153753551816,0.14203328918109615,3.513081423382134e-09
84,0.3145957408658532,0.28363024762416666,0.2404090819531899,0.23253700622830598,0.18701537535520832,0.14203328918113847,2.8815068592430387e-09
85,0.3145957408658512,0.2836302476241603,0.24040908195319016,0.23253700622829573,0.18701537535523757,0.14203328918118507,2.505773968876115e-09
86,0.31459574086584907,0.2836302476241533,0.24040908195319047,0.23253700622828458,0.18701537535526958,0.1420332891812363,2.4662820629074856e-09
87,0.3145957408658467,0.2836302476241457,0.24040908195319072,0.2325370062282724,0.18701537535530455,0.14203328918129274,2.147357527684454e-09
