t,H,Q2_re,Q2_im,generator_norm
0,np.float64(222.2217525433727),np.float64(-33.89975952071518),np.float64(-75.84118615013948),np.float64(12.068677133303087)
1,np.float64(222.22175254337267),np.float64(-33.89975952071529),np.float64(-75.84118615013966),np.float64(13.399625414362157)
2,np.float64(222.22175254337276),np.float64(-33.899759520714994),np.float64(-75.84118615013982),np.float64(13.570009364062875)
3,np.float64(222.2217525433725),np.float64(-33.89975952071498),np.float64(-75.84118615013963),np.float64(14.506501207307492)
4,np.float64(222.2217525433719),np.float64(-33.8997595207145),np.float64(-75.84118615013944),np.float64(14.408039532532417)
5,np.float64(222.2217525433717),np.float64(-33.8997595207147),np.float64(-75.84118615013914),np.float64(14.058351018499192)
6,np.float64(222.22175254337185),np.float64(-33.89975952071475),np.float64(-75.84118615013936),np.float64(14.073454558165261)
7,np.float64(222.22175254337162),np.float64(-33.89975952071495),np.float64(-75.84118615013927),np.float64(14.611278919440826)
8,np.float64(222.2217525433719),np.float64(-33.899759520714824),np.float64(-75.84118615013955),np.float64(14.411145304572795)
9,np.float64(222.22175254337168),np.float64(-33.89975952071474),np.float64(-75.84118615013938),np.float64(14.121118185594375)
10,np.float64(222.2217525433719),np.float64(-33.89975952071503),np.float64(-75.84118615013932),np.float64(14.16611884516922)
11,np.float64(222.22175254337236),np.float64(-33.89975952071504),np.float64(-75.84118615013946),np.float64(14.404120114851265)
12,np.float64(222.22175254337282),np.float64(-33.89975952071519),np.float64(-75.84118615013955),np.float64(14.58998890505038)
13,np.float64(222.2217525433722),np.float64(-33.8997595207151),np.float64(-75.84118615013932),np.float64(14.289955928456633)
14,np.float64(222.22175254337222),np.float64(-33.89975952071498),np.float64(-75.84118615013942),np.float64(14.125732322202527)
15,np.float64(222.22175254337174),np.float64(-33.89975952071486),np.float64(-75.84118615013936),np.float64(14.434505883515556)
16,np.float64(222.22175254337196),np.float64(-33.899759520714845),np.float64(-75.84118615013958),np.float64(14.516970937310129)
17,np.float64(222.22175254337162),np.float64(-33.89975952071497),np.float64(-75.84118615013936),np.float64(14.355980605134812)
18,np.float64(222.22175254337202),np.float64(-33.89975952071522),np.float64(-75.84118615013927),np.float64(14.067055240289426)
19,np.float64(222.22175254337168),np.float64(-33.89975952071494),np.float64(-75.84118615013952),np.float64(14.35146815183038)
20,np.float64(222.22175254337213),np.float64(-33.89975952071513),np.float64(-75.84118615013959),np.float64(14.624280445482484)
21,np.float64(222.22175254337176),np.float64(-33.89975952071496),np.float64(-75.84118615013968),np.float64(14.478491454486065)
22,np.float64(222.221752543372),np.float64(-33.899759520714746),np.float64(-75.84118615013972),np.float64(14.42145160190886)
23,np.float64(222.22175254337122),np.float64(-33.89975952071448),np.float64(-75.8411861501396),np.float64(14.219032381878003)
24,np.float64(222.22175254337094),np.float64(-33.89975952071475),np.float64(-75.8411861501394),np.float64(14.496896344328263)
25,np.float64(222.22175254337117),np.float64(-33.89975952071481),np.float64(-75.84118615013945),np.float64(14.585221966327968)
