phi1,phi2,dN_B,pred,err
0.0,0.0,0.14776010333066858,0.14776010333066997,1.3877787807814457e-15
0.0,1.0471975511965976,0.11082007749800171,0.11082007749800256,8.465450562766819e-16
0.0,2.0943951023931953,0.03694002583266842,0.03694002583266762,8.049116928532385e-16
0.0,3.141592653589793,-2.220446049250313e-16,1.1483266818709131e-16,3.368772731121226e-16
0.0,4.1887902047863905,0.03694002583266398,0.03694002583266753,3.5457747848965937e-15
0.0,5.235987755982989,0.11082007749799971,0.11082007749800249,2.7755575615628914e-15
1.0471975511965976,0.0,0.11082007749800704,0.11082007749800246,4.579669976578771e-15
1.0471975511965976,1.0471975511965976,0.07388005166533373,0.07388005166533504,1.304512053934559e-15
1.0471975511965976,2.0943951023931953,5.773159728050814e-15,9.842800130322111e-17,5.674731726747593e-15
1.0471975511965976,3.141592653589793,-0.03694002583267186,-0.0369400258326674,4.461708780212348e-15
1.0471975511965976,4.1887902047863905,-4.9960036108132044e-15,8.202333441935093e-18,5.0042059442551394e-15
1.0471975511965976,5.235987755982989,0.07388005166533418,0.07388005166533498,8.049116928532385e-16
2.0943951023931953,0.0,0.0369400258326702,0.036940025832667416,2.7824964554667986e-15
2.0943951023931953,1.0471975511965976,-1.7763568394002505e-15,-1.6404666883870186e-17,1.7599521725163802e-15
2.0943951023931953,2.0943951023931953,-0.07388005166533018,-0.07388005166533496,4.773959005888173e-15
2.0943951023931953,3.141592653589793,-0.11082007749800182,-0.11082007749800246,6.38378239159465e-16
2.0943951023931953,4.1887902047863905,-0.07388005166533107,-0.07388005166533505,3.982925100842749e-15
2.0943951023931953,5.235987755982989,-1.9984014443252818e-15,-6.561866753548074e-17,1.932782776789801e-15
3.141592653589793,0.0,-8.881784197001252e-16,-1.1483266818709131e-16,7.733457515130339e-16
3.141592653589793,1.0471975511965976,-0.036940025832672085,-0.03694002583266755,4.538036613155327e-15
3.141592653589793,2.0943951023931953,-0.11082007749800238,-0.11082007749800249,1.1102230246251565e-16
3.141592653589793,3.141592653589793,-0.1477601033306717,-0.14776010333066997,1.7208456881689926e-15
3.141592653589793,4.1887902047863905,-0.11082007749800282,-0.11082007749800257,2.498001805406602e-16
3.141592653589793,5.235987755982989,-0.03694002583266498,-0.036940025832667596,2.615963001773025e-15
4.1887902047863905,0.0,0.0369400258326662,0.03694002583266738,1.1796119636642288e-15
4.1887902047863905,1.0471975511965976,-9.992007221626409e-16,-5.741633409354566e-17,9.417843880690952e-16
4.1887902047863905,2.0943951023931953,-0.07388005166533584,-0.07388005166533498,8.604228440844963e-16
4.1887902047863905,3.141592653589793,-0.11082007749799994,-0.11082007749800249,2.55351295663786e-15
4.1887902047863905,4.1887902047863905,-0.07388005166533862,-0.07388005166533508,3.5388358909926865e-15
4.1887902047863905,5.235987755982989,2.220446049250313e-15,-1.0663033474515621e-16,2.3270763839954695e-15
5.235987755982989,0.0,0.11082007749800349,0.11082007749800246,1.0269562977782698e-15
5.235987755982989,1.0471975511965976,0.0738800516653364,0.07388005166533504,1.3600232051658168e-15
5.235987755982989,2.0943951023931953,-2.6645352591003757e-15,9.842800130322111e-17,2.7629632604035967e-15
5.235987755982989,3.141592653589793,-0.036940025832667533,-0.0369400258326674,1.3183898417423734e-16
5.235987755982989,4.1887902047863905,0.0,8.202333441935093e-18,8.202333441935093e-18
5.235987755982989,5.235987755982989,0.07388005166533795,0.07388005166533498,2.9698465908722937e-15
