t,H,Q2_re,Q2_im,generator_norm
0,np.float64(340.4924663761941),np.float64(-37.0923447290909),np.float64(83.24449531775225),np.float64(16.84236561306939)
1,np.float64(340.49246637619433),np.float64(-37.092344729090875),np.float64(83.24449531775223),np.float64(17.672605375897632)
2,np.float64(340.492466376195),np.float64(-37.09234472909088),np.float64(83.24449531775218),np.float64(17.662551794180537)
3,np.float64(340.4924663761951),np.float64(-37.0923447290909),np.float64(83.24449531775204),np.float64(17.45443798580912)
4,np.float64(340.4924663761946),np.float64(-37.09234472909077),np.float64(83.24449531775191),np.float64(17.820789713131308)
5,np.float64(340.49246637619547),np.float64(-37.09234472909062),np.float64(83.2444953177521),np.float64(18.193947185612608)
6,np.float64(340.4924663761957),np.float64(-37.0923447290906),np.float64(83.24449531775215),np.float64(18.38221167447996)
7,np.float64(340.49246637619456),np.float64(-37.09234472909017),np.float64(83.24449531775227),np.float64(18.437911961379093)
8,np.float64(340.4924663761944),np.float64(-37.09234472909018),np.float64(83.24449531775228),np.float64(18.473961330199188)
9,np.float64(340.49246637619353),np.float64(-37.0923447290905),np.float64(83.24449531775178),np.float64(18.438595173247798)
10,np.float64(340.49246637619353),np.float64(-37.092344729090534),np.float64(83.2444953177517),np.float64(18.402656256456208)
11,np.float64(340.4924663761934),np.float64(-37.092344729090044),np.float64(83.24449531775205),np.float64(18.434228683069886)
12,np.float64(340.49246637619365),np.float64(-37.092344729089945),np.float64(83.24449531775215),np.float64(18.468724792262392)
13,np.float64(340.4924663761939),np.float64(-37.09234472909043),np.float64(83.24449531775211),np.float64(18.574396441940152)
14,np.float64(340.49246637619433),np.float64(-37.092344729090925),np.float64(83.24449531775224),np.float64(18.6499870268438)
15,np.float64(340.49246637619467),np.float64(-37.09234472909118),np.float64(83.24449531775201),np.float64(18.657279729960454)
16,np.float64(340.4924663761956),np.float64(-37.09234472909106),np.float64(83.24449531775223),np.float64(18.656788690321978)
17,np.float64(340.49246637619433),np.float64(-37.092344729090726),np.float64(83.244495317752),np.float64(18.61874964231996)
18,np.float64(340.49246637619467),np.float64(-37.0923447290907),np.float64(83.24449531775193),np.float64(18.60154644170476)
19,np.float64(340.4924663761942),np.float64(-37.09234472909063),np.float64(83.24449531775173),np.float64(18.639320302791585)
20,np.float64(340.492466376193),np.float64(-37.0923447290906),np.float64(83.24449531775153),np.float64(18.691257625934732)
21,np.float64(340.49246637619285),np.float64(-37.092344729090854),np.float64(83.24449531775123),np.float64(18.670502250445665)
22,np.float64(340.4924663761926),np.float64(-37.09234472909042),np.float64(83.24449531775124),np.float64(18.640490530172258)
23,np.float64(340.4924663761927),np.float64(-37.09234472909094),np.float64(83.24449531775088),np.float64(18.679100096558063)
24,np.float64(340.4924663761926),np.float64(-37.09234472909098),np.float64(83.24449531775083),np.float64(18.67941827390676)
25,np.float64(340.492466376194),np.float64(-37.09234472909144),np.float64(83.24449531775109),np.float64(18.658911574619587)
26,np.float64(340.49246637619467),np.float64(-37.092344729091856),np.float64(83.24449531775099),np.float64(18.688625772490575)
27,np.float64(340.4924663761951),np.float64(-37.09234472909233),np.float64(83.24449531775119),np.float64(18.735651365062335)
28,np.float64(340.49246637619547),np.float64(-37.09234472909225),np.float64(83.2444953177513),np.float64(18.70819439755723)
29,np.float64(340.49246637619603),np.float64(-37.09234472909213),np.float64(83.24449531775146),np.float64(18.626514641572403)
30,np.float64(340.4924663761965),np.float64(-37.092344729092375),np.float64(83.24449531775144),np.float64(18.649298115394988)
31,np.float64(340.4924663761966),np.float64(-37.092344729092076),np.float64(83.24449531775147),np.float64(18.734331589617433)
32,np.float64(340.4924663761965),np.float64(-37.092344729091764),np.float64(83.24449531775171),np.float64(18.71228203453574)
33,np.float64(340.4924663761966),np.float64(-37.09234472909182),np.float64(83.24449531775187),np.float64(18.662831408382235)
34,np.float64(340.4924663761966),np.float64(-37.09234472909232),np.float64(83.2444953177517),np.float64(18.69410583533974)
35,np.float64(340.4924663761965),np.float64(-37.09234472909189),np.float64(83.24449531775194),np.float64(18.72703859500987)
36,np.float64(340.4924663761967),np.float64(-37.09234472909164),np.float64(83.24449531775207),np.float64(18.679603266970627)
37,np.float64(340.49246637619683),np.float64(-37.09234472909162),np.float64(83.24449531775197),np.float64(18.62936802615082)
38,np.float64(340.4924663761969),np.float64(-37.09234472909162),np.float64(83.24449531775218),np.float64(18.70732672728616)
39,np.float64(340.4924663761967),np.float64(-37.092344729091785),np.float64(83.24449531775218),np.float64(18.77400483335778)
40,np.float64(340.49246637619603),np.float64(-37.09234472909109),np.float64(83.24449531775238),np.float64(18.704918527615053)
41,np.float64(340.49246637619706),np.float64(-37.09234472909081),np.float64(83.24449531775282),np.float64(18.62595600147233)
42,np.float64(340.49246637619683),np.float64(-37.0923447290908),np.float64(83.24449531775278),np.float64(18.672845336523995)
43,np.float64(340.49246637619757),np.float64(-37.092344729090755),np.float64(83.24449531775281),np.float64(18.72141126818066)
44,np.float64(340.4924663761972),np.float64(-37.09234472909075),np.float64(83.24449531775272),np.float64(18.686476355950642)
45,np.float64(340.4924663761956),np.float64(-37.0923447290902),np.float64(83.24449531775255),np.float64(18.666338304902464)
46,np.float64(340.492466376194),np.float64(-37.09234472909004),np.float64(83.24449531775213),np.float64(18.740926748111683)
47,np.float64(340.4924663761937),np.float64(-37.092344729089945),np.float64(83.24449531775197),np.float64(18.753123008831462)
48,np.float64(340.4924663761934),np.float64(-37.092344729090215),np.float64(83.24449531775161),np.float64(18.66075202006242)
49,np.float64(340.49246637619456),np.float64(-37.09234472909026),np.float64(83.24449531775176),np.float64(18.60973280100447)
50,np.float64(340.4924663761955),np.float64(-37.09234472909014),np.float64(83.24449531775207),np.float64(18.69420011164145)
51,np.float64(340.4924663761952),np.float64(-37.092344729090286),np.float64(83.24449531775181),np.float64(18.73635967734505)
52,np.float64(340.4924663761947),np.float64(-37.0923447290901),np.float64(83.24449531775161),np.float64(18.691769581598344)
53,np.float64(340.49246637619564),np.float64(-37.09234472909013),np.float64(83.24449531775161),np.float64(18.6708607579737)
54,np.float64(340.4924663761951),np.float64(-37.0923447290901),np.float64(83.24449531775139),np.float64(18.720530948402597)
55,np.float64(340.49246637619603),np.float64(-37.092344729090144),np.float64(83.24449531775126),np.float64(18.706422002662386)
56,np.float64(340.49246637619603),np.float64(-37.092344729090016),np.float64(83.24449531775132),np.float64(18.640964993211515)
57,np.float64(340.49246637619547),np.float64(-37.09234472908986),np.float64(83.24449531775129),np.float64(18.65194632694014)
58,np.float64(340.49246637619507),np.float64(-37.092344729089916),np.float64(83.24449531775115),np.float64(18.725989668435794)
59,np.float64(340.4924663761959),np.float64(-37.09234472908982),np.float64(83.24449531775159),np.float64(18.718753251384506)
60,np.float64(340.4924663761973),np.float64(-37.092344729089916),np.float64(83.24449531775187),np.float64(18.663340071437535)
61,np.float64(340.49246637619706),np.float64(-37.09234472908993),np.float64(83.24449531775164),np.float64(18.660934986491675)
62,np.float64(340.49246637619785),np.float64(-37.09234472908982),np.float64(83.2444953177519),np.float64(18.706780953424158)
63,np.float64(340.4924663761999),np.float64(-37.09234472909044),np.float64(83.24449531775207),np.float64(18.69018743912144)
64,np.float64(340.49246637619956),np.float64(-37.09234472909054),np.float64(83.24449531775201),np.float64(18.65667868030436)
65,np.float64(340.492466376199),np.float64(-37.09234472909056),np.float64(83.24449531775211),np.float64(18.6913338144151)
66,np.float64(340.4924663761984),np.float64(-37.09234472909009),np.float64(83.24449531775204),np.float64(18.7154656212778)
67,np.float64(340.49246637619865),np.float64(-37.092344729089874),np.float64(83.24449531775224),np.float64(18.670789936376146)
68,np.float64(340.4924663761994),np.float64(-37.09234472909045),np.float64(83.24449531775214),np.float64(18.6469165362612)
69,np.float64(340.4924663761999),np.float64(-37.09234472909054),np.float64(83.24449531775221),np.float64(18.683845217828548)
70,np.float64(340.4924663761989),np.float64(-37.09234472909046),np.float64(83.24449531775178),np.float64(18.71538418324246)
71,np.float64(340.4924663761987),np.float64(-37.092344729090016),np.float64(83.24449531775167),np.float64(18.682156228189836)
72,np.float64(340.4924663761983),np.float64(-37.092344729090215),np.float64(83.24449531775126),np.float64(18.658529959210394)
73,np.float64(340.4924663761984),np.float64(-37.09234472909044),np.float64(83.24449531775122),np.float64(18.688879475642988)
74,np.float64(340.49246637619876),np.float64(-37.092344729090044),np.float64(83.24449531775177),np.float64(18.68098400789416)
75,np.float64(340.4924663761982),np.float64(-37.09234472908972),np.float64(83.2444953177519),np.float64(18.64283723226773)
76,np.float64(340.49246637619825),np.float64(-37.09234472909006),np.float64(83.24449531775176),np.float64(18.671819097362093)
77,np.float64(340.49246637619785),np.float64(-37.0923447290906),np.float64(83.24449531775154),np.float64(18.71039389185649)
78,np.float64(340.4924663761975),np.float64(-37.0923447290907),np.float64(83.2444953177516),np.float64(18.701536825902757)
79,np.float64(340.4924663761976),np.float64(-37.09234472909063),np.float64(83.24449531775166),np.float64(18.653339320823566)
80,np.float64(340.4924663761975),np.float64(-37.09234472909086),np.float64(83.24449531775159),np.float64(18.646970287741826)
