wave_id,resolution,base_wave,harmonics,phase_composition,reflection_fraction,reflection_value,theta_over_pi,finite_order_lock,real_rotation_period,closure_address,conjugate_address,charge_magnitude,particle_antiparticle,conjugate_direction_count,winding_cover_spin
N137-W0001,137,1lambda0(0deg),なし,base:0deg,0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,内部倍音なし（スピン型未分類）
N137-W0002,137,1lambda0(180deg),なし,base:180deg,0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,内部倍音なし（スピン型未分類）
N137-W0003,137,137lambda0(0deg),なし,base:0deg,0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,内部倍音なし（スピン型未分類）
N137-W0004,137,137lambda0(0deg),1lambda0(0deg);order=137,"base:0deg, order137:0deg",1/2,0.5,1/4,True,8,+1/4,-1/4 (=3/4),0.4999999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇数巻数のみ: 2:1被覆（半整数スピン型）
N137-W0005,137,137lambda0(0deg),1lambda0(180deg);order=137,"base:0deg, order137:180deg",1/2,0.5,1/4,True,8,+1/4,-1/4 (=3/4),0.4999999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇数巻数のみ: 2:1被覆（半整数スピン型）
N137-W0006,137,137lambda0(180deg),なし,base:180deg,0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,内部倍音なし（スピン型未分類）
N137-W0007,137,137lambda0(180deg),1lambda0(0deg);order=137,"base:180deg, order137:0deg",1/2,0.5,1/4,True,8,+1/4,-1/4 (=3/4),0.4999999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇数巻数のみ: 2:1被覆（半整数スピン型）
N137-W0008,137,137lambda0(180deg),1lambda0(180deg);order=137,"base:180deg, order137:180deg",1/2,0.5,1/4,True,8,+1/4,-1/4 (=3/4),0.4999999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇数巻数のみ: 2:1被覆（半整数スピン型）
