t,H,Q2_re,Q2_im,generator_norm
0,np.float64(340.4924663761939),np.float64(-38.737194034678154),np.float64(40.77033958912733),np.float64(16.94839742063952)
1,np.float64(340.4924663761952),np.float64(-38.73719403467848),np.float64(40.770339589127346),np.float64(17.494576599385756)
2,np.float64(340.4924663761957),np.float64(-38.73719403467837),np.float64(40.77033958912747),np.float64(17.536611463576914)
3,np.float64(340.49246637619547),np.float64(-38.73719403467834),np.float64(40.770339589127346),np.float64(17.68827883259009)
4,np.float64(340.49246637619586),np.float64(-38.73719403467826),np.float64(40.77033958912746),np.float64(18.11159404862048)
5,np.float64(340.4924663761943),np.float64(-38.73719403467792),np.float64(40.77033958912776),np.float64(18.31729694986181)
6,np.float64(340.4924663761942),np.float64(-38.73719403467798),np.float64(40.77033958912785),np.float64(18.305871501016806)
7,np.float64(340.49246637619365),np.float64(-38.737194034678026),np.float64(40.77033958912803),np.float64(18.216535547508986)
8,np.float64(340.49246637619353),np.float64(-38.73719403467837),np.float64(40.77033958912768),np.float64(18.19234147286498)
9,np.float64(340.4924663761932),np.float64(-38.73719403467825),np.float64(40.7703395891276),np.float64(18.426320922435888)
10,np.float64(340.49246637619353),np.float64(-38.73719403467851),np.float64(40.77033958912749),np.float64(18.613038553672915)
11,np.float64(340.492466376194),np.float64(-38.7371940346787),np.float64(40.770339589127545),np.float64(18.6547192781813)
12,np.float64(340.4924663761941),np.float64(-38.73719403467862),np.float64(40.77033958912746),np.float64(18.61272412125957)
13,np.float64(340.492466376194),np.float64(-38.73719403467865),np.float64(40.770339589127566),np.float64(18.584432627511354)
14,np.float64(340.49246637619547),np.float64(-38.73719403467881),np.float64(40.770339589127715),np.float64(18.58387713487569)
15,np.float64(340.4924663761951),np.float64(-38.73719403467882),np.float64(40.77033958912786),np.float64(18.64041482598927)
16,np.float64(340.4924663761949),np.float64(-38.73719403467837),np.float64(40.7703395891279),np.float64(18.717336614895537)
17,np.float64(340.4924663761941),np.float64(-38.737194034678446),np.float64(40.77033958912765),np.float64(18.77409346952841)
18,np.float64(340.4924663761939),np.float64(-38.73719403467838),np.float64(40.77033958912773),np.float64(18.789091032101187)
19,np.float64(340.49246637619365),np.float64(-38.73719403467848),np.float64(40.77033958912774),np.float64(18.79663051698866)
20,np.float64(340.492466376194),np.float64(-38.73719403467857),np.float64(40.770339589127836),np.float64(18.7796811030194)
21,np.float64(340.492466376195),np.float64(-38.73719403467882),np.float64(40.77033958912784),np.float64(18.767826506823422)
22,np.float64(340.49246637619535),np.float64(-38.73719403467889),np.float64(40.770339589128014),np.float64(18.801787377344187)
23,np.float64(340.4924663761951),np.float64(-38.73719403467889),np.float64(40.770339589127936),np.float64(18.84401799123087)
24,np.float64(340.49246637619444),np.float64(-38.737194034678716),np.float64(40.77033958912799),np.float64(18.84984235620645)
25,np.float64(340.4924663761951),np.float64(-38.73719403467882),np.float64(40.77033958912785),np.float64(18.824761296447754)
26,np.float64(340.4924663761958),np.float64(-38.737194034679206),np.float64(40.7703395891277),np.float64(18.812411308783474)
27,np.float64(340.4924663761964),np.float64(-38.73719403467945),np.float64(40.77033958912762),np.float64(18.844338021866918)
28,np.float64(340.4924663761965),np.float64(-38.73719403467949),np.float64(40.77033958912778),np.float64(18.866958367741308)
29,np.float64(340.4924663761971),np.float64(-38.73719403467956),np.float64(40.77033958912788),np.float64(18.85409242723161)
30,np.float64(340.49246637619626),np.float64(-38.73719403467955),np.float64(40.770339589127715),np.float64(18.847642814753115)
31,np.float64(340.4924663761959),np.float64(-38.73719403467971),np.float64(40.770339589127474),np.float64(18.87168671681621)
32,np.float64(340.4924663761956),np.float64(-38.73719403467969),np.float64(40.7703395891277),np.float64(18.888209009176965)
33,np.float64(340.49246637619626),np.float64(-38.73719403467954),np.float64(40.77033958912796),np.float64(18.864802771381353)
34,np.float64(340.49246637619717),np.float64(-38.73719403467961),np.float64(40.77033958912803),np.float64(18.837973358509792)
35,np.float64(340.4924663761965),np.float64(-38.737194034679625),np.float64(40.7703395891277),np.float64(18.846973291043113)
36,np.float64(340.4924663761975),np.float64(-38.73719403467966),np.float64(40.770339589127914),np.float64(18.880897389545726)
37,np.float64(340.4924663761984),np.float64(-38.737194034679746),np.float64(40.770339589127865),np.float64(18.89014809493827)
38,np.float64(340.4924663761983),np.float64(-38.73719403467972),np.float64(40.77033958912788),np.float64(18.870756843275753)
39,np.float64(340.492466376199),np.float64(-38.73719403467985),np.float64(40.770339589127985),np.float64(18.860139955714885)
40,np.float64(340.4924663761991),np.float64(-38.7371940346796),np.float64(40.7703395891281),np.float64(18.881220818836827)
41,np.float64(340.4924663761989),np.float64(-38.73719403467966),np.float64(40.77033958912783),np.float64(18.89362860236458)
42,np.float64(340.4924663761991),np.float64(-38.73719403467954),np.float64(40.7703395891278),np.float64(18.870702421010964)
43,np.float64(340.4924663761999),np.float64(-38.73719403467962),np.float64(40.77033958912776),np.float64(18.855522895638508)
44,np.float64(340.49246637619996),np.float64(-38.73719403467978),np.float64(40.77033958912781),np.float64(18.874655588276227)
45,np.float64(340.49246637619956),np.float64(-38.73719403467959),np.float64(40.77033958912796),np.float64(18.8925323923047)
46,np.float64(340.49246637620047),np.float64(-38.737194034679504),np.float64(40.77033958912814),np.float64(18.890491657725146)
47,np.float64(340.4924663762004),np.float64(-38.737194034679504),np.float64(40.77033958912811),np.float64(18.873117270256994)
48,np.float64(340.4924663761999),np.float64(-38.73719403467929),np.float64(40.770339589128035),np.float64(18.863591808776768)
49,np.float64(340.4924663762001),np.float64(-38.73719403467936),np.float64(40.770339589127985),np.float64(18.88314014980728)
50,np.float64(340.4924663761998),np.float64(-38.73719403467918),np.float64(40.77033958912803),np.float64(18.89416591668691)
51,np.float64(340.4924663761998),np.float64(-38.73719403467922),np.float64(40.7703395891281),np.float64(18.878833463570484)
52,np.float64(340.49246637620007),np.float64(-38.73719403467931),np.float64(40.77033958912823),np.float64(18.871158852355574)
53,np.float64(340.49246637619945),np.float64(-38.73719403467918),np.float64(40.77033958912834),np.float64(18.884628791319873)
54,np.float64(340.49246637620007),np.float64(-38.73719403467922),np.float64(40.77033958912824),np.float64(18.89172253448655)
55,np.float64(340.49246637619945),np.float64(-38.73719403467934),np.float64(40.77033958912824),np.float64(18.883987668576044)
56,np.float64(340.4924663761989),np.float64(-38.737194034679305),np.float64(40.77033958912817),np.float64(18.874891590079148)
57,np.float64(340.49246637619905),np.float64(-38.73719403467925),np.float64(40.77033958912811),np.float64(18.87071567476914)
58,np.float64(340.492466376199),np.float64(-38.737194034679206),np.float64(40.77033958912821),np.float64(18.88618888341903)
59,np.float64(340.49246637619945),np.float64(-38.73719403467952),np.float64(40.770339589128156),np.float64(18.89717998310774)
60,np.float64(340.49246637619854),np.float64(-38.73719403467951),np.float64(40.770339589128035),np.float64(18.881513270579642)
61,np.float64(340.4924663761984),np.float64(-38.73719403467994),np.float64(40.770339589127786),np.float64(18.873831700688307)
62,np.float64(340.4924663761991),np.float64(-38.73719403468016),np.float64(40.7703395891277),np.float64(18.886265125401223)
63,np.float64(340.4924663761977),np.float64(-38.73719403467984),np.float64(40.77033958912768),np.float64(18.888933086275077)
64,np.float64(340.4924663761969),np.float64(-38.737194034679945),np.float64(40.77033958912756),np.float64(18.881914108529596)
65,np.float64(340.49246637619734),np.float64(-38.737194034679845),np.float64(40.770339589127644),np.float64(18.878444718343765)
66,np.float64(340.4924663761982),np.float64(-38.737194034679625),np.float64(40.77033958912778),np.float64(18.879339050581933)
67,np.float64(340.49246637619774),np.float64(-38.737194034679426),np.float64(40.77033958912773),np.float64(18.890543281650384)
68,np.float64(340.49246637619626),np.float64(-38.73719403467945),np.float64(40.77033958912754),np.float64(18.897030047510093)
69,np.float64(340.49246637619626),np.float64(-38.73719403467949),np.float64(40.77033958912766),np.float64(18.87960319843801)
70,np.float64(340.4924663761959),np.float64(-38.73719403467943),np.float64(40.77033958912752),np.float64(18.869981008236827)
71,np.float64(340.49246637619575),np.float64(-38.73719403467948),np.float64(40.770339589127815),np.float64(18.88482342998693)
72,np.float64(340.49246637619524),np.float64(-38.73719403467955),np.float64(40.770339589127644),np.float64(18.890879397993697)
73,np.float64(340.49246637619456),np.float64(-38.73719403467957),np.float64(40.77033958912748),np.float64(18.88481359396296)
74,np.float64(340.4924663761948),np.float64(-38.73719403467939),np.float64(40.770339589127715),np.float64(18.882872797940713)
75,np.float64(340.492466376195),np.float64(-38.737194034679305),np.float64(40.770339589127786),np.float64(18.88119985740317)
76,np.float64(340.4924663761944),np.float64(-38.73719403467936),np.float64(40.770339589127715),np.float64(18.890202524579678)
77,np.float64(340.49246637619456),np.float64(-38.7371940346794),np.float64(40.770339589127865),np.float64(18.895891690883523)
78,np.float64(340.4924663761939),np.float64(-38.73719403467936),np.float64(40.77033958912798),np.float64(18.877352482312247)
79,np.float64(340.4924663761934),np.float64(-38.73719403467953),np.float64(40.77033958912776),np.float64(18.86808124304496)
80,np.float64(340.49246637619297),np.float64(-38.73719403467949),np.float64(40.77033958912761),np.float64(18.885770919973293)
