edge_index,i,j,theta_deg,a_Re,b_Im,abs_z
0,0,1,277.26207986792616,0.017120511913162998,-0.1343519501699877,0.13543839353243825
1,0,2,152.5896383548112,-0.26553399515224246,0.13770067839193703,0.29911499362471083
2,0,3,283.5093109321233,0.07179235870042672,-0.2988227589395819,0.30732585967997256
3,0,4,41.43052865183324,0.2630600219258856,0.23216783192033455,0.3508596262242724
4,0,5,186.15521587525592,-0.2244773088040577,-0.02420852561383319,0.22577890707572287
5,0,6,290.00425893715624,0.04747393804687259,-0.13040341206947872,0.13877616752540967
6,1,2,78.21644279591138,0.061418347348330064,0.2944151105689739,0.30075317242273814
7,1,3,5.245053111854005,0.30706320799216125,0.02818840982873481,0.30835434187166877
8,1,4,252.15037435648324,-0.0793095491612952,-0.2462872255063748,0.25874196033074304
9,1,5,184.26981510890366,-0.1616986086063322,-0.012072514239383452,0.1621486528629946
10,1,6,325.5767174065952,0.2588636431399565,-0.17740218722582854,0.3138182941961776
11,2,3,318.52434305992017,0.14871180352347435,-0.13145649383444974,0.19848428219496667
12,2,4,136.48950665810673,-0.07142980472632048,0.06780922059734444,0.09849013859904755
13,2,5,231.81139050649506,-0.20534825879141128,-0.26105786494408,0.3321432164561335
14,2,6,168.7852547701405,-0.2326674203730901,0.046131618173658816,0.23719665827829126
15,3,4,128.82430461026192,-0.14155244660462113,0.17590288575674434,0.22578511987574462
16,3,5,183.2813823145446,-0.03536558207487399,-0.002027636953118467,0.03542366027259605
17,3,6,226.13396006818712,-0.23442481281218375,-0.24389258981228146,0.33828772993912914
18,4,5,322.9124087387837,0.27889803282655873,-0.2108339905378207,0.34962134414338336
19,4,6,22.26583975156386,0.13923349020029158,0.05700686420774738,0.15045181075731603
20,5,6,91.53590266384343,-0.00779247604226306,0.2906232601416408,0.29072771112885865
