step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,8.72475940609118e-33,2.5972321817351743e-33,0.6542923577673424,0.06602938560808877
25,3.769498303354703e-28,1.1221240434015715e-28,0.6542923577673405,0.06602938560808908
50,1.2301454919944682e-27,3.6619616786152725e-28,0.6542923577673382,0.06602938560808988
75,2.17357563633277e-27,6.47041405884214e-28,0.6542923577673374,0.06602938560809042
100,3.604577918790554e-27,1.0730296775540237e-27,0.6542923577673376,0.06602938560809038
125,7.255853306091699e-27,2.1599605026785313e-27,0.6542923577673372,0.06602938560809075
150,1.281181466434954e-26,3.813888246527755e-27,0.6542923577673362,0.0660293856080907
200,2.886951120729235e-26,8.594027650343408e-27,0.6542923577673333,0.06602938560809038
300,9.865321379368645e-26,2.93676065746494e-26,0.6542923577673323,0.06602938560809006
500,4.527952210071458e-25,1.3479045839527804e-25,0.6542923577673359,0.06602938560809198
750,2.0666025039745948e-24,6.15197082274725e-25,0.6542923577673215,0.0660293856080964
1000,6.579370288819565e-24,1.958581486813245e-24,0.6542923577673181,0.0660293856080994
1500,3.139942871037694e-23,9.347146773781763e-24,0.6542923577673085,0.0660293856081016
2000,8.92854474518177e-23,2.657896071271473e-23,0.6542923577672944,0.06602938560810738
3000,3.2596748069925864e-22,9.703571086209423e-23,0.6542923577673291,0.06602938560809836
4000,6.944630574607582e-22,2.0673140861662768e-22,0.6542923577671442,0.0660293856081158
5000,1.2110924185890407e-21,3.6052434894854595e-22,0.6542923577670966,0.06602938560811501
7500,5.331609086587471e-21,1.5871413818515995e-21,0.6542923577665487,0.06602938560815654
10000,1.677801405994306e-20,4.994567303671818e-21,0.6542923577681939,0.066029385608021
15000,8.754311972579042e-20,2.6060295448556866e-20,0.6542923577692649,0.06602938560816773
20000,2.8183126712094344e-19,8.389701110502786e-20,0.6542923577737653,0.06602938560815397
25000,4.74686218901359e-19,1.413070855672516e-19,0.6542923577820574,0.06602938560745025
30000,1.1110228898288443e-18,3.307351262979299e-19,0.6542923577719795,0.06602938560777914
35000,5.647126804067301e-18,1.6810663523314266e-18,0.6542923577244419,0.06602938561013068
40000,2.061232909883483e-17,6.135986333134662e-18,0.6542923576787255,0.06602938561354915
