epsilon,phi,phi_over_pi,s0,stability_gain,noise_amp,seed,phase,S_mean,S_amp,S_max_abs,S_final,S_drift,Q_max_error,Q_tail_max_error
0.0,3.141592653589793,1.0,0.001,-0.002,1e-08,0,gray_eigen,8.246245537794881e-06,1.6384269290098397e-05,3.347589708202481e-05,8.978326576092324e-07,1.2469996527257101e-05,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.001,-0.002,1e-08,1,gray_eigen,7.769114119885464e-06,1.6319566159744836e-05,3.298201467344386e-05,5.782107796448166e-07,1.1984138803652583e-05,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.001,-0.002,1e-08,2,gray_eigen,8.262229378611735e-06,1.6366182712806987e-05,3.361357403852683e-05,1.0985375472616357e-06,1.2048076016611612e-05,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.001,0.0,0.0,0,gray_eigen,0.0020000000000000573,0.0,0.0020000000000000573,0.0020000000000000573,4.336808689942018e-19,0.0,0.0
0.0,3.141592653589793,1.0,0.001,0.0,1e-08,0,gray_eigen,0.0020006553823303176,7.58684498641804e-07,0.0020013559136536907,0.002001205330536992,2.548217296295327e-07,7.771561172376096e-16,7.771561172376096e-16
0.0,3.141592653589793,1.0,0.001,0.0,1e-08,1,gray_eigen,0.0019993007797047446,6.395320606700228e-07,0.001999992122029004,0.0019992486687699937,7.084485470617782e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.001,0.0,1e-08,2,gray_eigen,0.0020008048425458245,8.838879553274559e-07,0.0020018048110396753,0.0020018048110396753,7.41502997417872e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.001,0.002,0.0,0,unstable_or_drifting,0.6228098186701987,0.4358251082959304,0.9905124862953258,0.9905124862953258,0.5528983584536951,4.440892098500626e-16,4.440892098500626e-16
0.0,3.141592653589793,1.0,0.001,0.002,1e-08,0,unstable_or_drifting,0.6227672215747921,0.43583518381043596,0.9905087658824306,0.9905087658824306,0.5529227402054662,7.771561172376096e-16,7.771561172376096e-16
0.0,3.141592653589793,1.0,0.001,0.002,1e-08,1,unstable_or_drifting,0.6227760745419044,0.4358327409322903,0.990509472669759,0.990509472669759,0.5529177050252594,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.001,0.002,1e-08,2,unstable_or_drifting,0.622779151951705,0.43583222365019647,0.9905098594038539,0.9905098594038539,0.5529160415849395,8.881784197001252e-16,8.881784197001252e-16
0.0,3.141592653589793,1.0,0.001,0.01,0.0,0,natural_selection,0.9999999999989999,0.0,0.9999999999989999,0.9999999999989999,1.1102230246251565e-16,4.440892098500626e-16,0.0
0.0,3.141592653589793,1.0,0.001,0.01,1e-08,0,natural_selection,0.9999999999989928,1.2068124277675452e-13,0.9999999999990881,0.9999999999989462,3.4416913763379853e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,3.141592653589793,1.0,0.001,0.01,1e-08,1,natural_selection,0.9999999999989915,1.3627987627273797e-13,0.9999999999991072,0.9999999999989853,1.9984014443252818e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,3.141592653589793,1.0,0.001,0.01,1e-08,2,natural_selection,0.9999999999989924,1.3250511798901243e-13,0.9999999999990855,0.999999999999022,3.885780586188048e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,3.141592653589793,1.0,0.01,-0.01,0.0,0,gray_eigen,1.1319643774460408e-12,1.1499939889247912e-11,2.3014534722420876e-11,1.4654943925052066e-14,2.2357099895356503e-12,2.220446049250313e-16,2.220446049250313e-16
0.0,3.141592653589793,1.0,0.01,-0.01,1e-08,0,gray_eigen,6.120273428289853e-08,3.899417136687955e-07,4.654227443445791e-07,1.4148564025928678e-07,2.778173095012686e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,-0.01,1e-08,1,gray_eigen,-3.451945878988725e-08,3.371360620674225e-07,3.4037684060184153e-07,9.375689191681853e-08,8.033524699813284e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,-0.01,1e-08,2,gray_eigen,5.726680382080943e-08,4.219658095439004e-07,5.462004651901606e-07,2.11199128685724e-07,9.346671942436206e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,-0.002,0.0,0,gray_metastable,7.955205022529342e-05,0.00016299665176433553,0.0003314863623090081,5.493058780337012e-06,0.00012288150645787656,2.220446049250313e-16,2.220446049250313e-16
0.0,3.141592653589793,1.0,0.01,-0.002,1e-08,0,gray_metastable,7.984465049625439e-05,0.00016298920888938032,0.00033182010908949794,5.841691310737304e-06,0.00012306577590124546,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,-0.002,1e-08,1,gray_metastable,7.936752851825608e-05,0.00016290210232453028,0.00033132627623227995,5.52207158321938e-06,0.00012257991414122362,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,-0.002,1e-08,2,gray_metastable,7.986062003452865e-05,0.00016296513005251148,0.0003319577845168898,6.042396025252028e-06,0.00012264383245493265,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,0.0,0.0,0,unstable_or_drifting,0.02000000000000007,0.0,0.020000000000000073,0.020000000000000073,0.0,0.0,0.0
0.0,3.141592653589793,1.0,0.01,0.0,1e-08,0,unstable_or_drifting,0.020000646818170858,7.553733919751782e-07,0.020001343471401308,0.020001192987060424,2.465152724798192e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,0.0,1e-08,1,unstable_or_drifting,0.01999929979396123,6.393344878247859e-07,0.019999990183251052,0.019999244596948296,6.80739036980349e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,0.0,1e-08,2,unstable_or_drifting,0.020000792436042924,8.822314012946197e-07,0.020001791634650212,0.020001791634650212,7.354386931876511e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,0.002,0.0,0,unstable_or_drifting,0.9656630294905862,0.11598390928200447,0.9999051266484908,0.9999051266484908,0.06595959740925084,4.440892098500626e-16,4.440892098500626e-16
0.0,3.141592653589793,1.0,0.01,0.002,1e-08,0,unstable_or_drifting,0.9656619299653826,0.11598709734875023,0.9999051254475533,0.9999051254475533,0.0659616684860832,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,0.002,1e-08,1,unstable_or_drifting,0.9656621055684359,0.11598639992823162,0.9999051196982603,0.9999051196982603,0.06596136645981199,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,0.002,1e-08,2,unstable_or_drifting,0.965662209295376,0.11598615133301099,0.9999051304543065,0.9999051304543065,0.06596116097437521,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.01,0.01,0.0,0,natural_selection,0.9999999999989999,0.0,0.9999999999989999,0.9999999999989999,1.1102230246251565e-16,4.440892098500626e-16,0.0
0.0,3.141592653589793,1.0,0.01,0.01,1e-08,0,natural_selection,0.9999999999989928,1.224020884649235e-13,0.9999999999990887,0.9999999999989404,3.1086244689504383e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,3.141592653589793,1.0,0.01,0.01,1e-08,1,natural_selection,0.9999999999989915,1.4055423491754482e-13,0.9999999999991083,0.9999999999989853,1.887379141862766e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,3.141592653589793,1.0,0.01,0.01,1e-08,2,natural_selection,0.9999999999989921,1.322830733840874e-13,0.9999999999990855,0.9999999999990219,3.9968028886505635e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,3.141592653589793,1.0,0.03,-0.01,0.0,0,gray_eigen,3.382869847810437e-12,3.4569930251748815e-11,6.915451544742268e-11,1.4654943925052066e-14,6.739719080137846e-12,2.220446049250313e-16,2.220446049250313e-16
0.0,3.141592653589793,1.0,0.03,-0.01,1e-08,0,gray_eigen,6.120498645729584e-08,3.8994421977522897e-07,4.6542779968961057e-07,1.414856429793332e-07,2.7786235433371067e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.03,-0.01,1e-08,1,gray_eigen,-3.451720741548447e-08,3.37135519390408e-07,3.403757558029241e-07,9.375689097312903e-08,8.033074107237922e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.03,-0.01,1e-08,2,gray_eigen,5.726905594313624e-08,4.219653902959307e-07,5.462004651901606e-07,2.1119912924083556e-07,9.346221362168808e-08,8.881784197001252e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.03,-0.002,0.0,0,gray_metastable,0.00023904018939453298,0.0004897766773313827,0.00099605905130562,1.6505696642854503e-05,0.00036923771561772894,2.220446049250313e-16,2.220446049250313e-16
0.0,3.141592653589793,1.0,0.03,-0.002,1e-08,0,gray_metastable,0.00023933274145659713,0.0004897691240668132,0.0009963925696209182,1.685432148729182e-05,0.0003694219424586066,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.03,-0.002,1e-08,1,gray_metastable,0.00023885564127936457,0.0004896820721104755,0.0009958988508063649,1.6534706585413783e-05,0.00036893607296119486,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.03,-0.002,1e-08,2,gray_metastable,0.00023934868016160297,0.0004897376100282959,0.0009965302459300498,1.7055025873458085e-05,0.00036899994953332004,8.881784197001252e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.03,0.0,0.0,0,unstable_or_drifting,0.060000000000000026,0.0,0.06,0.06,6.938893903907228e-18,0.0,0.0
0.0,3.141592653589793,1.0,0.03,0.0,1e-08,0,unstable_or_drifting,0.0600006268675583,7.470508131268705e-07,0.06000131390025809,0.060001163853720285,2.2771805935350997e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.03,0.0,1e-08,1,unstable_or_drifting,0.05999929862258878,6.379674550929804e-07,0.05999998589367741,0.05999923665505634,6.182390111658664e-08,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.03,0.0,1e-08,2,unstable_or_drifting,0.06000076374446142,8.772728918929329e-07,0.06000175978297696,0.06000175978297696,7.209087443740825e-07,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.03,0.002,0.0,0,natural_selection,0.9954539388360739,0.018121545456266985,0.9999895601322251,0.9999895601322251,0.008793040653178097,4.440892098500626e-16,4.440892098500626e-16
0.0,3.141592653589793,1.0,0.03,0.002,1e-08,0,natural_selection,0.9954539029625863,0.01812173851358323,0.9999895608461082,0.9999895608461082,0.008793101866462871,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.03,0.002,1e-08,1,natural_selection,0.9954538841538498,0.018121726138679017,0.9999895587298588,0.9999895587298588,0.00879314980126733,6.661338147750939e-16,6.661338147750939e-16
0.0,3.141592653589793,1.0,0.03,0.002,1e-08,2,natural_selection,0.9954538994702694,0.01812167701006584,0.9999895621861503,0.9999895621861503,0.008793116768912257,8.881784197001252e-16,8.881784197001252e-16
0.0,3.141592653589793,1.0,0.03,0.01,0.0,0,natural_selection,0.9999999999989999,0.0,0.9999999999989999,0.9999999999989999,1.1102230246251565e-16,4.440892098500626e-16,0.0
0.0,3.141592653589793,1.0,0.03,0.01,1e-08,0,natural_selection,0.9999999999989928,1.22291066162461e-13,0.9999999999990883,0.9999999999989386,2.6645352591003757e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,3.141592653589793,1.0,0.03,0.01,1e-08,1,natural_selection,0.9999999999989915,1.372790769949006e-13,0.999999999999108,0.9999999999989854,1.6653345369377348e-15,7.771561172376096e-16,7.771561172376096e-16
0.0,3.141592653589793,1.0,0.03,0.01,1e-08,2,natural_selection,0.9999999999989921,1.305622276959184e-13,0.9999999999990852,0.9999999999990201,4.107825191113079e-15,7.771561172376096e-16,7.771561172376096e-16
1e-05,0.0,0.0,0.0,-0.01,0.0,0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
1e-05,0.0,0.0,0.0,-0.01,1e-08,0,gray_eigen,1.904837266394494e-08,4.1576372183937954e-07,4.6914597334746254e-07,4.474961634581831e-08,2.0827221906503454e-08,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,-0.01,1e-08,1,gray_eigen,-7.079291945318621e-09,4.448413737645485e-07,4.5902202472358766e-07,1.6008949360601932e-07,3.804468778653724e-08,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,-0.01,1e-08,2,gray_eigen,3.7963090702970136e-08,3.7916977149721193e-07,4.1754238372382336e-07,-8.14047250163874e-08,9.090980180756934e-08,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,-0.002,0.0,0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
1e-05,0.0,0.0,0.0,-0.002,1e-08,0,gray_eigen,9.613210664539566e-08,7.454564270037436e-07,8.652828498156853e-07,8.551090208142043e-08,4.0518223191224546e-07,7.771561172376096e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,-0.002,1e-08,1,gray_eigen,-1.4019866187868872e-07,5.076645979706919e-07,5.636018046706327e-07,4.049701232688995e-07,4.3662821241659954e-08,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,-0.002,1e-08,2,gray_eigen,2.4799694991508e-07,5.802542966393265e-07,6.882921008144472e-07,-1.1484010270512712e-07,1.1771351765816415e-07,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,0.0,0.0,0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
1e-05,0.0,0.0,0.0,0.0,1e-08,0,gray_eigen,9.105170959793424e-07,9.008622269268686e-07,1.7406072722048196e-06,1.3072766537614022e-06,9.055071262692081e-07,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,0.0,1e-08,1,gray_eigen,7.828844408209399e-08,5.363839730432307e-07,5.459002953567271e-07,3.9886280100986937e-07,3.1019813341805307e-07,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,0.0,1e-08,2,gray_eigen,1.3416001656073794e-06,8.202124291978309e-07,2.095387828360274e-06,1.3980016689840724e-06,6.52176512333594e-07,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,0.002,0.0,0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
1e-05,0.0,0.0,0.0,0.002,1e-08,0,gray_metastable,0.0003203014872748133,0.000655246126947645,0.0013328401575403157,0.0013328401575403157,0.0004946485516235741,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,0.002,1e-08,1,gray_metastable,0.0003745132813922667,0.0007658122196012582,0.0015576805229888797,0.0015576805229888797,0.0005772824391810517,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,0.002,1e-08,2,gray_metastable,-6.089076046039577e-05,0.0001241254497917621,0.0002527742646870612,-0.0002527742646870612,9.320088548031585e-05,8.881784197001252e-16,8.881784197001252e-16
1e-05,0.0,0.0,0.0,0.01,0.0,0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16
1e-05,0.0,0.0,0.0,0.01,1e-08,0,natural_selection,0.9999970110173485,2.14845011608511e-05,0.9999980603723879,0.9999980599320433,2.0983136914676237e-06,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,0.01,1e-08,1,natural_selection,0.9999971733099755,1.8162599328797047e-05,0.9999980603394206,0.9999980591001537,1.7737145940888155e-06,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0,0.01,1e-08,2,natural_selection,-0.9999867049940778,0.0002325723893796261,0.9999980602098476,-0.9999980597190639,2.2720101465312226e-05,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,-0.01,0.0,0,gray_eigen,-7.919026483310733e-10,1.0497158697830855e-13,7.919234157327537e-10,-7.918812827689692e-10,5.3426116215789705e-15,4.440892098500626e-16,4.440892098500626e-16
1e-05,0.0,0.0,0.0001,-0.01,1e-08,0,gray_eigen,1.8256449173790937e-08,4.1576370626850146e-07,4.683540220096204e-07,4.395773284260329e-08,2.0827236499916686e-08,8.881784197001252e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,-0.01,1e-08,1,gray_eigen,-7.87117190010047e-09,4.448413629398739e-07,4.598138726996659e-07,1.5929759189514672e-07,3.804470298690161e-08,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,-0.01,1e-08,2,gray_eigen,3.717123752033063e-08,3.791697651966963e-07,4.183342295349668e-07,-8.219657959829264e-08,9.090980338313316e-08,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,-0.002,0.0,0,gray_eigen,7.758860715543251e-07,1.6304540972345016e-06,3.2959285760636448e-06,3.502038159464149e-08,1.2292383406919435e-06,4.440892098500626e-16,4.440892098500626e-16
1e-05,0.0,0.0,0.0001,-0.002,1e-08,0,gray_eigen,8.720180192425774e-07,1.5995379095412594e-06,3.111056571081238e-06,1.2053145298507317e-07,8.240558376603253e-07,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,-0.002,1e-08,1,gray_eigen,6.356879837091636e-07,1.7240551235808699e-06,3.0465315510319613e-06,4.399906476937332e-07,1.1855756446929457e-06,8.881784197001252e-16,8.881784197001252e-16
1e-05,0.0,0.0,0.0001,-0.002,1e-08,2,gray_eigen,1.0238830166676228e-06,1.915767282756331e-06,3.4539671376898617e-06,-7.981968758175029e-08,1.346951383052762e-06,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,0.0,0.0,0,gray_eigen,0.00019960866341186027,2.5148236132421786e-07,0.00019983225130443255,0.00019932928658178412,2.5160030709279395e-07,4.440892098500626e-16,4.440892098500626e-16
1e-05,0.0,0.0,0.0001,0.0,1e-08,0,gray_eigen,0.00020051911308095605,7.945413712517755e-07,0.00020126188617630714,0.00020063644211454346,6.538801436483744e-07,7.771561172376096e-16,7.771561172376096e-16
1e-05,0.0,0.0,0.0001,0.0,1e-08,1,gray_eigen,0.00019968703130961315,7.276892128871417e-07,0.00020034816294717256,0.00019972823925501476,5.617832912088012e-07,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,0.0,1e-08,2,gray_eigen,0.00020095017369555718,6.843834759184548e-07,0.00020162866112061195,0.00020072709406487865,4.0050214728575765e-07,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,0.002,0.0,0,unstable_or_drifting,0.15987484630465343,0.28520801779130145,0.5823822673814041,0.5823822673814041,0.24104299042665153,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,0.002,1e-08,0,unstable_or_drifting,0.16013410240552162,0.2855549546288609,0.5830984841261905,0.5830984841261905,0.24141633895279863,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,0.002,1e-08,1,unstable_or_drifting,0.1601781424093652,0.2856136981360393,0.5832196797571315,0.5832196797571315,0.2414787089431456,8.881784197001252e-16,8.881784197001252e-16
1e-05,0.0,0.0,0.0001,0.002,1e-08,2,unstable_or_drifting,0.15982540906560905,0.28514206654189966,0.5822458358247986,0.5822458358247986,0.24097256661686445,8.881784197001252e-16,8.881784197001252e-16
1e-05,0.0,0.0,0.0001,0.01,0.0,0,natural_selection,0.999998059639238,8.962608433193964e-12,0.9999980596396858,0.9999980596396858,8.968381592922015e-13,6.661338147750939e-16,4.440892098500626e-16
1e-05,0.0,0.0,0.0001,0.01,1e-08,0,natural_selection,0.9999980596165626,6.991275336432068e-10,0.9999980603731451,0.9999980599310427,9.089262675843202e-11,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,0.01,1e-08,1,natural_selection,0.9999980597362232,7.521302469726265e-10,0.9999980604418454,0.9999980591008677,3.3741898164407758e-12,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.0001,0.01,1e-08,2,natural_selection,0.9999980596272466,6.979510303040115e-10,0.9999980601807339,0.99999805926138,1.4743473109035676e-10,8.881784197001252e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,-0.01,0.0,0,gray_eigen,-7.919029677464095e-09,1.0681178164162475e-12,7.919297828618e-09,-7.91881904493863e-09,9.81549774342863e-14,4.440892098500626e-16,4.440892098500626e-16
1e-05,0.0,0.0,0.001,-0.01,1e-08,0,gray_eigen,1.1129119745744711e-08,4.157635633827984e-07,4.6122644425938846e-07,3.6830758443073806e-08,2.0827365565602352e-08,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,-0.01,1e-08,1,gray_eigen,-1.4998103069203382e-08,4.448412836977057e-07,4.669405333501687e-07,1.5217045762350168e-07,3.804483251854537e-08,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,-0.01,1e-08,2,gray_eigen,3.004454415403699e-08,3.791697066879428e-07,4.2546085887718e-07,-8.932326067689896e-08,9.090980197585577e-08,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,-0.002,0.0,0,gray_eigen,7.75887608727474e-06,1.6304573333764116e-05,3.295935116165438e-05,3.5020449412614946e-07,1.2292407801941511e-05,4.440892098500626e-16,4.440892098500626e-16
1e-05,0.0,0.0,0.001,-0.002,1e-08,0,gray_eigen,7.85500661876551e-06,1.6180873206733674e-05,3.274444740830607e-05,4.3571707020184647e-07,1.188722286480808e-05,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,-0.002,1e-08,1,gray_eigen,7.618683230958687e-06,1.609122894033477e-05,3.264964269389382e-05,7.551761401214383e-07,1.2248746197387416e-05,8.881784197001252e-16,8.881784197001252e-16
1e-05,0.0,0.0,0.001,-0.002,1e-08,2,gray_eigen,8.006873042584914e-06,1.6461296803216285e-05,3.3109507460715726e-05,2.3536468352070017e-07,1.241011656357672e-05,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,0.0,0.0,0,gray_eigen,0.001996086634046451,2.5148235938134925e-06,0.001998322512947903,0.001993292865760276,2.5160030554293236e-06,4.440892098500626e-16,4.440892098500626e-16
1e-05,0.0,0.0,0.001,0.0,1e-08,0,gray_eigen,0.0019969964747762275,2.2334951511875523e-06,0.0019990500271060414,0.0019945989281984207,1.6107647409125021e-06,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,0.0,1e-08,1,gray_eigen,0.001996165716662118,2.53980612310834e-06,0.0019987398191598778,0.001993692626077292,2.8260490263134347e-06,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,0.0,1e-08,2,gray_eigen,0.001997427332400758,2.192635742720656e-06,0.0019990476596897237,0.0019946889224125566,1.8645685758733078e-06,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,0.002,0.0,0,unstable_or_drifting,0.6226865400549423,0.4358124778238038,0.9904506457992265,0.9904506457992265,0.552895806331438,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,0.002,1e-08,0,unstable_or_drifting,0.6227260065554311,0.43580327657954265,0.9904541179699642,0.9904541179699642,0.5528734949207524,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,0.002,1e-08,1,unstable_or_drifting,0.6227329669605105,0.4358017831809494,0.9904547724751621,0.9904547724751621,0.5528690961212115,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,0.002,1e-08,2,unstable_or_drifting,0.6226788414621566,0.4358143431288848,0.9904499161590399,0.9904499161590399,0.5529004255133905,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,0.01,0.0,0,natural_selection,0.9999980596396812,9.969802761133906e-14,0.9999980596396858,0.9999980596396858,9.769962616701378e-15,6.661338147750939e-16,4.440892098500626e-16
1e-05,0.0,0.0,0.001,0.01,1e-08,0,natural_selection,0.9999980596169294,6.988737921709287e-10,0.9999980603733767,0.9999980599307218,9.004774703669227e-11,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,0.01,1e-08,1,natural_selection,0.9999980597367584,7.524520451163141e-10,0.9999980604431441,0.9999980591011017,4.3942627314663696e-12,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.001,0.01,1e-08,2,natural_selection,0.9999980596276392,6.97828239637488e-10,0.9999980601812295,0.9999980592604547,1.4592449470995916e-10,7.771561172376096e-16,7.771561172376096e-16
1e-05,0.0,0.0,0.01,-0.01,0.0,0,gray_eigen,-7.9206136925073e-08,1.067829158429845e-11,7.920882749701263e-08,-7.920403294336963e-08,9.821781846982992e-13,4.440892098500626e-16,4.440892098500626e-16
1e-05,0.0,0.0,0.01,-0.01,1e-08,0,gray_eigen,-6.01600260386836e-08,4.157621274758495e-07,4.415894587772585e-07,-3.445481622232905e-08,2.082866278780207e-08,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.01,-0.01,1e-08,1,gray_eigen,-8.628322982143936e-08,4.448404835044606e-07,5.382229665285011e-07,8.08832972265527e-08,3.804612989996663e-08,8.881784197001252e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.01,-0.01,1e-08,2,gray_eigen,-4.1238169442004946e-08,3.79169142000757e-07,4.96742954103624e-07,-1.6060588053923297e-07,9.090979298025361e-08,7.771561172376096e-16,7.771561172376096e-16
1e-05,0.0,0.0,0.01,-0.002,0.0,0,gray_metastable,7.760417173331493e-05,0.00016307811118146387,0.00032965896335512834,3.5027409922006036e-06,0.00012294849227401623,4.440892098500626e-16,4.440892098500626e-16
1e-05,0.0,0.0,0.01,-0.002,1e-08,0,gray_metastable,7.770028802163695e-05,0.00016292791287358943,0.0003294440559770129,3.588268153220665e-06,0.00012254328371524354,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.01,-0.002,1e-08,1,gray_metastable,7.74640318781495e-05,0.00016272079533927175,0.00032934931708883397,3.907726410290467e-06,0.00012290484232124863,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.01,-0.002,1e-08,2,gray_metastable,7.785216911590676e-05,0.0001632105573974307,0.0003298090190684832,3.387904273621788e-06,0.0001230661578363488,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.01,0.0,0.0,0,unstable_or_drifting,0.01996086634046966,2.5148235945069916e-05,0.019983225129502232,0.019932928657612092,2.5160030565560265e-05,4.440892098500626e-16,4.440892098500626e-16
1e-05,0.0,0.0,0.01,0.0,1e-08,0,unstable_or_drifting,0.01996176988677373,2.4807889537710806e-05,0.019983839274677343,0.01993422349560192,2.4257416632790518e-05,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.01,0.0,1e-08,1,unstable_or_drifting,0.019960952541041424,2.5079995655707954e-05,0.019983496380091833,0.019933336388780417,2.5468635367217884e-05,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.01,0.0,1e-08,2,unstable_or_drifting,0.019962198616912265,2.4779928453873626e-05,0.019983866750666546,0.0199343068937588,2.4515417464156253e-05,6.661338147750939e-16,6.661338147750939e-16
1e-05,0.0,0.0,0.01,0.002,0.0,0,unstable_or_drifting,0.9655970383891372,0.11601907443541226,0.9998553184430576,0.9998553184430576,0.06598965094625597,6.661338147750939e-16,6.661338147750939e-16
