class_id,count,a2n,b2n,abn,edges
0,1,0.8088292824470856,0.19117071755291445,0.3932231863753946,1-2
1,1,0.6466262236504308,0.3533737763495693,-0.4780175211621577,1-3
2,1,0.008066369914464237,0.9919336300855358,0.08945000609763681,2-3
