step,takagi_r1,takagi_r2,takagi_r3
0,0.22360679774997883,0.22360679774997877,6.606110045555665e-10
1,0.22360679774997874,0.22360679774997863,1.806404978621954e-09
2,0.2236067977499787,0.22360679774997863,1.5779805040440508e-09
3,0.22360679774997877,0.2236067977499787,5.982955052719374e-10
4,0.22360679774997866,0.22360679774997863,1.3436815854744164e-09
5,0.22360679774997866,0.22360679774997866,1.9141830815697747e-09
6,0.22360679774997866,0.22360679774997866,8.841936712344914e-10
7,0.2236067977499786,0.22360679774997858,1.681394966898185e-09
8,0.22360679774997858,0.22360679774997855,1.1057944741429385e-09
9,0.2236067977499785,0.22360679774997844,2.006742561105329e-09
10,0.22360679774997835,0.22360679774997835,1.7170443695319141e-09
11,0.22360679774997835,0.2236067977499783,2.5547084226189396e-09
12,0.22360679774997824,0.22360679774997824,3.020368706218448e-09
13,0.2236067977499782,0.2236067977499782,1.0572320306909324e-09
14,0.22360679774997827,0.22360679774997824,1.7970162779635085e-09
15,0.2236067977499781,0.22360679774997808,1.9035851601468217e-09
16,0.22360679774997808,0.22360679774997805,2.368537985730328e-09
17,0.22360679774997808,0.22360679774997802,2.3977205579678756e-09
18,0.223606797749978,0.223606797749978,2.1814475959339567e-09
19,0.22360679774997802,0.22360679774997794,1.2299764467094946e-09
20,0.22360679774997805,0.22360679774997796,1.8025506197076173e-09
21,0.22360679774997808,0.22360679774997796,2.3271647849498755e-09
22,0.2236067977499781,0.22360679774997796,1.5830905436105593e-09
23,0.22360679774997808,0.223606797749978,2.693055645462657e-09
24,0.22360679774997816,0.22360679774997808,2.2048996617670607e-09
25,0.2236067977499781,0.22360679774997802,2.288951990332438e-09
26,0.22360679774997802,0.223606797749978,1.2820793482750319e-09
27,0.223606797749978,0.22360679774997796,5.501319737557736e-10
28,0.223606797749978,0.22360679774997788,1.7663364208724515e-09
29,0.2236067977499779,0.22360679774997785,1.2116641685278825e-09
30,0.22360679774997788,0.22360679774997774,2.1682436470223168e-09
31,0.22360679774997785,0.22360679774997777,1.623719604592182e-09
32,0.22360679774997783,0.22360679774997774,1.9299214446172954e-09
33,0.22360679774997785,0.22360679774997777,1.7997793023335807e-09
34,0.22360679774997777,0.22360679774997774,1.6592649877016561e-09
35,0.22360679774997771,0.22360679774997766,8.103286606816064e-10
36,0.2236067977499777,0.22360679774997763,2.905451917144059e-09
37,0.2236067977499776,0.22360679774997758,1.3207669935739896e-09
38,0.2236067977499776,0.22360679774997758,2.487617352233541e-09
39,0.22360679774997763,0.22360679774997758,2.593428221900102e-09
40,0.2236067977499776,0.22360679774997758,2.133275698512002e-09
41,0.2236067977499776,0.2236067977499775,1.890313947558818e-09
42,0.22360679774997755,0.22360679774997744,2.3603775578018225e-09
43,0.22360679774997747,0.22360679774997738,1.905276429745481e-09
44,0.22360679774997744,0.22360679774997733,7.10834021406711e-10
45,0.2236067977499774,0.22360679774997733,2.232300501346666e-09
46,0.22360679774997738,0.22360679774997722,1.7983227223682313e-09
47,0.22360679774997738,0.22360679774997722,1.9437423085358683e-09
48,0.22360679774997733,0.22360679774997713,1.7872398028768346e-09
49,0.22360679774997722,0.22360679774997708,3.2344290935071518e-09
50,0.22360679774997722,0.22360679774997708,2.3144140520034626e-09
51,0.22360679774997716,0.22360679774997708,1.980325748914561e-09
52,0.22360679774997708,0.223606797749977,7.647123074101834e-10
53,0.2236067977499771,0.22360679774997705,2.3438947861085014e-09
54,0.22360679774997705,0.2236067977499769,1.7706728116516875e-09
55,0.22360679774997697,0.22360679774997688,5.922731026229373e-10
56,0.2236067977499769,0.22360679774997685,1.3280967250646274e-09
57,0.22360679774997674,0.22360679774997674,1.2186768012731255e-09
58,0.2236067977499767,0.22360679774997666,1.67529853039936e-09
