step,H_total,H_parallel,H_perp,A_perp,abs_ZtZ,sum_a2,sum_b2,sum_ab,r2_min,r2_max,simplex_rank
0,0.19999999999999957,0.1999999999999996,0.0,0.0,1.5277446298699953e-16,0.09999999999999987,0.0999999999999997,-3.0118189637051226e-18,0.04999999999999982,0.09999999999999987,2
1,0.19999999999999946,0.19999999999999948,0.0,0.0,1.5846467536928466e-16,0.09999999999999981,0.09999999999999964,2.0816681711721685e-17,0.0499999999999998,0.0999999999999998,2
2,0.19999999999999946,0.1999999999999995,0.0,0.0,1.429116489669552e-16,0.09999999999999978,0.09999999999999967,4.597017211338539e-17,0.04999999999999982,0.0999999999999998,2
3,0.19999999999999946,0.1999999999999995,0.0,0.0,1.2805497540826608e-16,0.0999999999999998,0.09999999999999967,1.214306433183765e-17,0.04999999999999983,0.0999999999999998,2
4,0.19999999999999934,0.19999999999999937,0.0,0.0,1.2146470916036021e-16,0.09999999999999973,0.09999999999999963,3.642919299551295e-17,0.049999999999999795,0.09999999999999974,2
5,0.1999999999999994,0.19999999999999946,0.0,0.0,8.533169391026516e-17,0.09999999999999971,0.0999999999999997,4.163336342344337e-17,0.049999999999999795,0.09999999999999973,2
6,0.19999999999999943,0.19999999999999946,0.0,0.0,1.0467616752087227e-16,0.09999999999999967,0.09999999999999976,2.7755575615628914e-17,0.049999999999999795,0.0999999999999997,2
7,0.1999999999999993,0.19999999999999932,0.0,0.0,8.815840133102027e-17,0.09999999999999963,0.09999999999999967,3.8163916471489756e-17,0.04999999999999974,0.09999999999999967,2
8,0.19999999999999923,0.19999999999999923,0.0,0.0,3.091416040573053e-17,0.09999999999999962,0.0999999999999996,1.0408340855860843e-17,0.04999999999999972,0.09999999999999962,2
9,0.19999999999999912,0.19999999999999912,0.0,0.0,5.895948834463784e-17,0.09999999999999956,0.09999999999999955,2.7755575615628914e-17,0.04999999999999966,0.09999999999999958,2
10,0.1999999999999989,0.19999999999999898,0.0,0.0,5.580160700370575e-17,0.09999999999999942,0.09999999999999948,-6.938893903907228e-18,0.04999999999999963,0.09999999999999945,2
11,0.1999999999999988,0.19999999999999885,0.0,0.0,6.087790532585989e-17,0.09999999999999937,0.09999999999999942,-1.0408340855860843e-17,0.0499999999999996,0.09999999999999937,2
