step,takagi_r1,takagi_r2,takagi_r3,takagi_r4
0,0.40824829046386296,0.28867513459481287,0.28867513459481275,3.0553329136775486e-09
1,0.4082482904638629,0.2886751345948129,0.2886751345948127,3.5698201642424744e-09
2,0.40824829046386296,0.28867513459481287,0.2886751345948126,2.6054733436444855e-09
3,0.40824829046386296,0.28867513459481287,0.2886751345948126,1.9391226946714678e-09
4,0.40824829046386313,0.2886751345948131,0.28867513459481287,2.362357387203627e-09
5,0.4082482904638634,0.28867513459481325,0.288675134594813,1.587241385717978e-09
6,0.4082482904638634,0.2886751345948133,0.2886751345948129,2.9328415121056663e-09
7,0.4082482904638634,0.2886751345948135,0.28867513459481303,2.5732693672859683e-09
8,0.4082482904638633,0.2886751345948135,0.2886751345948131,2.09108060399848e-09
9,0.40824829046386313,0.28867513459481325,0.2886751345948129,3.03004354104435e-09
10,0.4082482904638629,0.2886751345948128,0.28867513459481275,1.0965145568487823e-09
11,0.4082482904638626,0.28867513459481253,0.2886751345948125,2.4772648472750202e-09
12,0.40824829046386263,0.28867513459481253,0.28867513459481237,2.1685060243443853e-09
13,0.40824829046386235,0.2886751345948123,0.28867513459481203,3.1307676027640873e-09
14,0.40824829046386213,0.28867513459481214,0.28867513459481187,1.9336373806577156e-09
15,0.40824829046386196,0.28867513459481203,0.28867513459481187,4.339781173217664e-09
16,0.40824829046386196,0.2886751345948123,0.288675134594812,3.999106440914122e-09
17,0.408248290463862,0.28867513459481214,0.2886751345948118,2.902947029714936e-09
18,0.4082482904638621,0.2886751345948123,0.28867513459481187,1.7190635444496327e-09
19,0.4082482904638622,0.2886751345948124,0.2886751345948119,3.792147462907536e-09
20,0.40824829046386235,0.28867513459481287,0.28867513459481203,3.386637564159512e-09
21,0.40824829046386224,0.28867513459481275,0.28867513459481203,2.4622650863943634e-09
22,0.40824829046386213,0.28867513459481403,0.2886751345948106,3.0826979082153542e-09
23,0.4082482904638621,0.2886751345948142,0.2886751345948106,3.767388635972398e-09
