step,max_within_opposite_pair_phase_diff,max_class_gap_error_from_one_third,gap1,gap2,gap3
61,3.675307631913397e-15,0.33333333333321996,0.4999999999999432,1.1335377081422848e-13,0.4999999999999435
62,3.392591660227751e-15,0.33333333333321097,0.4999999999999383,1.2234657731369225e-13,0.49999999999993927
63,3.392591660227751e-15,0.33333333333320164,0.49999999999993344,1.3167245072054357e-13,0.49999999999993483
64,3.1098756885421053e-15,0.33333333333319143,0.499999999999928,1.41886502547095e-13,0.49999999999993017
65,3.1098756885421053e-15,0.3333333333331803,0.49999999999992234,1.5298873279334657e-13,0.4999999999999246
66,3.392591660227751e-15,0.33333333333316867,0.4999999999999164,1.6464607455191071e-13,0.49999999999991895
67,3.392591660227751e-15,0.3333333333331558,0.49999999999990985,1.7752466163756253e-13,0.4999999999999126
68,2.8271597168564595e-15,0.3333333333331419,0.49999999999990286,1.91402449445377e-13,0.49999999999990574
69,2.5444437451708133e-15,0.333333333333127,2.063384185735373e-13,0.4999999999998982,0.49999999999989553
70,2.4030857593279904e-15,0.33333333333311105,2.2226664952995634e-13,0.49999999999989014,0.49999999999988765
71,2.5444437451708133e-15,0.3333333333330937,2.396138842897244e-13,0.4999999999998813,0.4999999999998791
72,2.2617277734851675e-15,0.33333333333307513,2.582101199521958e-13,0.4999999999998717,0.49999999999987
73,2.2617277734851675e-15,0.33333333333305515,2.7816637881983297e-13,0.49999999999986144,0.49999999999986044
74,2.4030857593279904e-15,0.3333333333330335,2.997879722244079e-13,0.4999999999998504,0.4999999999998498
75,2.1203697876423446e-15,0.3333333333330103,3.230193890146893e-13,0.4999999999998384,0.4999999999998387
76,1.9790118017995217e-15,0.3333333333329853,3.479994070687553e-13,0.4999999999998257,0.49999999999982636
77,2.1203697876423446e-15,0.3333333333329581,3.7519987117207165e-13,0.49999999999981176,0.49999999999981304
78,1.9790118017995217e-15,0.33333333333292925,4.040656698123257e-13,0.49999999999979705,0.4999999999997988
79,1.9790118017995217e-15,0.3333333333328978,4.355404925604489e-13,0.49999999999978106,0.4999999999997834
80,1.6962958301138756e-15,0.33333333333286397,4.693467836602849e-13,0.4999999999997639,0.49999999999976674
81,1.6962958301138756e-15,0.3333333333328278,5.05540054263065e-13,0.49999999999974554,0.499999999999749
82,1.8376538159566985e-15,0.33333333333278875,0.4999999999997294,5.445643935786393e-13,0.499999999999726
83,1.766974823035287e-15,0.33333333333274634,0.499999999999708,5.869749131193203e-13,0.4999999999997049
84,2.2617277734851675e-15,0.33333333333270115,0.4999999999996853,6.321609902215641e-13,0.4999999999996825
85,2.332406766406579e-15,0.3333333333326523,0.4999999999996606,6.81010803305071e-13,0.4999999999996585
86,2.6151227380922248e-15,0.33333333333259957,0.4999999999996339,7.33746396974766e-13,0.4999999999996323
87,2.897838709777871e-15,0.33333333333254317,0.4999999999996053,7.901457266257239e-13,0.49999999999960465
88,2.9685177026992824e-15,0.333333333332482,0.49999999999957456,8.5131901528257e-13,0.4999999999995741
89,3.1098756885421053e-15,0.33333333333241616,0.4999999999995413,9.171552406428418e-13,0.4999999999995416
90,3.1805546814635168e-15,0.3333333333323451,0.49999999999950545,9.882095142188518e-13,0.4999999999995063
91,3.2512336743849282e-15,0.33333333333226883,0.4999999999994669,1.0644818360106e-12,0.49999999999946865
92,3.2512336743849282e-15,0.33333333333218657,0.4999999999994253,1.1467493621353242e-12,0.499999999999428
93,3.1098756885421053e-15,0.33333333333209775,0.4999999999993806,1.2355672041053367e-12,0.4999999999993838
94,3.392591660227751e-15,0.3333333333320024,1.3309527091553974e-12,0.4999999999993361,0.49999999999933287
95,3.533949646070574e-15,0.3333333333318997,1.4336518083801764e-12,0.499999999999285,0.49999999999928124
96,3.675307631913397e-15,0.3333333333317889,1.5444173717682474e-12,0.49999999999922967,0.49999999999922595
97,3.887344610677631e-15,0.3333333333316697,1.6636414468251814e-12,0.49999999999917,0.49999999999916633
98,3.9580236035990435e-15,0.3333333333315411,1.7922330286523902e-12,0.4999999999991054,0.4999999999991024
99,4.028702596520455e-15,0.3333333333314026,1.930705595398763e-12,0.4999999999990361,0.4999999999990331
100,4.099381589441866e-15,0.3333333333312535,2.0798640587571526e-12,0.49999999999896116,0.49999999999895894
101,4.099381589441866e-15,0.3333333333310927,2.2405965971472597e-12,0.49999999999888045,0.499999999998879
102,4.240739575284689e-15,0.3333333333309196,2.413735877837553e-12,0.49999999999879363,0.49999999999879274
103,4.382097561127512e-15,0.33333333333073323,2.6000868125208854e-12,0.49999999999870004,0.4999999999986998
104,4.523455546970335e-15,0.33333333333053244,2.800870646524345e-12,0.49999999999859934,0.4999999999985997
105,4.523455546970335e-15,0.33333333333031623,3.017086580570094e-12,0.4999999999984909,0.499999999998492
106,4.5941345398917465e-15,0.3333333333300831,3.250233415741377e-12,0.4999999999983741,0.49999999999837574
107,4.806171518655981e-15,0.33333333332983234,0.4999999999982504,3.5009772858529686e-12,0.4999999999982485
108,4.806171518655981e-15,0.3333333333295619,0.49999999999811556,3.771427614651657e-12,0.49999999999811295
109,5.088887490341627e-15,0.33333333332927123,0.49999999999797007,4.062084002498523e-12,0.49999999999796774
110,4.806171518655981e-15,0.33333333332895715,0.49999999999781297,4.3761660961649795e-12,0.499999999997811
111,4.947529504498804e-15,0.3333333333286194,0.4999999999976439,4.713895940255952e-12,0.49999999999764233
112,4.947529504498804e-15,0.3333333333282555,0.4999999999974618,5.0778270477280785e-12,0.49999999999746025
113,4.806171518655981e-15,0.33333333332786313,0.49999999999726547,5.470179864630609e-12,0.4999999999972644
114,4.523455546970335e-15,0.33333333332744103,0.4999999999970543,5.892286658593093e-12,0.49999999999705347
115,4.523455546970335e-15,0.33333333332698606,0.4999999999968265,6.3472560540844825e-12,0.4999999999968262
116,4.382097561127512e-15,0.33333333332649623,0.49999999999658135,6.8370864525491015e-12,0.4999999999965815
117,4.099381589441866e-15,0.33333333332596843,0.4999999999963171,7.364886478455901e-12,0.49999999999631806
118,3.9580236035990435e-15,0.3333333333253999,0.49999999999603256,7.933431689366444e-12,0.49999999999603395
119,3.533949646070574e-15,0.3333333333247877,0.49999999999572614,8.545608665144755e-12,0.4999999999957283
120,3.2512336743849282e-15,0.3333333333241278,9.205542578216708e-12,0.49999999999539835,0.499999999995396
121,2.8271597168564595e-15,0.3333333333234172,9.916137355681087e-12,0.49999999999504335,0.49999999999504063
122,2.5444437451708133e-15,0.3333333333226517,1.068165000894794e-11,0.4999999999946606,0.4999999999946577
123,2.2617277734851675e-15,0.333333333321827,1.1506268160488275e-11,0.4999999999942482,0.4999999999942455
124,2.2617277734851675e-15,0.33333333332093906,1.2394252291159091e-11,0.4999999999938043,0.4999999999938014
125,2.2617277734851675e-15,0.3333333333199823,1.3351014738205436e-11,0.49999999999332556,0.49999999999332334
126,2.5444437451708133e-15,0.3333333333189517,1.4381607016389353e-11,0.4999999999928102,0.4999999999928081
127,2.5444437451708133e-15,0.33333333331784154,1.5491774529863278e-11,0.49999999999225486,0.4999999999922533
128,2.6858017310136362e-15,0.33333333331664594,1.668737370508211e-11,0.49999999999165673,0.499999999991656
129,3.1098756885421053e-15,0.33333333331535797,1.7975343435949753e-11,0.4999999999910126,0.49999999999101197
130,3.2512336743849282e-15,0.3333333333139705,1.936278914982381e-11,0.4999999999903186,0.49999999999031874
131,3.1098756885421053e-15,0.3333333333124761,2.0857204852120503e-11,0.4999999999895709,0.4999999999895719
132,3.392591660227751e-15,0.3333333333108664,0.49999999998876726,2.2466917215524518e-11,0.49999999998876576
133,3.2512336743849282e-15,0.33333333330913234,0.49999999998790046,2.420097455768655e-11,0.49999999998789846
134,3.1098756885421053e-15,0.3333333333072643,0.49999999998696654,2.6069035818920838e-11,0.4999999999869644
135,3.533949646070574e-15,0.33333333330525244,0.4999999999859607,2.8080870961844084e-11,0.49999999998595857
136,3.2512336743849282e-15,0.33333333330308496,0.4999999999848769,3.024835937281978e-11,0.4999999999848749
137,3.1098756885421053e-15,0.33333333330075027,0.4999999999837094,3.258304737130402e-11,0.4999999999837076
138,3.392591660227751e-15,0.3333333332982357,0.4999999999824518,3.5097591499777536e-11,0.4999999999824506
139,2.9685177026992824e-15,0.33333333329552656,0.4999999999810969,3.780675772446784e-11,0.49999999998109623
140,2.9685177026992824e-15,0.33333333329260834,0.49999999997963746,4.072497894469507e-11,0.4999999999796375
141,3.1098756885421053e-15,0.33333333328946496,0.4999999999780656,4.386835339431627e-11,0.499999999978066
142,3.392591660227751e-15,0.333333333286079,0.49999999997637223,4.7254311574818075e-11,0.49999999997637345
143,3.6046286389919855e-15,0.3333333332824318,0.4999999999745483,5.090150523301418e-11,0.49999999997455025
144,3.745986624834808e-15,0.3333333332785032,0.49999999997258365,5.4830140427952756e-11,0.49999999997258615
145,3.81666561775622e-15,0.3333333332742713,5.906203651151465e-11,0.4999999999704702,0.49999999997046773
146,3.9580236035990435e-15,0.3333333332697125,6.362085164246523e-11,0.49999999996819094,0.4999999999681882
147,3.9580236035990435e-15,0.3333333332648022,6.853112521909566e-11,0.49999999996573585,0.4999999999657331
148,4.170060582363278e-15,0.33333333325951264,7.382064404204414e-11,0.4999999999630911,0.4999999999630884
149,4.170060582363278e-15,0.333333333253815,7.951830860442044e-11,0.49999999996024214,0.49999999996023947
150,4.028702596520455e-15,0.33333333324767767,8.565567699569954e-11,0.49999999995717315,0.49999999995717126
151,3.887344610677631e-15,0.3333333332410666,9.226666652928373e-11,0.49999999995386746,0.4999999999538658
152,3.81666561775622e-15,0.3333333332339454,9.938794232056125e-11,0.4999999999503065,0.49999999995030553
153,3.675307631913397e-15,0.3333333332262744,1.0705891728690631e-10,0.49999999994647065,0.4999999999464704
154,3.392591660227751e-15,0.33333333321801145,1.153218631699815e-10,0.4999999999423389,0.49999999994233935
155,3.1805546814635168e-15,0.3333333332091108,1.2422252115840138e-10,0.4999999999378882,0.49999999993788924
156,2.897838709777871e-15,0.3333333331995232,1.3381012964330807e-10,0.499999999933094,0.49999999993309574
157,2.6858017310136362e-15,0.33333333318919534,1.441379793298836e-10,0.4999999999279298,0.4999999999279323
158,2.6858017310136362e-15,0.3333333331780705,0.49999999992236976,1.5526280261468628e-10,0.49999999992236743
159,2.5444437451708133e-15,0.3333333331660869,0.499999999916378,1.6724643892018776e-10,0.49999999991637567
160,2.2617277734851675e-15,0.33333333315317853,0.49999999990992383,1.8015477998289953e-10,0.4999999999099213
161,2.1203697876423446e-15,0.333333333139274,0.4999999999029715,1.9405932416560745e-10,0.49999999990296917
162,1.9790118017995217e-15,0.33333333312429597,0.4999999998954824,2.0903734299082544e-10,0.4999999998954803
163,1.8376538159566985e-15,0.3333333331081621,0.49999999988741506,2.2517121500698067e-10,0.4999999998874136
164,1.8376538159566985e-15,0.3333333330907829,0.49999999987872507,2.4255042418985795e-10,0.49999999987872445
165,1.5549378442710527e-15,0.33333333307206264,0.4999999998693646,2.6127067176417995e-10,0.4999999998693646
166,1.2722218725854067e-15,0.3333333330518971,0.49999999985928123,2.81436207671959e-10,0.49999999985928245
167,1.1308638867425838e-15,0.33333333303017537,0.49999999984842,3.031579431933551e-10,0.499999999848422
168,1.1308638867425838e-15,0.333333333006777,0.4999999998367204,3.265563375265401e-10,0.4999999998367233
169,1.1308638867425838e-15,0.3333333329815729,0.499999999824118,3.517603985869755e-10,0.4999999998241217
170,1.1308638867425838e-15,0.3333333329544235,0.4999999998105432,3.789097924311591e-10,0.4999999998105469
171,1.4135798584282298e-15,0.33333333292517864,4.081546836620653e-10,0.49999999979592463,0.4999999997959207
172,1.2722218725854067e-15,0.3333333328936766,4.396566999353979e-10,0.49999999978017357,0.4999999997801696
173,1.2722218725854067e-15,0.33333333285974326,4.735900699381901e-10,0.49999999976320675,0.4999999997632031
174,1.2722218725854067e-15,0.3333333328231906,5.101427058562535e-10,0.49999999974493037,0.4999999997449268
175,1.4135798584282298e-15,0.33333333278381716,5.495161548019212e-10,0.49999999972524306,0.4999999997252408
176,1.5549378442710527e-15,0.33333333274140453,5.919287837663489e-10,0.4999999997040364,0.49999999970403486
177,1.8376538159566985e-15,0.33333333269571835,6.376149608300352e-10,0.49999999968119285,0.49999999968119224
178,1.8376538159566985e-15,0.3333333326465062,6.868270951976285e-10,0.49999999965658654,0.4999999996565865
179,1.9790118017995217e-15,0.3333333325934959,7.39837413554767e-10,0.49999999963008096,0.49999999963008157
180,2.1203697876423446e-15,0.33333333253639413,7.969391813134052e-10,0.49999999960152974,0.4999999996015311
181,2.4030857593279904e-15,0.3333333324748852,8.584480903905956e-10,0.49999999957077496,0.499999999570777
182,2.7564807239350477e-15,0.3333333324086291,9.247042020987806e-10,0.4999999995376468,0.49999999953764895
183,3.1098756885421053e-15,0.3333333323372593,0.4999999995019644,9.96074001058389e-10,0.4999999995019616
184,3.039196695620694e-15,0.3333333322603805,0.49999999946352497,1.07295283768849e-09,0.49999999946352225
185,3.4632706531491626e-15,0.3333333321775685,0.49999999942211903,1.1557648171844903e-09,0.49999999942211604
186,3.81666561775622e-15,0.33333333208836496,0.4999999993775172,1.2449683506332576e-09,0.4999999993775144
187,3.81666561775622e-15,0.3333333319922765,0.4999999993294728,1.3410568211469354e-09,0.49999999932947026
188,4.240739575284689e-15,0.3333333318887722,0.49999999927772054,1.4445611373758993e-09,0.4999999992777182
189,4.240739575284689e-15,0.3333333317772789,0.4999999992219737,1.556054396445461e-09,0.499999999221972
190,4.452776554048924e-15,0.3333333316571803,0.499999999161924,1.6761529941788922e-09,0.49999999916192295
191,4.523455546970335e-15,0.3333333315278126,0.49999999909723986,1.8055207329226164e-09,0.49999999909723947
192,4.664813532813158e-15,0.33333333138845994,0.4999999990275632,1.9448733734606094e-09,0.49999999902756354
193,4.664813532813158e-15,0.3333333312383517,0.49999999895250863,2.094981632616566e-09,0.4999999989525097
194,4.876850511577392e-15,0.33333333107665836,0.4999999988716618,2.2566749580121837e-09,0.49999999887166313
195,5.018208497420215e-15,0.3333333309024851,0.4999999987845749,2.4308481894053102e-09,0.499999998784577
196,5.018208497420215e-15,0.333333330714869,2.6184643550641873e-09,0.49999999869076894,0.4999999986907667
197,5.088887490341627e-15,0.33333333051277236,2.8205609792220088e-09,0.49999999858972083,0.4999999985897181
198,5.088887490341627e-15,0.3333333302950777,3.0382556193142563e-09,0.4999999984808735,0.49999999848087084
199,4.876850511577392e-15,0.33333333006058086,3.2727524579279077e-09,0.4999999983636251,0.4999999983636224
200,4.7354925257345694e-15,0.33333332980798513,3.5253482078001497e-09,0.4999999982373272,0.49999999823732466
201,4.806171518655981e-15,0.33333332953589406,3.7974392519402045e-09,0.49999999810128165,0.49999999810127915
202,4.523455546970335e-15,0.3333333292428024,4.090530913991586e-09,0.49999999795473565,0.4999999979547334
203,4.170060582363278e-15,0.33333332892708945,4.406243869770066e-09,0.49999999779687904,0.4999999977968771
204,4.099381589441866e-15,0.33333332858700976,4.746323556403809e-09,0.49999999762683883,0.49999999762683756
205,3.887344610677631e-15,0.33333332822068196,5.1126513578303445e-09,0.4999999974436746,0.49999999744367407
206,3.81666561775622e-15,0.33333332782608066,5.507252653913497e-09,0.4999999972463737,0.4999999972463737
207,3.4632706531491626e-15,0.3333333274010234,5.932309921075074e-09,0.49999999703384485,0.4999999970338451
208,3.392591660227751e-15,0.3333333269431596,6.390173723502812e-09,0.4999999968049124,0.4999999968049139
209,3.392591660227751e-15,0.33333332644995733,0.49999999655831284,6.88337598031552e-09,0.4999999965583112
210,3.392591660227751e-15,0.33333332591868897,0.499999996292679,7.414644342951249e-09,0.49999999629267666
211,3.392591660227751e-15,0.33333332534641674,0.4999999960065431,7.986916572555458e-09,0.4999999960065403
212,3.392591660227751e-15,0.33333332472997595,0.49999999569832265,8.603357359859842e-09,0.49999999569832
213,3.392591660227751e-15,0.33333332406595745,0.49999999536631345,9.267375866706118e-09,0.4999999953663108
214,3.1098756885421053e-15,0.33333332335068905,0.499999995008679,9.982644266770535e-09,0.49999999500867665
215,2.8271597168564595e-15,0.33333332258021525,0.49999999462344197,1.0753118062645228e-08,0.4999999946234399
216,2.8271597168564595e-15,0.333333321750275,0.4999999942084715,1.1583058290298709e-08,0.4999999942084702
217,2.8271597168564595e-15,0.33333332085627904,0.499999993761473,1.247705427864787e-08,0.49999999376147275
218,2.5444437451708133e-15,0.33333331989328346,0.49999999327997496,1.3440049850821367e-08,0.49999999327997513
219,2.2617277734851675e-15,0.33333331885596246,0.49999999276131407,1.447737085769063e-08,0.4999999927613151
220,2.2617277734851675e-15,0.3333333177385797,0.4999999922026224,1.5594753599579292e-08,0.4999999922026239
221,1.9790118017995217e-15,0.3333333165349555,0.49999999160081,1.679837779988702e-08,0.4999999916008122
222,2.2617277734851675e-15,0.333333315238434,1.809489927340202e-08,0.4999999909525514,0.4999999909525493
223,2.1203697876423446e-15,0.3333333138418455,1.9491487826539533e-08,0.499999990254257,0.4999999902542551
224,2.2617277734851675e-15,0.3333333123374662,2.099586711434842e-08,0.4999999895020672,0.4999999895020656
225,2.5444437451708133e-15,0.33333331071697714,2.261635617673008e-08,0.49999998869182255,0.49999998869182116
226,2.9685177026992824e-15,0.33333330897141644,2.4361916844961584e-08,0.4999999878190421,0.4999999878190411
227,3.1098756885421053e-15,0.33333330709113107,2.6242202244564083e-08,0.4999999868788989,0.4999999868788988
228,3.1098756885421053e-15,0.3333333050657228,2.8267610530097187e-08,0.49999998586619443,0.499999985866195
229,3.1098756885421053e-15,0.33333330288399055,3.0449342769411913e-08,0.4999999847753278,0.4999999847753295
230,3.392591660227751e-15,0.3333333005338695,3.2799463811628016e-08,0.49999998360026693,0.4999999836002693
231,3.1098756885421053e-15,0.3333332980023628,3.533097053809442e-08,0.49999998233451315,0.49999998233451626
232,2.8271597168564595e-15,0.3333332952754711,3.805786219501783e-08,0.4999999809710668,0.4999999809710711
233,2.5444437451708133e-15,0.33333329233811426,4.099521905276404e-08,0.499999979502388,0.49999997950239294
234,2.4030857593279904e-15,0.3333332891740482,0.49999997792036033,4.4159285117473246e-08,0.49999997792035444
235,2.1203697876423446e-15,0.3333332857657752,0.4999999762162241,4.75675581146362e-08,0.4999999762162177
236,2.2617277734851675e-15,0.3333332820944473,0.49999997438056043,5.123888602298621e-08,0.49999997438055355
237,2.2617277734851675e-15,0.33333327813976127,0.4999999724032179,5.5193572046086103e-08,0.49999997240321015
238,2.332406766406579e-15,0.3333332738798474,0.49999997027326126,5.9453485912186466e-08,0.4999999702732527
239,2.2617277734851675e-15,0.33333326929114765,0.4999999679789119,6.404218566569142e-08,0.49999996797890245
240,2.2617277734851675e-15,0.33333326434828586,0.4999999655074816,6.898504745223022e-08,0.49999996550747106
241,2.1203697876423446e-15,0.33333325902392746,0.49999996284530307,7.430940585084755e-08,0.499999962845291
242,2.1203697876423446e-15,0.3333332532886277,0.499999959977654,8.004470564149102e-08,0.49999995997764024
243,2.2617277734851675e-15,0.33333324711067,0.49999995688867604,8.62226633424612e-08,0.4999999568886606
244,2.191048780563756e-15,0.33333324045588925,0.49999995356128657,9.28774440689395e-08,0.49999995356126936
245,2.1203697876423446e-15,0.3333332332874838,0.499999949977085,1.0004584949374618e-07,0.4999999499770654
246,2.2617277734851675e-15,0.33333322556581074,0.4999999461162499,1.0776752257246613e-07,0.49999994611622756
247,2.191048780563756e-15,0.3333332172481689,1.1608516444633343e-07,0.49999994195740505,0.4999999419574306
248,2.049690794720933e-15,0.3333332082885603,1.250447730083426e-07,0.49999993747759885,0.49999993747762805
249,1.9790118017995217e-15,0.3333331986374372,1.346958961034872e-07,0.4999999326520352,0.49999993265206866
250,2.2617277734851675e-15,0.3333331882414272,1.4509190612854717e-07,0.49999992745402744,0.4999999274540665
251,2.2617277734851675e-15,0.3333331770430392,1.5629029409547357e-07,0.4999999218548302,0.49999992185487563
252,2.5444437451708133e-15,0.3333331649803447,1.683529885776469e-07,0.49999991582347925,0.4999999158235321
253,2.8271597168564595e-15,0.3333331519866353,1.813466979916356e-07,0.4999999093266201,0.4999999093266818
254,2.8271597168564595e-15,0.33333313799005404,1.953432792745069e-07,0.49999990232832425,0.4999999023283964
255,2.8271597168564595e-15,0.3333331229131977,2.1042013559346984e-07,0.4999998947898901,0.4999998947899743
256,3.1098756885421053e-15,0.3333331066726895,2.2666064380949535e-07,0.4999998866696289,0.4999998866697274
257,3.1098756885421053e-15,0.3333330891787172,2.4415461613580547e-07,0.4999998779226345,0.49999987792274936
258,3.392591660227751e-15,0.3333330703345364,2.6299879690716566e-07,0.4999998685005348,0.49999986850066824
259,3.392591660227751e-15,0.3333330500359366,2.83297396708182e-07,0.4999998583512241,0.49999985835137917
260,3.392591660227751e-15,0.33333302817066374,0.4999998474187549,3.0516266957825167e-07,0.4999998474185755
261,3.675307631913397e-15,0.33333300461779974,0.499999835642337,3.287155335707226e-07,0.49999983564212946
262,3.675307631913397e-15,0.333332979247094,0.4999998229570002,3.540862393291988e-07,0.4999998229567604
263,3.675307631913397e-15,0.33333295191824336,0.49999980929259374,3.814150899561497e-07,0.49999980929231624
264,3.392591660227751e-15,0.3333329224801151,0.49999979457355137,4.1085321822453835e-07,0.4999997945732304
265,3.392591660227751e-15,0.33333289076991296,0.49999977871847545,4.4256342035531304e-07,0.4999997787181042
266,3.392591660227751e-15,0.3333328566122747,0.4999997616396857,4.7672105862872627e-07,0.49999976163925564
267,3.9580236035990435e-15,0.33333281981830437,0.49999974324273455,5.135150289437007e-07,0.4999997432422365
