t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(944.3855946509996),np.float64(-58.30875247868093),np.float64(181.13532479936134),np.float64(57.481116952557535),np.float64(4.440892098500626e-16)
1,np.float64(944.3855946509984),np.float64(-58.308752478680525),np.float64(181.13532479936134),np.float64(61.87891255825063),np.float64(8.881784197001252e-16)
2,np.float64(944.3855946509972),np.float64(-58.30875247867989),np.float64(181.13532479936092),np.float64(67.7063529398491),np.float64(8.881784197001252e-16)
3,np.float64(944.3855946509939),np.float64(-58.30875247867969),np.float64(181.13532479936083),np.float64(100.4920064636496),np.float64(1.7763568394002505e-15)
4,np.float64(944.385594650996),np.float64(-58.30875247867834),np.float64(181.13532479936177),np.float64(161.85640939888233),np.float64(3.552713678800501e-15)
5,np.float64(944.3855946509975),np.float64(-58.30875247867636),np.float64(181.13532479936276),np.float64(207.93153861664175),np.float64(7.105427357601002e-15)
6,np.float64(944.3855946509985),np.float64(-58.30875247867543),np.float64(181.1353247993634),np.float64(279.6196326804722),np.float64(7.105427357601002e-15)
7,np.float64(944.3855946509966),np.float64(-58.308752478671856),np.float64(181.13532479936364),np.float64(302.8912345863429),np.float64(1.4210854715202004e-14)
8,np.float64(944.3855946509962),np.float64(-58.308752478671245),np.float64(181.13532479936356),np.float64(340.55240268561613),np.float64(1.4210854715202004e-14)
9,np.float64(944.3855946509989),np.float64(-58.30875247866689),np.float64(181.13532479936413),np.float64(408.3739885183125),np.float64(2.842170943040401e-14)
10,np.float64(944.3855946509988),np.float64(-58.308752478654114),np.float64(181.1353247993676),np.float64(422.2647047734173),np.float64(2.842170943040401e-14)
11,np.float64(944.3855946510005),np.float64(-58.30875247865506),np.float64(181.13532479936723),np.float64(430.6099660539004),np.float64(2.842170943040401e-14)
12,np.float64(944.3855946510023),np.float64(-58.308752478655826),np.float64(181.13532479936688),np.float64(435.9684370884463),np.float64(3.552713678800501e-15)
13,np.float64(944.3855946510007),np.float64(-58.30875247865561),np.float64(181.13532479936757),np.float64(439.5061696125585),np.float64(2.842170943040401e-14)
14,np.float64(944.3855946510002),np.float64(-58.3087524786537),np.float64(181.13532479936805),np.float64(442.5091498974865),np.float64(2.842170943040401e-14)
15,np.float64(944.385594651003),np.float64(-58.30875247865544),np.float64(181.13532479936856),np.float64(446.50290522350923),np.float64(2.842170943040401e-14)
16,np.float64(944.3855946510034),np.float64(-58.308752478656444),np.float64(181.13532479936833),np.float64(447.12984516366424),np.float64(2.842170943040401e-14)
17,np.float64(944.3855946509996),np.float64(-58.308752478656196),np.float64(181.13532479936768),np.float64(447.27533537750026),np.float64(7.105427357601002e-15)
18,np.float64(944.385594650999),np.float64(-58.30875247865461),np.float64(181.1353247993684),np.float64(447.45300153627875),np.float64(2.842170943040401e-14)
19,np.float64(944.3855946510029),np.float64(-58.30875247865096),np.float64(181.13532479936924),np.float64(447.625019982182),np.float64(2.842170943040401e-14)
20,np.float64(944.3855946510067),np.float64(-58.30875247864988),np.float64(181.1353247993704),np.float64(447.7476163593852),np.float64(2.842170943040401e-14)
21,np.float64(944.3855946510037),np.float64(-58.30875247864968),np.float64(181.1353247993701),np.float64(447.88712621254007),np.float64(1.4210854715202004e-14)
22,np.float64(944.3855946510062),np.float64(-58.30875247865731),np.float64(181.13532479936845),np.float64(448.04141398877175),np.float64(8.881784197001252e-16)
23,np.float64(944.3855946510052),np.float64(-58.30875247865906),np.float64(181.13532479936842),np.float64(448.1521705762444),np.float64(1.4210854715202004e-14)
24,np.float64(944.3855946510057),np.float64(-58.30875247866007),np.float64(181.13532479936757),np.float64(448.25592442629153),np.float64(5.684341886080802e-14)
25,np.float64(944.3855946510078),np.float64(-58.308752478666484),np.float64(181.1353247993654),np.float64(448.4085831265483),np.float64(1.7763568394002505e-15)
26,np.float64(944.3855946510082),np.float64(-58.30875247866573),np.float64(181.13532479936433),np.float64(448.53206304912845),np.float64(1.7763568394002505e-15)
27,np.float64(944.3855946510071),np.float64(-58.30875247866625),np.float64(181.13532479936475),np.float64(448.68063015513),np.float64(1.4210854715202004e-14)
28,np.float64(944.3855946510084),np.float64(-58.3087524786668),np.float64(181.13532479936507),np.float64(448.87807976849996),np.float64(1.4210854715202004e-14)
29,np.float64(944.3855946510084),np.float64(-58.308752478667444),np.float64(181.1353247993646),np.float64(449.01190239480695),np.float64(1.4210854715202004e-14)
30,np.float64(944.3855946510106),np.float64(-58.30875247866717),np.float64(181.1353247993654),np.float64(449.13704350522215),np.float64(5.684341886080802e-14)
31,np.float64(944.3855946510112),np.float64(-58.30875247866679),np.float64(181.13532479936615),np.float64(449.26210690177226),np.float64(5.684341886080802e-14)
32,np.float64(944.3855946510078),np.float64(-58.308752478666364),np.float64(181.13532479936504),np.float64(449.6525099634019),np.float64(1.4210854715202004e-14)
33,np.float64(944.3855946510096),np.float64(-58.30875247867173),np.float64(181.1353247993634),np.float64(450.06526790284636),np.float64(2.842170943040401e-14)
34,np.float64(944.3855946510105),np.float64(-58.30875247867529),np.float64(181.1353247993631),np.float64(450.3875727588571),np.float64(3.552713678800501e-15)
35,np.float64(944.3855946510103),np.float64(-58.3087524786753),np.float64(181.13532479936316),np.float64(450.7147302795323),np.float64(2.842170943040401e-14)
36,np.float64(944.385594651013),np.float64(-58.308752478673064),np.float64(181.13532479936458),np.float64(451.30658706178633),np.float64(8.881784197001252e-16)
37,np.float64(944.3855946510068),np.float64(-58.30875247867175),np.float64(181.13532479936413),np.float64(453.3023092984423),np.float64(2.842170943040401e-14)
38,np.float64(944.3855946510076),np.float64(-58.308752478672076),np.float64(181.13532479936438),np.float64(454.4093672450964),np.float64(2.842170943040401e-14)
39,np.float64(944.3855946510098),np.float64(-58.30875247867128),np.float64(181.13532479936518),np.float64(455.15550402419603),np.float64(2.842170943040401e-14)
40,np.float64(944.3855946510129),np.float64(-58.30875247867167),np.float64(181.13532479936592),np.float64(455.5795781958718),np.float64(7.105427357601002e-15)
41,np.float64(944.385594651015),np.float64(-58.30875247867384),np.float64(181.13532479936612),np.float64(455.90115839731646),np.float64(5.684341886080802e-14)
42,np.float64(944.3855946510154),np.float64(-58.30875247867901),np.float64(181.1353247993643),np.float64(456.0520517070455),np.float64(7.105427357601002e-15)
43,np.float64(944.3855946510122),np.float64(-58.308752478679594),np.float64(181.1353247993642),np.float64(456.18542029424117),np.float64(5.684341886080802e-14)
44,np.float64(944.3855946510132),np.float64(-58.30875247868029),np.float64(181.13532479936381),np.float64(456.2895910570213),np.float64(7.105427357601002e-15)
45,np.float64(944.3855946510171),np.float64(-58.3087524786839),np.float64(181.1353247993642),np.float64(456.35545608066553),np.float64(1.7763568394002505e-15)
46,np.float64(944.3855946510164),np.float64(-58.30875247868393),np.float64(181.13532479936413),np.float64(456.4046009596655),np.float64(5.684341886080802e-14)
47,np.float64(944.3855946510162),np.float64(-58.308752478686465),np.float64(181.13532479936404),np.float64(456.4466954826211),np.float64(7.105427357601002e-15)
48,np.float64(944.3855946510141),np.float64(-58.30875247868547),np.float64(181.13532479936163),np.float64(456.4728670984306),np.float64(5.684341886080802e-14)
49,np.float64(944.3855946510184),np.float64(-58.30875247868568),np.float64(181.135324799363),np.float64(456.5024386518605),np.float64(5.684341886080802e-14)
50,np.float64(944.3855946510174),np.float64(-58.308752478684134),np.float64(181.13532479936202),np.float64(456.51999344958216),np.float64(5.684341886080802e-14)
51,np.float64(944.3855946510173),np.float64(-58.30875247868181),np.float64(181.13532479936237),np.float64(456.5348168588582),np.float64(8.881784197001252e-16)
52,np.float64(944.3855946510168),np.float64(-58.30875247867709),np.float64(181.13532479936424),np.float64(456.5479860059283),np.float64(7.105427357601002e-15)
53,np.float64(944.3855946510175),np.float64(-58.30875247867677),np.float64(181.13532479936475),np.float64(456.55380212392157),np.float64(1.4210854715202004e-14)
54,np.float64(944.3855946510174),np.float64(-58.30875247867874),np.float64(181.13532479936416),np.float64(456.55943033320494),np.float64(5.684341886080802e-14)
55,np.float64(944.3855946510193),np.float64(-58.30875247867804),np.float64(181.13532479936467),np.float64(456.5624917472818),np.float64(1.4210854715202004e-14)
56,np.float64(944.3855946510203),np.float64(-58.30875247867876),np.float64(181.13532479936393),np.float64(456.56391629525785),np.float64(7.105427357601002e-15)
57,np.float64(944.3855946510187),np.float64(-58.30875247867815),np.float64(181.13532479936347),np.float64(456.5650186736686),np.float64(1.4210854715202004e-14)
58,np.float64(944.3855946510189),np.float64(-58.30875247868142),np.float64(181.1353247993616),np.float64(456.5654853088417),np.float64(8.881784197001252e-16)
59,np.float64(944.3855946510179),np.float64(-58.308752478675366),np.float64(181.13532479936416),np.float64(456.5657188505299),np.float64(1.4210854715202004e-14)
60,np.float64(944.3855946510155),np.float64(-58.30875247867465),np.float64(181.13532479936353),np.float64(456.56585921971555),np.float64(7.105427357601002e-15)
61,np.float64(944.3855946510159),np.float64(-58.308752478677306),np.float64(181.1353247993629),np.float64(456.5659181733278),np.float64(1.4210854715202004e-14)
62,np.float64(944.385594651018),np.float64(-58.30875247868183),np.float64(181.13532479936154),np.float64(456.56594585435704),np.float64(1.4210854715202004e-14)
63,np.float64(944.385594651015),np.float64(-58.308752478687325),np.float64(181.1353247993589),np.float64(456.56596183584486),np.float64(1.4210854715202004e-14)
64,np.float64(944.3855946510139),np.float64(-58.30875247868147),np.float64(181.13532479936057),np.float64(456.56596849565386),np.float64(1.4210854715202004e-14)
65,np.float64(944.3855946510148),np.float64(-58.308752478681214),np.float64(181.1353247993606),np.float64(456.5659715011807),np.float64(3.552713678800501e-15)
66,np.float64(944.385594651013),np.float64(-58.30875247867946),np.float64(181.1353247993607),np.float64(456.56597339020465),np.float64(5.684341886080802e-14)
67,np.float64(944.3855946510162),np.float64(-58.30875247867925),np.float64(181.13532479936083),np.float64(456.5659741074361),np.float64(1.4210854715202004e-14)
68,np.float64(944.3855946510158),np.float64(-58.30875247867836),np.float64(181.1353247993612),np.float64(456.56597448352113),np.float64(5.684341886080802e-14)
69,np.float64(944.3855946510155),np.float64(-58.30875247867964),np.float64(181.13532479936035),np.float64(456.565974723483),np.float64(8.881784197001252e-16)
70,np.float64(944.3855946510146),np.float64(-58.3087524786813),np.float64(181.13532479935952),np.float64(456.56597482178813),np.float64(7.105427357601002e-15)
71,np.float64(944.3855946510139),np.float64(-58.308752478683466),np.float64(181.13532479935844),np.float64(456.5659748939146),np.float64(1.4210854715202004e-14)
72,np.float64(944.3855946510148),np.float64(-58.30875247868285),np.float64(181.13532479935847),np.float64(456.5659749433761),np.float64(5.684341886080802e-14)
73,np.float64(944.3855946510146),np.float64(-58.308752478680304),np.float64(181.1353247993589),np.float64(456.5659749790904),np.float64(5.684341886080802e-14)
74,np.float64(944.3855946510168),np.float64(-58.30875247868075),np.float64(181.1353247993594),np.float64(456.5659750121309),np.float64(1.4210854715202004e-14)
75,np.float64(944.3855946510168),np.float64(-58.308752478681036),np.float64(181.13532479935978),np.float64(456.565975042786),np.float64(5.684341886080802e-14)
76,np.float64(944.3855946510148),np.float64(-58.308752478681086),np.float64(181.1353247993599),np.float64(456.5659750734053),np.float64(1.4210854715202004e-14)
77,np.float64(944.3855946510147),np.float64(-58.30875247868063),np.float64(181.13532479935947),np.float64(456.5659751054141),np.float64(1.4210854715202004e-14)
78,np.float64(944.3855946510175),np.float64(-58.30875247868024),np.float64(181.1353247993602),np.float64(456.56597513969643),np.float64(7.105427357601002e-15)
79,np.float64(944.3855946510187),np.float64(-58.30875247867978),np.float64(181.13532479936194),np.float64(456.56597517685344),np.float64(5.684341886080802e-14)
80,np.float64(944.3855946510182),np.float64(-58.3087524786797),np.float64(181.1353247993613),np.float64(456.565975216915),np.float64(1.4210854715202004e-14)
81,np.float64(944.3855946510205),np.float64(-58.3087524786739),np.float64(181.13532479936325),np.float64(456.56597525916175),np.float64(1.4210854715202004e-14)
82,np.float64(944.3855946510204),np.float64(-58.30875247867388),np.float64(181.13532479936305),np.float64(456.5659753021093),np.float64(7.105427357601002e-15)
83,np.float64(944.3855946510217),np.float64(-58.30875247867025),np.float64(181.13532479936393),np.float64(456.56597534374356),np.float64(1.4210854715202004e-14)
84,np.float64(944.385594651023),np.float64(-58.30875247867055),np.float64(181.1353247993638),np.float64(456.5659753819682),np.float64(1.4210854715202004e-14)
85,np.float64(944.3855946510189),np.float64(-58.30875247867118),np.float64(181.13532479936273),np.float64(456.5659754151735),np.float64(5.684341886080802e-14)
86,np.float64(944.3855946510198),np.float64(-58.30875247867946),np.float64(181.1353247993596),np.float64(456.5659754426732),np.float64(5.684341886080802e-14)
87,np.float64(944.3855946510216),np.float64(-58.30875247868044),np.float64(181.13532479936052),np.float64(456.5659754648057),np.float64(5.684341886080802e-14)
88,np.float64(944.3855946510226),np.float64(-58.30875247868321),np.float64(181.13532479935992),np.float64(456.5659754827342),np.float64(7.105427357601002e-15)
89,np.float64(944.3855946510218),np.float64(-58.30875247868379),np.float64(181.1353247993596),np.float64(456.5659754980781),np.float64(1.4210854715202004e-14)
90,np.float64(944.3855946510217),np.float64(-58.30875247868378),np.float64(181.13532479935952),np.float64(456.5659755125726),np.float64(1.4210854715202004e-14)
91,np.float64(944.3855946510248),np.float64(-58.30875247868702),np.float64(181.13532479935853),np.float64(456.5659755278421),np.float64(1.4210854715202004e-14)
92,np.float64(944.3855946510248),np.float64(-58.308752478687104),np.float64(181.13532479935918),np.float64(456.56597554527104),np.float64(5.684341886080802e-14)
93,np.float64(944.3855946510253),np.float64(-58.30875247868667),np.float64(181.13532479935964),np.float64(456.5659755659114),np.float64(5.684341886080802e-14)
94,np.float64(944.3855946510273),np.float64(-58.30875247868738),np.float64(181.13532479935967),np.float64(456.56597559037846),np.float64(1.4210854715202004e-14)
95,np.float64(944.3855946510259),np.float64(-58.308752478687694),np.float64(181.13532479935893),np.float64(456.5659756187661),np.float64(7.105427357601002e-15)
96,np.float64(944.3855946510255),np.float64(-58.308752478688035),np.float64(181.13532479935878),np.float64(456.56597565064567),np.float64(5.684341886080802e-14)
97,np.float64(944.3855946510241),np.float64(-58.30875247868609),np.float64(181.13532479935992),np.float64(456.5659756851563),np.float64(1.4210854715202004e-14)
98,np.float64(944.385594651024),np.float64(-58.308752478686976),np.float64(181.13532479936043),np.float64(456.56597572119773),np.float64(1.4210854715202004e-14)
99,np.float64(944.3855946510239),np.float64(-58.30875247868664),np.float64(181.1353247993608),np.float64(456.56597575764084),np.float64(5.551115123125783e-17)
100,np.float64(944.385594651025),np.float64(-58.30875247868887),np.float64(181.1353247993604),np.float64(456.56597579348346),np.float64(5.684341886080802e-14)
101,np.float64(944.3855946510243),np.float64(-58.30875247868397),np.float64(181.13532479936111),np.float64(456.5659758278975),np.float64(5.684341886080802e-14)
102,np.float64(944.3855946510248),np.float64(-58.30875247868445),np.float64(181.13532479936194),np.float64(456.56597586022326),np.float64(5.684341886080802e-14)
103,np.float64(944.3855946510249),np.float64(-58.308752478684895),np.float64(181.13532479936174),np.float64(456.5659758899912),np.float64(5.684341886080802e-14)
104,np.float64(944.3855946510274),np.float64(-58.30875247868559),np.float64(181.13532479936177),np.float64(456.5659759170705),np.float64(5.684341886080802e-14)
105,np.float64(944.3855946510291),np.float64(-58.30875247868658),np.float64(181.135324799363),np.float64(456.56597594188776),np.float64(5.684341886080802e-14)
106,np.float64(944.38559465103),np.float64(-58.30875247868585),np.float64(181.1353247993623),np.float64(456.56597596560033),np.float64(1.4210854715202004e-14)
107,np.float64(944.3855946510316),np.float64(-58.308752478686664),np.float64(181.1353247993624),np.float64(456.5659759900541),np.float64(1.4210854715202004e-14)
108,np.float64(944.3855946510315),np.float64(-58.30875247868324),np.float64(181.13532479936313),np.float64(456.5659760174761),np.float64(1.4210854715202004e-14)
109,np.float64(944.385594651031),np.float64(-58.30875247868777),np.float64(181.13532479936188),np.float64(456.56597604999484),np.float64(5.684341886080802e-14)
110,np.float64(944.385594651028),np.float64(-58.30875247868722),np.float64(181.13532479936183),np.float64(456.56597608914376),np.float64(1.4210854715202004e-14)
111,np.float64(944.3855946510284),np.float64(-58.30875247868225),np.float64(181.1353247993634),np.float64(456.5659761355302),np.float64(1.4210854715202004e-14)
112,np.float64(944.385594651027),np.float64(-58.308752478682415),np.float64(181.13532479936305),np.float64(456.56597618871217),np.float64(1.4210854715202004e-14)
113,np.float64(944.3855946510253),np.float64(-58.308752478683154),np.float64(181.1353247993617),np.float64(456.5659762472824),np.float64(1.4210854715202004e-14)
114,np.float64(944.3855946510289),np.float64(-58.30875247867711),np.float64(181.1353247993649),np.float64(456.56597630901575),np.float64(7.105427357601002e-15)
115,np.float64(944.3855946510298),np.float64(-58.30875247867672),np.float64(181.13532479936413),np.float64(456.5659763710056),np.float64(7.105427357601002e-15)
116,np.float64(944.3855946510312),np.float64(-58.30875247867692),np.float64(181.13532479936413),np.float64(456.56597642985383),np.float64(5.684341886080802e-14)
117,np.float64(944.3855946510323),np.float64(-58.308752478677334),np.float64(181.13532479936447),np.float64(456.56597648203575),np.float64(1.4210854715202004e-14)
118,np.float64(944.3855946510337),np.float64(-58.30875247867641),np.float64(181.13532479936495),np.float64(456.5659765245821),np.float64(5.684341886080802e-14)
119,np.float64(944.3855946510341),np.float64(-58.30875247867634),np.float64(181.1353247993649),np.float64(456.5659765559629),np.float64(7.105427357601002e-15)
120,np.float64(944.3855946510353),np.float64(-58.30875247866988),np.float64(181.1353247993667),np.float64(456.5659765768186),np.float64(1.4210854715202004e-14)
121,np.float64(944.3855946510355),np.float64(-58.30875247866456),np.float64(181.1353247993682),np.float64(456.56597659014017),np.float64(5.684341886080802e-14)
122,np.float64(944.3855946510364),np.float64(-58.30875247866614),np.float64(181.13532479936723),np.float64(456.5659766007723),np.float64(1.4210854715202004e-14)
123,np.float64(944.3855946510371),np.float64(-58.30875247866577),np.float64(181.13532479936822),np.float64(456.5659766144194),np.float64(1.4210854715202004e-14)
124,np.float64(944.3855946510341),np.float64(-58.30875247866647),np.float64(181.13532479936816),np.float64(456.5659766365457),np.float64(5.684341886080802e-14)
125,np.float64(944.3855946510346),np.float64(-58.30875247866734),np.float64(181.13532479936853),np.float64(456.56597667146565),np.float64(7.105427357601002e-15)
