t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(350.6171176340731),np.float64(-38.61720389492777),np.float64(13.674369763232235),np.float64(34.77359589627729),np.float64(4.440892098500626e-16)
1,np.float64(350.6171176340737),np.float64(-38.61720389492781),np.float64(13.674369763232178),np.float64(36.95319893121155),np.float64(8.881784197001252e-16)
2,np.float64(350.6171176340734),np.float64(-38.61720389492774),np.float64(13.67436976323209),np.float64(43.645396449311),np.float64(1.7763568394002505e-15)
3,np.float64(350.61711763407357),np.float64(-38.61720389492791),np.float64(13.674369763232038),np.float64(92.92819493785001),np.float64(3.552713678800501e-15)
4,np.float64(350.6171176340729),np.float64(-38.61720389492798),np.float64(13.674369763231898),np.float64(106.43840015900983),np.float64(3.552713678800501e-15)
5,np.float64(350.6171176340733),np.float64(-38.61720389492801),np.float64(13.67436976323178),np.float64(140.5885750341436),np.float64(3.552713678800501e-15)
6,np.float64(350.61711763407345),np.float64(-38.617203894927975),np.float64(13.674369763231429),np.float64(146.62626802805786),np.float64(7.105427357601002e-15)
7,np.float64(350.6171176340739),np.float64(-38.6172038949276),np.float64(13.674369763230906),np.float64(156.1422650968364),np.float64(7.105427357601002e-15)
8,np.float64(350.6171176340735),np.float64(-38.61720389492828),np.float64(13.674369763229649),np.float64(162.12787239165496),np.float64(7.105427357601002e-15)
9,np.float64(350.61711763407334),np.float64(-38.61720389492824),np.float64(13.67436976322934),np.float64(163.91649956896336),np.float64(3.552713678800501e-15)
10,np.float64(350.6171176340722),np.float64(-38.617203894927485),np.float64(13.674369763231255),np.float64(165.07168514153503),np.float64(7.105427357601002e-15)
11,np.float64(350.61711763407226),np.float64(-38.61720389492746),np.float64(13.674369763231443),np.float64(165.93120139951284),np.float64(7.105427357601002e-15)
12,np.float64(350.61711763407243),np.float64(-38.617203894927535),np.float64(13.674369763231805),np.float64(166.34216907226417),np.float64(3.552713678800501e-15)
13,np.float64(350.6171176340725),np.float64(-38.61720389492761),np.float64(13.674369763232171),np.float64(166.59483874824969),np.float64(7.105427357601002e-15)
14,np.float64(350.61711763407266),np.float64(-38.61720389492741),np.float64(13.67436976323279),np.float64(166.6575134495063),np.float64(7.105427357601002e-15)
15,np.float64(350.617117634073),np.float64(-38.617203894927684),np.float64(13.674369763232052),np.float64(166.6601340370886),np.float64(7.105427357601002e-15)
16,np.float64(350.6171176340728),np.float64(-38.61720389492831),np.float64(13.674369763230889),np.float64(166.66059759486387),np.float64(1.1102230246251565e-16)
17,np.float64(350.61711763407254),np.float64(-38.61720389492795),np.float64(13.674369763231049),np.float64(166.6608238880757),np.float64(7.105427357601002e-15)
18,np.float64(350.61711763407254),np.float64(-38.61720389492776),np.float64(13.674369763230843),np.float64(166.66091447767792),np.float64(7.105427357601002e-15)
19,np.float64(350.61711763407243),np.float64(-38.61720389492778),np.float64(13.674369763231397),np.float64(166.6609755934633),np.float64(1.4210854715202004e-14)
20,np.float64(350.6171176340738),np.float64(-38.617203894927826),np.float64(13.674369763231109),np.float64(166.66104869919755),np.float64(7.105427357601002e-15)
21,np.float64(350.61711763407334),np.float64(-38.61720389492783),np.float64(13.674369763231109),np.float64(166.66112753730127),np.float64(7.105427357601002e-15)
22,np.float64(350.6171176340737),np.float64(-38.61720389492821),np.float64(13.674369763230974),np.float64(166.66123877322477),np.float64(7.105427357601002e-15)
23,np.float64(350.617117634073),np.float64(-38.61720389492821),np.float64(13.674369763230896),np.float64(166.6613523675457),np.float64(7.105427357601002e-15)
24,np.float64(350.61711763407413),np.float64(-38.61720389492829),np.float64(13.674369763230295),np.float64(166.66145666236227),np.float64(7.105427357601002e-15)
25,np.float64(350.61711763407334),np.float64(-38.61720389492822),np.float64(13.674369763230075),np.float64(166.66157000046366),np.float64(1.4210854715202004e-14)
26,np.float64(350.61711763407203),np.float64(-38.61720389492726),np.float64(13.67436976323033),np.float64(166.6617108083786),np.float64(7.105427357601002e-15)
27,np.float64(350.6171176340721),np.float64(-38.617203894926874),np.float64(13.674369763230116),np.float64(166.6618435251464),np.float64(7.105427357601002e-15)
28,np.float64(350.61711763407266),np.float64(-38.617203894926725),np.float64(13.67436976323042),np.float64(166.66191778323702),np.float64(7.105427357601002e-15)
29,np.float64(350.6171176340723),np.float64(-38.61720389492679),np.float64(13.674369763230303),np.float64(166.6619838650509),np.float64(7.105427357601002e-15)
30,np.float64(350.6171176340723),np.float64(-38.61720389492663),np.float64(13.674369763230528),np.float64(166.66204574791195),np.float64(7.105427357601002e-15)
31,np.float64(350.6171176340713),np.float64(-38.61720389492648),np.float64(13.674369763230569),np.float64(166.66209772240032),np.float64(4.440892098500626e-16)
32,np.float64(350.61711763407123),np.float64(-38.617203894926426),np.float64(13.674369763229894),np.float64(166.6621165777731),np.float64(7.105427357601002e-15)
33,np.float64(350.61711763407084),np.float64(-38.61720389492634),np.float64(13.674369763230139),np.float64(166.6621421923416),np.float64(1.4210854715202004e-14)
34,np.float64(350.61711763407163),np.float64(-38.61720389492663),np.float64(13.67436976322998),np.float64(166.66215783442055),np.float64(7.105427357601002e-15)
35,np.float64(350.61711763407243),np.float64(-38.61720389492701),np.float64(13.674369763230615),np.float64(166.66217016572674),np.float64(1.4210854715202004e-14)
36,np.float64(350.6171176340721),np.float64(-38.61720389492671),np.float64(13.674369763230516),np.float64(166.66219703731798),np.float64(7.105427357601002e-15)
37,np.float64(350.6171176340724),np.float64(-38.6172038949264),np.float64(13.674369763230397),np.float64(166.66222030684077),np.float64(1.4210854715202004e-14)
38,np.float64(350.6171176340725),np.float64(-38.617203894926426),np.float64(13.67436976323073),np.float64(166.66223184695613),np.float64(7.105427357601002e-15)
39,np.float64(350.61711763407186),np.float64(-38.617203894926234),np.float64(13.674369763230091),np.float64(166.66224638605038),np.float64(7.105427357601002e-15)
40,np.float64(350.61711763407226),np.float64(-38.61720389492658),np.float64(13.674369763230132),np.float64(166.66229538377695),np.float64(7.105427357601002e-15)
41,np.float64(350.61711763407214),np.float64(-38.61720389492634),np.float64(13.67436976323004),np.float64(166.6623360644261),np.float64(7.105427357601002e-15)
42,np.float64(350.61711763407266),np.float64(-38.61720389492652),np.float64(13.674369763230324),np.float64(166.66235380594742),np.float64(7.105427357601002e-15)
43,np.float64(350.61711763407266),np.float64(-38.61720389492663),np.float64(13.674369763230251),np.float64(166.66239910432),np.float64(7.105427357601002e-15)
44,np.float64(350.6171176340728),np.float64(-38.61720389492661),np.float64(13.674369763229876),np.float64(166.6625101235259),np.float64(7.105427357601002e-15)
45,np.float64(350.6171176340731),np.float64(-38.61720389492663),np.float64(13.674369763230459),np.float64(166.66257849114007),np.float64(7.105427357601002e-15)
46,np.float64(350.6171176340733),np.float64(-38.61720389492664),np.float64(13.674369763230718),np.float64(166.66261021970075),np.float64(1.4210854715202004e-14)
47,np.float64(350.617117634074),np.float64(-38.61720389492723),np.float64(13.67436976323091),np.float64(166.6627793686152),np.float64(7.105427357601002e-15)
48,np.float64(350.6171176340745),np.float64(-38.61720389492796),np.float64(13.674369763231034),np.float64(166.66314283425757),np.float64(1.4210854715202004e-14)
49,np.float64(350.6171176340751),np.float64(-38.61720389492818),np.float64(13.674369763231368),np.float64(166.66322822757738),np.float64(1.4210854715202004e-14)
50,np.float64(350.6171176340756),np.float64(-38.61720389492821),np.float64(13.674369763231375),np.float64(166.6632656674431),np.float64(3.552713678800501e-15)
51,np.float64(350.61711763407516),np.float64(-38.617203894928146),np.float64(13.674369763231365),np.float64(166.66386385239457),np.float64(7.105427357601002e-15)
52,np.float64(350.6171176340751),np.float64(-38.61720389492852),np.float64(13.674369763231354),np.float64(166.66473236287186),np.float64(7.105427357601002e-15)
53,np.float64(350.617117634074),np.float64(-38.61720389492828),np.float64(13.674369763231093),np.float64(166.66483089205718),np.float64(7.105427357601002e-15)
54,np.float64(350.61711763407425),np.float64(-38.6172038949282),np.float64(13.674369763231175),np.float64(166.66501694419193),np.float64(7.105427357601002e-15)
55,np.float64(350.6171176340742),np.float64(-38.61720389492808),np.float64(13.674369763230954),np.float64(166.66673634810368),np.float64(1.4210854715202004e-14)
56,np.float64(350.6171176340731),np.float64(-38.61720389492771),np.float64(13.674369763230573),np.float64(166.66858252808157),np.float64(7.105427357601002e-15)
57,np.float64(350.617117634073),np.float64(-38.61720389492777),np.float64(13.674369763230619),np.float64(166.66895145361397),np.float64(7.105427357601002e-15)
58,np.float64(350.61711763407357),np.float64(-38.6172038949286),np.float64(13.67436976323074),np.float64(166.67012848027156),np.float64(7.105427357601002e-15)
59,np.float64(350.61711763407294),np.float64(-38.61720389492836),np.float64(13.674369763230573),np.float64(166.67590034344792),np.float64(1.4210854715202004e-14)
60,np.float64(350.617117634073),np.float64(-38.61720389492811),np.float64(13.674369763231198),np.float64(166.67925835608736),np.float64(1.1102230246251565e-16)
61,np.float64(350.61711763407357),np.float64(-38.61720389492847),np.float64(13.674369763231375),np.float64(166.68010728232287),np.float64(7.105427357601002e-15)
62,np.float64(350.61711763407357),np.float64(-38.61720389492833),np.float64(13.674369763231509),np.float64(166.68615265920624),np.float64(7.105427357601002e-15)
63,np.float64(350.61711763407413),np.float64(-38.61720389492805),np.float64(13.674369763231784),np.float64(166.7024073640245),np.float64(3.552713678800501e-15)
64,np.float64(350.6171176340738),np.float64(-38.61720389492819),np.float64(13.674369763231798),np.float64(166.70743743503374),np.float64(7.105427357601002e-15)
65,np.float64(350.6171176340737),np.float64(-38.61720389492822),np.float64(13.674369763231699),np.float64(166.7083376532577),np.float64(7.105427357601002e-15)
66,np.float64(350.61711763407385),np.float64(-38.617203894928025),np.float64(13.67436976323204),np.float64(166.73059129442814),np.float64(1.4210854715202004e-14)
67,np.float64(350.6171176340732),np.float64(-38.617203894927485),np.float64(13.674369763231631),np.float64(166.77146631658115),np.float64(1.4210854715202004e-14)
68,np.float64(350.6171176340722),np.float64(-38.61720389492667),np.float64(13.674369763232033),np.float64(166.78603396767775),np.float64(7.105427357601002e-15)
69,np.float64(350.61711763407277),np.float64(-38.61720389492693),np.float64(13.674369763231603),np.float64(166.79580190045283),np.float64(7.105427357601002e-15)
70,np.float64(350.6171176340727),np.float64(-38.61720389492703),np.float64(13.674369763232114),np.float64(166.88348754218617),np.float64(4.440892098500626e-16)
71,np.float64(350.6171176340732),np.float64(-38.61720389492724),np.float64(13.674369763231763),np.float64(166.9504521580169),np.float64(1.4210854715202004e-14)
