t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(340.4924663761939),np.float64(-38.737194034678154),np.float64(40.77033958912733),np.float64(33.51167116454752),np.float64(4.440892098500626e-16)
1,np.float64(340.4924663761938),np.float64(-38.73719403467808),np.float64(40.77033958912691),np.float64(40.72723672252762),np.float64(8.881784197001252e-16)
2,np.float64(340.49246637619376),np.float64(-38.73719403467748),np.float64(40.77033958912743),np.float64(62.49365668681403),np.float64(1.7763568394002505e-15)
3,np.float64(340.49246637619467),np.float64(-38.737194034677785),np.float64(40.770339589127246),np.float64(75.9834298790836),np.float64(1.7763568394002505e-15)
4,np.float64(340.4924663761951),np.float64(-38.73719403467807),np.float64(40.770339589127005),np.float64(88.84632252530996),np.float64(3.552713678800501e-15)
5,np.float64(340.49246637619535),np.float64(-38.73719403467761),np.float64(40.7703395891274),np.float64(120.12351307050011),np.float64(3.552713678800501e-15)
6,np.float64(340.49246637619456),np.float64(-38.73719403467826),np.float64(40.77033958912648),np.float64(137.44345286869682),np.float64(7.105427357601002e-15)
7,np.float64(340.49246637619444),np.float64(-38.7371940346782),np.float64(40.770339589126486),np.float64(147.51471526624158),np.float64(7.105427357601002e-15)
8,np.float64(340.4924663761946),np.float64(-38.737194034677),np.float64(40.770339589128),np.float64(158.01479172106656),np.float64(1.4210854715202004e-14)
9,np.float64(340.4924663761934),np.float64(-38.737194034675554),np.float64(40.77033958912896),np.float64(159.97770140238887),np.float64(7.105427357601002e-15)
10,np.float64(340.4924663761933),np.float64(-38.73719403467541),np.float64(40.77033958912908),np.float64(160.64050776860103),np.float64(1.7763568394002505e-15)
11,np.float64(340.4924663761941),np.float64(-38.73719403467615),np.float64(40.7703395891291),np.float64(160.9278614257838),np.float64(7.105427357601002e-15)
12,np.float64(340.49246637619365),np.float64(-38.73719403467596),np.float64(40.77033958912921),np.float64(161.01262459330985),np.float64(7.105427357601002e-15)
13,np.float64(340.49246637619353),np.float64(-38.73719403467706),np.float64(40.770339589128206),np.float64(161.0836888262479),np.float64(1.4210854715202004e-14)
14,np.float64(340.4924663761947),np.float64(-38.737194034676264),np.float64(40.770339589129506),np.float64(161.2513447332601),np.float64(7.105427357601002e-15)
