step,time,seed,epsilon,baseline_norm,perturbed_norm,total_difference,transverse_difference,normalized_transverse_amplification,local_transverse_growth_rate,renormalization_factor,active_subspace_dimension,projection_closure_error,norm_error,conservation_error
5911,5911,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.4599143735e-08,1.4468663123e-08,1.4468663123e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
5961,5961,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.5023782943e-08,1.4880980296e-08,1.4880980296e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6011,6011,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.5432890787e-08,1.5260749788e-08,1.5260749788e+00,8.4539813166e-04,1.5260749788e+00,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6011,6011,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.0000000001e-08,1.0000000001e-08,1.0000000001e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6061,6061,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.0364294607e-08,1.0260893108e-08,1.0260893108e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6111,6111,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.0939701557e-08,1.0760918589e-08,1.0760918589e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6161,6161,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.1642140606e-08,1.1202234032e-08,1.1202234032e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
6211,6211,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.2448342468e-08,1.1956172722e-08,1.1956172722e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
6261,6261,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.3324924644e-08,1.2678652420e-08,1.2678652420e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
6311,6311,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.4239042364e-08,1.3384064564e-08,1.3384064564e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6361,6361,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.5161747153e-08,1.4214643528e-08,1.4214643528e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
6411,6411,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.6113503678e-08,1.4773837473e-08,1.4773837473e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
6461,6461,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.7074416777e-08,1.5634762047e-08,1.5634762047e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6511,6511,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.8033783104e-08,1.6303385976e-08,1.6303385976e+00,9.7757544371e-04,1.6303385976e+00,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6511,6511,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.0000000001e-08,9.9999999978e-09,9.9999999978e-01,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6561,6561,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.1723176369e-08,1.0747584705e-08,1.0747584705e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6611,6611,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.5336382310e-08,1.3469389340e-08,1.3469389340e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6661,6661,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.9692810723e-08,1.5934646643e-08,1.5934646643e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6711,6711,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.4023258932e-08,1.9834184684e-08,1.9834184684e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
6761,6761,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.8305455720e-08,2.3054824118e-08,2.3054824118e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6811,6811,0,1e-08,1.0000000000e+00,1.0000000000e+00,3.2451512737e-08,2.6112163651e-08,2.6112163651e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
6861,6861,0,1e-08,1.0000000000e+00,1.0000000000e+00,3.6527760174e-08,2.9621314791e-08,2.9621314791e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6911,6911,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.0599748758e-08,3.1928676747e-08,3.1928676747e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
6961,6961,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.4694060420e-08,3.5532412504e-08,3.5532412504e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7011,7011,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.8822405154e-08,3.8353007694e-08,3.8353007694e+00,2.6884957184e-03,3.8353007694e+00,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
7011,7011,0,1e-08,1.0000000000e+00,1.0000000000e+00,9.9999997825e-09,9.9999995651e-09,9.9999995651e-01,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7061,7061,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.4023091112e-08,1.2138159453e-08,1.2138159453e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7111,7111,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.1143674091e-08,1.7745947357e-08,1.7745947357e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7161,7161,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.8887627343e-08,2.2844221857e-08,2.2844221857e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
7211,7211,0,1e-08,1.0000000000e+00,1.0000000000e+00,3.6641216575e-08,2.9901065452e-08,2.9901065452e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7261,7261,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.4363574698e-08,3.6281732269e-08,3.6281732269e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7311,7311,0,1e-08,1.0000000000e+00,1.0000000000e+00,5.1792230672e-08,4.2177407937e-08,4.2177407937e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7361,7361,0,1e-08,1.0000000000e+00,1.0000000000e+00,5.8937633383e-08,4.8425908637e-08,4.8425908637e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7411,7411,0,1e-08,1.0000000000e+00,1.0000000000e+00,6.5723267278e-08,5.2786554541e-08,5.2786554541e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7461,7461,0,1e-08,1.0000000000e+00,1.0000000000e+00,7.2282820243e-08,5.8320158841e-08,5.8320158841e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7511,7511,0,1e-08,1.0000000000e+00,1.0000000000e+00,7.8702216040e-08,6.2844523718e-08,6.2844523718e+00,3.6761574114e-03,6.2844523718e+00,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7511,7511,0,1e-08,1.0000000000e+00,1.0000000000e+00,9.9999999943e-09,9.9999999871e-09,9.9999999871e-01,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7561,7561,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.3978146529e-08,1.1806047688e-08,1.1806047688e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7611,7611,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.1411055410e-08,1.7269152229e-08,1.7269152229e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7661,7661,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.9437514106e-08,2.2224641538e-08,2.2224641538e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7711,7711,0,1e-08,1.0000000000e+00,1.0000000000e+00,3.7351930479e-08,2.8935885894e-08,2.8935885894e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7761,7761,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.5188082731e-08,3.4830744492e-08,3.4830744492e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7811,7811,0,1e-08,1.0000000000e+00,1.0000000000e+00,5.2859560244e-08,4.0525259187e-08,4.0525259187e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7861,7861,0,1e-08,1.0000000000e+00,1.0000000000e+00,6.0321495061e-08,4.6673191086e-08,4.6673191086e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
7911,7911,0,1e-08,1.0000000000e+00,1.0000000000e+00,6.7580710148e-08,5.1290781734e-08,5.1290781734e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
7961,7961,0,1e-08,1.0000000000e+00,1.0000000000e+00,7.4631507548e-08,5.7203680237e-08,5.7203680237e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8011,8011,0,1e-08,1.0000000000e+00,1.0000000000e+00,8.1473249927e-08,6.2013586112e-08,6.2013586112e+00,3.6495367978e-03,6.2013586112e+00,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8011,8011,0,1e-08,1.0000000000e+00,1.0000000000e+00,9.9999999175e-09,9.9999998358e-09,9.9999998358e-01,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
8061,8061,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.4523668451e-08,1.2471043468e-08,1.2471043468e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8111,8111,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.2695075705e-08,1.8522944580e-08,1.8522944580e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
8161,8161,0,1e-08,1.0000000000e+00,1.0000000000e+00,3.1472938081e-08,2.4507392240e-08,2.4507392240e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
8211,8211,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.0185507213e-08,3.1926301088e-08,3.1926301088e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8261,8261,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.8803068152e-08,3.8837656510e-08,3.8837656510e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8311,8311,0,1e-08,1.0000000000e+00,1.0000000000e+00,5.7118486105e-08,4.5380762164e-08,4.5380762164e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8361,8361,0,1e-08,1.0000000000e+00,1.0000000000e+00,6.5138917658e-08,5.2118622625e-08,5.2118622625e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8411,8411,0,1e-08,1.0000000000e+00,1.0000000000e+00,7.2732340828e-08,5.7328950279e-08,5.7328950279e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8461,8461,0,1e-08,1.0000000000e+00,1.0000000000e+00,7.9980081361e-08,6.3215851023e-08,6.3215851023e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8511,8511,0,1e-08,1.0000000000e+00,1.0000000000e+00,8.6907558239e-08,6.8203063334e-08,6.8203063334e+00,3.8398087755e-03,6.8203063334e+00,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8511,8511,0,1e-08,1.0000000000e+00,1.0000000000e+00,9.9999999913e-09,9.9999999829e-09,9.9999999829e-01,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
8561,8561,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.4421742430e-08,1.2281868859e-08,1.2281868859e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8611,8611,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.2344678092e-08,1.7863761790e-08,1.7863761790e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8661,8661,0,1e-08,1.0000000000e+00,1.0000000000e+00,3.0743902407e-08,2.3275705323e-08,2.3275705323e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8711,8711,0,1e-08,1.0000000000e+00,1.0000000000e+00,3.8960627824e-08,3.0032810612e-08,3.0032810612e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
8761,8761,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.7015989689e-08,3.6084228432e-08,3.6084228432e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
8811,8811,0,1e-08,1.0000000000e+00,1.0000000000e+00,5.4851777380e-08,4.1996239549e-08,4.1996239549e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
8861,8861,0,1e-08,1.0000000000e+00,1.0000000000e+00,6.2462238785e-08,4.8045269379e-08,4.8045269379e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
8911,8911,0,1e-08,1.0000000000e+00,1.0000000000e+00,6.9837970148e-08,5.2861974267e-08,5.2861974267e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
8961,8961,0,1e-08,1.0000000000e+00,1.0000000000e+00,7.6968185029e-08,5.8568373118e-08,5.8568373118e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
9011,9011,0,1e-08,1.0000000000e+00,1.0000000000e+00,8.3784919538e-08,6.3306183262e-08,6.3306183262e+00,3.6907958265e-03,6.3306183262e+00,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
9011,9011,0,1e-08,1.0000000000e+00,1.0000000000e+00,9.9999999810e-09,9.9999999625e-09,9.9999999625e-01,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
9061,9061,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.4619588724e-08,1.2358178063e-08,1.2358178063e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
9111,9111,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.3266283571e-08,1.8552403283e-08,1.8552403283e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
9161,9161,0,1e-08,1.0000000000e+00,1.0000000000e+00,3.2471693035e-08,2.4793942680e-08,2.4793942680e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
9211,9211,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.1531550510e-08,3.2221330048e-08,3.2221330048e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9261,9261,0,1e-08,1.0000000000e+00,1.0000000000e+00,5.0390401034e-08,3.9190389557e-08,3.9190389557e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9311,9311,0,1e-08,1.0000000000e+00,1.0000000000e+00,5.8939908887e-08,4.5827674611e-08,4.5827674611e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
9361,9361,0,1e-08,1.0000000000e+00,1.0000000000e+00,6.7224556211e-08,5.2680294474e-08,5.2680294474e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
9411,9411,0,1e-08,1.0000000000e+00,1.0000000000e+00,7.5121562745e-08,5.8196028183e-08,5.8196028183e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9461,9461,0,1e-08,1.0000000000e+00,1.0000000000e+00,8.2686261209e-08,6.4230862327e-08,6.4230862327e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
9511,9511,0,1e-08,1.0000000000e+00,1.0000000000e+00,8.9896336306e-08,6.9419539836e-08,6.9419539836e+00,3.8751665774e-03,6.9419539836e+00,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
9511,9511,0,1e-08,1.0000000000e+00,1.0000000000e+00,9.9999999575e-09,9.9999999171e-09,9.9999999171e-01,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
9561,9561,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.4697254146e-08,1.2684701112e-08,1.2684701112e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9611,9611,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.2859734795e-08,1.8368254304e-08,1.8368254304e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
9661,9661,0,1e-08,1.0000000000e+00,1.0000000000e+00,3.1497045977e-08,2.4168738610e-08,2.4168738610e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
9711,9711,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.0014374301e-08,3.1113888339e-08,3.1113888339e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
9761,9761,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.8401674975e-08,3.7495219101e-08,3.7495219101e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
9811,9811,0,1e-08,1.0000000000e+00,1.0000000000e+00,5.6524339810e-08,4.3769569669e-08,4.3769569669e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9861,9861,0,1e-08,1.0000000000e+00,1.0000000000e+00,6.4328060788e-08,4.9912361623e-08,4.9912361623e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
9911,9911,0,1e-08,1.0000000000e+00,1.0000000000e+00,7.1776107278e-08,5.4952119282e-08,5.4952119282e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
9961,9961,0,1e-08,1.0000000000e+00,1.0000000000e+00,7.8918608741e-08,6.0561887952e-08,6.0561887952e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10011,10011,0,1e-08,1.0000000000e+00,1.0000000000e+00,8.5774030308e-08,6.5346856294e-08,6.5346856294e+00,3.7542484805e-03,6.5346856294e+00,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10011,10011,0,1e-08,1.0000000000e+00,1.0000000000e+00,9.9999999867e-09,9.9999999748e-09,9.9999999748e-01,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10061,10061,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.4509811769e-08,1.2124626075e-08,1.2124626075e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10111,10111,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.3197911424e-08,1.8177421333e-08,1.8177421333e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10161,10161,0,1e-08,1.0000000000e+00,1.0000000000e+00,3.2466945252e-08,2.4326135151e-08,2.4326135151e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10211,10211,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.1579211862e-08,3.1597259451e-08,3.1597259451e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10261,10261,0,1e-08,1.0000000000e+00,1.0000000000e+00,5.0434355494e-08,3.8402302068e-08,3.8402302068e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10311,10311,0,1e-08,1.0000000000e+00,1.0000000000e+00,5.8959379660e-08,4.4882659574e-08,4.4882659574e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10361,10361,0,1e-08,1.0000000000e+00,1.0000000000e+00,6.7176867513e-08,5.1602330246e-08,5.1602330246e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10411,10411,0,1e-08,1.0000000000e+00,1.0000000000e+00,7.5010254943e-08,5.7051594997e-08,5.7051594997e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10461,10461,0,1e-08,1.0000000000e+00,1.0000000000e+00,8.2547869152e-08,6.3033853443e-08,6.3033853443e+00,nan,nan,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10511,10511,0,1e-08,1.0000000000e+00,1.0000000000e+00,8.9791436423e-08,6.8249915410e-08,6.8249915410e+00,3.8411822033e-03,6.8249915410e+00,4,0.0000000000e+00,2.2204460493e-16,0.0000000000e+00
10511,10511,0,1e-08,1.0000000000e+00,1.0000000000e+00,9.9999999600e-09,9.9999999196e-09,9.9999999196e-01,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
10561,10561,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.4953113132e-08,1.3005785023e-08,1.3005785023e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
10611,10611,0,1e-08,1.0000000000e+00,1.0000000000e+00,2.3342632423e-08,1.8906555322e-08,1.8906555322e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
10661,10661,0,1e-08,1.0000000000e+00,1.0000000000e+00,3.2156067848e-08,2.5027373359e-08,2.5027373359e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
10711,10711,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.0839226141e-08,3.2134790871e-08,3.2134790871e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
10761,10761,0,1e-08,1.0000000000e+00,1.0000000000e+00,4.9392441321e-08,3.8766993462e-08,3.8766993462e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
10811,10811,0,1e-08,1.0000000000e+00,1.0000000000e+00,5.7675754215e-08,4.5294129813e-08,4.5294129813e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
10861,10861,0,1e-08,1.0000000000e+00,1.0000000000e+00,6.5654111518e-08,5.1600215773e-08,5.1600215773e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
10911,10911,0,1e-08,1.0000000000e+00,1.0000000000e+00,7.3270513116e-08,5.6909089288e-08,5.6909089288e+00,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
10961,10961,0,1e-08,1.0000000000e+00,1.0000000000e+00,8.0579478495e-08,6.2608536704e-08,6.2608536704e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
11011,11011,0,1e-08,1.0000000000e+00,1.0000000000e+00,8.7582389534e-08,6.7544654222e-08,6.7544654222e+00,3.8204076604e-03,6.7544654222e+00,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
11011,11011,0,1e-08,1.0000000000e+00,1.0000000000e+00,9.9999999996e-09,9.9999999993e-09,9.9999999993e-01,nan,nan,4,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
11061,11061,0,1e-08,1.0000000000e+00,1.0000000000e+00,1.4344207319e-08,1.1939335388e-08,1.1939335388e+00,nan,nan,4,0.0000000000e+00,1.1102230246e-16,0.0000000000e+00
