step,time,crossing_flag,splitting_fraction,direction_1_occupation,direction_2_occupation,direction_3_occupation,direction_4_occupation,other_rotating_occupation,kernel_occupation,occupation_sum,plane_1_occupation,plane_2_occupation,norm_error,conservation_error,projection_closure_error
550,550,0,-4.4408920985e-16,5.0000000000e-01,5.0000000000e-01,3.1714016906e-22,7.3423774700e-22,3.6518159368e-24,-4.4409026488e-16,1.0000000000e+00,1.0000000000e+00,1.0513779161e-21,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
575,575,0,0.0000000000e+00,5.0000000000e-01,5.0000000000e-01,7.7167081963e-22,1.7834228027e-21,8.9647414946e-24,-2.5640583638e-21,1.0000000000e+00,1.0000000000e+00,2.5550936223e-21,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
600,600,0,6.6613381478e-16,5.0000000000e-01,5.0000000000e-01,1.8783108569e-21,4.3334189237e-21,2.2045459860e-23,6.6612758100e-16,1.0000000000e+00,1.0000000000e+00,6.2117297806e-21,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
625,625,0,-6.6613381478e-16,5.0000000000e-01,5.0000000000e-01,4.5736615234e-21,1.0532723592e-20,5.4219985068e-23,-6.6614897538e-16,1.0000000000e+00,1.0000000000e+00,1.5106385115e-20,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
650,650,0,7.7715611724e-16,5.0000000000e-01,5.0000000000e-01,1.1140855844e-20,2.5607627881e-20,1.3337796299e-22,7.7711923538e-16,1.0000000000e+00,1.0000000000e+00,3.6748483725e-20,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
675,675,0,-1.3322676296e-15,5.0000000000e-01,5.0000000000e-01,2.7146647838e-20,6.2274590583e-20,3.2816861355e-22,-1.3323573790e-15,1.0000000000e+00,1.0000000000e+00,8.9421238421e-20,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
700,700,0,0.0000000000e+00,5.0000000000e-01,5.0000000000e-01,6.6167429837e-20,1.5148060093e-19,8.0771953968e-22,-2.1845575030e-19,1.0000000000e+00,1.0000000000e+00,2.1764803076e-19,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
725,725,0,5.5511151231e-16,5.0000000000e-01,5.0000000000e-01,1.6132217508e-19,3.6855034802e-19,1.9888631632e-21,5.5457965093e-16,1.0000000000e+00,1.0000000000e+00,5.2987252310e-19,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
750,750,0,-6.6613381478e-16,5.0000000000e-01,5.0000000000e-01,3.9342199677e-19,8.9685139557e-19,4.8984630151e-21,-6.6742898663e-16,1.0000000000e+00,1.0000000000e+00,1.2902733923e-18,4.4408920985e-16,4.4408920985e-16,0.0000000000e+00
775,775,0,2.1094237468e-15,5.0000000000e-01,5.0000000000e-01,9.5968869203e-19,2.1828330684e-18,1.2067395099e-20,2.1062691576e-15,1.0000000000e+00,1.0000000000e+00,3.1425217605e-18,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
800,800,0,1.1102230246e-15,5.0000000000e-01,5.0000000000e-01,2.3415411908e-18,5.3136229170e-18,2.9735186468e-20,1.1025381253e-15,1.0000000000e+00,1.0000000000e+00,7.6551641077e-18,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
825,825,0,3.1086244690e-15,5.0000000000e-01,5.0000000000e-01,5.7143429873e-18,1.2936754894e-17,7.3287972075e-20,3.0899000831e-15,1.0000000000e+00,1.0000000000e+00,1.8651097881e-17,4.4408920985e-16,4.4408920985e-16,0.0000000000e+00
850,850,0,9.5479180118e-15,5.0000000000e-01,5.0000000000e-01,1.3948205786e-17,3.1500614179e-17,1.8067162392e-19,9.5022885202e-15,1.0000000000e+00,1.0000000000e+00,4.5448819965e-17,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
875,875,0,1.9317880628e-14,5.0000000000e-01,5.0000000000e-01,3.4052810220e-17,7.6712678388e-17,4.4548607794e-19,1.9206669654e-14,1.0000000000e+00,1.0000000000e+00,1.1076548861e-16,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
900,900,0,4.9293902293e-14,5.0000000000e-01,5.0000000000e-01,8.3150640784e-17,1.8683832310e-16,1.0986492210e-18,4.9022814680e-14,1.0000000000e+00,1.0000000000e+00,2.6998896389e-16,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
925,925,0,1.1990408666e-13,5.0000000000e-01,5.0000000000e-01,2.0307298769e-16,4.5510587347e-16,2.7099480988e-18,1.1924319785e-13,1.0000000000e+00,1.0000000000e+00,6.5817886116e-16,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
950,950,0,2.9221070008e-13,5.0000000000e-01,5.0000000000e-01,4.9603124458e-16,1.1086751314e-15,6.6855347275e-18,2.9059930817e-13,1.0000000000e+00,1.0000000000e+00,1.6047063759e-15,0.0000000000e+00,0.0000000000e+00,1.1102230246e-16
975,975,0,7.1664896240e-13,5.0000000000e-01,5.0000000000e-01,1.2118059965e-15,2.7010973185e-15,1.6496098810e-17,7.1271956298e-13,1.0000000000e+00,1.0000000000e+00,3.9129033150e-15,4.4408920985e-16,4.4408920985e-16,0.0000000000e+00
1000,1000,0,1.7448265055e-12,5.0000000000e-01,5.0000000000e-01,2.9608858500e-15,6.5814288394e-15,4.0709251184e-17,1.7352434816e-12,1.0000000000e+00,1.0000000000e+00,9.5423146894e-15,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1025,1025,0,4.2653658383e-12,5.0000000000e-01,5.0000000000e-01,7.2355660798e-15,1.6037843029e-14,1.0047803674e-16,4.2419919512e-12,1.0000000000e+00,1.0000000000e+00,2.3273409109e-14,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1050,1050,0,1.0412337659e-11,4.9999999999e-01,5.0000000000e-01,1.7684141398e-14,3.9086063232e-14,2.4803730214e-16,1.0355319417e-11,1.0000000000e+00,9.9999999999e-01,5.6770204630e-14,0.0000000000e+00,0.0000000000e+00,1.1102230246e-16
1075,1075,0,2.5418556149e-11,4.9999999998e-01,4.9999999999e-01,4.3226999602e-14,9.5270053965e-14,6.1240078910e-16,2.5279446694e-11,1.0000000000e+00,9.9999999997e-01,1.3849705357e-13,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1100,1100,0,6.2063465478e-11,4.9999999995e-01,4.9999999999e-01,1.0567830382e-13,2.3225425194e-13,1.5122992394e-15,6.1724020623e-11,1.0000000000e+00,9.9999999994e-01,3.3793255575e-13,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1125,1125,0,1.5153167610e-10,4.9999999988e-01,4.9999999997e-01,2.5839108913e-13,5.6632687913e-13,3.7354393983e-15,1.5070322269e-10,1.0000000000e+00,9.9999999985e-01,8.2471796826e-13,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1150,1150,0,3.7000746911e-10,4.9999999971e-01,4.9999999992e-01,6.3187841142e-13,1.3813527172e-12,9.2295270975e-15,3.6798500845e-10,1.0000000000e+00,9.9999999963e-01,2.0132311287e-12,0.0000000000e+00,0.0000000000e+00,1.1102230246e-16
1175,1175,0,9.0355645188e-10,4.9999999928e-01,4.9999999981e-01,1.5454685298e-12,3.3708206494e-12,2.2814109105e-14,8.9861734859e-10,1.0000000000e+00,9.9999999910e-01,4.9162891791e-12,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1200,1200,0,2.2067341288e-09,4.9999999825e-01,4.9999999954e-01,3.7806680683e-12,8.2310342508e-12,5.6428616090e-14,2.1946659978e-09,1.0000000000e+00,9.9999999779e-01,1.2011702319e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1225,1225,0,5.3903859154e-09,4.9999999574e-01,4.9999999887e-01,9.2507515470e-12,2.0119090839e-11,1.3970307499e-13,5.3608763699e-09,1.0000000000e+00,9.9999999461e-01,2.9369842386e-11,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1250,1250,0,1.3170358359e-08,4.9999998960e-01,4.9999999723e-01,2.2642021890e-11,4.9252481614e-11,3.4637749300e-13,1.3098117478e-08,1.0000000000e+00,9.9999998683e-01,7.1894503504e-11,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1275,1275,0,3.2191189048e-08,4.9999997464e-01,4.9999999317e-01,5.5440887967e-11,1.2085755184e-10,8.6080269918e-13,3.2014029805e-08,1.0000000000e+00,9.9999996781e-01,1.7629843981e-10,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1300,1300,0,7.8726495989e-08,4.9999993812e-01,4.9999998316e-01,1.3582997204e-10,2.9765058885e-10,2.1472983550e-12,7.8290868130e-08,1.0000000000e+00,9.9999992127e-01,4.3348056089e-10,4.4408920985e-16,4.4408920985e-16,0.0000000000e+00
1325,1325,0,1.9269830265e-07,4.9999984893e-01,4.9999995837e-01,3.3306198667e-10,7.3722629262e-10,5.3899189641e-12,1.9162262445e-07,1.0000000000e+00,9.9999980730e-01,1.0702882793e-09,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1350,1350,0,4.7228784028e-07,4.9999963100e-01,4.9999989672e-01,8.1769213266e-10,1.8421009491e-09,1.3671928042e-11,4.6961437527e-07,1.0000000000e+00,9.9999952771e-01,2.6597930817e-09,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1375,1375,0,1.1598805465e-06,4.9999909790e-01,4.9999974222e-01,2.0111259588e-09,4.6660160501e-09,3.5310596064e-11,1.1531680939e-06,1.0000000000e+00,9.9999884012e-01,6.6771420088e-09,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1400,1400,0,2.8573470057e-06,4.9999779198e-01,4.9999935067e-01,4.9592274121e-09,1.2070743095e-08,9.4080658108e-11,2.8402229545e-06,1.0000000000e+00,9.9999714265e-01,1.7029970507e-08,0.0000000000e+00,0.0000000000e+00,1.1102230246e-16
1425,1425,0,7.0721569008e-06,4.9999458707e-01,4.9999834077e-01,1.2272090648e-08,3.2255227259e-08,2.6420906705e-10,7.0273653738e-06,1.0000000000e+00,9.9999292784e-01,4.4527317908e-08,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1450,1450,0,1.7627083435e-05,4.9998670915e-01,4.9999566377e-01,3.0497086221e-08,9.0546317988e-08,8.0616820371e-10,1.7505233863e-05,1.0000000000e+00,9.9998237292e-01,1.2104340421e-07,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1475,1475,0,4.4376663495e-05,4.9996736062e-01,4.9998826272e-01,7.6048365433e-08,2.7348612001e-07,2.7572743361e-09,4.4024371735e-05,1.0000000000e+00,9.9995562334e-01,3.4953448545e-07,1.1102230246e-16,1.1102230246e-16,1.1102230246e-16
1500,1500,0,1.1315865665e-04,4.9992035849e-01,4.9996648285e-01,1.8920136757e-07,9.1605708533e-07,1.0723601600e-08,1.1204267459e-04,1.0000000000e+00,9.9988684134e-01,1.1052584529e-06,0.0000000000e+00,0.0000000000e+00,1.1102230246e-16
1525,1525,0,2.9160245269e-04,4.9981145395e-01,4.9989694360e-01,4.6161407576e-07,3.4924668399e-06,4.7166226687e-08,2.8760120554e-04,1.0000000000e+00,9.9970839755e-01,3.9540809156e-06,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1550,1550,0,7.3924506268e-04,4.9959902123e-01,4.9966173371e-01,1.0744634438e-06,1.4822243607e-05,2.4752942326e-07,7.2310082621e-04,1.0000000000e+00,9.9926075494e-01,1.5896707051e-05,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1575,1575,0,1.6736844555e-03,4.9935768554e-01,4.9896863001e-01,2.8497202155e-06,5.8510109713e-05,1.1216301809e-06,1.6112029954e-03,1.0000000000e+00,9.9832631554e-01,6.1359829929e-05,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1600,1600,0,3.0182456676e-03,4.9924266730e-01,4.9773908703e-01,1.2259645017e-05,1.5532024734e-04,2.7296038265e-06,2.8479361715e-03,1.0000000000e+00,9.9698175433e-01,1.6757989236e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1625,1625,0,4.5723263495e-03,4.9888525939e-01,4.9654241427e-01,5.0323883220e-05,2.5727179300e-04,3.6384061540e-06,4.2610922671e-03,1.0000000000e+00,9.9542767365e-01,3.0759567622e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1650,1650,0,6.1955383997e-03,4.9793112731e-01,4.9587333429e-01,1.3949740770e-04,3.1783961114e-04,4.1176798323e-06,5.7340837011e-03,1.0000000000e+00,9.9380446160e-01,4.5733701884e-04,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1675,1675,0,7.5518903525e-03,4.9683018332e-01,4.9561792632e-01,2.4710245992e-04,3.5293564778e-04,1.5666240802e-06,6.9502856207e-03,1.0000000000e+00,9.9244810965e-01,6.0003810770e-04,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1700,1700,0,8.6705365929e-03,4.9588273224e-01,4.9544673117e-01,3.1024437644e-04,3.9474941773e-04,2.0508229505e-06,7.9634919758e-03,1.0000000000e+00,9.9132946341e-01,7.0499379417e-04,0.0000000000e+00,0.0000000000e+00,1.1102230246e-16
1725,1725,0,9.8112124898e-03,4.9496310123e-01,4.9522568628e-01,3.3825481502e-04,4.4880165628e-04,4.3976529828e-06,9.0197583655e-03,1.0000000000e+00,9.9018878751e-01,7.8705647129e-04,2.2204460493e-16,2.2204460493e-16,2.2204460493e-16
1750,1750,0,1.1245963235e-02,4.9383489467e-01,4.9491914209e-01,3.7354792843e-04,4.9597430671e-04,7.1740375052e-06,1.0369266962e-02,1.0000000000e+00,9.8875403677e-01,8.6952223515e-04,0.0000000000e+00,0.0000000000e+00,1.1102230246e-16
1775,1775,0,1.3188723300e-02,4.9229842356e-01,4.9451285314e-01,4.2437233443e-04,5.1980012091e-04,1.1967921469e-05,1.2232582924e-02,1.0000000000e+00,9.8681127670e-01,9.4417245535e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1800,1800,0,1.5744888012e-02,4.9034459936e-01,4.9391051263e-01,4.7770932498e-04,5.1671585240e-04,2.1431214032e-05,1.4729031621e-02,1.0000000000e+00,9.8425511199e-01,9.9442517738e-04,0.0000000000e+00,0.0000000000e+00,1.1102230246e-16
1825,1825,0,1.8850285466e-02,4.8828076226e-01,4.9286895227e-01,5.3049077899e-04,4.8509122633e-04,3.9408517873e-05,1.7795294942e-02,1.0000000000e+00,9.8114971453e-01,1.0155820053e-03,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1850,1850,0,2.2287908596e-02,4.8658471764e-01,4.9112737377e-01,6.0596102993e-04,4.2209553247e-04,6.5089353026e-05,2.1194762680e-02,1.0000000000e+00,9.7771209140e-01,1.0280565624e-03,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
1875,1875,0,2.5871473497e-02,4.8546157133e-01,4.8866695518e-01,7.4281153979e-04,3.7397593485e-04,8.7959538175e-05,2.4666726484e-02,1.0000000000e+00,9.7412852650e-01,1.1167874746e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
1900,1900,0,2.9606586421e-02,4.8459952432e-01,4.8579388926e-01,9.4365396391e-04,4.6913683741e-04,9.7205193492e-05,2.8096590427e-02,1.0000000000e+00,9.7039341358e-01,1.4127908013e-03,1.1102230246e-16,1.1102230246e-16,1.1102230246e-16
1925,1925,0,3.3635926222e-02,4.8349828527e-01,4.8286578850e-01,1.2054790542e-03,7.9742783490e-04,8.4249265899e-05,3.1548770067e-02,1.0000000000e+00,9.6636407378e-01,2.0029068891e-03,1.1102230246e-16,1.1102230246e-16,2.2204460493e-16
1950,1950,0,3.8070924054e-02,4.8196122872e-01,4.7996784723e-01,1.5797441551e-03,1.2844401936e-03,6.2995247103e-05,3.5143744458e-02,1.0000000000e+00,9.6192907595e-01,2.8641843487e-03,1.1102230246e-16,1.1102230246e-16,2.2204460493e-16
1975,1975,0,4.2881577932e-02,4.8014932965e-01,4.7696909242e-01,2.1103669342e-03,1.8231942260e-03,5.0410590323e-05,3.8897606181e-02,1.0000000000e+00,9.5711842207e-01,3.9335611602e-03,2.2204460493e-16,2.2204460493e-16,1.1102230246e-16
2000,2000,0,4.7902800598e-02,4.7824327049e-01,4.7385392891e-01,2.7700158145e-03,2.4070698882e-03,4.9677683562e-05,4.2676037212e-02,1.0000000000e+00,9.5209719940e-01,5.1770857026e-03,1.1102230246e-16,1.1102230246e-16,0.0000000000e+00
2025,2025,1,5.2925510385e-02,4.7622374840e-01,4.7085074122e-01,3.4668477812e-03,3.1176383359e-03,5.8012199865e-05,4.6283012068e-02,1.0000000000e+00,9.4707448962e-01,6.5844861171e-03,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2050,2050,1,5.7772699436e-02,4.7399610484e-01,4.6823119573e-01,4.1143086074e-03,3.9913224972e-03,7.1575749226e-05,4.9595492582e-02,1.0000000000e+00,9.4222730056e-01,8.1056311046e-03,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2075,2075,1,6.2344394100e-02,4.7158084499e-01,4.6607476091e-01,4.6966833682e-03,4.9309205300e-03,8.7585644845e-05,5.2629204557e-02,1.0000000000e+00,9.3765560590e-01,9.6276038982e-03,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2100,2100,1,6.6621144617e-02,4.6911206607e-01,4.6426678931e-01,5.2489585991e-03,5.7836744261e-03,1.0322633415e-04,5.5485285258e-02,1.0000000000e+00,9.3337885538e-01,1.1032633025e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2125,2125,1,7.0650864481e-02,4.6668859683e-01,4.6266053869e-01,5.7857296012e-03,6.4917218978e-03,1.1504489530e-04,5.8258368086e-02,1.0000000000e+00,9.2934913552e-01,1.2277451499e-02,3.3306690739e-16,3.3306690739e-16,0.0000000000e+00
2150,2150,1,7.4555845562e-02,4.6429218388e-01,4.6115197056e-01,6.2818499925e-03,7.1507119360e-03,1.1938761830e-04,6.1003896015e-02,1.0000000000e+00,9.2544415444e-01,1.3432561929e-02,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2175,2175,1,7.8495267948e-02,4.6190229680e-01,4.5960243526e-01,6.7183687424e-03,7.8769280160e-03,1.1660069463e-04,6.3783370494e-02,1.0000000000e+00,9.2150473205e-01,1.4595296758e-02,1.1102230246e-16,1.1102230246e-16,1.1102230246e-16
2200,2200,1,8.2612815123e-02,4.5960957504e-01,4.5777760984e-01,7.1319784304e-03,8.6570031205e-03,1.1047380618e-04,6.6713359765e-02,1.0000000000e+00,9.1738718488e-01,1.5788981551e-02,4.4408920985e-16,4.4408920985e-16,0.0000000000e+00
2225,2225,1,8.7008040221e-02,4.5751359842e-01,4.5547836136e-01,7.5827095939e-03,9.3953911581e-03,1.0243997257e-04,6.9927499497e-02,1.0000000000e+00,9.1299195978e-01,1.6978100752e-02,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2250,2250,1,9.1661090792e-02,4.5557502230e-01,4.5276388691e-01,8.0726980176e-03,1.0067239343e-02,9.3403300677e-05,7.3427750131e-02,1.0000000000e+00,9.0833890921e-01,1.8139937361e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2275,2275,1,9.6359280813e-02,4.5368532084e-01,4.4995539835e-01,8.5458380024e-03,1.0751176089e-02,8.4598985699e-05,7.6977667736e-02,1.0000000000e+00,9.0364071919e-01,1.9297014091e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2300,2300,1,1.0075042434e-01,4.5187950904e-01,4.4737006662e-01,8.9697666077e-03,1.1492764398e-02,7.8622114187e-05,8.0209271216e-02,1.0000000000e+00,8.9924957566e-01,2.0462531006e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
2325,2325,1,1.0450789566e-01,4.5036560008e-01,4.4512650426e-01,9.3874125393e-03,1.2203365009e-02,7.7327836946e-05,8.2839790276e-02,1.0000000000e+00,8.9549210434e-01,2.1590777548e-02,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2350,2350,1,1.0744627447e-01,4.4929274929e-01,4.4326097624e-01,9.8585792667e-03,1.2752613311e-02,7.8599788715e-05,8.4756482100e-02,1.0000000000e+00,8.9255372553e-01,2.2611192578e-02,1.1102230246e-16,1.1102230246e-16,0.0000000000e+00
2375,2375,1,1.0951734351e-01,4.4856181611e-01,4.4192084038e-01,1.0371046847e-02,1.3135585153e-02,7.7786275350e-05,8.5932925232e-02,1.0000000000e+00,8.9048265649e-01,2.3506632000e-02,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2400,2400,1,1.1078845969e-01,4.4791744828e-01,4.4129409203e-01,1.0859095165e-02,1.3477597946e-02,7.3602299757e-05,8.6378164278e-02,1.0000000000e+00,8.8921154031e-01,2.4336693112e-02,3.3306690739e-16,3.3306690739e-16,1.1102230246e-16
2425,2425,1,1.1147436710e-01,4.4717135223e-01,4.4135428067e-01,1.1318783816e-02,1.3863697342e-02,7.1493386927e-05,8.6220392558e-02,1.0000000000e+00,8.8852563290e-01,2.5182481158e-02,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2450,2450,1,1.1194511610e-01,4.4625219379e-01,4.4180269011e-01,1.1859115103e-02,1.4252881342e-02,7.3949152343e-05,8.5759170501e-02,1.0000000000e+00,8.8805488390e-01,2.6111996445e-02,2.2204460493e-16,2.2204460493e-16,0.0000000000e+00
2475,2475,1,1.1259306181e-01,4.4508222969e-01,4.4232470850e-01,1.2596446984e-02,1.4583959547e-02,7.7212192824e-05,8.5335443090e-02,1.0000000000e+00,8.8740693819e-01,2.7180406531e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
